, ,assets_size,assets_stablecoins,assets_usdc,dt,stablecoins_ratio,usdc_ratio
765,1.0,10125694282.699434,6040861142.847501,5504772634.736099,2022-02-15T00:00:00Z,0.5965873523525986,0.5436439695934181
766,1.0,9981025380.857538,5919921669.322917,5383833161.211515,2022-02-14T00:00:00Z,0.5931175849604238,0.5394068200184211
767,1.0,9998783396.96187,5922693627.0298395,5386605118.918438,2022-02-13T00:00:00Z,0.5923414271409709,0.5387260534671806
768,1.0,9998152028.215002,5921947850.642885,5385859342.531485,2022-02-12T00:00:00Z,0.5923042412168789,0.5386854818102857
769,1.0,10010387894.430202,5932253152.169678,5396164644.058277,2022-02-11T00:00:00Z,0.5926097184975613,0.5390564982062995
770,1.0,9980299410.384998,5892011287.119211,5355922779.007811,2022-02-10T00:00:00Z,0.5903641809571645,0.5366495090753196
771,1.0,9937305400.16183,5848549290.188121,5312460782.076719,2022-02-09T00:00:00Z,0.5885447870096532,0.5345977172031168
772,1.0,9848173418.424881,5769832519.562276,5235106618.590874,2022-02-08T00:00:00Z,0.5858784440947735,0.5315814817798139
773,1.0,9649295799.850311,5646328568.351655,5111602667.380253,2022-02-07T00:00:00Z,0.585154469867039,0.5297384154664995
774,1.0,9508235990.998625,5608356797.15285,5065448115.138367,2022-02-06T00:00:00Z,0.589841985670343,0.5327432049366242
775,1.0,9493946753.323544,5591298585.7027445,5048389903.688261,2022-02-05T00:00:00Z,0.5889330044689159,0.5317482849712605
776,1.0,9392783727.172985,5498253681.056251,4955344999.041767,2022-02-04T00:00:00Z,0.5853699862320901,0.5275693705909711
777,1.0,9361634254.702585,5472290790.563313,4929382108.548829,2022-02-03T00:00:00Z,0.584544390613684,0.526551451854966
778,1.0,9344164153.926537,5461467307.9503765,4918771974.035893,2022-02-02T00:00:00Z,0.5844789558470458,0.5264004241587475
779,1.0,9368944151.308992,5445139821.924949,4902444488.010466,2022-02-01T00:00:00Z,0.5811903384186761,0.5232654191161461
780,1.0,9336257007.07664,5464247289.385628,4920406657.471145,2022-01-31T00:00:00Z,0.5852717299067357,0.5270213377525496
781,1.0,9322464330.424688,5452101718.028303,4918750612.8367195,2022-01-30T00:00:00Z,0.5848348167163147,0.5276234307257085
782,1.0,9326624219.622015,5477534228.847053,4944183123.655468,2022-01-29T00:00:00Z,0.5873008389598271,0.5301149705649708
783,1.0,9268170220.917152,5466963263.4123535,4933612158.220769,2022-01-28T00:00:00Z,0.5898643565127959,0.5323178190109409
784,1.0,9320436445.825788,5549038159.318301,5011539422.026322,2022-01-27T00:00:00Z,0.5953624802413057,0.5376936424764496
785,1.0,9498305762.875662,5729836611.722018,5144570308.019666,2022-01-26T00:00:00Z,0.6032482797213384,0.5416303113895672
786,1.0,9418908047.062624,5652679846.961476,5067413710.154472,2022-01-25T00:00:00Z,0.6001417381629836,0.5380043721453246
787,1.0,9417197032.664371,5590019832.403919,5004757094.052691,2022-01-24T00:00:00Z,0.5935969920789006,0.5314486971753117
788,1.0,9316784036.325706,5446723461.55464,4849855156.304295,2022-01-23T00:00:00Z,0.5846141158062824,0.520550346277743
789,1.0,9245914415.725897,5384619523.49379,4787134617.239614,2022-01-22T00:00:00Z,0.5823782571830179,0.5177567520090197
790,1.0,9312435908.499146,4895040347.517548,4295828285.159616,2022-01-21T00:00:00Z,0.5256455341668457,0.4613001718743599
791,1.0,9576798413.613497,4761310589.452625,4162100334.91662,2022-01-20T00:00:00Z,0.4971714328542599,0.4346024793630573
792,1.0,9579158274.072483,4754581783.817608,4155375474.869386,2022-01-19T00:00:00Z,0.49634651059964635,0.43379338309051346
793,1.0,9518866305.418863,4727362213.666274,4130157153.038796,2022-01-18T00:00:00Z,0.4966308026592515,0.43389170732312904
794,1.0,9504513620.55418,4700437275.493126,4103234594.835108,2022-01-17T00:00:00Z,0.49454790251739966,0.4317143158132336
795,1.0,9435482190.835793,4646619633.975035,4049420378.3857117,2022-01-16T00:00:00Z,0.49246233949633883,0.4291694156678828
796,1.0,9371318994.864109,4609416115.055767,4012218846.7469654,2022-01-15T00:00:00Z,0.49186417809295874,0.4281381147035797
797,1.0,9329407973.236809,4571388430.801374,3974194947.720774,2022-01-14T00:00:00Z,0.48999769802277665,0.42598576020273876
798,1.0,9298069200.444952,4541314963.572543,3944124726.525924,2022-01-13T00:00:00Z,0.48841483814244163,0.4241874997378145
799,1.0,9245389229.916862,4448879383.375487,3851690457.668253,2022-01-12T00:00:00Z,0.48119979297134396,0.4166066308170877
800,1.0,9185811173.591738,4409890988.808481,3812704440.828318,2022-01-11T00:00:00Z,0.480076381439939,0.41506453472388494
801,1.0,9166630930.369043,4389279954.097047,3792096121.919199,2022-01-10T00:00:00Z,0.47883240717757763,0.41368482605271983
802,1.0,9110604209.735542,4349628907.108065,3752449062.1882353,2022-01-09T00:00:00Z,0.4774248564612295,0.4118770803563597
803,1.0,9165445342.168634,4319071142.669297,3721892363.292042,2022-01-08T00:00:00Z,0.4712341824567973,0.40607872551137875
804,1.0,9160607761.287386,4279375519.6522627,3682567877.9721937,2022-01-07T00:00:00Z,0.467149738441684,0.4020003883950451
805,1.0,9143506452.718227,4170823881.7677703,3574017807.767581,2022-01-06T00:00:00Z,0.45615146698210585,0.39088043807363193
806,1.0,9191083427.355762,4136557508.598669,3539753917.860293,2022-01-05T00:00:00Z,0.4500620129599607,0.3851291249652671
807,1.0,9227283411.231619,4123176244.395496,3526375389.6468153,2022-01-04T00:00:00Z,0.4468461691960919,0.38216831893929326
808,1.0,9194403929.379566,4091460911.610566,3494665932.9246125,2022-01-03T00:00:00Z,0.44499468840354245,0.3800861871815143
809,1.0,9161104400.259401,4056839301.619298,3460044322.9333444,2022-01-02T00:00:00Z,0.4428329952777775,0.37768855934393364
810,1.0,9129301416.518,4028218456.2500086,3431425939.232659,2022-01-01T00:00:00Z,0.4412406023709105,0.3758694978592827
811,1.0,9098002245.462866,3994397577.262875,3397608057.493934,2021-12-31T00:00:00Z,0.43904117294045114,0.37344550658781234
812,1.0,9077417828.660448,3984278084.0469966,3387498733.494665,2021-12-30T00:00:00Z,0.4389219664944029,0.37317867233115537
813,1.0,9128559978.998938,3972548051.809094,3375768701.2567625,2021-12-29T00:00:00Z,0.43517795369130435,0.36980298196243633
814,1.0,9141456575.68379,3986451195.6875978,3389671845.1352663,2021-12-28T00:00:00Z,0.43608490208130835,0.3708021601450002
815,1.0,9187157254.098383,4014946573.5524783,3418167223.000147,2021-12-27T00:00:00Z,0.43701729082316665,0.37205929195076154
816,1.0,9196557791.105919,4021778797.998437,3425003032.966306,2021-12-26T00:00:00Z,0.43731349156397825,0.3724222813321154
817,1.0,9150492133.641928,4038890735.425911,3442116166.6152315,2021-12-25T00:00:00Z,0.44138508360406825,0.37616732699657074
818,1.0,9153039880.995153,4038432635.5103173,3441660657.8766537,2021-12-24T00:00:00Z,0.4412121751917073,0.3760128550322085
819,1.0,9121957891.634253,4017665549.425089,3423444179.207564,2021-12-23T00:00:00Z,0.4404389493082061,0.37529708203840806
820,1.0,9128853991.515038,4029521953.6123714,3435303312.773174,2021-12-22T00:00:00Z,0.4414050172516371,0.3763126582992972
821,1.0,9117900172.256678,4025003083.3391504,3431030078.1244173,2021-12-21T00:00:00Z,0.44143969634435726,0.3762960784067499
822,1.0,9089566534.351711,3994982195.484569,3401013248.062794,2021-12-20T00:00:00Z,0.4395129493124394,0.3741667146843061
823,1.0,9062619539.176102,3966848182.865171,3372880215.2669578,2021-12-19T00:00:00Z,0.4377154051008307,0.37217497663744936
824,1.0,9057144940.936016,3941286755.3740535,3347321569.941196,2021-12-18T00:00:00Z,0.43515774353576137,0.3695780062889515
825,1.0,9026278952.129139,3912280862.895678,3326020672.437524,2021-12-17T00:00:00Z,0.43343230179838843,0.368481928165202
826,1.0,9025025578.779346,3859112135.5505605,3280553447.988703,2021-12-16T00:00:00Z,0.42760124077925477,0.3634951967008613
827,1.0,9006248226.476831,3848015008.7538877,3287557742.7697735,2021-12-15T00:00:00Z,0.4272605986409947,0.36503077198171324
828,1.0,8944879663.99118,3791563280.843115,3231108181.4661427,2021-12-14T00:00:00Z,0.42388085958345134,0.36122433200229676
829,1.0,8992637361.582798,3789997084.325977,3229548181.134367,2021-12-13T00:00:00Z,0.4214555676977613,0.3591324826386564
830,1.0,9045582571.683632,3812303169.798421,3251854266.606811,2021-12-12T00:00:00Z,0.42145468681392473,0.359496388522995
831,1.0,9047312224.036852,3795786035.1174774,3235341120.964052,2021-12-11T00:00:00Z,0.4195484737481318,0.35760246146567315
832,1.0,9027732894.385208,3752209156.2319884,3191440189.2285633,2021-12-10T00:00:00Z,0.4156313883151851,0.35351513237764015
833,1.0,9059846009.750391,3719756484.282162,3158989740.4682174,2021-12-09T00:00:00Z,0.4105761268214586,0.3486802907100682
834,1.0,9072469602.106934,3742940372.7176447,3183178315.3714857,2021-12-08T00:00:00Z,0.4125602550212356,0.3508612819856949
835,1.0,9058537025.618757,3738682502.6995506,3178922292.0925612,2021-12-07T00:00:00Z,0.41272475810675113,0.35093109219536694
836,1.0,9048945386.005169,3747904539.8540864,3188148535.3683786,2021-12-06T00:00:00Z,0.4141813636813948,0.3523226629590532
837,1.0,9114752754.534096,3701740405.189813,3140258112.2305307,2021-12-05T00:00:00Z,0.40612625541031794,0.3445247717408925
838,1.0,9048023585.148762,3639995471.581581,3078517637.452263,2021-12-04T00:00:00Z,0.4022973014301371,0.3402419996456771
839,1.0,9018394452.579906,3283945350.4256425,2722529087.8186073,2021-12-03T00:00:00Z,0.3641385800646809,0.3018862284339059
840,1.0,9032121663.57923,3300895467.4841676,2738282309.2690125,2021-12-02T00:00:00Z,0.3654618029332541,0.30317154830971266
841,1.0,9011826517.492739,3285744593.8468833,2722005035.631728,2021-12-01T00:00:00Z,0.3646036225252414,0.3020480953942111
842,1.0,8972643017.178299,3277361168.293933,2711585646.418216,2021-11-30T00:00:00Z,0.365261513471489,0.3022058986662941
843,1.0,8886422922.67592,3216369848.0182557,2650594326.142539,2021-11-29T00:00:00Z,0.3619420182907216,0.29827460939079187
844,1.0,8833357702.653994,3181087955.6448703,2615314008.0708265,2021-11-28T00:00:00Z,0.36012217128817375,0.29607246713048335
845,1.0,8822918215.39282,3156252731.0566807,2590484047.2337084,2021-11-27T00:00:00Z,0.3577334226616942,0.2936085299662242
846,1.0,8833981574.727337,3156244114.9592648,2590475431.1362925,2021-11-26T00:00:00Z,0.357284434913108,0.2932398499162874
847,1.0,8936307986.12581,3128733490.5935183,2562966974.325213,2021-11-25T00:00:00Z,0.3501147784354654,0.28680378723566635
848,1.0,8865059158.715958,3075536539.271188,2509772816.235622,2021-11-24T00:00:00Z,0.34692792052576193,0.28310841149526467
849,1.0,8845813416.03088,3062220653.768523,2496459455.727064,2021-11-23T00:00:00Z,0.34617739598927044,0.2822193209731103
850,1.0,8776089780.163204,3019567609.6399736,2453809164.8896103,2021-11-22T00:00:00Z,0.34406753865088885,0.2796016479270769
851,1.0,8812395468.480288,2999716597.2629538,2433944501.251878,2021-11-21T00:00:00Z,0.34039741044216437,0.276195559987915
852,1.0,8759506238.413002,2968511441.100222,2402741534.264508,2021-11-20T00:00:00Z,0.33889027078745937,0.2743010243805504
853,1.0,8753212349.360643,2936206900.1655273,2370439887.8399453,2021-11-19T00:00:00Z,0.335443353019991,0.2708079951942544
854,1.0,8663069106.124514,2918010841.328174,2352246497.418712,2021-11-18T00:00:00Z,0.33683337920797995,0.27152576859345945
855,1.0,8596953021.652153,2856235022.325937,2290472542.258302,2021-11-17T00:00:00Z,0.3322380633152545,0.2664284120768781
856,1.0,8602656645.681507,2856161601.491625,2290402759.047823,2021-11-16T00:00:00Z,0.33200925238895873,0.2662436562776912
857,1.0,8587091076.364698,2875762927.971425,2310005493.4359803,2021-11-15T00:00:00Z,0.3348937262219961,0.2690090826908883
858,1.0,8596501423.22755,2887257368.0901484,2322150900.7085624,2021-11-14T00:00:00Z,0.3358642342905737,0.2701274374752226
859,1.0,8644569302.332407,2912444012.8880224,2347337545.506437,2021-11-13T00:00:00Z,0.3369102509366442,0.27153898169028473
860,1.0,8693984107.293274,2940615508.3840017,2376012611.1591487,2021-11-12T00:00:00Z,0.33823566642100905,0.27329387560830043
861,1.0,8671167824.365204,2949086455.200594,2383719522.6881647,2021-11-11T00:00:00Z,0.34010256921956067,0.2749017861227558
862,1.0,8683482024.819479,2962786956.288843,2397420023.7764134,2021-11-10T00:00:00Z,0.3411980295255389,0.2760897088200345
863,1.0,8746900627.849955,3064628320.269955,2508423475.7175255,2021-11-09T00:00:00Z,0.3503673416058073,0.2867785496191366
864,1.0,8517786878.2861595,3113061781.954378,2558861937.4019485,2021-11-08T00:00:00Z,0.36547777332751824,0.3004139424907529
865,1.0,8263492809.335489,3160721961.1068406,2607613791.3213944,2021-11-07T00:00:00Z,0.3824922504362911,0.3155583058504635
866,1.0,8253511859.593703,3171468226.8910885,2618360057.1056423,2021-11-06T00:00:00Z,0.38425682071379624,0.3172419330884122
867,1.0,8265978270.282457,3194248938.4627705,2641140768.6773243,2021-11-05T00:00:00Z,0.3864332610148054,0.3195194425047858
868,1.0,7939300403.791588,3236178317.3579707,2683070147.5725245,2021-11-04T00:00:00Z,0.40761504827458883,0.3379479313178735
869,1.0,7982716331.717867,3265094617.6527996,2711986447.8673534,2021-11-03T00:00:00Z,0.4090204990348388,0.33973228349500156
870,1.0,7935887495.830532,3289537192.549042,2741129022.763596,2021-11-02T00:00:00Z,0.4145140911180187,0.3454092594185299
871,1.0,7946886497.055227,3313923609.6169057,2765515439.8314595,2021-11-01T00:00:00Z,0.4170090526453225,0.34799986647050263
872,1.0,7918007302.431336,3345325469.5416217,2796917299.7561755,2021-10-31T00:00:00Z,0.4224958808151632,0.3532349987726511
873,1.0,7896512734.555459,3377003431.7909017,2828595262.0054555,2021-10-30T00:00:00Z,0.42765756800631727,0.35820815556054364
874,1.0,7823811999.243715,3391752787.232081,2843344617.446635,2021-10-29T00:00:00Z,0.4335166524400053,0.3634218994169959
875,1.0,7757280446.476204,3464466697.4340367,2916051527.6485906,2021-10-28T00:00:00Z,0.44660841145788327,0.3759115772297785
876,1.0,7783721550.322559,3527855761.0393176,2979440591.2538714,2021-10-27T00:00:00Z,0.4532350930376129,0.38277841415465363
877,1.0,7443355125.539153,3535396703.4148564,2997649074.349438,2021-10-26T00:00:00Z,0.4749735359642367,0.40272820842097146
878,1.0,7428364334.532395,3541807541.7370815,3004059912.6716633,2021-10-25T00:00:00Z,0.47679507657859554,0.40440395454307837
879,1.0,7451378242.936594,3586693304.2604575,3073947303.264254,2021-10-24T00:00:00Z,0.4813462942456856,0.4125340578675025
880,1.0,7464139263.016965,3599701191.5878606,3086957826.9253044,2021-10-23T00:00:00Z,0.48226608115734443,0.4135718423985531
881,1.0,7491740004.778699,3618408095.9700356,3105667290.9421067,2021-10-22T00:00:00Z,0.48298634144564406,0.41454552466598127
882,1.0,7491166287.458567,3622902134.0853786,3110163901.971355,2021-10-21T00:00:00Z,0.48362324303903215,0.4151775281211253
883,1.0,7263515440.823931,3662011441.823732,3149293762.1630898,2021-10-20T00:00:00Z,0.5041651624008022,0.43357707267513595
884,1.0,7101788429.827416,3671194709.9833317,3157977030.3226895,2021-10-19T00:00:00Z,0.516939464792328,0.44467348774559773
885,1.0,7142335663.641163,3709852177.445313,3196634497.784671,2021-10-18T00:00:00Z,0.5194172259826318,0.4475615048530254
886,1.0,7148151832.790961,3734203928.069879,3220986248.409237,2021-10-17T00:00:00Z,0.5224013165109109,0.4506040615468598
887,1.0,7135359497.837933,3739003579.916158,3225785900.255516,2021-10-16T00:00:00Z,0.5240105394898609,0.4520845657787745
888,1.0,7099523726.712975,3764005416.273458,3250787736.612816,2021-10-15T00:00:00Z,0.5301771726053748,0.4578881431695568
889,1.0,6910008071.280671,3764005416.273458,3250787736.612816,2021-10-14T00:00:00Z,0.544717947858468,0.4704463009419219
890,1.0,6751343115.216116,3769012765.572158,3255795085.9115157,2021-10-13T00:00:00Z,0.5582611787390261,0.48224405578997076
891,1.0,6734847439.696001,3769022665.150783,3255795084.8677387,2021-10-12T00:00:00Z,0.5596299988824854,0.4834252169808169
892,1.0,6687768966.323615,3769022665.150783,3255795084.8677387,2021-10-11T00:00:00Z,0.5635695078777043,0.48682828328286387
893,1.0,6683269722.378183,3772021202.2700553,3258796194.1280565,2021-10-10T00:00:00Z,0.5643975716915723,0.4876050690003339
894,1.0,6670212015.360628,3772118632.83538,3258896193.2054815,2021-10-09T00:00:00Z,0.5655170516542327,0.4885746038807565
895,1.0,6635133357.411687,3778906065.8883486,3265686192.683898,2021-10-08T00:00:00Z,0.5695297837031673,0.492180942985269
896,1.0,6593257419.609579,3763474055.0879927,3265686192.1636705,2021-10-07T00:00:00Z,0.570806479342778,0.4953069453121775
897,1.0,6542370574.504173,3738471497.2982726,3265686191.645073,2021-10-06T00:00:00Z,0.5714246013313913,0.49915946436472985
898,1.0,6437689909.755263,3731537540.7978477,3283754793.2060757,2021-10-05T00:00:00Z,0.5796392173446122,0.5100827842344633
899,1.0,6409267572.09668,3731546987.4190173,3283766792.68949,2021-10-04T00:00:00Z,0.5822111412019435,0.5123466536154089
900,1.0,6388773949.195368,3731744016.9097557,3283966392.170002,2021-10-03T00:00:00Z,0.5841095719750343,0.5140213784811717
901,1.0,6366098815.674131,3731741447.331351,3283966391.651266,2021-10-02T00:00:00Z,0.5861896830981224,0.5158522490360549
902,1.0,6351063435.921022,3731738885.504183,3283966391.1346555,2021-10-01T00:00:00Z,0.5875770133861072,0.5170734671867467
903,1.0,6306905279.066457,3731735476.0218377,3283966390.447977,2021-09-30T00:00:00Z,0.5916904267466986,0.52069378643563
904,1.0,6321480436.831551,3731733764.0773787,3283966390.10356,2021-09-29T00:00:00Z,0.5903259214937627,0.5194932457545575
905,1.0,6344493930.415108,3761681305.0857477,3338916431.324702,2021-09-28T00:00:00Z,0.5929048630738667,0.5262699386184523
906,1.0,6361276153.338054,3781648243.3754234,3408885992.723907,2021-09-27T00:00:00Z,0.5944794962864517,0.5358808375164011
907,1.0,6204572456.163517,3731646807.541477,3408887120.6083784,2021-09-26T00:00:00Z,0.6014349633123428,0.5494153134148748
908,1.0,6193530142.870764,3731643400.7215977,3408887119.9259424,2021-09-25T00:00:00Z,0.6025066988681747,0.550394854193103
909,1.0,6191872009.281605,3731631877.6484776,3408887319.58316,2021-09-24T00:00:00Z,0.6026661843227328,0.5505422777591726
910,1.0,6217822615.719803,3741687409.872346,3418887119.046203,2021-09-23T00:00:00Z,0.6017681174134286,0.5498527909758354
911,1.0,6175688998.156844,3717829859.610941,3419911118.877618,2021-09-22T00:00:00Z,0.6020105385359497,0.5537699712369425
912,1.0,6259780649.622478,3709663620.087145,3461748293.1231256,2021-09-21T00:00:00Z,0.5926187877383327,0.5530143126232228
913,1.0,6301718652.630352,3709705899.8798275,3461748292.7804036,2021-09-20T00:00:00Z,0.5886816128059585,0.5493339965813075
914,1.0,6465372797.513664,3704634357.38304,3506743854.526897,2021-09-19T00:00:00Z,0.572996248384579,0.5423885001458009
915,1.0,6467396445.699567,3707329419.0674543,3509442327.092829,2021-09-18T00:00:00Z,0.5732336729616455,0.5426360292829117
916,1.0,6465019001.123581,3709013910.0460215,3511453210.8948336,2021-09-17T00:00:00Z,0.5737050284618526,0.543146618793319
917,1.0,6452674932.980244,3709938925.8484616,3512380790.7838826,2021-09-16T00:00:00Z,0.5749458890121066,0.5443294179955922
918,1.0,6432087344.712569,3711791229.5443144,3514235652.7767487,2021-09-15T00:00:00Z,0.5770741332664822,0.5463600639169787
919,1.0,6431648535.655966,3721338664.1709843,3523785652.268863,2021-09-14T00:00:00Z,0.5785979509826316,0.5478821849069635
920,1.0,6427692345.899185,3709351706.467572,3561801244.5440435,2021-09-13T00:00:00Z,0.5770891801991904,0.5541337470540953
921,1.0,6437589188.659743,3709349137.708041,3561801244.036587,2021-09-12T00:00:00Z,0.5762015917763618,0.5532818481662274
922,1.0,6428716231.148933,3709408615.781151,3561863261.904076,2021-09-11T00:00:00Z,0.577006121036736,0.5540551385120795
923,1.0,6333556186.91879,3709510416.999926,3561967644.272974,2021-09-10T00:00:00Z,0.5856915621371577,0.562396154569497
924,1.0,6361284217.942269,3712039073.7053037,3564498864.22004,2021-09-09T00:00:00Z,0.5835361141757103,0.5603426512788442
925,1.0,6367175862.498271,3722417148.699892,3574879489.0234113,2021-09-08T00:00:00Z,0.5846260931199312,0.5614544919481376
926,1.0,6369611246.824263,3738524871.1103044,3591257783.8690195,2021-09-07T00:00:00Z,0.5869314038551794,0.5638111408540883
927,1.0,6347160633.502145,3747007972.060848,3599743442.0443997,2021-09-06T00:00:00Z,0.5903439645568539,0.5671423255059775
928,1.0,6311803581.947792,3747085256.9822755,3599823281.543461,2021-09-05T00:00:00Z,0.5936631595601622,0.5703319558040767
929,1.0,6278831547.970142,3747082693.054476,3599823281.0413313,2021-09-04T00:00:00Z,0.5967802551202149,0.5733269404567962
930,1.0,6276713383.267782,3747080134.797539,3599823280.540855,2021-09-03T00:00:00Z,0.5969812393833944,0.5735204175703041
931,1.0,6224532777.088134,3723077569.6180277,3599823280.039568,2021-09-02T00:00:00Z,0.5981296432918297,0.5783282712061776
932,1.0,6032989876.906845,3698075010.701737,3599823279.5400467,2021-09-01T00:00:00Z,0.6129755040460577,0.5966897596363447
933,1.0,6009149261.990393,3698072465.714363,3599823279.045925,2021-08-31T00:00:00Z,0.6154069909871837,0.5990570581789088
934,1.0,5993263963.87741,3698069878.9986367,3599823278.5420675,2021-08-30T00:00:00Z,0.6170377112184007,0.600644874018384
935,1.0,5988340375.633981,3698067320.174719,3599823278.044185,2021-08-29T00:00:00Z,0.6175446097255631,0.6011387216216939
936,1.0,5977771678.841574,3698064760.3248887,3599823277.5466423,2021-08-28T00:00:00Z,0.6186360000021836,0.6022015344427221
937,1.0,5968236931.148788,3698062204.485594,3599823277.050417,2021-08-27T00:00:00Z,0.619623893479339,0.60316360067118
938,1.0,5932763340.77036,3695385606.149407,3597149234.224695,2021-08-26T00:00:00Z,0.6228776362533225,0.6063193536652367
939,1.0,5931308099.358833,3695423018.610346,3597189213.7072806,2021-08-25T00:00:00Z,0.6230367663770183,0.6064748540201667
940,1.0,5929148264.139959,3695421462.751896,3597190212.2128553,2021-08-24T00:00:00Z,0.6232634601334139,0.6066959455153106
941,1.0,5943857990.066669,3695418898.9879184,3597190211.717243,2021-08-23T00:00:00Z,0.6217205904252212,0.6051945079658431
942,1.0,5931629693.862225,3694424930.5987754,3596198802.113708,2021-08-22T00:00:00Z,0.6228347218676842,0.6062750015960855
943,1.0,5926181243.5695,3694541666.763025,3596328096.786507,2021-08-21T00:00:00Z,0.6234270460040304,0.6068542201082499
944,1.0,5916371753.90169,3694539107.3276043,3596328096.293338,2021-08-20T00:00:00Z,0.6244602707548176,0.6078603992255313
945,1.0,5894793710.399859,3685906523.15677,3589848070.6100154,2021-08-19T00:00:00Z,0.6252816814698585,0.6089862083344231
946,1.0,5882015691.369128,3675050170.129555,3580444273.424271,2021-08-18T00:00:00Z,0.6247943499236283,0.6087104253526513
947,1.0,5860504360.932879,3661733488.5715885,3567519580.4999523,2021-08-17T00:00:00Z,0.6248154191269488,0.6087393440540111
948,1.0,5867287977.79311,3663733907.6242476,3569522575.0057464,2021-08-16T00:00:00Z,0.6244339670203651,0.6083769176689308
949,1.0,5855931917.898546,3657476930.2134733,3563268155.6258526,2021-08-15T00:00:00Z,0.6245764092704806,0.6084886582671479
950,1.0,5825046685.173178,3628620399.316646,3534414183.9633846,2021-08-14T00:00:00Z,0.6229341317646054,0.6067615205487932
951,1.0,5806504120.569183,3626533636.9433074,3532329979.274183,2021-08-13T00:00:00Z,0.6245640339936271,0.6083402174401498
952,1.0,5771191541.716709,3623931970.06843,3529730871.0796127,2021-08-12T00:00:00Z,0.6279347936856812,0.6116121507257499
953,1.0,5738279648.366409,3602941283.0143414,3508754241.126109,2021-08-11T00:00:00Z,0.6278783021737251,0.6114644904287633
954,1.0,5698266258.255304,3570382783.550082,3476198290.610268,2021-08-10T00:00:00Z,0.626573526355938,0.6100449036712108
955,1.0,5657169328.403099,3556448477.1396723,3462266546.1646085,2021-08-09T00:00:00Z,0.6286621931720724,0.6120139499416282
956,1.0,5666088993.875693,3556445916.208412,3462266545.677524,2021-08-08T00:00:00Z,0.6276720891698786,0.6110505058109368
957,1.0,5626891891.141217,3546285905.7095995,3452109095.908262,2021-08-07T00:00:00Z,0.6302388555381255,0.6135019408037929
958,1.0,5580761510.487169,3530013145.662056,3435838892.4351754,2021-08-06T00:00:00Z,0.6325325207014456,0.6156577173166545
959,1.0,5567267464.134255,3530012833.3883944,3435841138.620049,2021-08-05T00:00:00Z,0.6340656086903728,0.6171503633972333
960,1.0,5567425551.298593,3540279915.887204,3446110778.9748025,2021-08-04T00:00:00Z,0.6358917390572811,0.6189774335053305
961,1.0,5558597821.656704,3541278986.3660636,3447112406.6774597,2021-08-03T00:00:00Z,0.6370813467686008,0.6201406392898686
962,1.0,5546815802.75384,3541028493.3202233,3446864470.756113,2021-08-02T00:00:00Z,0.6383894146191407,0.6214131843074436
963,1.0,5532708415.374346,3536603910.1774507,3442442436.8244233,2021-08-01T00:00:00Z,0.639217476263506,0.6221984204442312
964,1.0,5510013145.541625,3526325671.5126595,3432166762.514868,2021-07-31T00:00:00Z,0.6399849834053395,0.6228962929592959
965,1.0,5489445208.439255,3512704383.531235,3418548029.880198,2021-07-30T00:00:00Z,0.6399015292348565,0.6227492761244174
966,1.0,5473619222.822769,3506028347.922631,3411874554.698528,2021-07-29T00:00:00Z,0.6405320145953735,0.6233306366055564
967,1.0,5479435049.696147,3494386849.485357,3400235613.2443924,2021-07-28T00:00:00Z,0.6377275791742677,0.6205449252351202
968,1.0,5442760441.086178,3467556621.5160713,3373407942.8692255,2021-07-27T00:00:00Z,0.6370952128152222,0.6197972479927879
969,1.0,5435379227.55476,3449728122.9531007,3355582000.11418,2021-07-26T00:00:00Z,0.6346803007717727,0.6173593156302678
970,1.0,5427414436.13091,3446304891.2385063,3352161325.854278,2021-07-25T00:00:00Z,0.6349809714725424,0.6176350388020053
971,1.0,5408120999.087744,3445433843.243289,3351292834.089914,2021-07-24T00:00:00Z,0.637085199059798,0.6196778575507499
972,1.0,5340806227.794838,3444179342.1586065,3350010832.4324155,2021-07-23T00:00:00Z,0.6448800415626896,0.627248151224464
973,1.0,5379909936.463884,3441639615.6124153,3347473666.319361,2021-07-22T00:00:00Z,0.639720674929094,0.6222174173643498
974,1.0,5352178827.853474,3438687978.9266143,3344524588.694439,2021-07-21T00:00:00Z,0.6424837602643637,0.6248902916489026
975,1.0,5326094966.305629,3438800696.3692727,3344639868.147238,2021-07-20T00:00:00Z,0.6456514046640345,0.6279722553402386
976,1.0,5335332807.132579,3438891211.1895537,3344732940.556799,2021-07-19T00:00:00Z,0.6445504592688663,0.6269023998063191
977,1.0,5373504021.119322,3438888659.5295296,3344732940.0825467,2021-07-18T00:00:00Z,0.6399713568676544,0.6224491369015158
978,1.0,5374878648.253954,3438886095.151445,3344732939.606447,2021-07-17T00:00:00Z,0.6398072068601173,0.6222899452237854
979,1.0,5375222496.533396,3438883537.563388,3344732939.132123,2021-07-16T00:00:00Z,0.6397658031423262,0.6222501377922901
980,1.0,5359141479.646276,3438782982.176778,3344732938.65872,2021-07-15T00:00:00Z,0.6416667660738359,0.6241173052366374
981,1.0,5355516635.96253,3436748132.480603,3342700645.522605,2021-07-14T00:00:00Z,0.6417211197520494,0.6241602580554456
982,1.0,5351960684.973167,3435260823.7107253,3341215892.296125,2021-07-13T00:00:00Z,0.6418695924572078,0.6242975404653737
