, ,assets_size,assets_stablecoins,assets_usdc,dt,stablecoins_ratio,usdc_ratio
377,1.0,5283023698.733578,3031058702.906214,2169912750.3826585,2023-03-10T00:00:00Z,0.5737355869959103,0.4107331093182149
378,1.0,5123364872.471645,2862341198.388706,1955148444.5806348,2023-03-09T00:00:00Z,0.5586838473613998,0.3816141331424283
379,1.0,5165174787.194085,2889542317.995714,1981440714.537643,2023-03-08T00:00:00Z,0.5594277903546844,0.3836154237123184
380,1.0,5178685836.324051,2903413903.9997005,1993737833.1516292,2023-03-07T00:00:00Z,0.5606468505261964,0.3849891451547927
381,1.0,5190925167.252155,2917212386.664361,2005407359.77629,2023-03-06T00:00:00Z,0.561983132615376,0.3863294682858746
382,1.0,5196871230.158805,2924038249.536931,2011309093.11886,2023-03-05T00:00:00Z,0.5626535890610433,0.38702307677871767
383,1.0,5203806848.255444,2931150369.1496153,2014921244.331544,2023-03-04T00:00:00Z,0.5632704008090293,0.38720138988383834
384,1.0,5198582779.403785,2925957535.313054,2009628408.704983,2023-03-03T00:00:00Z,0.5628375385124917,0.3865723590411815
385,1.0,5210002912.905179,2938815122.940121,2021801533.65205,2023-03-02T00:00:00Z,0.5640716851924737,0.3880614977477358
386,1.0,5201213166.262467,2930836458.5850353,2013149326.886964,2023-03-01T00:00:00Z,0.5634909327684989,0.3870538012064578
387,1.0,5212359083.445227,2969341233.9908915,2051602451.317266,2023-02-28T00:00:00Z,0.5696731914387292,0.3936034372292733
388,1.0,5218936259.382493,3023766666.9128885,2105875927.979263,2023-02-27T00:00:00Z,0.5793837128163474,0.4035067345751472
389,1.0,5214907758.667073,3046205796.5932155,2127886579.435119,2023-02-26T00:00:00Z,0.584134166425184,0.40803915963779297
390,1.0,5209034675.330574,3051674183.164541,2133354966.006444,2023-02-25T00:00:00Z,0.5858425549779771,0.40954900456120646
391,1.0,5211374388.847637,3054383115.0009995,2135862113.052903,2023-02-24T00:00:00Z,0.5860993448364393,0.40984622360344264
392,1.0,5211445771.95082,3054531764.152002,2136010762.203905,2023-02-23T00:00:00Z,0.5861198404082381,0.4098691333795313
393,1.0,5222959573.390295,3063470932.3612456,2144949930.4131489,2023-02-22T00:00:00Z,0.5865392770736505,0.4106771075428471
394,1.0,5213185319.473362,3059605955.85655,2140849296.5329537,2023-02-21T00:00:00Z,0.586897600671835,0.4106605012747222
395,1.0,5205346521.1379795,2988304209.144016,2068749805.290419,2023-02-20T00:00:00Z,0.5740836267113146,0.39742787476099756
396,1.0,5202559616.257069,2986906779.789673,2067352375.936076,2023-02-19T00:00:00Z,0.5741225473815087,0.3973721645545338
397,1.0,5200940419.944892,2985078271.758094,2065375547.114497,2023-02-18T00:00:00Z,0.5739497149997582,0.3971157868284869
398,1.0,5187781575.870846,2972740763.8057737,2053038039.162177,2023-02-17T00:00:00Z,0.5730273567477164,0.3957448880868783
399,1.0,5207821082.675081,2985428472.6368856,2065725747.993289,2023-02-16T00:00:00Z,0.5732586479532765,0.3966583558074533
400,1.0,5202189749.013027,2998319497.9371185,2078490004.7935221,2023-02-15T00:00:00Z,0.5763571962183747,0.39954136720750305
401,1.0,5203786532.262024,2998948622.8447847,2079071849.475869,2023-02-14T00:00:00Z,0.576301238387113,0.39953057962431854
402,1.0,5215299004.332785,3009487379.5349307,2085759091.2713618,2023-02-13T00:00:00Z,0.5770498253378565,0.3999308744404774
403,1.0,5198181334.479733,2994576596.202622,2071128879.569053,2023-02-12T00:00:00Z,0.5760815953724974,0.3984333647291557
404,1.0,5198139228.519486,2995220568.97797,2071473018.697319,2023-02-11T00:00:00Z,0.5762101469973626,0.3985027964107279
405,1.0,5200969721.863263,3014994134.499062,2093896584.218411,2023-02-10T00:00:00Z,0.5796984592748083,0.4025973416873241
406,1.0,5209826898.107366,3056306922.8254814,2132642361.2050638,2023-02-09T00:00:00Z,0.5866427009188696,0.4093499463446307
407,1.0,5216239837.129384,3067553327.8971925,2143753334.492585,2023-02-08T00:00:00Z,0.5880775086418069,0.41097675747830287
408,1.0,5213588093.650532,3068863953.5006123,2144968830.4560049,2023-02-07T00:00:00Z,0.5886280040492817,0.41141892913793787
409,1.0,5223935018.601749,3078636789.275417,2154136664.6308093,2023-02-06T00:00:00Z,0.5893329029386456,0.41235900847928053
410,1.0,5226768436.15686,3102743240.749341,2178243116.1047335,2023-02-05T00:00:00Z,0.5936255410294639,0.41674758365732245
411,1.0,5219129019.722737,3094592659.3525796,2169992507.317972,2023-02-04T00:00:00Z,0.5929327762656034,0.415776751085807
412,1.0,5212251216.510806,3090550414.4583697,2165770253.1537623,2023-02-03T00:00:00Z,0.5929396504658981,0.4155153240299066
413,1.0,5223555216.121296,3095905298.211898,2166017903.356728,2023-02-02T00:00:00Z,0.5926816449947924,0.41466354115905857
414,1.0,5215349231.795744,3088466401.378801,2158339145.753631,2023-02-01T00:00:00Z,0.5921878409502758,0.4138436468636011
415,1.0,5224961193.845872,3091611024.806242,2156863067.511072,2023-01-31T00:00:00Z,0.5917002844820439,0.4127998252028159
416,1.0,5240478049.358096,3110278465.8114862,2175530508.5163164,2023-01-30T00:00:00Z,0.5935104462831331,0.41513970443646764
417,1.0,5247895938.246305,3154952183.012756,2220239415.092586,2023-01-29T00:00:00Z,0.6011842117561214,0.4230723019699445
418,1.0,5252232497.212176,3159176079.402804,2224463311.482634,2023-01-28T00:00:00Z,0.6014920476349167,0.4235271977513092
419,1.0,5247590772.090792,3156819690.5628233,2222126922.6426535,2023-01-27T00:00:00Z,0.6015750518032592,0.42345659544585523
420,1.0,5259149183.641774,3160476532.4749928,2225783764.5548234,2023-01-26T00:00:00Z,0.6009482564794777,0.42322126390290893
421,1.0,5273735528.848205,3196757930.0275326,2262065162.107363,2023-01-25T00:00:00Z,0.606165764767827,0.4289303378475263
422,1.0,5273126382.094296,3210916776.103715,2276224008.183545,2023-01-24T00:00:00Z,0.6089208836349669,0.4316649826396747
423,1.0,5259177770.013764,3203021021.6544743,2268502802.5041175,2023-01-23T00:00:00Z,0.6090345604815125,0.4313417233086191
424,1.0,5256330991.2577,3215088347.3870373,2280565714.0281773,2023-01-22T00:00:00Z,0.6116601775524323,0.4338702638439629
425,1.0,5252057457.79998,3211925886.9885054,2277403253.6296453,2023-01-21T00:00:00Z,0.6115557403543601,0.43362116121700245
426,1.0,5231593487.007075,3192169999.7013626,2257501110.992502,2023-01-20T00:00:00Z,0.610171644190107,0.4315130976057523
427,1.0,5229363840.720436,3195285929.9868717,2260635382.5580115,2023-01-19T00:00:00Z,0.6110276560038831,0.43229644205566875
428,1.0,5228396143.414544,3196858180.9558573,2262171326.042363,2023-01-18T00:00:00Z,0.6114414618300257,0.4326702231413153
429,1.0,5215035309.972315,3185033514.549651,2251644733.636157,2023-01-17T00:00:00Z,0.6107405463696773,0.4317602086663744
430,1.0,5215348639.081379,3189615070.339188,2256115065.276403,2023-01-16T00:00:00Z,0.6115823295949397,0.4325914184087587
431,1.0,5217682015.408523,3195745049.5473776,2262672235.2745924,2023-01-15T00:00:00Z,0.612483673805707,0.4336546820202179
432,1.0,5211813259.864688,3186533815.8534904,2253299377.4007053,2023-01-14T00:00:00Z,0.611405984245917,0.432344611184171
433,1.0,5198985675.014349,3175858581.8552046,2242624143.4024196,2023-01-13T00:00:00Z,0.6108611910815545,0.4313580155029433
434,1.0,5173766629.6664915,3154833053.4635763,2221598615.0107913,2023-01-12T00:00:00Z,0.6097749046842766,0.4293967575329154
435,1.0,5172331955.31115,3170696734.8644476,2237260520.9416623,2023-01-11T00:00:00Z,0.613011067785132,0.4325438777463533
436,1.0,5185551255.899529,3185513982.321308,2252169606.7453103,2023-01-10T00:00:00Z,0.6143057555736612,0.4343163331348906
437,1.0,5185707616.088065,3186933318.962072,2253294943.386074,2023-01-09T00:00:00Z,0.6145609345723572,0.43452024491228236
438,1.0,5179489365.642735,3189272399.391684,2255634023.815686,2023-01-08T00:00:00Z,0.615750351868117,0.43549351385448387
439,1.0,5139216997.520256,3150410360.3231163,2216860924.602734,2023-01-07T00:00:00Z,0.6130136870739712,0.4313616112478614
440,1.0,5117649129.950643,3128560301.281832,2194710865.56145,2023-01-06T00:00:00Z,0.6113276275569923,0.4288513748856044
441,1.0,5128755335.489663,3141496490.076974,2205510424.2165914,2023-01-05T00:00:00Z,0.6125260973824641,0.4300283947949376
442,1.0,5147866566.66425,3172110125.6806145,2233622548.4802322,2023-01-04T00:00:00Z,0.6161989796359659,0.43389286018879664
443,1.0,5141239624.283533,3186703608.0508366,2248216030.8504543,2023-01-03T00:00:00Z,0.6198317606125829,0.43729065267284806
444,1.0,5140622784.504093,3189025622.989416,2250538045.789034,2023-01-02T00:00:00Z,0.6203578353584751,0.43779482372701256
445,1.0,5135476135.14785,3184441346.7961473,2245953769.595765,2023-01-01T00:00:00Z,0.6200868747108816,0.43734090286666366
446,1.0,5138885470.543757,3187628212.5465636,2249140635.3461814,2022-12-31T00:00:00Z,0.6202956323541636,0.43767090125637587
447,1.0,5144296654.260999,3192702554.568041,2254856289.9094253,2022-12-30T00:00:00Z,0.6206295571861197,0.43832159019090344
448,1.0,5160230431.086081,3208524714.6734962,2270458420.0448804,2022-12-29T00:00:00Z,0.6217793483300307,0.43999167292360897
449,1.0,5162804867.284981,3210723946.00243,2272414736.663814,2022-12-28T00:00:00Z,0.6218952737004929,0.440151195925178
450,1.0,5205542363.331678,3254951345.365019,2315045558.886403,2022-12-27T00:00:00Z,0.6252857278221761,0.44472706152461616
451,1.0,5218681375.572559,3269846080.4696083,2329940293.9909925,2022-12-26T00:00:00Z,0.6265655718655294,0.4464614959818977
452,1.0,5230513099.066431,3281829239.046771,2342685695.4195924,2022-12-25T00:00:00Z,0.6274392544074746,0.4478883144060431
453,1.0,5239219313.527774,3292173963.7720985,2352930429.089313,2022-12-24T00:00:00Z,0.6283710924777737,0.449099434149282
454,1.0,5235087142.79361,3289263570.530429,2350019037.9204173,2022-12-23T00:00:00Z,0.6283111399699018,0.44889778791081825
455,1.0,5245889206.25753,3304148199.015561,2364903666.405549,2022-12-22T00:00:00Z,0.6298547432290842,0.45081082985599213
456,1.0,5255141111.158035,3313430509.5222893,2373955976.912277,2022-12-21T00:00:00Z,0.6305121859595763,0.4517397205322897
457,1.0,5251775175.433657,3309897834.0523086,2370904188.4422965,2022-12-20T00:00:00Z,0.6302436268664146,0.4514481502431267
458,1.0,5231373458.42927,3290013783.1700745,2351033650.985286,2022-12-19T00:00:00Z,0.628900576361816,0.4494104023862194
459,1.0,5228744439.72666,3294599186.0845203,2352122566.5597324,2022-12-18T00:00:00Z,0.6300937489032741,0.449844622102566
460,1.0,5228197817.759996,3291930980.7878256,2349415830.418549,2022-12-17T00:00:00Z,0.6296492779223573,0.4493739357829326
461,1.0,5219275118.913508,3283137542.163584,2340087621.0918,2022-12-16T00:00:00Z,0.6290409046011416,0.4483549090201886
462,1.0,5210557288.010625,3266409824.372537,2323610454.593602,2022-12-15T00:00:00Z,0.6268830076752966,0.44594279002366555
463,1.0,5233272040.22519,3268654362.9781275,2324270306.742378,2022-12-14T00:00:00Z,0.624590951483859,0.4441332858060946
464,1.0,5243096756.850277,3279703064.655154,2334917043.783422,2022-12-13T00:00:00Z,0.6255278543868402,0.44533167173250743
465,1.0,5242847992.595486,3278206508.396673,2342737203.956491,2022-12-12T00:00:00Z,0.6252720874277701,0.44684438825332273
466,1.0,5255720225.394855,3295909942.5604196,2361102716.183318,2022-12-11T00:00:00Z,0.6271090928004645,0.44924436897817027
467,1.0,5260280430.781831,3301569153.561568,2366761927.1844664,2022-12-10T00:00:00Z,0.6276412820581998,0.4499307514737758
468,1.0,5253858061.579502,3296299789.861961,2361828363.4848595,2022-12-09T00:00:00Z,0.6274055658197535,0.4495417150220475
469,1.0,5257916166.974611,3301230499.5296006,2366759073.152499,2022-12-08T00:00:00Z,0.627859097538468,0.4501325236066525
470,1.0,5252956526.480049,3325554633.9631853,2391136366.387741,2022-12-07T00:00:00Z,0.6330824588399182,0.455198202066602
471,1.0,5263021830.670595,3338981900.0571136,2404603621.1651382,2022-12-06T00:00:00Z,0.6344229622227641,0.45688649953001476
472,1.0,5301921821.781324,3490607562.223999,2553454594.178787,2022-12-05T00:00:00Z,0.6583664715469597,0.4816092503832667
473,1.0,5302329725.228287,3492519378.7287936,2555366501.8535814,2022-12-04T00:00:00Z,0.6586763856105585,0.48193277941491325
474,1.0,5305232567.728966,3495598409.2946143,2558492437.2319775,2022-12-03T00:00:00Z,0.6588963565061937,0.48225829962572264
475,1.0,5306131685.503404,3497271053.935533,2560081136.31781,2022-12-02T00:00:00Z,0.6590999359270029,0.48247598967663574
476,1.0,5278615483.642288,3469367669.321428,2532235490.5481772,2022-12-01T00:00:00Z,0.657249553424099,0.47971584564081826
477,1.0,5273049542.798705,3464248427.857813,2528287625.1403832,2022-11-30T00:00:00Z,0.6569724785895223,0.4794735199469562
478,1.0,5259495023.939467,3402143791.309624,2466531582.556581,2022-11-29T00:00:00Z,0.6468574978822492,0.4689673763982572
479,1.0,5279411505.794804,3509790506.9991655,2574021345.640727,2022-11-28T00:00:00Z,0.6648071481351167,0.48755838464484574
480,1.0,5271532728.177171,3501087221.885586,2563122028.0173836,2022-11-27T00:00:00Z,0.664149764862831,0.48621950392474916
481,1.0,5349130111.263749,3486617910.6225185,2548531160.2996473,2022-11-26T00:00:00Z,0.6518102641176536,0.47643843153733806
482,1.0,5335294936.617381,3475622514.085681,2537421027.0766034,2022-11-25T00:00:00Z,0.6514396214971487,0.47559151972305924
483,1.0,5346073754.83023,3486947093.338133,2544735954.2071815,2022-11-24T00:00:00Z,0.6522444794532889,0.4760009066294657
484,1.0,5325339506.254852,3454131505.686739,2511915582.444496,2022-11-23T00:00:00Z,0.6486218393455864,0.4716911625060032
485,1.0,5448705328.393316,3317618629.680094,2369497599.584132,2022-11-22T00:00:00Z,0.6088820058577795,0.43487350788390616
486,1.0,5436490504.075063,3431524289.0239067,2468705321.14097,2022-11-21T00:00:00Z,0.6312021121809591,0.4540990772062396
487,1.0,5488442304.886516,3483677601.116028,2513676239.050134,2022-11-20T00:00:00Z,0.634729748004167,0.4579944726415612
488,1.0,5512509227.831813,3507547602.6356215,2539270766.448503,2022-11-19T00:00:00Z,0.636288749400464,0.46063791669102605
489,1.0,5509103985.104294,3507107995.9297886,2542426944.208813,2022-11-18T00:00:00Z,0.6366022506404724,0.46149554466263754
490,1.0,5530078809.57441,3529062462.2575035,2564151038.735609,2022-11-17T00:00:00Z,0.6381577159709767,0.4636735075630764
491,1.0,5513292524.997782,3511431011.937761,2554648660.177372,2022-11-16T00:00:00Z,0.636902721199103,0.4633617114626799
492,1.0,5517535303.021496,3510294958.753933,2563270314.1551332,2022-11-15T00:00:00Z,0.6362070681870646,0.4645679951973199
493,1.0,5549979929.579089,3584887677.424506,2637949838.166922,2022-11-14T00:00:00Z,0.6459280435085076,0.4753079959997233
494,1.0,5520039013.572977,3550948120.332631,2607577065.0339675,2022-11-13T00:00:00Z,0.6432831564417142,0.4723838108068282
495,1.0,5524601941.589059,3553449087.730866,2610930539.395677,2022-11-12T00:00:00Z,0.6432045467349592,0.4726006628171091
496,1.0,5478454817.175908,3506900147.303465,2566038822.852262,2022-11-11T00:00:00Z,0.6401257771276535,0.46838732972795255
497,1.0,5473040655.425542,3500233586.014426,2560794555.7525663,2022-11-10T00:00:00Z,0.6395409437612289,0.4678924782358406
498,1.0,5552300087.8480015,3539353279.093425,2566266929.7716823,2022-11-09T00:00:00Z,0.6374571300351368,0.46219888859903707
499,1.0,5833431461.42687,3773955089.7452927,2800230964.6860256,2022-11-08T00:00:00Z,0.64695284665643,0.4800315188756984
500,1.0,5867860072.9615755,3850864892.646571,2876600228.438628,2022-11-07T00:00:00Z,0.6562639266725043,0.49022986108575956
501,1.0,5859810446.26776,3893438152.3664217,2916394299.9058285,2022-11-06T00:00:00Z,0.6644307333944969,0.4976943071193272
502,1.0,5804296127.671486,3934131450.813737,2958316918.7868023,2022-11-05T00:00:00Z,0.6777964742457059,0.5096771173826364
503,1.0,5770155191.022843,3900531636.0788364,2974721879.9754534,2022-11-04T00:00:00Z,0.6759838352610081,0.5155358532823345
504,1.0,5740090238.131924,3920531078.193422,3044704858.489198,2022-11-03T00:00:00Z,0.683008614071777,0.5304280476747485
505,1.0,5765012515.324963,3940804815.1761937,3135059157.293397,2022-11-02T00:00:00Z,0.6835726383421491,0.5438078666715054
506,1.0,5758516393.815902,3935144039.2799644,3169374679.1213875,2022-11-01T00:00:00Z,0.6833607426221682,0.5503804213399469
507,1.0,5766468367.987697,3992295737.3477464,3266506378.359321,2022-10-31T00:00:00Z,0.6923294263627294,0.5664656718648093
508,1.0,5858421147.823224,4080507486.8065186,3415315266.3163013,2022-10-30T00:00:00Z,0.6965199981095054,0.5829753751290666
509,1.0,5866260719.46253,4158822316.1374073,3493630095.64719,2022-10-29T00:00:00Z,0.7089392229601484,0.595546339094059
510,1.0,5850077144.387726,4133991090.409166,3468815193.6148996,2022-10-28T00:00:00Z,0.7066558249364475,0.5929520428534364
511,1.0,5881639920.388557,4108356978.1066365,3503198297.370872,2022-10-27T00:00:00Z,0.6985053545806366,0.5956159072620415
512,1.0,5876293410.9329405,4103613859.0359097,3512511837.5779204,2022-10-26T00:00:00Z,0.6983337236702764,0.5977427592439197
513,1.0,5874663027.375594,4094681358.90936,3548438072.5465364,2022-10-25T00:00:00Z,0.6970070180754843,0.6040241041930435
514,1.0,5869390844.741042,4138773625.399372,3627052343.3663125,2022-10-24T00:00:00Z,0.7051453438490473,0.6179606094244245
515,1.0,5871243056.44405,4140208927.208462,3628499145.175403,2022-10-23T00:00:00Z,0.7051673533876831,0.6180120819888222
516,1.0,5839123876.457773,4108925500.105563,3597212706.952504,2022-10-22T00:00:00Z,0.7036887017711616,0.6160535010150711
517,1.0,5831462949.15412,4101355048.4967384,3589642255.343679,2022-10-21T00:00:00Z,0.7033149458819177,0.6155646167424201
518,1.0,5881016337.75309,4137894905.1692524,3630762066.7690682,2022-10-20T00:00:00Z,0.703602008143746,0.6173698317179378
519,1.0,5960996080.188679,4214463018.251502,3706807442.9165044,2022-10-19T00:00:00Z,0.7070065072275815,0.6218436303348778
520,1.0,6086604609.877037,4223746104.1526823,3719461337.1766853,2022-10-18T00:00:00Z,0.6939412652661221,0.6110896921316246
521,1.0,6085367311.058976,4223219626.2840743,3718945390.1420164,2022-10-17T00:00:00Z,0.6939958445251433,0.611129156227522
522,1.0,6105387443.676589,4233615952.7940416,3729112945.3083925,2022-10-16T00:00:00Z,0.6934229795979353,0.6107905484639918
523,1.0,6102940157.161755,4231947456.008932,3727437315.4332833,2022-10-15T00:00:00Z,0.6934276507762859,0.6107609151400843
524,1.0,6113503260.177415,4242531257.7900953,3738143006.435943,2022-10-14T00:00:00Z,0.6939607418589937,0.611456778110471
525,1.0,6121291425.948916,4243548233.645156,3739306525.4755664,2022-10-13T00:00:00Z,0.6932439477813827,0.6108688943682996
526,1.0,6285960567.193232,4072104845.617777,3567983967.0464272,2022-10-12T00:00:00Z,0.6478094798860674,0.5676115732682017
527,1.0,6330341816.72721,4058525266.596957,3554404388.0256076,2022-10-11T00:00:00Z,0.6411226098206522,0.5614869608831387
528,1.0,6364551869.50331,4091389101.2012596,3587279149.730748,2022-10-10T00:00:00Z,0.6428400907227663,0.5636342076053659
529,1.0,6390302793.6673,4116649077.572046,3612495380.247249,2022-10-09T00:00:00Z,0.6442025065935196,0.5653089527818902
530,1.0,6397968936.744188,4117327083.5757365,3613123163.5360436,2022-10-08T00:00:00Z,0.6435365854825439,0.5647297133291018
531,1.0,6396987911.448328,4115444403.9367237,3610382379.05913,2022-10-07T00:00:00Z,0.6433409693602118,0.5643878695780921
532,1.0,6413345569.462152,4133441857.6017447,3628392572.764151,2022-10-06T00:00:00Z,0.6445063364873993,0.5657565982474327
533,1.0,6422734465.468756,4136087230.4961977,3630574257.306402,2022-10-05T00:00:00Z,0.643976059221114,0.5652692442488246
534,1.0,6431199720.0136,4129407112.503747,3624101529.4988914,2022-10-04T00:00:00Z,0.642089702120931,0.5635187348047757
535,1.0,6411672486.082179,4109615848.9787617,3604253036.5683403,2022-10-03T00:00:00Z,0.6409584796945738,0.5621392927340089
536,1.0,6458485069.696257,4157320702.7479935,3651932171.4798713,2022-10-02T00:00:00Z,0.6436990498367,0.5654471802706548
537,1.0,6491316513.931581,4166265574.4757533,3660956866.2662263,2022-10-01T00:00:00Z,0.6418213571213431,0.5639775627038256
538,1.0,6494140152.5481825,4161840983.19815,3656539126.698622,2022-09-30T00:00:00Z,0.6408609739605203,0.563052080923117
539,1.0,6496104068.76713,4162537212.7746987,3657238729.016579,2022-09-29T00:00:00Z,0.6407744039674368,0.5629895534771924
540,1.0,6489961793.752803,4106315259.4821196,3601049871.6944475,2022-09-28T00:00:00Z,0.6327179404098855,0.554864571800838
541,1.0,6535159017.807753,4151987089.430106,3645545146.864517,2022-09-27T00:00:00Z,0.635330690212173,0.5578357216604396
542,1.0,6546917410.337634,4163816280.229952,3659048707.779821,2022-09-26T00:00:00Z,0.6359964574557262,0.5588964207799771
543,1.0,6555879785.608869,4160519204.349754,3655265198.841666,2022-09-25T00:00:00Z,0.634624084090546,0.5575552509162107
544,1.0,6557878243.9999895,4162609500.7137523,3657265261.8280034,2022-09-24T00:00:00Z,0.6347494335568452,0.557690326924589
545,1.0,6561643322.435737,4156094753.5620346,3650856899.139169,2022-09-23T00:00:00Z,0.6333923606227437,0.556393683676171
546,1.0,6560252856.031974,4154587674.114923,3649325246.079536,2022-09-22T00:00:00Z,0.6332968812772045,0.5562781383836571
547,1.0,6499613905.934304,4164755070.134697,3659530295.9564075,2022-09-21T00:00:00Z,0.6407696103813452,0.5630381048657626
548,1.0,6504629064.304512,4120355811.223056,3614087788.818188,2022-09-20T00:00:00Z,0.633449774074644,0.5556178151112778
549,1.0,6465804245.84327,4104469605.888397,3598221167.447704,2022-09-19T00:00:00Z,0.6347964537477414,0.5565001708427725
550,1.0,6509680802.358283,4142933317.8166046,3636656498.6264844,2022-09-18T00:00:00Z,0.6364264921124444,0.5586535821094363
551,1.0,6460544181.102298,4092083975.790575,3585807156.6004553,2022-09-17T00:00:00Z,0.6333961754739341,0.5550317521377348
552,1.0,6460373213.3977995,4095803243.143094,3589519491.0892367,2022-09-16T00:00:00Z,0.6339886424284346,0.5556210721147096
553,1.0,6458556927.762678,4094138276.6656694,3588010301.105645,2022-09-15T00:00:00Z,0.6339091413852301,0.5555436518152013
554,1.0,6464130841.042136,4109485871.5639296,3603875079.0167694,2022-09-14T00:00:00Z,0.6357368024594944,0.5575188942858339
555,1.0,6476558434.879571,4110058394.987365,3604309550.1587014,2022-09-13T00:00:00Z,0.6346053133486148,0.556516178522787
556,1.0,6514433351.657262,4146760262.70612,3640886591.09107,2022-09-12T00:00:00Z,0.6365496488886774,0.5588953627355531
557,1.0,6527970606.827103,4152876196.504697,3646962171.4606276,2022-09-11T00:00:00Z,0.6361664974657703,0.5586670637956841
558,1.0,6522417650.920884,4143869998.608097,3637982363.796895,2022-09-10T00:00:00Z,0.6353273004563016,0.5577659325883949
559,1.0,6498285608.119374,4140490779.341013,3634603144.529811,2022-09-09T00:00:00Z,0.6371666357920032,0.5593172359165786
560,1.0,6496609526.190802,4143044942.974813,3636996669.291526,2022-09-08T00:00:00Z,0.6377241738590422,0.5598299627873786
561,1.0,6488382815.520421,4105140566.258198,3599242292.5749106,2022-09-07T00:00:00Z,0.6326908696630182,0.5547210136808524
562,1.0,6494262500.611714,4017673542.5325127,3511666051.4485197,2022-09-06T00:00:00Z,0.6186496992004983,0.5407336169607782
563,1.0,6508121258.395816,4003413665.0314875,3497292276.504283,2022-09-05T00:00:00Z,0.6151412221871059,0.537373557997647
564,1.0,6533222324.16598,4009612896.5471864,3503398985.7157826,2022-09-04T00:00:00Z,0.6137266876279228,0.5362436500525827
565,1.0,6621438538.964392,4024964853.111976,3518750942.2805724,2022-09-03T00:00:00Z,0.6078686420521378,0.531417896817164
566,1.0,6629158436.612574,4035986534.2323847,3529762123.400981,2022-09-02T00:00:00Z,0.608823363149958,0.5324600636946988
567,1.0,6634664914.176271,4040819012.401496,3534625443.9569535,2022-09-01T00:00:00Z,0.6090464348497071,0.5327511622183855
568,1.0,6598221501.670623,4048327666.7582283,3542200845.8045626,2022-08-31T00:00:00Z,0.6135483123343496,0.5368417602997569
569,1.0,6599783230.438721,4050116402.5735435,3543969581.619878,2022-08-30T00:00:00Z,0.6136741558259198,0.5369827247165954
570,1.0,6569133468.367935,4064285209.271429,3558082051.5049806,2022-08-29T00:00:00Z,0.6186942659700867,0.541636437840403
571,1.0,6560383261.4999275,4088916863.460802,3582725483.8280883,2022-08-28T00:00:00Z,0.6232740833080438,0.5461152711692266
572,1.0,6565063636.968257,4125539682.1832867,3619458325.1796927,2022-08-27T00:00:00Z,0.6284081785517099,0.5513211334004916
573,1.0,6591255746.565801,4132014073.695386,3625809858.8841724,2022-08-26T00:00:00Z,0.6268933011510383,0.5500939423831801
574,1.0,6598962819.004292,4136603046.984011,3643384409.631144,2022-08-25T00:00:00Z,0.6268565470729804,0.55211470492584
575,1.0,6582910553.962446,4131858917.679409,3678531917.5474386,2022-08-24T00:00:00Z,0.6276644477862945,0.5588002278617051
576,1.0,6596932075.396897,4117919524.6958303,3694933355.016524,2022-08-23T00:00:00Z,0.6242173600746193,0.5600987417767557
577,1.0,6613448556.708742,4100752121.424194,3709717662.46241,2022-08-22T00:00:00Z,0.620062602175132,0.5609354379417133
578,1.0,6637059773.776282,4082649274.6774035,3678625499.8681765,2022-08-21T00:00:00Z,0.6151292008561348,0.5542552915377997
579,1.0,6672890078.984147,4102902891.5011325,3698934653.806576,2022-08-20T00:00:00Z,0.6148614532738925,0.5543227312339732
580,1.0,6728006183.637313,4095480554.2035007,3625946813.112076,2022-08-19T00:00:00Z,0.6087212827128217,0.5389333353959266
581,1.0,6779762320.194018,4134567152.0685067,3674546746.715028,2022-08-18T00:00:00Z,0.6098395425682396,0.5419875466386368
582,1.0,6821693583.293588,4157719728.388519,3697659320.6209497,2022-08-17T00:00:00Z,0.6094849728476263,0.5420441823532741
583,1.0,6860144416.412791,4198052973.732733,3737863129.9258876,2022-08-16T00:00:00Z,0.6119481921822163,0.5448665367718946
584,1.0,6887116340.596528,4224332908.5333805,3764083395.9301286,2022-08-15T00:00:00Z,0.6133674385072881,0.546539830283178
585,1.0,6895742629.761456,4232892121.836233,3771798871.386547,2022-08-14T00:00:00Z,0.6138413727286486,0.5469750067393431
586,1.0,6939482630.713057,4202551869.676768,3741396772.2759304,2022-08-13T00:00:00Z,0.6056001712688113,0.5391463559137821
587,1.0,6921075867.673189,4182651308.7022047,3721408713.2573814,2022-08-12T00:00:00Z,0.6043354225082898,0.537692229417576
588,1.0,7092922566.194557,4201799211.371896,3737870370.9992967,2022-08-11T00:00:00Z,0.5923932162178128,0.5269859266213182
589,1.0,7203066787.772482,4256713313.3926888,3792210949.9852185,2022-08-10T00:00:00Z,0.5909584679429384,0.5264717184661762
590,1.0,7156113879.059366,4286690152.2733755,3822601532.840924,2022-08-09T00:00:00Z,0.5990248652718252,0.5341728202546974
591,1.0,7123976270.527935,4250926816.5720835,3786603639.876693,2022-08-08T00:00:00Z,0.5967070432503084,0.5315295133059279
592,1.0,7093761113.52466,4131258237.997791,3667089821.7866664,2022-08-07T00:00:00Z,0.5823791035366713,0.5169457729264594
593,1.0,7165208015.297743,4200073531.2577868,3735875115.0466623,2022-08-06T00:00:00Z,0.5861760778320205,0.5213910199216207
594,1.0,7125723912.946599,4192503851.0725193,3728270350.6085443,2022-08-05T00:00:00Z,0.5883618145035391,0.5232128547437429
