day,ETH Vault_collateral_usd,stETH Vault_collateral_usd,BTC Vault_collateral_usd,Altcoin Vault_collateral_usd,Stablecoin Vault_collateral_usd,LP Vault_collateral_usd,PSM Vault_collateral_usd,Step
2022-07-28 00:00:00+00:00,2635782144.447848,425670090.602301,961080833.4046776,157323238.0008752,233743247.45382077,1970089426.151338,3527206088.794456,Before
2022-07-29 00:00:00+00:00,2613957519.1674356,424085166.45556235,962935781.982473,157323238.0008752,233743247.45382074,1970444720.225947,3536462730.291166,Before
2022-07-22 00:00:00+00:00,2667728215.191219,364156965.2771995,1073783219.6145887,166000870.27840805,229791949.66973326,1400855065.0826554,3619440878.377136,After
2022-07-23 00:00:00+00:00,2580660822.5752826,351987157.42979646,1018974995.9085035,166115966.43136215,231405333.31627104,1531281712.7051225,3598970813.1595917,After
2022-07-24 00:00:00+00:00,2650026192.392696,375419711.17224526,1009902035.936717,168473090.3071022,233715260.4394743,1580236548.2187028,3590562909.050827,After
2022-07-25 00:00:00+00:00,2437264498.686321,356899575.06544566,965598864.5725508,169126553.3013115,236243565.39040586,1650120673.616469,3575660272.9370575,After
2022-07-26 00:00:00+00:00,2150012489.4576983,312004754.6810057,912618385.5584059,165661714.8535118,237454972.0617697,1812800485.9327836,3539430697.533676,After
2022-07-27 00:00:00+00:00,2527479596.538158,382051531.00301576,946212642.0605879,165636288.31041336,238799705.8836958,1846725585.2709184,3549487440.6243134,After
2022-07-28 00:00:00+00:00,2699705933.486919,432184408.918771,984169979.9389753,165643685.88750076,235794718.60739347,1910760728.1787248,3482635613.8371277,After
2022-07-29 00:00:00+00:00,2633977795.0045886,429911843.2554753,981026833.3331404,163506133.76838303,234766219.04769346,1963893433.2142167,3491870145.9538574,After
2022-07-29 00:00:00+00:00,2633977795.0045886,429911843.2554753,981026833.3331404,163506133.76838303,234766219.04769346,1963893433.2142167,3491870145.9538574,Before
2022-07-30 00:00:00+00:00,2611277467.3183527,425575878.0854325,988830797.7703553,157746017.81427443,233743247.45382074,1961830432.0176222,3525997466.722406,Before
2022-07-31 00:00:00+00:00,2592261305.663726,449611889.71814656,958904148.7910525,157746017.81427443,233743247.45382077,1959695887.5629644,3481207923.679515,Before
2022-08-01 00:00:00+00:00,2465276599.601721,439417859.13289464,941715737.3511906,157657811.70679715,233743247.45382074,1961547063.6400676,3490638037.128865,Before
2022-08-02 00:00:00+00:00,2502790353.235223,432350420.9336722,927559880.3299861,157657811.70679715,233743247.45382074,1825368474.225957,3557579906.6584578,Before
2022-08-03 00:00:00+00:00,2533093140.0506186,432177697.8497828,935981788.1682634,157657811.70679715,233743247.45382074,1832390228.0566478,3561977852.7686367,Before
2022-08-04 00:00:00+00:00,2426164222.836775,426732343.5136525,935510185.4867623,157657811.70679715,233743247.45382074,1873828770.3694067,3543759806.550764,Before
2022-08-05 00:00:00+00:00,2592165936.339676,449399897.21855444,941103416.6862297,157657365.01944968,233743247.45382074,1960442993.9352045,3500019120.441532,Before
2022-07-29 00:00:00+00:00,2730667494.161876,414846230.89162946,1014773863.9307966,170077595.3834343,237758995.02126524,1837787469.5455155,3493040754.6428833,After
2022-07-30 00:00:00+00:00,2674957634.3259387,427957753.1121161,1019771740.0724745,170056002.29969406,238409423.36104795,1878412972.0242448,3495435781.986847,After
2022-07-31 00:00:00+00:00,2624467724.843059,429951103.6228945,985293854.5202436,165174513.86704636,237879762.06833097,1921964907.4082475,3468438554.353607,After
2022-08-01 00:00:00+00:00,2429706296.553722,443153946.66990495,968309393.7806501,161057765.46242905,238572294.4197409,1959564006.2333817,3489632652.895462,After
2022-08-02 00:00:00+00:00,2454558021.398357,424830233.0408366,924943344.6773939,158388119.98910904,237366421.16962644,1919350394.9451432,3517613559.323456,After
2022-08-03 00:00:00+00:00,2527010728.747722,425127706.04912114,951744044.0339003,163233400.34770584,236703590.38336393,1881410059.8206315,3501792236.672043,After
