,delta_30d,delta_90d,period,surplus_buffer
41,-5214440.780510217,-80490338.94311257,2024-02-15 00:00:00+00:00,41739235.45948938
42,-1538408.1291693202,-78727555.653055,2024-02-14 00:00:00+00:00,41991960.04690201
43,60557.08490266279,-20445129.93390155,2024-02-13 00:00:00+00:00,42108349.34272075
44,-50025181.936606556,-18759877.445060607,2024-02-12 00:00:00+00:00,42547349.2215533
45,-50915430.155824095,-17699399.80836621,2024-02-11 00:00:00+00:00,42761501.90205773
46,-59192422.75568511,-20238394.809983574,2024-02-10 00:00:00+00:00,42403670.37685533
47,-57677009.92673342,-20550744.556273468,2024-02-09 00:00:00+00:00,42855226.9990416
48,-76314552.47884884,-27952248.393320397,2024-02-08 00:00:00+00:00,41573577.97234667
49,-77282016.03059617,-29498803.293813914,2024-02-07 00:00:00+00:00,41833764.95582848
50,-48569735.43737459,-25225126.24091728,2024-02-06 00:00:00+00:00,42010753.74707029
51,-47396642.46710181,-25513351.073362373,2024-02-05 00:00:00+00:00,42522014.401055716
52,-47767160.6891064,-25676378.236927263,2024-02-04 00:00:00+00:00,42810575.33383674
53,-20165758.434896752,-18494139.321157828,2024-02-03 00:00:00+00:00,43114773.56457789
54,-40587394.44508344,-25452122.033537198,2024-02-02 00:00:00+00:00,41711260.402260505
55,-41946889.98328024,-17838451.459493905,2024-02-01 00:00:00+00:00,42364530.77115142
56,-37966337.993919194,-15710323.271224802,2024-01-31 00:00:00+00:00,42967057.42301625
57,-38313768.93911234,-17137930.310802348,2024-01-30 00:00:00+00:00,43261665.415956706
58,-52872554.43776,-16537931.797716867,2024-01-29 00:00:00+00:00,43453924.74444286
59,-54457968.37097881,-16078890.516943097,2024-01-28 00:00:00+00:00,43652122.43005724
60,-54275064.37093405,-17846913.49542436,2024-01-27 00:00:00+00:00,43907740.73981517
61,-52641346.25781206,-19414438.639580768,2024-01-26 00:00:00+00:00,44282764.41097436
62,-53050705.118751206,-20796736.41598744,2024-01-25 00:00:00+00:00,44504555.567578346
63,-50985191.15185261,-22537130.69948185,2024-01-24 00:00:00+00:00,44930920.12284769
64,-50938605.80688342,-23047425.380559575,2024-01-23 00:00:00+00:00,45300427.19391079
65,-52321001.395478725,-9477503.0831824,2024-01-22 00:00:00+00:00,45500747.979069866
66,-52577697.87289882,-12053692.95917367,2024-01-21 00:00:00+00:00,45845850.64763503
67,-52400596.8064913,-7868753.738433943,2024-01-20 00:00:00+00:00,46160282.576049745
68,-83205681.29466285,-16277318.250424482,2024-01-19 00:00:00+00:00,44172282.169169016
69,-76473319.74952973,-14818794.941022562,2024-01-18 00:00:00+00:00,44537843.201984346
70,-78304738.94442272,-16714701.118155481,2024-01-17 00:00:00+00:00,44630198.20726736
71,-111269332.19720471,-29731253.786357768,2024-01-16 00:00:00+00:00,42167819.63322995
72,-115894544.6868593,-26600720.905601922,2024-01-15 00:00:00+00:00,42118404.55066935
73,-88656004.02191027,-28766649.04551665,2024-01-14 00:00:00+00:00,42103372.04807121
74,-38191157.302153684,-12811830.804236555,2024-01-13 00:00:00+00:00,46659008.01086343
75,-40322932.437064886,-14688505.914845446,2024-01-12 00:00:00+00:00,46946331.77787889
76,-40691579.64453275,-15834611.21498375,2024-01-11 00:00:00+00:00,47268801.0143089
77,-40031422.288234696,-21288227.527944345,2024-01-10 00:00:00+00:00,47595803.15740325
78,-36900515.943247266,-22640395.642955005,2024-01-09 00:00:00+00:00,47846006.94321096
79,-37095784.50676026,-4333949.206422722,2024-01-08 00:00:00+00:00,48185711.47889118
80,-68090188.64851154,-7006657.992778919,2024-01-07 00:00:00+00:00,46002786.79671752
81,-67672066.11183745,-5958104.786742311,2024-01-06 00:00:00+00:00,46417628.85040655
82,-71267443.34928179,-4624064.487368332,2024-01-05 00:00:00+00:00,46736643.3356811
83,-99801624.90392727,-13425235.724248428,2024-01-04 00:00:00+00:00,44772233.16196667
84,-81550810.1970268,-16295251.257271158,2024-01-03 00:00:00+00:00,45047210.63062353
85,-84812140.47363529,-15621554.582591988,2024-01-02 00:00:00+00:00,45812220.35881829
86,-88154849.3784086,-8729776.56578603,2024-01-01 00:00:00+00:00,46087578.35402331
87,-90745954.81095165,-7787840.40389668,2023-12-31 00:00:00+00:00,46410742.31506183
88,-81985872.72352102,-2416259.8937672074,2023-12-30 00:00:00+00:00,47799614.150286146
89,-53137682.19304348,-2011923.5866068632,2023-12-29 00:00:00+00:00,48128119.830411665
90,-55971345.29567454,-1214538.0595529187,2023-12-28 00:00:00+00:00,48368704.93468646
91,-62218069.0673182,2057.5786514216,2023-12-27 00:00:00+00:00,48609450.40476713
92,-65586137.27496412,893059.7594100328,2023-12-26 00:00:00+00:00,48864887.49514694
93,-69070153.07786047,1929578.2059058612,2023-12-25 00:00:00+00:00,49121483.779164344
94,-72406994.56337735,5128938.870208154,2023-12-24 00:00:00+00:00,49487161.917764224
95,-75068026.9776309,6024815.797041842,2023-12-23 00:00:00+00:00,49801104.25815031
96,-77480514.28413986,7565544.4005689565,2023-12-22 00:00:00+00:00,50167305.26732534
97,-80409043.5283993,8229761.663464704,2023-12-21 00:00:00+00:00,50467180.943706565
98,-108190523.28245647,9978506.72802405,2023-12-20 00:00:00+00:00,51011105.28927829
99,-117028152.0253917,8990083.665462973,2023-12-19 00:00:00+00:00,50823321.53756213
100,-119935425.80098903,8521242.506596439,2023-12-18 00:00:00+00:00,51066204.14790484
101,-124987243.85162279,9733919.942903155,2023-12-17 00:00:00+00:00,51313244.19738376
102,-118749714.1431364,10832144.209107567,2023-12-16 00:00:00+00:00,51643983.56602765
103,27260057.135302965,672852.123141263,2023-12-15 00:00:00+00:00,49390166.899187125
104,31936706.903578416,1762554.5972485177,2023-12-14 00:00:00+00:00,49798007.24117743
105,38140163.16779035,3282892.0802007024,2023-12-13 00:00:00+00:00,50260545.402843125
106,39168817.97026714,4429491.5295047,2023-12-12 00:00:00+00:00,50613314.40974995
107,36056198.54614771,5236315.385053141,2023-12-11 00:00:00+00:00,50886057.044107474
108,29358323.24213492,2487160.106012109,2023-12-10 00:00:00+00:00,50878926.06183402
109,25881390.655914675,1554249.8671507281,2023-12-09 00:00:00+00:00,51234680.06848791
110,40984545.3631343,185644.8977906108,2023-12-08 00:00:00+00:00,51599240.658239014
111,38528655.35885215,8083004.696230614,2023-12-07 00:00:00+00:00,51979716.476037025
112,42005469.32760639,12776761.272382297,2023-12-06 00:00:00+00:00,52594241.419183716
113,64484965.37535054,13978444.259600056,2023-12-05 00:00:00+00:00,52975106.44174151
114,45781838.541498646,8741839.59746648,2023-12-04 00:00:00+00:00,51750016.94818737
115,73243676.0784338,11146972.92923937,2023-12-03 00:00:00+00:00,52783081.21966503
116,78990217.55865338,13475450.86920186,2023-12-02 00:00:00+00:00,53333182.412522644
117,77645932.81765695,9275164.695315205,2023-12-01 00:00:00+00:00,53869313.943359226
118,85244631.76813042,9224304.613102812,2023-11-30 00:00:00+00:00,54538179.031671435
119,59358979.013193004,-2102313.1518434966,2023-11-29 00:00:00+00:00,52495600.55860702
120,56705669.1803355,-3829289.970417286,2023-11-28 00:00:00+00:00,52969089.47953642
121,56616099.406387955,-2971356.269975394,2023-11-27 00:00:00+00:00,53723264.300711095
122,56246633.14575302,-3220909.777669334,2023-11-26 00:00:00+00:00,54255528.915007
123,52443952.13126753,-3040773.431198194,2023-11-25 00:00:00+00:00,54798482.66227616
124,54203324.22858205,-2675754.337173182,2023-11-24 00:00:00+00:00,55438421.74489113
125,98956519.12356241,27528275.397926297,2023-11-23 00:00:00+00:00,55971079.07822956
126,93897133.27951767,29784986.179350205,2023-11-22 00:00:00+00:00,56535566.71533684
127,109203379.11958878,29288355.30439121,2023-11-21 00:00:00+00:00,57076143.42549281
128,142564249.8258459,37966179.64134522,2023-11-20 00:00:00+00:00,59903477.06591855
129,149045086.95185372,36225661.690581284,2023-11-19 00:00:00+00:00,60442073.7588272
130,148096061.39094532,35911371.390298575,2023-11-18 00:00:00+00:00,60923910.37812312
131,147062814.6897542,36032178.83318035,2023-11-17 00:00:00+00:00,61586168.349571936
132,154842096.11318994,32576753.302174367,2023-11-16 00:00:00+00:00,61404234.04354571
133,-24904000.249942653,-27447207.256992493,2023-11-15 00:00:00+00:00,47149614.25792935
134,-32181042.014134392,-29076483.895035055,2023-11-14 00:00:00+00:00,47173072.427184686
135,-41882748.47526181,-31989080.47779225,2023-11-13 00:00:00+00:00,47125737.47124392
136,-45981071.97068563,-33696699.937286355,2023-11-12 00:00:00+00:00,47393959.508084156
137,-59889458.841746055,-34891200.880300865,2023-11-11 00:00:00+00:00,47922533.87593095
138,-60378994.22775266,-35162987.116704695,2023-11-10 00:00:00+00:00,48465913.19261745
139,-1787453.7684225861,-35654127.650495365,2023-11-09 00:00:00+00:00,49107442.48033054
140,6085669.307040487,-39292969.37485787,2023-11-08 00:00:00+00:00,48230647.88866633
141,11269096.392758373,-39962226.98806236,2023-11-07 00:00:00+00:00,48812977.67941904
142,15389780.559570407,-41020316.455727145,2023-11-06 00:00:00+00:00,49141737.0908873
143,-4959047.644168562,-49254852.691648245,2023-11-05 00:00:00+00:00,47674972.30130174
144,-13116782.116285311,-50050106.99119299,2023-11-04 00:00:00+00:00,47987126.10916009
145,-35296199.352574475,-64853151.0592372,2023-11-03 00:00:00+00:00,46763053.04883485
146,-17024697.877602886,-66504294.10767571,2023-11-02 00:00:00+00:00,46840835.7638662
147,-10263499.21839534,-67418184.50315467,2023-11-01 00:00:00+00:00,47487456.45149701
148,-10507538.725911021,-61516994.19842174,2023-10-31 00:00:00+00:00,47531770.94114017
149,-12257067.579970108,-63365377.08147389,2023-10-30 00:00:00+00:00,47616780.36574184
150,-4377938.063319723,-62204898.34952521,2023-10-29 00:00:00+00:00,48308349.546906106
151,5608142.396884511,-61881249.00359636,2023-10-28 00:00:00+00:00,49069886.267309345
152,12018683.40744121,-61053335.32793601,2023-10-27 00:00:00+00:00,49632517.97152045
153,22414935.56431052,-59029967.848645456,2023-10-26 00:00:00+00:00,50488020.84326787
154,33590486.945419766,-58796605.51372174,2023-10-25 00:00:00+00:00,50983354.00007617
155,-5814044.754805997,-72199785.22286548,2023-10-24 00:00:00+00:00,47837666.5475258
156,6280014.206329063,-70311321.88357499,2023-10-23 00:00:00+00:00,48817994.11702032
157,-4105050.600795368,-77227613.90840767,2023-10-22 00:00:00+00:00,48100523.22388277
158,-4438206.35931724,-78219225.99879496,2023-10-21 00:00:00+00:00,48185867.49119149
159,-5046683.930073122,-79896431.91381203,2023-10-20 00:00:00+00:00,48191792.63949676
160,-2596908.070166968,-79400543.19308092,2023-10-19 00:00:00+00:00,48751631.35968926
161,7126188.990578047,-78061147.68299219,2023-10-18 00:00:00+00:00,49498813.71753734
162,-3595949.342730844,-83572642.1666331,2023-10-17 00:00:00+00:00,48677486.41780407
163,-337500.51593652123,-83031369.98324856,2023-10-16 00:00:00+00:00,49196518.38806162
164,5531998.902301531,-82142213.8482195,2023-10-15 00:00:00+00:00,49818089.57903135
165,13591261.548073562,-78474105.21784243,2023-10-14 00:00:00+00:00,50568155.15414215
166,20100728.588932596,-75756485.39006667,2023-10-13 00:00:00+00:00,51173225.69745558
167,39542206.450757764,-68834310.98771311,2023-10-12 00:00:00+00:00,52844955.15059501
168,38482151.303654075,-65985381.20697193,2023-10-11 00:00:00+00:00,53428570.25243274
169,-19431187.286039907,-83188466.73458672,2023-10-10 00:00:00+00:00,49254356.48869404
170,-46513279.97680296,-89993090.28146513,2023-10-09 00:00:00+00:00,47730455.89082739
171,-25548737.662918683,-93067840.03924297,2023-10-08 00:00:00+00:00,47886750.57864438
172,-19064966.070029907,-92648078.36962117,2023-10-07 00:00:00+00:00,47876823.62023768
173,-17590584.952381812,-91446492.85320337,2023-10-06 00:00:00+00:00,48082565.25835669
174,-6439537.632813892,-87114526.76014481,2023-10-05 00:00:00+00:00,49065217.78995066
175,-4506557.938141213,-83224190.76225586,2023-10-04 00:00:00+00:00,49664110.52986837
176,-21539167.073444918,-89445019.17377593,2023-10-03 00:00:00+00:00,48240126.00038151
177,-39556939.513316,-89419697.77531002,2023-10-02 00:00:00+00:00,48331031.729721285
178,-47064179.20291096,-91330345.82417732,2023-10-01 00:00:00+00:00,48395404.26107806
179,-53408850.88875338,-90890094.5550988,2023-09-30 00:00:00+00:00,48624210.57779418
180,-63815601.02826764,-90419908.14696242,2023-09-29 00:00:00+00:00,48668180.07265841
181,-71138310.61319865,-90236930.51881674,2023-09-28 00:00:00+00:00,48608943.05660651
182,-77928045.88620223,-88816107.19769827,2023-09-27 00:00:00+00:00,48644680.979128025
183,-83981207.98917264,-88497153.09841214,2023-09-26 00:00:00+00:00,48645697.37222865
184,-95821074.18552136,-90735701.30159527,2023-09-25 00:00:00+00:00,48222492.059356734
185,-10557648.174977532,-89607320.67750926,2023-09-24 00:00:00+00:00,48315533.239701636
186,-10822188.947796123,-89685172.09165369,2023-09-23 00:00:00+00:00,48301828.56581519
187,-17233262.605619773,-88582984.00673138,2023-09-22 00:00:00+00:00,48437924.64312623
188,-24227504.54249298,-87952158.71479003,2023-09-21 00:00:00+00:00,48550651.575518936
189,-35321417.95003676,-87293263.44208573,2023-09-20 00:00:00+00:00,48606588.57895482
190,-37765039.14988262,-82131554.49598038,2023-09-19 00:00:00+00:00,48965075.85860709
191,-46092467.18079119,-82375276.8221402,2023-09-18 00:00:00+00:00,48913099.55392819
192,-53515886.863935985,-81617332.60558864,2023-09-17 00:00:00+00:00,48973043.89802852
193,-57100121.005098306,-82192241.84255308,2023-09-16 00:00:00+00:00,49224258.15649476
194,-60580408.5732723,-81372679.77717716,2023-09-15 00:00:00+00:00,49363404.73774629
195,-67675754.50618851,-80964826.07634172,2023-09-14 00:00:00+00:00,49451065.16388953
196,-75209756.43010604,-79165766.41303681,2023-09-13 00:00:00+00:00,49521111.01891317
197,-84326350.2499143,-78669676.08221033,2023-09-12 00:00:00+00:00,49594910.7847793
198,-83592118.4260155,-73379125.20205419,2023-09-11 00:00:00+00:00,50265653.70692693
199,-85743741.8970236,-70619789.06545483,2023-09-10 00:00:00+00:00,50851440.37521787
200,-77451297.45481116,-67455194.49105866,2023-09-09 00:00:00+00:00,51553465.203989275
201,-105607039.69402674,-73707829.8842883,2023-09-08 00:00:00+00:00,49986646.82491167
202,-119385763.85672192,-76761909.37462743,2023-09-07 00:00:00+00:00,49443807.132842876
203,-125214925.47839434,-76231994.03396925,2023-09-06 00:00:00+00:00,49528366.76129218
204,-130594001.22447975,-75795298.15543883,2023-09-05 00:00:00+00:00,49594494.85566139
205,-154756695.88699588,-73675759.32256356,2023-09-04 00:00:00+00:00,50034512.55218135
206,-160949017.3719793,-73570548.6872341,2023-09-03 00:00:00+00:00,50010468.49956876
207,-152434114.77775267,-66842644.84612184,2023-09-02 00:00:00+00:00,51582287.032185614
208,-126979264.66644323,-63878799.02353064,2023-09-01 00:00:00+00:00,52263692.96268718
209,-124430212.77569817,-60790930.53283435,2023-08-31 00:00:00+00:00,53013979.14399309
210,-118421155.9569883,-56713469.71720789,2023-08-30 00:00:00+00:00,53913297.96539274
211,-120113578.79447494,-55187840.67377121,2023-08-29 00:00:00+00:00,54455927.49056804
212,-117250643.50504704,-53615218.95014525,2023-08-28 00:00:00+00:00,55049725.84648711
213,-115523631.12107424,-56843791.79538499,2023-08-27 00:00:00+00:00,55548262.41243462
214,-114159229.30106361,-55909125.10754769,2023-08-26 00:00:00+00:00,56098196.78693383
215,-200227662.7388129,-83688060.34852703,2023-08-25 00:00:00+00:00,49183285.14449431
216,-206391790.9092579,-83564458.77510682,2023-08-24 00:00:00+00:00,49191323.54782583
217,-210344528.51880786,-80365579.14575382,2023-08-23 00:00:00+00:00,49854357.18605388
218,-205991967.0945747,-77807757.25647734,2023-08-22 00:00:00+00:00,50541953.31873754
219,-199321193.86132622,-74203876.01348777,2023-08-21 00:00:00+00:00,51509718.8214236
220,-197839682.35919315,-72039088.27918342,2023-08-20 00:00:00+00:00,52069051.67914539
221,-195217164.85876343,-69157425.75489786,2023-08-19 00:00:00+00:00,52701521.51399322
222,-193606090.29323247,-66151682.05650121,2023-08-18 00:00:00+00:00,53371609.9416397
223,-191656488.42871085,-63805152.53635304,2023-08-17 00:00:00+00:00,53917418.78705078
224,-191378231.87368774,-62391777.832391284,2023-08-16 00:00:00+00:00,54342616.40130292
225,-181337822.6954123,-60539739.61696741,2023-08-15 00:00:00+00:00,55013455.94522009
226,-172160428.32902658,-58611775.43621552,2023-08-14 00:00:00+00:00,55702734.83508627
227,-161718789.1639828,-54536497.35899452,2023-08-13 00:00:00+00:00,56525843.68203253
228,-152846176.49855438,-51905248.25560847,2023-08-12 00:00:00+00:00,57136238.78303779
229,-144390471.02069667,-48684991.68001621,2023-08-11 00:00:00+00:00,57898871.216069125
230,-146014693.41278127,-48523691.83296808,2023-08-10 00:00:00+00:00,57919325.26876827
231,-148047742.76078346,-45064263.801281594,2023-08-09 00:00:00+00:00,58666677.48469469
232,-139493505.1821117,-42473148.850927524,2023-08-08 00:00:00+00:00,59256335.6690118
233,-131533968.12883396,-41338647.163970806,2023-08-07 00:00:00+00:00,59820004.47184514
234,-124310041.42314078,-39117303.96852176,2023-08-06 00:00:00+00:00,60328248.3809611
235,-90409318.46163048,-28958092.79429257,2023-08-05 00:00:00+00:00,62754240.981249504
236,-85846873.0759036,-26817166.43595782,2023-08-04 00:00:00+00:00,63239154.858909525
237,-76268039.03486142,-23559470.44841566,2023-08-03 00:00:00+00:00,64111118.38378172
238,-99947593.60317779,-29560241.93073392,2023-08-02 00:00:00+00:00,62700344.85307977
239,-94831220.00084487,-27239998.0850196,2023-08-01 00:00:00+00:00,63241119.92007787
240,-89022967.45563133,-25357999.925791822,2023-07-31 00:00:00+00:00,63646543.66048767
241,-79458902.14877662,-23336220.979705118,2023-07-30 00:00:00+00:00,64328276.43257968
242,-71269632.20184553,-21942684.589909945,2023-07-29 00:00:00+00:00,64686765.03868276
243,-65986620.18498951,-24211163.69331229,2023-07-28 00:00:00+00:00,65043355.38129004
244,-62226800.418200806,-22302559.057403363,2023-07-27 00:00:00+00:00,65481147.14044591
245,-58036651.11873735,-22699467.60205748,2023-07-26 00:00:00+00:00,65640353.3148077
246,-51841536.417907044,-19626486.85602405,2023-07-25 00:00:00+00:00,66155032.38968264
247,-38171160.8957665,-18297661.527056254,2023-07-24 00:00:00+00:00,67142948.57116137
248,-33637004.507302456,-16623247.586139442,2023-07-23 00:00:00+00:00,67472799.92925052
249,-27237178.514894202,-9569566.107501024,2023-07-22 00:00:00+00:00,67892282.70043671
250,-10789941.978865381,-7658832.953770193,2023-07-21 00:00:00+00:00,68329847.48949003
251,-5816198.426865989,-5878084.589270154,2023-07-20 00:00:00+00:00,68746767.9407409
252,2269979.340402516,-3972378.580209937,2023-07-19 00:00:00+00:00,69284439.28080949
253,2179883.9061498693,-2281515.3554923725,2023-07-18 00:00:00+00:00,69670006.87708181
254,7840601.115428561,-589674.5474512205,2023-07-17 00:00:00+00:00,70072334.08955123
255,6119098.972575709,-1696948.3450421998,2023-07-16 00:00:00+00:00,69917934.52292521
256,9872885.520022217,-1804403.95770664,2023-07-15 00:00:00+00:00,69852907.02651311
257,10036111.167266142,-1824830.5124628346,2023-07-14 00:00:00+00:00,69817798.95578454
258,16300919.318407333,-2197014.9905930874,2023-07-13 00:00:00+00:00,69698938.22127514
259,18274845.72135576,151769.77778289386,2023-07-12 00:00:00+00:00,69766581.1629757
260,21100407.394416433,887525.7476121776,2023-07-11 00:00:00+00:00,69920532.94653112
261,32531292.801945314,4774715.229627286,2023-07-10 00:00:00+00:00,70834985.10886867
262,28593540.914951358,4436633.775449541,2023-07-09 00:00:00+00:00,70721555.27302098
263,28052911.50532056,3942382.846752989,2023-07-08 00:00:00+00:00,70631015.55092739
264,27518148.181304023,3658762.3748074067,2023-07-07 00:00:00+00:00,70545512.05957541
265,24138736.38093573,2401595.225220394,2023-07-06 00:00:00+00:00,70185143.8685068
266,26084244.38618059,2528556.937177716,2023-07-05 00:00:00+00:00,70295062.23501119
267,28174219.27424856,-2072167.896890286,2023-07-04 00:00:00+00:00,70379724.33185253
268,35290461.199029095,242687.19387138804,2023-07-03 00:00:00+00:00,70915215.56019028
269,36888641.17803999,901102.4702913091,2023-07-02 00:00:00+00:00,71035466.76946238
270,37303714.26099595,724126.4147091914,2023-07-01 00:00:00+00:00,70963499.88971764
271,34008958.92193794,-2812542.1699566552,2023-06-30 00:00:00+00:00,70859145.10234214
272,27674618.85645681,-3977857.5183807053,2023-06-29 00:00:00+00:00,70544543.02787554
273,10978875.919908822,-4530711.69839669,2023-06-28 00:00:00+00:00,70466913.20471384
274,8658654.396621358,-3869307.5838910243,2023-06-27 00:00:00+00:00,70595678.6816679
275,7200132.811969173,-3264322.305209401,2023-06-26 00:00:00+00:00,70410489.02319707
276,7539951.001844521,-7443154.006070918,2023-06-25 00:00:00+00:00,70415980.58841473
277,7418951.9773129,-7848474.178055798,2023-06-24 00:00:00+00:00,70280304.26122437
278,6205699.832445109,-7781179.403737333,2023-06-23 00:00:00+00:00,70237485.23122059
279,3946744.335757104,-8209953.331192873,2023-06-22 00:00:00+00:00,70130954.90714034
280,-7487640.499491687,-11110433.31551793,2023-06-21 00:00:00+00:00,69216692.03569815
281,-6438913.979064149,-10938655.245024346,2023-06-20 00:00:00+00:00,69224811.64705865
282,-7118935.216673677,-11137182.601167742,2023-06-19 00:00:00+00:00,69097865.63639285
283,-1938853.0864981264,-9355328.094029712,2023-06-18 00:00:00+00:00,69490838.33685032
284,-3637702.7389146783,-10000946.20214955,2023-06-17 00:00:00+00:00,69427901.12115984
285,-6400495.128065619,-9946290.767633095,2023-06-16 00:00:00+00:00,69414994.88134365
286,-13547783.49964217,-11329649.884958712,2023-06-15 00:00:00+00:00,69041436.98377156
287,-11926814.080266906,-12112873.640288612,2023-06-14 00:00:00+00:00,68992913.1064202
288,-19170487.58667836,-13415975.15223292,2023-06-13 00:00:00+00:00,68359136.63346083
289,-19939349.740707766,-13504912.287450498,2023-06-12 00:00:00+00:00,68264539.04889166
290,-20656789.48053941,-13693407.613545645,2023-06-11 00:00:00+00:00,68186252.88671607
291,-19676341.445006628,-16858169.94564288,2023-06-10 00:00:00+00:00,68161180.22103755
292,-16519482.285622219,-15777616.197321406,2023-06-09 00:00:00+00:00,68371401.22521676
293,-20534884.868399005,-21736176.966804575,2023-06-08 00:00:00+00:00,68325296.79706542
294,-20560018.66372851,-19435338.307891037,2023-06-07 00:00:00+00:00,68283746.45563261
295,-20603696.302182943,-19666395.460744895,2023-06-06 00:00:00+00:00,68201138.13856688
296,-20688870.618150458,-19623354.353599813,2023-06-05 00:00:00+00:00,68151151.7375169
297,-22584591.584634118,-19882685.759898704,2023-06-04 00:00:00+00:00,68064035.07643484
298,-24023593.388053086,-24078380.713061564,2023-06-03 00:00:00+00:00,68014629.70821528
299,-23777415.432253934,-24012819.005749576,2023-06-02 00:00:00+00:00,68003523.65893854
300,-24354746.58274008,-24086399.69387288,2023-06-01 00:00:00+00:00,67897441.18333441
301,-24558719.712276675,-23098335.50908358,2023-05-31 00:00:00+00:00,68063888.20464861
302,-22233040.424341105,-22212684.676918,2023-05-30 00:00:00+00:00,68269916.82049553
303,-17625746.814856175,-16794084.912200745,2023-05-29 00:00:00+00:00,69564539.84143366
304,-13339531.15063065,-16301598.505192501,2023-05-28 00:00:00+00:00,69884008.45728806
305,-17261884.49940425,-18901771.024783522,2023-05-27 00:00:00+00:00,69818697.285227
306,-14577875.152009625,-18751061.67676767,2023-05-26 00:00:00+00:00,69796258.58826312
307,-24140775.662715167,-19531475.511452522,2023-05-25 00:00:00+00:00,69670527.38637674
308,-22438438.08356098,-21778350.183747813,2023-05-24 00:00:00+00:00,69727427.71074565
309,-5418264.143365974,-21314781.044097602,2023-05-23 00:00:00+00:00,69806564.96173565
310,-4698916.382953514,-21093638.68320078,2023-05-22 00:00:00+00:00,69832114.54250568
311,-5379141.361880323,-21957122.879604492,2023-05-21 00:00:00+00:00,69754037.45355707
312,-7068179.864358651,-22798466.18308543,2023-05-20 00:00:00+00:00,69682983.59940712
313,-7085576.8861288605,-22802042.623462167,2023-05-19 00:00:00+00:00,69650196.12478167
314,-5971922.018867545,-22340165.723610688,2023-05-18 00:00:00+00:00,69726890.387372
315,-4809448.87963669,-21374627.495376036,2023-05-17 00:00:00+00:00,69941062.97406137
316,-1738313.8934999679,-21132171.367660243,2023-05-16 00:00:00+00:00,70154953.43579695
317,-3583788.6243877388,-21482042.654933516,2023-05-15 00:00:00+00:00,69973199.19520926
318,-3721476.703508233,-21516078.421250682,2023-05-14 00:00:00+00:00,69934793.1474344
319,2119813.352700685,-18991225.338080972,2023-05-13 00:00:00+00:00,69903389.71251148
320,2218959.328959512,-18946300.740695663,2023-05-12 00:00:00+00:00,69884071.20018506
321,1469194.3319431718,-19564385.887220435,2023-05-11 00:00:00+00:00,69778413.76446275
322,1235842.6970194776,-19671517.016877554,2023-05-10 00:00:00+00:00,69729166.89252818
323,4309121.903337414,-18370991.32514565,2023-05-09 00:00:00+00:00,70013095.55337219
324,4018157.606846705,-18334050.997982856,2023-05-08 00:00:00+00:00,69973611.00333633
325,3669745.596908395,-21780051.6277293,2023-05-07 00:00:00+00:00,69894592.62915726
326,2190297.043503014,-21772014.851830177,2023-05-06 00:00:00+00:00,69851606.85681693
327,-11806131.3802853,-21391478.04941616,2023-05-05 00:00:00+00:00,69920302.87791161
328,-10538806.229361845,-20992022.80971607,2023-05-04 00:00:00+00:00,69989171.63052101
329,-10407918.334912132,-21355182.31096366,2023-05-03 00:00:00+00:00,69957831.77665804
330,-10776588.434128286,-18424429.75981615,2023-05-02 00:00:00+00:00,69899201.17643633
331,-17887865.719531234,-17507249.40490679,2023-05-01 00:00:00+00:00,70082413.11250697
332,-17375150.987257816,-17265531.17563946,2023-04-30 00:00:00+00:00,70097290.00605781
333,-6945264.200242718,-14632049.762260508,2023-04-29 00:00:00+00:00,71013231.36046293
334,-6927045.997663778,-15562745.781081036,2023-04-28 00:00:00+00:00,70980408.27788784
335,268784.7718068758,-14431982.930352189,2023-04-27 00:00:00+00:00,71237482.3125753
336,-15291537.86804765,-15282598.467251124,2023-04-26 00:00:00+00:00,70994440.10760638
337,-6823598.848765125,-12777429.050236229,2023-04-25 00:00:00+00:00,71654700.72851771
338,-7110799.960096129,-15555516.039813083,2023-04-24 00:00:00+00:00,71571682.89569587
339,-23158340.18596975,-20740491.892246947,2023-04-23 00:00:00+00:00,70251901.74064244
340,-21144743.064108588,-20767661.292769138,2023-04-22 00:00:00+00:00,70218326.84795392
341,-20997910.39412857,-20766309.361439764,2023-04-21 00:00:00+00:00,70196158.66138285
342,-19224432.722470902,-20379128.873273354,2023-04-20 00:00:00+00:00,70263929.88962838
343,-19041554.309462145,-20893848.54620194,2023-04-19 00:00:00+00:00,70232572.30720322
344,-20393213.848666426,-20860238.241508454,2023-04-18 00:00:00+00:00,70217733.29303235
345,-18628928.295196977,-20615180.965411004,2023-04-17 00:00:00+00:00,70336360.14225069
346,-18702852.261734,-20677988.909808375,2023-04-16 00:00:00+00:00,70297828.55033119
347,-20828018.216211192,-18557534.541927833,2023-04-15 00:00:00+00:00,70267757.16433702
348,-17355961.16651217,-18565811.466289543,2023-04-14 00:00:00+00:00,70240667.94498302
349,-22695200.47434442,-20968706.963377364,2023-04-13 00:00:00+00:00,69729158.47804293
350,-22642392.689057034,-20485653.68608075,2023-04-12 00:00:00+00:00,69701690.98136647
351,-32367362.723865185,-20526162.750417583,2023-04-11 00:00:00+00:00,69657658.06594688
352,-32049209.00336148,-19015263.421213195,2023-04-10 00:00:00+00:00,69627590.78044438
353,-48982767.93535214,-18803950.970868923,2023-04-09 00:00:00+00:00,69658921.15035816
