,delta_30d,delta_90d,period,surplus_buffer
668,67902318.95229587,44209972.36112759,2022-05-29 00:00:00+00:00,75645080.20598474
669,63468058.71962032,44984662.64140765,2022-05-28 00:00:00+00:00,75562592.54587787
670,64428047.439828366,45343272.21643518,2022-05-27 00:00:00+00:00,75477235.18166685
671,67833654.39173244,46831212.39181986,2022-05-26 00:00:00+00:00,75681902.60035567
672,69111343.91409561,45507397.870280996,2022-05-25 00:00:00+00:00,75546475.55064368
673,72460772.20217134,46776810.44149917,2022-05-24 00:00:00+00:00,75476621.13124949
674,74813493.91414294,47580836.769587085,2022-05-23 00:00:00+00:00,75427426.00031461
675,75119952.6830539,48269219.165395275,2022-05-22 00:00:00+00:00,75331391.00742662
676,75993579.32562423,49514055.137252785,2022-05-21 00:00:00+00:00,75227713.98121262
677,77100690.46131183,49880619.4686825,2022-05-20 00:00:00+00:00,75132853.04873785
678,136753338.88144574,49817928.97051288,2022-05-19 00:00:00+00:00,74984420.17908727
679,70276350.86860281,50193934.51784965,2022-05-18 00:00:00+00:00,74895839.54245315
680,78696928.96332093,50663007.87535409,2022-05-17 00:00:00+00:00,74766169.42301546
681,79442004.71324418,51336753.050353,2022-05-16 00:00:00+00:00,74628793.06205432
682,81761404.76737201,52045502.59287689,2022-05-15 00:00:00+00:00,74590866.82761279
683,81627293.6095755,49486407.325334765,2022-05-14 00:00:00+00:00,74432754.45305623
684,83869701.88224547,49601344.08670553,2022-05-13 00:00:00+00:00,74293603.98622765
685,84407939.28481841,50140613.52330192,2022-05-12 00:00:00+00:00,74144086.10158372
686,61417964.51197534,42521576.88614693,2022-05-11 00:00:00+00:00,72079766.47826122
687,53210481.01578564,38038962.461502746,2022-05-10 00:00:00+00:00,70709181.54130451
688,54714286.10278835,38225484.402286656,2022-05-09 00:00:00+00:00,70473883.87642144
689,56785966.82816257,39457455.53899637,2022-05-08 00:00:00+00:00,70553327.9846959
690,44873390.78424569,38762760.39051586,2022-05-07 00:00:00+00:00,70319435.07211398
691,44156644.71420519,38816504.47431847,2022-05-06 00:00:00+00:00,70070190.83925089
692,43839671.85304484,39033668.33254423,2022-05-05 00:00:00+00:00,69886843.1385732
693,44484253.98486918,39644394.89744065,2022-05-04 00:00:00+00:00,69739455.26117909
694,30451253.047265094,44668087.74026101,2022-05-03 00:00:00+00:00,70657625.73937728
695,30064947.97707769,44690597.806251705,2022-05-02 00:00:00+00:00,70436891.64087723
696,30521627.124672204,44958549.010548204,2022-05-01 00:00:00+00:00,70289348.67870715
697,30498250.36586793,5103013.222152868,2022-04-30 00:00:00+00:00,70320534.35769075
698,29790769.839571472,4717789.752425726,2022-04-29 00:00:00+00:00,70064067.68935768
699,28898490.608171728,6890735.709022604,2022-04-28 00:00:00+00:00,70346039.77440223
700,28808517.980412494,7363102.191009222,2022-04-27 00:00:00+00:00,70181779.22770835
701,24440437.19039759,8198163.660180055,2022-04-26 00:00:00+00:00,70106533.74624068
702,23950557.920150522,7584810.493037867,2022-04-25 00:00:00+00:00,69866091.11934815
703,22098452.43662619,6225762.733144349,2022-04-24 00:00:00+00:00,69520941.2242217
704,21033453.5385888,6143334.593809717,2022-04-23 00:00:00+00:00,69278371.70600149
705,22386143.846592523,5756606.489138885,2022-04-22 00:00:00+00:00,69157148.32114822
706,22397707.50158015,33375011.881481588,2022-04-21 00:00:00+00:00,68981666.36540788
707,20844246.812417794,5551341.967777819,2022-04-20 00:00:00+00:00,68795809.99712318
708,-38353966.58308366,-13360844.137586107,2022-04-19 00:00:00+00:00,63744419.72307803
709,29160097.79226888,9021540.995576145,2022-04-18 00:00:00+00:00,69119701.11489676
710,21509528.28679224,5740917.11171149,2022-04-17 00:00:00+00:00,68297928.68630415
711,21651894.131409775,5691428.869432649,2022-04-16 00:00:00+00:00,68099313.2226096
712,20932303.06965836,5021388.101196995,2022-04-15 00:00:00+00:00,67870751.36728084
