,balance,inflow,interest,outflow,period
34,1177569264.422625,1907588.5520212445,155354.37150376188,,2024-02-22 00:00:00.000
35,1175506321.4991,6757091.705534835,156862.92159512118,,2024-02-21 00:00:00.000
36,1168592366.87197,,158739.5828836296,19638120.589002702,2024-02-20 00:00:00.000
37,1188071747.878089,21781104.074710768,157387.99007697892,,2024-02-19 00:00:00.000
38,1166133255.8133013,,154842.00636657284,921801.67017833,2024-02-18 00:00:00.000
39,1166900215.477113,10230363.757471928,155747.84851528617,,2024-02-17 00:00:00.000
40,1156514103.8711257,7312700.0600202335,154727.20199900956,,2024-02-16 00:00:00.000
41,1149046676.6091065,,155004.12732527603,1198903.5528765838,2024-02-15 00:00:00.000
42,1150090576.034658,,151846.07271504815,8796462.962128347,2024-02-14 00:00:00.000
43,1158735192.9240713,,157332.92289363663,734289.2877221508,2024-02-13 00:00:00.000
44,1159312149.2889,,155782.887489798,4374475.930502893,2024-02-12 00:00:00.000
45,1163530842.331913,,152355.0007275454,1293086.8781934907,2024-02-11 00:00:00.000
46,1164671574.209379,,159273.3713442298,4251749.806487825,2024-02-10 00:00:00.000
47,1168764050.6445227,2326914.1070590587,152957.30252231218,,2024-02-09 00:00:00.000
48,1166284179.2349412,,160319.11783732954,315461.7616740926,2024-02-08 00:00:00.000
49,1166439321.878778,709485.1022850526,151451.7328818115,,2024-02-07 00:00:00.000
50,1165578385.043611,,155783.24955147752,307653.0542502557,2024-02-06 00:00:00.000
51,1165730254.8483098,7448019.633644131,156935.5328213313,,2024-02-05 00:00:00.000
52,1158125299.6818442,,153607.7702068287,418719.225317621,2024-02-04 00:00:00.000
53,1158390411.136955,,154071.3461966677,255006.72313584085,2024-02-03 00:00:00.000
54,1158491346.513894,1491345.2088980158,157970.2959948156,,2024-02-02 00:00:00.000
55,1156842031.0090013,1636807.633394463,158885.702787128,,2024-02-01 00:00:00.000
56,1155046337.6728196,,150025.71414779706,34668676.63205767,2024-01-31 00:00:00.000
57,1189564988.5907295,,192976.64616263704,251283376.4645397,2024-01-30 00:00:00.000
58,1440655388.4091065,10065914.437167343,191628.70158552873,,2024-01-29 00:00:00.000
59,1430397845.2703536,4635242.816248182,190778.73012831088,,2024-01-28 00:00:00.000
60,1425571823.723977,860750.8181068096,190429.5423461665,,2024-01-27 00:00:00.000
61,1424520643.3635242,3476086.4126420394,190233.27989847516,,2024-01-26 00:00:00.000
62,1420854323.6709838,5408036.861739894,192059.71615872625,,2024-01-25 00:00:00.000
63,1415254227.0930853,2489902.146176229,188755.33168837274,,2024-01-24 00:00:00.000
64,1412575569.6152208,8754583.865517126,189980.01125797105,,2024-01-23 00:00:00.000
65,1403631005.7384458,,192479.87574229765,11271819.946576124,2024-01-22 00:00:00.000
66,1414710345.8092797,,181981.22131305007,438135.06111939275,2024-01-21 00:00:00.000
67,1414966499.649086,,188572.51169339067,5213910.710999455,2024-01-20 00:00:00.000
68,1419991837.848392,,192333.60555884728,14944873.806772402,2024-01-19 00:00:00.000
69,1434744378.0496056,1130218.238473448,191417.74955576195,,2024-01-18 00:00:00.000
70,1433422742.0615764,,203003.39143027892,10716149.633711724,2024-01-17 00:00:00.000
71,1443935888.3038578,1607825.8204569384,180672.89210631428,,2024-01-16 00:00:00.000
72,1442147389.5912945,,210307.66914029737,23379006.06754581,2024-01-15 00:00:00.000
73,1465316087.9897,1566344.7979435958,181532.24953733358,,2024-01-14 00:00:00.000
74,1463568210.9422193,,193067.6492196032,5760276.217638708,2024-01-13 00:00:00.000
75,1469135419.5106385,,199830.08338694123,21329725.05725327,2024-01-12 00:00:00.000
76,1490265314.4845047,23311697.98326752,197515.98750011594,,2024-01-11 00:00:00.000
77,1466756100.513737,575819.948677062,196210.65659245028,,2024-01-10 00:00:00.000
78,1465984069.9084675,11743651.555144647,194807.17248355947,,2024-01-09 00:00:00.000
79,1454045611.1808393,7805242.43615146,198526.99645447562,,2024-01-08 00:00:00.000
80,1446041841.7482333,,195562.05361024023,1124750.8402831731,2024-01-07 00:00:00.000
81,1446971030.5349061,3563326.905387018,187429.7634207012,,2024-01-06 00:00:00.000
82,1443220273.8660984,,192301.25698110188,25561197.202999763,2024-01-05 00:00:00.000
83,1468589169.812117,,196985.19925899996,6406727.539907306,2024-01-04 00:00:00.000
84,1474798912.1527655,,200209.90016905565,3821196.2110031247,2024-01-03 00:00:00.000
85,1478419898.4635997,,199411.55049802663,3540829.8309047576,2024-01-02 00:00:00.000
86,1481761316.7440064,15624600.064280342,192897.12577559418,,2024-01-01 00:00:00.000
87,1465943819.5539505,,197852.53496047558,7778754.584493405,2023-12-31 00:00:00.000
88,1473524721.6034834,,205209.68434027318,1703.9248076993972,2023-12-30 00:00:00.000
89,1473321215.8439507,,188637.5181723544,3627434.70299495,2023-12-29 00:00:00.000
90,1476760013.0287733,,198120.09873228532,19647781.8465003,2023-12-28 00:00:00.000
91,1496209674.7765412,,203391.19197883722,14508533.252678003,2023-12-27 00:00:00.000
92,1510514816.8372405,2899626.146229846,199845.15362480914,,2023-12-26 00:00:00.000
93,1507415345.5373857,,202292.72104133022,13542105.97230645,2023-12-25 00:00:00.000
94,1520755158.7886508,,212010.2547724132,6147066.471710062,2023-12-24 00:00:00.000
95,1526690215.0055883,16987118.194756206,194698.62204086818,,2023-12-23 00:00:00.000
96,1509508398.1887913,2202044.991011142,200868.2604169128,,2023-12-22 00:00:00.000
97,1507105484.9373631,,205479.46047373908,19704406.594321817,2023-12-21 00:00:00.000
98,1526604412.0712113,,203316.78433225566,7980871.6614834955,2023-12-20 00:00:00.000
99,1534381966.9483626,,207537.19921555973,6587047.813515428,2023-12-19 00:00:00.000
100,1540761477.5626624,,203761.0155559717,6500970.384500379,2023-12-18 00:00:00.000
101,1547058686.9316068,9347814.797138732,208704.46833344625,,2023-12-17 00:00:00.000
102,1537502167.6661346,,214595.89798544123,12857042.117812857,2023-12-16 00:00:00.000
103,1550144613.885962,,196600.5375689416,7106519.971658843,2023-12-15 00:00:00.000
104,1557054533.320052,,208653.38943860872,13253009.14894061,2023-12-14 00:00:00.000
105,1570098889.0795538,,212024.5441523621,15046725.536513202,2023-12-13 00:00:00.000
106,1584933590.0719147,,218906.5853865381,79185554.49374878,2023-12-12 00:00:00.000
107,1663900237.9802768,,221256.3523189353,33024458.643737905,2023-12-11 00:00:00.000
108,1696703440.2716959,14152229.8435354,225367.92203956685,,2023-12-10 00:00:00.000
109,1682325842.506121,18880444.73004295,223161.92254970325,,2023-12-09 00:00:00.000
110,1663222235.8535283,17073898.93086169,224257.74088664813,,2023-12-08 00:00:00.000
111,1645924079.1817799,7033332.393778967,219668.00440950404,,2023-12-07 00:00:00.000
112,1638671078.7835915,21965712.206111193,214551.57607993242,,2023-12-06 00:00:00.000
113,1616490815.0014005,,218935.2770014061,1995725.7878492177,2023-12-05 00:00:00.000
114,1618267605.5122483,12768657.056849506,213232.49529185213,,2023-12-04 00:00:00.000
115,1605285715.9601068,8143458.140980455,211546.5905475323,,2023-12-03 00:00:00.000
