period,balance,item,normalized
2020-08-28 00:00:00+00:00,,Real-World Assets,
2020-08-28 00:00:00+00:00,-208465822.88713187,DSR,-0.470844194654172
2020-08-28 00:00:00+00:00,-233916665.11977464,DAI,-0.5283278682287471
2020-08-28 00:00:00+00:00,-366568.37733237713,Equity,-0.0008279371170793663
2020-08-28 00:00:00+00:00,442749056.38423955,Crypto-Loans,1.0
2020-08-28 00:00:00+00:00,,Stablecoins,
2020-08-29 00:00:00+00:00,,Real-World Assets,
2020-08-29 00:00:00+00:00,-199941412.7344042,DSR,-0.45767329231488035
2020-08-29 00:00:00+00:00,-366568.37733237713,Equity,-0.0008390885800886622
2020-08-29 00:00:00+00:00,436864934.204734,Crypto-Loans,1.0
2020-08-29 00:00:00+00:00,,Stablecoins,
2020-08-29 00:00:00+00:00,,Others assets,
2020-08-29 00:00:00+00:00,-236556953.09299675,DAI,-0.5414876191050294
2020-08-30 00:00:00+00:00,,Others assets,
2020-08-30 00:00:00+00:00,-249508941.44695735,DAI,-0.5664729033926199
2020-08-30 00:00:00+00:00,-366755.50655156054,Equity,-0.0008326637731965218
2020-08-30 00:00:00+00:00,-190584808.66404468,DSR,-0.43269443283418196
2020-08-30 00:00:00+00:00,440460505.6175543,Crypto-Loans,1.0
2020-08-30 00:00:00+00:00,,Real-World Assets,
2020-08-30 00:00:00+00:00,,Stablecoins,
2020-08-31 00:00:00+00:00,,Stablecoins,
2020-08-31 00:00:00+00:00,-191922213.1877407,DSR,-0.43382383280845643
2020-08-31 00:00:00+00:00,-366866.10971020046,Equity,-0.0008292696254305861
2020-08-31 00:00:00+00:00,,Others assets,
2020-08-31 00:00:00+00:00,,Real-World Assets,
2020-08-31 00:00:00+00:00,442396656.59972847,Crypto-Loans,1.0
2020-08-31 00:00:00+00:00,-250107577.30227688,DAI,-0.5653468975661115
2020-09-01 00:00:00+00:00,459508117.5383634,Crypto-Loans,1.0
2020-09-01 00:00:00+00:00,-280415002.59453577,DAI,-0.6102503783757954
2020-09-01 00:00:00+00:00,-366866.10971020046,Equity,-0.000798388745938904
2020-09-01 00:00:00+00:00,,Real-World Assets,
2020-09-01 00:00:00+00:00,-178726248.83411673,DSR,-0.3889512328782641
2020-09-01 00:00:00+00:00,,Others assets,
2020-09-01 00:00:00+00:00,,Stablecoins,
2020-09-02 00:00:00+00:00,,Stablecoins,
2020-09-02 00:00:00+00:00,-316471342.55585176,DAI,-0.6504297368762216
2020-09-02 00:00:00+00:00,,Others assets,
2020-09-02 00:00:00+00:00,-169707938.50210842,DSR,-0.3487933185174631
2020-09-02 00:00:00+00:00,-378028.07699499035,Equity,-0.000776944606313862
2020-09-02 00:00:00+00:00,486557309.1349559,Crypto-Loans,1.0
2020-09-02 00:00:00+00:00,,Real-World Assets,
2020-09-03 00:00:00+00:00,508637967.81272435,Crypto-Loans,1.0
2020-09-03 00:00:00+00:00,-394703.5908735309,Equity,-0.0007760010377732105
2020-09-03 00:00:00+00:00,,Real-World Assets,
2020-09-03 00:00:00+00:00,-338059481.21019,DAI,-0.6646367408707883
2020-09-03 00:00:00+00:00,,Stablecoins,
2020-09-03 00:00:00+00:00,,Others assets,
2020-09-03 00:00:00+00:00,-170183783.0116602,DSR,-0.3345872580914373
2020-09-04 00:00:00+00:00,,Real-World Assets,
2020-09-04 00:00:00+00:00,,Stablecoins,
2020-09-04 00:00:00+00:00,456554556.4930839,Crypto-Loans,1.0
2020-09-04 00:00:00+00:00,-304317284.8717995,DAI,-0.6665518513479329
2020-09-04 00:00:00+00:00,,Others assets,
2020-09-04 00:00:00+00:00,-396518.9903296555,Equity,-0.0008685029744866038
2020-09-04 00:00:00+00:00,-151840752.6309541,DSR,-0.332579645677579
2020-09-05 00:00:00+00:00,434730015.2574618,Crypto-Loans,1.0
2020-09-05 00:00:00+00:00,-146731337.38725102,DSR,-0.3375229044177034
2020-09-05 00:00:00+00:00,,Stablecoins,
2020-09-05 00:00:00+00:00,-287526962.35462964,DAI,-0.6613920186402277
2020-09-05 00:00:00+00:00,,Others assets,
2020-09-05 00:00:00+00:00,,Real-World Assets,
2020-09-05 00:00:00+00:00,-471715.5155805212,Equity,-0.001085076942067493
2020-09-06 00:00:00+00:00,-473596.8492016307,Equity,-0.0011225773592031271
2020-09-06 00:00:00+00:00,,Stablecoins,
2020-09-06 00:00:00+00:00,,Real-World Assets,
2020-09-06 00:00:00+00:00,,Others assets,
2020-09-06 00:00:00+00:00,421883485.6404179,Crypto-Loans,1.0
2020-09-06 00:00:00+00:00,-135910346.766114,DSR,-0.32215137921268117
2020-09-06 00:00:00+00:00,-285499542.02510166,DAI,-0.6767260434281143
2020-09-07 00:00:00+00:00,,Stablecoins,
2020-09-07 00:00:00+00:00,-281285803.9457103,DAI,-0.6615200703992744
2020-09-07 00:00:00+00:00,-473610.69680163066,Equity,-0.0011138243633174367
2020-09-07 00:00:00+00:00,,Real-World Assets,
2020-09-07 00:00:00+00:00,,Others assets,
2020-09-07 00:00:00+00:00,425211292.19244146,Crypto-Loans,1.0
2020-09-07 00:00:00+00:00,-143451877.54992896,DSR,-0.33736610523740684
2020-09-08 00:00:00+00:00,,Others assets,
2020-09-08 00:00:00+00:00,425827348.2681329,Crypto-Loans,1.0
2020-09-08 00:00:00+00:00,,Real-World Assets,
2020-09-08 00:00:00+00:00,,Stablecoins,
2020-09-08 00:00:00+00:00,-475788.4620630481,Equity,-0.001117327160874261
2020-09-08 00:00:00+00:00,-131862624.91711693,DSR,-0.3096621798797345
2020-09-08 00:00:00+00:00,-293488934.8889524,DAI,-0.6892204929593899
2020-09-09 00:00:00+00:00,,Others assets,
2020-09-09 00:00:00+00:00,426258651.5895632,Crypto-Loans,1.0
2020-09-09 00:00:00+00:00,-277863172.8605385,DAI,-0.6518651805056802
2020-09-09 00:00:00+00:00,-480564.01158000226,Equity,-0.0011274000182469697
2020-09-09 00:00:00+00:00,,Stablecoins,
2020-09-09 00:00:00+00:00,,Real-World Assets,
2020-09-09 00:00:00+00:00,-147914914.71744412,DSR,-0.3470074194760714
2020-09-10 00:00:00+00:00,-305694707.59414464,DAI,-0.687769748708515
2020-09-10 00:00:00+00:00,,Real-World Assets,
2020-09-10 00:00:00+00:00,-485282.498468549,Equity,-0.0010918168150541683
2020-09-10 00:00:00+00:00,-138292463.3239172,DSR,-0.3111384344764296
2020-09-10 00:00:00+00:00,,Others assets,
2020-09-10 00:00:00+00:00,,Stablecoins,
2020-09-10 00:00:00+00:00,444472453.41653097,Crypto-Loans,1.0
2020-09-11 00:00:00+00:00,-507558.4566837986,Equity,-0.0011369930532547823
2020-09-11 00:00:00+00:00,,Real-World Assets,
2020-09-11 00:00:00+00:00,-310730981.61540484,DAI,-0.6960754231858949
2020-09-11 00:00:00+00:00,446404184.46783835,Crypto-Loans,1.0
2020-09-11 00:00:00+00:00,,Stablecoins,
2020-09-11 00:00:00+00:00,,Others assets,
2020-09-11 00:00:00+00:00,-135165644.39574912,DSR,-0.3027875837608491
2020-09-12 00:00:00+00:00,457343031.3543037,Crypto-Loans,1.0
2020-09-12 00:00:00+00:00,-513583.90635701065,Equity,-0.0011229730664883294
2020-09-12 00:00:00+00:00,,Real-World Assets,
2020-09-12 00:00:00+00:00,,Others assets,
2020-09-12 00:00:00+00:00,-140449738.59566003,DSR,-0.3070993301893204
2020-09-12 00:00:00+00:00,,Stablecoins,
2020-09-12 00:00:00+00:00,-316379708.85228604,DAI,-0.6917776967441899
2020-09-13 00:00:00+00:00,,Others assets,
2020-09-13 00:00:00+00:00,460487617.45148,Crypto-Loans,1.0
2020-09-13 00:00:00+00:00,,Stablecoins,
2020-09-13 00:00:00+00:00,-519217.55154513527,Equity,-0.001127538574041773
2020-09-13 00:00:00+00:00,-317657968.4878425,DAI,-0.689829555560879
2020-09-13 00:00:00+00:00,,Real-World Assets,
2020-09-13 00:00:00+00:00,-142310431.41209167,DSR,-0.30904290586507777
2020-09-14 00:00:00+00:00,-526082.5652564707,Equity,-0.001009821456307995
2020-09-14 00:00:00+00:00,,Real-World Assets,
2020-09-14 00:00:00+00:00,-405183377.5667755,DAI,-0.7777540930420347
2020-09-14 00:00:00+00:00,,Others assets,
2020-09-14 00:00:00+00:00,520965921.2232225,Crypto-Loans,1.0
2020-09-14 00:00:00+00:00,-115256461.09118979,DSR,-0.2212360855016559
2020-09-14 00:00:00+00:00,,Stablecoins,
2020-09-15 00:00:00+00:00,-539306.4851684344,Equity,-0.0008989372484492165
2020-09-15 00:00:00+00:00,,Real-World Assets,
2020-09-15 00:00:00+00:00,599937855.6165162,Crypto-Loans,1.0
2020-09-15 00:00:00+00:00,-486297237.5883764,DAI,-0.810579350904005
2020-09-15 00:00:00+00:00,,Others assets,
2020-09-15 00:00:00+00:00,,Stablecoins,
2020-09-15 00:00:00+00:00,-113101311.54297069,DSR,-0.1885217118475446
2020-09-16 00:00:00+00:00,,Others assets,
2020-09-16 00:00:00+00:00,-423042885.9804171,DAI,-0.7446089671695771
2020-09-16 00:00:00+00:00,-144547903.46601173,DSR,-0.2544225861567545
2020-09-16 00:00:00+00:00,-550214.2652184622,Equity,-0.0009684466736671514
2020-09-16 00:00:00+00:00,,Stablecoins,
2020-09-16 00:00:00+00:00,568141003.711648,Crypto-Loans,1.0
2020-09-16 00:00:00+00:00,,Real-World Assets,
2020-09-17 00:00:00+00:00,,Others assets,
2020-09-17 00:00:00+00:00,,Real-World Assets,
2020-09-17 00:00:00+00:00,-145010715.56991318,DSR,-0.23218629830549392
2020-09-17 00:00:00+00:00,-564842.1752864383,Equity,-0.0009044063625998117
2020-09-17 00:00:00+00:00,-478969114.477958,DAI,-0.7669092953319051
2020-09-17 00:00:00+00:00,624544672.2231584,Crypto-Loans,1.0
2020-09-17 00:00:00+00:00,,Stablecoins,
2020-09-18 00:00:00+00:00,,Real-World Assets,
2020-09-18 00:00:00+00:00,,Others assets,
2020-09-18 00:00:00+00:00,,Stablecoins,
2020-09-18 00:00:00+00:00,680022916.2758409,Crypto-Loans,1.0
2020-09-18 00:00:00+00:00,-516012102.09639335,DAI,-0.7588157542136138
2020-09-18 00:00:00+00:00,-583049.0188229348,Equity,-0.0008573961330833003
2020-09-18 00:00:00+00:00,-163427765.1606239,DSR,-0.2403268496533019
2020-09-19 00:00:00+00:00,776233117.741719,Crypto-Loans,1.0
2020-09-19 00:00:00+00:00,,Real-World Assets,
2020-09-19 00:00:00+00:00,,Stablecoins,
2020-09-19 00:00:00+00:00,-182510431.78858083,DSR,-0.23512322215722403
2020-09-19 00:00:00+00:00,-593100894.952546,DAI,-0.7640757414190774
2020-09-19 00:00:00+00:00,,Others assets,
2020-09-19 00:00:00+00:00,-621791.0005916137,Equity,-0.000801036423697792
2020-09-20 00:00:00+00:00,-585683856.1557791,DAI,-0.7338035934348207
2020-09-20 00:00:00+00:00,-667140.7622122469,Equity,-0.0008358609913741285
2020-09-20 00:00:00+00:00,-211796983.54403317,DSR,-0.2653605455738044
2020-09-20 00:00:00+00:00,,Real-World Assets,
2020-09-20 00:00:00+00:00,,Others assets,
2020-09-20 00:00:00+00:00,,Stablecoins,
2020-09-20 00:00:00+00:00,798147980.4620252,Crypto-Loans,1.0
2020-09-21 00:00:00+00:00,-591781306.3582937,DAI,-0.7168611135364097
2020-09-21 00:00:00+00:00,-759601.3724151792,Equity,-0.000920151886892564
2020-09-21 00:00:00+00:00,,Real-World Assets,
2020-09-21 00:00:00+00:00,,Stablecoins,
2020-09-21 00:00:00+00:00,-232976469.60187578,DSR,-0.28221873457669683
2020-09-21 00:00:00+00:00,,Others assets,
2020-09-21 00:00:00+00:00,825517377.3325853,Crypto-Loans,1.0
2020-09-22 00:00:00+00:00,,Others assets,
2020-09-22 00:00:00+00:00,839852497.0789363,Crypto-Loans,1.0
2020-09-22 00:00:00+00:00,-595811142.0504663,DAI,-0.7094235524961081
2020-09-22 00:00:00+00:00,,Real-World Assets,
2020-09-22 00:00:00+00:00,-805701.7271330957,Equity,-0.0009593371811542869
2020-09-22 00:00:00+00:00,,Stablecoins,
2020-09-22 00:00:00+00:00,-243235653.3013362,DSR,-0.2896171103227367
2020-09-23 00:00:00+00:00,,Others assets,
2020-09-23 00:00:00+00:00,882371514.0607729,Crypto-Loans,1.0
2020-09-23 00:00:00+00:00,-272002777.2593163,DSR,-0.30826332550960195
2020-09-23 00:00:00+00:00,,Stablecoins,
2020-09-23 00:00:00+00:00,,Real-World Assets,
2020-09-23 00:00:00+00:00,-865522.5230268383,Equity,-0.0009809048787665486
2020-09-23 00:00:00+00:00,-609503214.278429,DAI,-0.6907557696116308
2020-09-24 00:00:00+00:00,892226760.9350764,Crypto-Loans,1.0
2020-09-24 00:00:00+00:00,,Others assets,
2020-09-24 00:00:00+00:00,-601408102.169062,DAI,-0.6740529745361717
2020-09-24 00:00:00+00:00,,Stablecoins,
2020-09-24 00:00:00+00:00,-289901926.4887094,DSR,-0.3249195598940395
2020-09-24 00:00:00+00:00,,Real-World Assets,
2020-09-24 00:00:00+00:00,-916732.277304334,Equity,-0.001027465569788083
2020-09-25 00:00:00+00:00,-981498.0177191079,Equity,-0.0010968769464247815
2020-09-25 00:00:00+00:00,,Others assets,
2020-09-25 00:00:00+00:00,-292960479.370541,DSR,-0.32739912891710293
2020-09-25 00:00:00+00:00,894811419.7479073,Crypto-Loans,1.0
2020-09-25 00:00:00+00:00,,Stablecoins,
2020-09-25 00:00:00+00:00,-600869442.3596466,DAI,-0.6715039941364715
2020-09-25 00:00:00+00:00,,Real-World Assets,
2020-09-26 00:00:00+00:00,,Others assets,
2020-09-26 00:00:00+00:00,,Real-World Assets,
2020-09-26 00:00:00+00:00,-1034410.1969666394,Equity,-0.0011282348297526846
2020-09-26 00:00:00+00:00,-627108371.0183454,DAI,-0.6839892996870608
2020-09-26 00:00:00+00:00,916839446.618917,Crypto-Loans,1.0
2020-09-26 00:00:00+00:00,-288696665.40360427,DSR,-0.31488246548318577
2020-09-26 00:00:00+00:00,,Stablecoins,
2020-09-27 00:00:00+00:00,-627508555.8452291,DAI,-0.6867046254330165
2020-09-27 00:00:00+00:00,913796896.9548444,Crypto-Loans,1.0
2020-09-27 00:00:00+00:00,,Stablecoins,
2020-09-27 00:00:00+00:00,,Others assets,
2020-09-27 00:00:00+00:00,-285188111.3883709,DSR,-0.312091354587368
2020-09-27 00:00:00+00:00,-1100229.7212435617,Equity,-0.0012040199796147153
2020-09-27 00:00:00+00:00,,Real-World Assets,
2020-09-28 00:00:00+00:00,,Others assets,
2020-09-28 00:00:00+00:00,,Stablecoins,
2020-09-28 00:00:00+00:00,-282888037.0839354,DSR,-0.3133812651015281
2020-09-28 00:00:00+00:00,-1170511.5489728174,Equity,-0.0012966839948916364
2020-09-28 00:00:00+00:00,-618637523.4896106,DAI,-0.6853220509035794
2020-09-28 00:00:00+00:00,,Real-World Assets,
2020-09-28 00:00:00+00:00,902696072.1225195,Crypto-Loans,1.0
2020-09-29 00:00:00+00:00,,Stablecoins,
2020-09-29 00:00:00+00:00,-284197642.98697865,DSR,-0.31599254161987606
2020-09-29 00:00:00+00:00,,Others assets,
2020-09-29 00:00:00+00:00,,Real-World Assets,
2020-09-29 00:00:00+00:00,-1243742.226652885,Equity,-0.0013828871456826831
2020-09-29 00:00:00+00:00,899380857.3142047,Crypto-Loans,1.0
2020-09-29 00:00:00+00:00,-613939472.1005723,DAI,-0.6826245712344403
2020-09-30 00:00:00+00:00,893510665.7200165,Crypto-Loans,1.0
2020-09-30 00:00:00+00:00,-285260807.1572282,DSR,-0.3192584242151792
2020-09-30 00:00:00+00:00,,Stablecoins,
2020-09-30 00:00:00+00:00,-606920247.4130846,DAI,-0.6792535004873287
2020-09-30 00:00:00+00:00,-1329611.1497028815,Equity,-0.0014880752974912087
2020-09-30 00:00:00+00:00,,Others assets,
2020-09-30 00:00:00+00:00,,Real-World Assets,
2020-10-01 00:00:00+00:00,-606596080.8777094,DAI,-0.697798633002866
2020-10-01 00:00:00+00:00,-261290334.8247595,DSR,-0.3005756947749485
2020-10-01 00:00:00+00:00,,Real-World Assets,
2020-10-01 00:00:00+00:00,,Stablecoins,
2020-10-01 00:00:00+00:00,,Others assets,
2020-10-01 00:00:00+00:00,869299611.9343472,Crypto-Loans,1.0
2020-10-01 00:00:00+00:00,-1413196.2318774099,Equity,-0.0016256722221844727
2020-10-02 00:00:00+00:00,,Others assets,
2020-10-02 00:00:00+00:00,-609192426.2310997,DAI,-0.7028140438526126
2020-10-02 00:00:00+00:00,-1494187.2195435895,Equity,-0.001723816181591772
2020-10-02 00:00:00+00:00,,Real-World Assets,
2020-10-02 00:00:00+00:00,,Stablecoins,
2020-10-02 00:00:00+00:00,866790343.1349953,Crypto-Loans,1.0
2020-10-02 00:00:00+00:00,-256103729.6843512,DSR,-0.2954621399657947
2020-10-03 00:00:00+00:00,-604461576.7339346,DAI,-0.6995914530907201
2020-10-03 00:00:00+00:00,-257989286.26866338,DSR,-0.2985915178227728
2020-10-03 00:00:00+00:00,,Stablecoins,
2020-10-03 00:00:00+00:00,-1569950.9502990684,Equity,-0.0018170290865060737
2020-10-03 00:00:00+00:00,864020813.9528979,Crypto-Loans,1.0
2020-10-03 00:00:00+00:00,,Real-World Assets,
2020-10-03 00:00:00+00:00,,Others assets,
2020-10-04 00:00:00+00:00,858751927.4465855,Crypto-Loans,1.0
2020-10-04 00:00:00+00:00,,Stablecoins,
2020-10-04 00:00:00+00:00,-597000198.2182623,DAI,-0.6951951770208933
2020-10-04 00:00:00+00:00,,Others assets,
2020-10-04 00:00:00+00:00,-1661576.0197148114,Equity,-0.0019348731183117624
2020-10-04 00:00:00+00:00,-260090153.20860758,DSR,-0.302869949860794
2020-10-04 00:00:00+00:00,,Real-World Assets,
2020-10-05 00:00:00+00:00,,Real-World Assets,
2020-10-05 00:00:00+00:00,,Others assets,
2020-10-05 00:00:00+00:00,,Stablecoins,
2020-10-05 00:00:00+00:00,-597285575.9263138,DAI,-0.6971225539002437
2020-10-05 00:00:00+00:00,856787049.256455,Crypto-Loans,1.0
2020-10-05 00:00:00+00:00,-1730456.8906490973,Equity,-0.0020197047704570686
2020-10-05 00:00:00+00:00,-257771016.43949124,DSR,-0.30085774132929827
2020-10-06 00:00:00+00:00,-272196781.390307,DSR,-0.3140389181886362
2020-10-06 00:00:00+00:00,,Real-World Assets,
2020-10-06 00:00:00+00:00,-1812845.4596107735,Equity,-0.002091516380434399
2020-10-06 00:00:00+00:00,,Stablecoins,
2020-10-06 00:00:00+00:00,866761301.3072616,Crypto-Loans,1.0
2020-10-06 00:00:00+00:00,,Others assets,
2020-10-06 00:00:00+00:00,-592751674.457343,DAI,-0.6838695654309284
2020-10-07 00:00:00+00:00,,Stablecoins,
2020-10-07 00:00:00+00:00,,Real-World Assets,
2020-10-07 00:00:00+00:00,,Others assets,
2020-10-07 00:00:00+00:00,-268250415.2379845,DSR,-0.3104919801331271
2020-10-07 00:00:00+00:00,863952798.7903873,Crypto-Loans,1.0
2020-10-07 00:00:00+00:00,-593814846.9659024,DAI,-0.6873232516837695
2020-10-07 00:00:00+00:00,-1887536.5864995068,Equity,-0.002184768183102399
2020-10-08 00:00:00+00:00,-271918718.0927362,DSR,-0.3141903823678975
2020-10-08 00:00:00+00:00,-591572391.082351,DAI,-0.6835364518343554
2020-10-08 00:00:00+00:00,865458439.6995838,Crypto-Loans,1.0
2020-10-08 00:00:00+00:00,,Stablecoins,
2020-10-08 00:00:00+00:00,-1967330.5244958985,Equity,-0.0022731657977462147
2020-10-08 00:00:00+00:00,,Real-World Assets,
2020-10-08 00:00:00+00:00,,Others assets,
2020-10-09 00:00:00+00:00,-607913241.0102048,DAI,-0.6884637149047418
2020-10-09 00:00:00+00:00,-273078426.88205266,DSR,-0.309262203137972
2020-10-09 00:00:00+00:00,,Others assets,
2020-10-09 00:00:00+00:00,882999681.5363287,Crypto-Loans,1.0
2020-10-09 00:00:00+00:00,-2008013.6440704844,Equity,-0.0022740819572853606
2020-10-09 00:00:00+00:00,,Stablecoins,
2020-10-09 00:00:00+00:00,,Real-World Assets,
2020-10-10 00:00:00+00:00,,Real-World Assets,
2020-10-10 00:00:00+00:00,,Others assets,
2020-10-10 00:00:00+00:00,-615950583.463693,DAI,-0.6916499096843901
2020-10-10 00:00:00+00:00,-272600253.5890818,DSR,-0.3061023819712705
2020-10-10 00:00:00+00:00,-2001702.3739413782,Equity,-0.0022477083443386186
2020-10-10 00:00:00+00:00,,Stablecoins,
2020-10-10 00:00:00+00:00,890552539.4267169,Crypto-Loans,1.0
2020-10-11 00:00:00+00:00,-621957014.0816652,DAI,-0.6887162638011181
2020-10-11 00:00:00+00:00,-2001839.4635392851,Equity,-0.0022167117097217637
2020-10-11 00:00:00+00:00,,Real-World Assets,
2020-10-11 00:00:00+00:00,-279108268.24599576,DSR,-0.3090670244891594
2020-10-11 00:00:00+00:00,,Others assets,
2020-10-11 00:00:00+00:00,,Stablecoins,
2020-10-11 00:00:00+00:00,903067121.7912009,Crypto-Loans,1.0
2020-10-12 00:00:00+00:00,,Others assets,
2020-10-12 00:00:00+00:00,,Stablecoins,
2020-10-12 00:00:00+00:00,908093730.9805248,Crypto-Loans,1.0
2020-10-12 00:00:00+00:00,,Real-World Assets,
2020-10-12 00:00:00+00:00,-280169787.5407902,DSR,-0.3085251863133926
2020-10-12 00:00:00+00:00,-2001102.0330972257,Equity,-0.0022036293884955165
2020-10-12 00:00:00+00:00,-625922841.4066367,DAI,-0.6892711842981112
2020-10-13 00:00:00+00:00,-626888956.5210243,DAI,-0.6774569746394021
2020-10-13 00:00:00+00:00,-2002756.1355415774,Equity,-0.002164308524517762
2020-10-13 00:00:00+00:00,,Others assets,
2020-10-13 00:00:00+00:00,,Real-World Assets,
2020-10-13 00:00:00+00:00,,Stablecoins,
2020-10-13 00:00:00+00:00,-296464405.8699358,DSR,-0.3203787168360794
2020-10-13 00:00:00+00:00,925356118.5265024,Crypto-Loans,1.0
2020-10-14 00:00:00+00:00,-2001190.0365728096,Equity,-0.0022000580740863264
2020-10-14 00:00:00+00:00,-609051540.278403,DAI,-0.6695759694161671
2020-10-14 00:00:00+00:00,-298555093.28935915,DSR,-0.3282239725097458
2020-10-14 00:00:00+00:00,,Real-World Assets,
2020-10-14 00:00:00+00:00,909607823.6043357,Crypto-Loans,1.0
2020-10-14 00:00:00+00:00,,Stablecoins,
2020-10-14 00:00:00+00:00,,Others assets,
2020-10-15 00:00:00+00:00,,Real-World Assets,
2020-10-15 00:00:00+00:00,,Others assets,
2020-10-15 00:00:00+00:00,906372692.7744237,Crypto-Loans,1.0
2020-10-15 00:00:00+00:00,-296576836.51438665,DSR,-0.32721289915140694
2020-10-15 00:00:00+00:00,-2000981.596349996,Equity,-0.00220768080537042
2020-10-15 00:00:00+00:00,,Stablecoins,
2020-10-15 00:00:00+00:00,-607794874.6636864,DAI,-0.6705794200432219
2020-10-16 00:00:00+00:00,-2000674.868286763,Equity,-0.0022170756473109334
2020-10-16 00:00:00+00:00,902393597.0400286,Crypto-Loans,1.0
2020-10-16 00:00:00+00:00,,Stablecoins,
2020-10-16 00:00:00+00:00,,Real-World Assets,
2020-10-16 00:00:00+00:00,-603272199.7195317,DAI,-0.6685244683676225
2020-10-16 00:00:00+00:00,-297120722.45220953,DSR,-0.32925845598506587
2020-10-16 00:00:00+00:00,,Others assets,
2020-10-17 00:00:00+00:00,,Stablecoins,
2020-10-17 00:00:00+00:00,,Real-World Assets,
2020-10-17 00:00:00+00:00,-2000792.347247123,Equity,-0.0022177608261521476
2020-10-17 00:00:00+00:00,-298111424.4360929,DSR,-0.33043900825212613
2020-10-17 00:00:00+00:00,,Others assets,
2020-10-17 00:00:00+00:00,-602055556.9700317,DAI,-0.667343230921721
2020-10-17 00:00:00+00:00,902167773.7533724,Crypto-Loans,1.0
2020-10-18 00:00:00+00:00,,Others assets,
2020-10-18 00:00:00+00:00,901344030.6552465,Crypto-Loans,1.0
2020-10-18 00:00:00+00:00,-2000560.1194796246,Equity,-0.0022195300034608153
2020-10-18 00:00:00+00:00,-299033436.0872798,DSR,-0.33176392799749577
2020-10-18 00:00:00+00:00,-600310034.4484864,DAI,-0.6660165419990427
2020-10-18 00:00:00+00:00,,Stablecoins,
2020-10-18 00:00:00+00:00,,Real-World Assets,
2020-10-19 00:00:00+00:00,-2000375.4542729908,Equity,-0.0022214218924957794
2020-10-19 00:00:00+00:00,,Stablecoins,
2020-10-19 00:00:00+00:00,-292726862.8236509,DSR,-0.3250739056055848
2020-10-19 00:00:00+00:00,-605766027.3329399,DAI,-0.6727046725019188
2020-10-19 00:00:00+00:00,,Others assets,
2020-10-19 00:00:00+00:00,900493265.6108643,Crypto-Loans,1.0
2020-10-19 00:00:00+00:00,,Real-World Assets,
2020-10-20 00:00:00+00:00,,Stablecoins,
2020-10-20 00:00:00+00:00,-600694937.5701312,DAI,-0.6640244630390677
2020-10-20 00:00:00+00:00,-301932701.2181885,DSR,-0.3337645904114775
