,dt,maturity,outflow,outflow_dai_only,outflow_surplus_buffer,total_period
2257,2023-03-10 00:00:00+00:00,1-week,546032427.7983936,546032427.7983936,0.0,5277489900.958929
2258,2023-03-10 00:00:00+00:00,1-day,484149543.25190806,484149543.25190806,0.0,5277489900.958929
2259,2023-03-10 00:00:00+00:00,3-months,173468447.16085437,173468447.16085437,0.0,5277489900.958929
2260,2023-03-10 00:00:00+00:00,1-month,117573058.63124575,117573058.63124575,0.0,5277489900.958929
2261,2023-03-10 00:00:00+00:00,1-year,3472116880.8646193,3398415038.863647,73701842.000972,5277489900.958929
2262,2023-03-09 00:00:00+00:00,3-months,161691312.65398905,161691312.65398905,0.0,5117831074.696995
2263,2023-03-09 00:00:00+00:00,1-month,109590778.57659258,109590778.57659258,0.0,5117831074.696995
2264,2023-03-09 00:00:00+00:00,1-week,514594284.10306907,514594284.10306907,0.0,5117831074.696995
2265,2023-03-09 00:00:00+00:00,1-block,466042323.0637027,466042323.0637027,0.0,5117831074.696995
2266,2023-03-09 00:00:00+00:00,1-day,466042323.0637027,466042323.0637027,0.0,5117831074.696995
2267,2023-03-09 00:00:00+00:00,1-year,3399870053.2359385,3326777091.645632,73092961.59030682,5117831074.696995
2268,2023-03-08 00:00:00+00:00,1-block,470515511.62375844,470515511.62375844,0.0,5159640989.419796
2269,2023-03-08 00:00:00+00:00,1-week,521572858.2139373,521572858.2139373,0.0,5159640989.419796
2270,2023-03-08 00:00:00+00:00,1-year,3421508349.326957,3348441023.0427327,73067326.28422435,5159640989.419796
2271,2023-03-08 00:00:00+00:00,3-months,164222438.91936836,164222438.91936836,0.0,5159640989.419796
2272,2023-03-08 00:00:00+00:00,1-month,111306319.71201633,111306319.71201633,0.0,5159640989.419796
2273,2023-03-08 00:00:00+00:00,1-day,470515511.62375844,470515511.62375844,0.0,5159640989.419796
2274,2023-03-07 00:00:00+00:00,1-day,471635888.0214041,471635888.0214041,0.0,5173152038.549762
2275,2023-03-07 00:00:00+00:00,3-months,164396434.58645415,164396434.58645415,0.0,5173152038.549762
2276,2023-03-07 00:00:00+00:00,1-month,111424250.10859671,111424250.10859671,0.0,5173152038.549762
2277,2023-03-07 00:00:00+00:00,1-block,471635888.0214041,471635888.0214041,0.0,5173152038.549762
2278,2023-03-07 00:00:00+00:00,1-year,3431696818.330251,3358690091.322811,73006727.00743996,5173152038.549762
2279,2023-03-07 00:00:00+00:00,1-week,522362759.4816507,522362759.4816507,0.0,5173152038.549762
2280,2023-03-06 00:00:00+00:00,1-block,472641166.79526186,472641166.79526186,0.0,5185391369.477867
2281,2023-03-06 00:00:00+00:00,1-day,472641166.79526186,472641166.79526186,0.0,5185391369.477867
2282,2023-03-06 00:00:00+00:00,1-year,3441002479.863737,3368018924.787059,72983555.07667817,5185391369.477867
2283,2023-03-06 00:00:00+00:00,1-week,523045162.371073,523045162.371073,0.0,5185391369.477867
2284,2023-03-06 00:00:00+00:00,1-month,111521490.15102316,111521490.15102316,0.0,5185391369.477867
2285,2023-03-06 00:00:00+00:00,3-months,164539903.50150958,164539903.50150958,0.0,5185391369.477867
2286,2023-03-05 00:00:00+00:00,1-day,472658559.6834814,472658559.6834814,0.0,5191337432.384517
2287,2023-03-05 00:00:00+00:00,1-block,472658559.6834814,472658559.6834814,0.0,5191337432.384517
2288,2023-03-05 00:00:00+00:00,1-year,3449553164.496316,3375584459.8678994,73968704.62841658,5191337432.384517
2289,2023-03-05 00:00:00+00:00,1-month,111044580.84380615,111044580.84380615,0.0,5191337432.384517
2290,2023-03-05 00:00:00+00:00,1-week,521586300.8587017,521586300.8587017,0.0,5191337432.384517
2291,2023-03-05 00:00:00+00:00,3-months,163836266.81873038,163836266.81873038,0.0,5191337432.384517
2292,2023-03-04 00:00:00+00:00,1-day,473260396.0197576,473260396.0197576,0.0,5198273050.481155
2293,2023-03-04 00:00:00+00:00,1-month,111140929.96300527,111140929.96300527,0.0,5198273050.481155
2294,2023-03-04 00:00:00+00:00,1-block,473260396.0197576,473260396.0197576,0.0,5198273050.481155
2295,2023-03-04 00:00:00+00:00,1-year,3454520886.3391013,3380579453.396119,73941432.94298208,5198273050.481155
2296,2023-03-04 00:00:00+00:00,3-months,163978421.25689304,163978421.25689304,0.0,5198273050.481155
2297,2023-03-04 00:00:00+00:00,1-week,522112020.8826412,522112020.8826412,0.0,5198273050.481155
2298,2023-03-03 00:00:00+00:00,1-day,472710295.36316574,472710295.36316574,0.0,5193048981.629496
2299,2023-03-03 00:00:00+00:00,1-year,3451782329.8706045,3377928836.2198534,73853493.65075082,5193048981.629496
2300,2023-03-03 00:00:00+00:00,1-block,472710295.36316574,472710295.36316574,0.0,5193048981.629496
2301,2023-03-03 00:00:00+00:00,1-week,521251122.34138674,521251122.34138674,0.0,5193048981.629496
2302,2023-03-03 00:00:00+00:00,3-months,163665857.49805012,163665857.49805012,0.0,5193048981.629496
2303,2023-03-03 00:00:00+00:00,1-month,110929081.19312286,110929081.19312286,0.0,5193048981.629496
2304,2023-03-02 00:00:00+00:00,1-month,111729390.53456809,111729390.53456809,0.0,5204469382.091384
2305,2023-03-02 00:00:00+00:00,1-block,474187623.8391712,474187623.8391712,0.0,5204469382.091384
2306,2023-03-02 00:00:00+00:00,1-day,474187623.8391712,474187623.8391712,0.0,5204469382.091384
2307,2023-03-02 00:00:00+00:00,3-months,164846641.77231357,164846641.77231357,0.0,5204469382.091384
2308,2023-03-02 00:00:00+00:00,1-year,3455243985.5990524,3381467677.19173,73776308.40732245,5204469382.091384
2309,2023-03-02 00:00:00+00:00,1-week,524274116.5071076,524274116.5071076,0.0,5204469382.091384
2310,2023-03-01 00:00:00+00:00,1-block,472762459.65574336,472762459.65574336,0.0,5195679635.448673
2311,2023-03-01 00:00:00+00:00,3-months,163363437.62893245,163363437.62893245,0.0,5195679635.448673
2312,2023-03-01 00:00:00+00:00,1-week,520641162.5969681,520641162.5969681,0.0,5195679635.448673
2313,2023-03-01 00:00:00+00:00,1-day,472762459.65574336,472762459.65574336,0.0,5195679635.448673
2314,2023-03-01 00:00:00+00:00,1-month,110724107.72627644,110724107.72627644,0.0,5195679635.448673
2315,2023-03-01 00:00:00+00:00,1-year,3455426008.1850095,3381662050.819086,73763957.36592306,5195679635.448673
2316,2023-02-28 00:00:00+00:00,1-week,522285272.5683319,522285272.5683319,0.0,5206825552.631431
2317,2023-02-28 00:00:00+00:00,1-day,473908823.4484761,473908823.4484761,0.0,5206825552.631431
2318,2023-02-28 00:00:00+00:00,3-months,163942807.4664374,163942807.4664374,0.0,5206825552.631431
2319,2023-02-28 00:00:00+00:00,1-year,3461663033.972458,3387940546.6782665,73722487.29419118,5206825552.631431
2320,2023-02-28 00:00:00+00:00,1-month,111116791.72725202,111116791.72725202,0.0,5206825552.631431
2321,2023-02-28 00:00:00+00:00,1-block,473908823.4484761,473908823.4484761,0.0,5206825552.631431
2322,2023-02-27 00:00:00+00:00,1-week,521136226.5228127,521136226.5228127,0.0,5213402728.5687
2323,2023-02-27 00:00:00+00:00,3-months,163357124.1543232,163357124.1543232,0.0,5213402728.5687
2324,2023-02-27 00:00:00+00:00,1-month,110719828.59348571,110719828.59348571,0.0,5213402728.5687
2325,2023-02-27 00:00:00+00:00,1-year,3470000891.280031,3396080896.5875344,73919994.69249675,5213402728.5687
2326,2023-02-27 00:00:00+00:00,1-day,474094329.0090232,474094329.0090232,0.0,5213402728.5687
2327,2023-02-27 00:00:00+00:00,1-block,474094329.0090232,474094329.0090232,0.0,5213402728.5687
2328,2023-02-26 00:00:00+00:00,1-year,3469763655.7175827,3395288615.4856086,74475040.23197392,5209374227.853279
2329,2023-02-26 00:00:00+00:00,1-month,110316569.12890771,110316569.12890771,0.0,5209374227.853279
2330,2023-02-26 00:00:00+00:00,1-day,473441882.19249386,473441882.19249386,0.0,5209374227.853279
2331,2023-02-26 00:00:00+00:00,1-week,519648087.4480028,519648087.4480028,0.0,5209374227.853279
2332,2023-02-26 00:00:00+00:00,3-months,162762151.17379826,162762151.17379826,0.0,5209374227.853279
2333,2023-02-26 00:00:00+00:00,1-block,473441882.19249386,473441882.19249386,0.0,5209374227.853279
2334,2023-02-25 00:00:00+00:00,1-year,3467845005.7705445,3393429565.4446344,74415440.32591024,5203501144.516779
2335,2023-02-25 00:00:00+00:00,3-months,162179121.3524372,162179121.3524372,0.0,5203501144.516779
2336,2023-02-25 00:00:00+00:00,1-day,472702064.43197393,472702064.43197393,0.0,5203501144.516779
2337,2023-02-25 00:00:00+00:00,1-month,109921404.47220744,109921404.47220744,0.0,5203501144.516779
2338,2023-02-25 00:00:00+00:00,1-week,518151484.0576422,518151484.0576422,0.0,5203501144.516779
2339,2023-02-25 00:00:00+00:00,1-block,472702064.43197393,472702064.43197393,0.0,5203501144.516779
2340,2023-02-24 00:00:00+00:00,1-week,518819247.87129056,518819247.87129056,0.0,5205840858.033843
2341,2023-02-24 00:00:00+00:00,3-months,162443346.6057163,162443346.6057163,0.0,5205840858.033843
2342,2023-02-24 00:00:00+00:00,1-block,473009861.95195127,473009861.95195127,0.0,5205840858.033843
2343,2023-02-24 00:00:00+00:00,1-day,473009861.95195127,473009861.95195127,0.0,5205840858.033843
2344,2023-02-24 00:00:00+00:00,1-year,3468458049.175726,3393975909.2431498,74482139.93257628,5205840858.033843
2345,2023-02-24 00:00:00+00:00,1-month,110100490.4772077,110100490.4772077,0.0,5205840858.033843
2346,2023-02-23 00:00:00+00:00,3-months,162383129.86088806,162383129.86088806,0.0,5205912241.137026
2347,2023-02-23 00:00:00+00:00,1-month,110059676.90571302,110059676.90571302,0.0,5205912241.137026
2348,2023-02-23 00:00:00+00:00,1-day,472938079.38000774,472938079.38000774,0.0,5205912241.137026
2349,2023-02-23 00:00:00+00:00,1-year,3468926834.794615,3393833770.645871,75093064.14874403,5205912241.137026
2350,2023-02-23 00:00:00+00:00,1-block,472938079.38000774,472938079.38000774,0.0,5205912241.137026
2351,2023-02-23 00:00:00+00:00,1-week,518666440.8157941,518666440.8157941,0.0,5205912241.137026
2352,2023-02-22 00:00:00+00:00,1-year,3478656827.214733,3403598930.534365,75057896.68036823,5217426042.5765
2353,2023-02-22 00:00:00+00:00,3-months,162321545.28105137,162321545.28105137,0.0,5217426042.5765
2354,2023-02-22 00:00:00+00:00,1-day,473784324.45397675,473784324.45397675,0.0,5217426042.5765
2355,2023-02-22 00:00:00+00:00,1-month,110017936.24604593,110017936.24604593,0.0,5217426042.5765
2356,2023-02-22 00:00:00+00:00,1-block,473784324.45397675,473784324.45397675,0.0,5217426042.5765
2357,2023-02-22 00:00:00+00:00,1-week,518861084.92671597,518861084.92671597,0.0,5217426042.5765
2358,2023-02-21 00:00:00+00:00,1-day,473037269.1344037,473037269.1344037,0.0,5207651788.659568
2359,2023-02-21 00:00:00+00:00,1-month,110009430.19254078,110009430.19254078,0.0,5207651788.659568
2360,2023-02-21 00:00:00+00:00,1-year,3470708938.8050632,3395680020.7972965,75028918.00776646,5207651788.659568
2361,2023-02-21 00:00:00+00:00,1-block,473037269.1344037,473037269.1344037,0.0,5207651788.659568
2362,2023-02-21 00:00:00+00:00,1-week,518549886.02711314,518549886.02711314,0.0,5207651788.659568
2363,2023-02-21 00:00:00+00:00,3-months,162308995.36604378,162308995.36604378,0.0,5207651788.659568
2364,2023-02-20 00:00:00+00:00,1-month,108832231.8648919,108832231.8648919,0.0,5199812990.324185
2365,2023-02-20 00:00:00+00:00,3-months,160572145.37443066,160572145.37443066,0.0,5199812990.324185
2366,2023-02-20 00:00:00+00:00,1-year,3472959021.7248406,3397795266.894581,75163754.83025986,5199812990.324185
2367,2023-02-20 00:00:00+00:00,1-week,514362492.2933048,514362492.2933048,0.0,5199812990.324185
2368,2023-02-20 00:00:00+00:00,1-day,471543549.53335845,471543549.53335845,0.0,5199812990.324185
2369,2023-02-20 00:00:00+00:00,1-block,471543549.53335845,471543549.53335845,0.0,5199812990.324185
2370,2023-02-19 00:00:00+00:00,1-month,108610368.825611,108610368.825611,0.0,5197026085.443275
2371,2023-02-19 00:00:00+00:00,1-year,3472330655.500724,3397030500.011427,75300155.48929697,5197026085.443275
2372,2023-02-19 00:00:00+00:00,1-block,471154071.75811064,471154071.75811064,0.0,5197026085.443275
2373,2023-02-19 00:00:00+00:00,1-week,513532111.1367024,513532111.1367024,0.0,5197026085.443275
2374,2023-02-19 00:00:00+00:00,3-months,160244806.46401623,160244806.46401623,0.0,5197026085.443275
2375,2023-02-19 00:00:00+00:00,1-day,471154071.75811064,471154071.75811064,0.0,5197026085.443275
2376,2023-02-18 00:00:00+00:00,1-day,470750442.20678353,470750442.20678353,0.0,5195406889.131097
2377,2023-02-18 00:00:00+00:00,1-week,512224904.2950486,512224904.2950486,0.0,5195406889.131097
2378,2023-02-18 00:00:00+00:00,1-month,108235092.23978977,108235092.23978977,0.0,5195406889.131097
2379,2023-02-18 00:00:00+00:00,3-months,159691119.69805047,159691119.69805047,0.0,5195406889.131097
2380,2023-02-18 00:00:00+00:00,1-block,470750442.20678353,470750442.20678353,0.0,5195406889.131097
2381,2023-02-18 00:00:00+00:00,1-year,3473754888.484641,3398486638.607959,75268249.87668224,5195406889.131097
2382,2023-02-17 00:00:00+00:00,1-year,3467731820.8884277,3392500764.203913,75231056.68451466,5182248045.05705
2383,2023-02-17 00:00:00+00:00,1-block,469264368.94347095,469264368.94347095,0.0,5182248045.05705
2384,2023-02-17 00:00:00+00:00,1-day,469264368.94347095,469264368.94347095,0.0,5182248045.05705
2385,2023-02-17 00:00:00+00:00,3-months,158734717.48791832,158734717.48791832,0.0,5182248045.05705
2386,2023-02-17 00:00:00+00:00,1-month,107586864.07514463,107586864.07514463,0.0,5182248045.05705
2387,2023-02-17 00:00:00+00:00,1-week,509665904.7186175,509665904.7186175,0.0,5182248045.05705
2388,2023-02-16 00:00:00+00:00,1-week,512547864.01494664,512547864.01494664,0.0,5202287551.861286
2389,2023-02-16 00:00:00+00:00,3-months,159744526.41958892,159744526.41958892,0.0,5202287551.861286
2390,2023-02-16 00:00:00+00:00,1-day,471305312.8309467,471305312.8309467,0.0,5202287551.861286
2391,2023-02-16 00:00:00+00:00,1-block,471305312.8309467,471305312.8309467,0.0,5202287551.861286
2392,2023-02-16 00:00:00+00:00,1-month,108271290.12883249,108271290.12883249,0.0,5202287551.861286
2393,2023-02-16 00:00:00+00:00,1-year,3479113245.6360245,3403906094.2841115,75207151.35191329,5202287551.861286
2394,2023-02-15 00:00:00+00:00,1-year,3473056229.0465164,3397694959.1361637,75361269.91035296,5196656218.199231
2395,2023-02-15 00:00:00+00:00,1-block,471016848.57346296,471016848.57346296,0.0,5196656218.199231
2396,2023-02-15 00:00:00+00:00,3-months,160040411.4199074,160040411.4199074,0.0,5196656218.199231
2397,2023-02-15 00:00:00+00:00,1-month,108471834.40682612,108471834.40682612,0.0,5196656218.199231
2398,2023-02-15 00:00:00+00:00,1-day,471016848.57346296,471016848.57346296,0.0,5196656218.199231
2399,2023-02-15 00:00:00+00:00,1-week,513054046.17905545,513054046.17905545,0.0,5196656218.199231
2400,2023-02-14 00:00:00+00:00,1-day,471585976.1532241,471585976.1532241,0.0,5198253001.298604
2401,2023-02-14 00:00:00+00:00,1-month,109055995.89769293,109055995.89769293,0.0,5198253001.298604
2402,2023-02-14 00:00:00+00:00,1-block,471585976.1532241,471585976.1532241,0.0,5198253001.298604
2403,2023-02-14 00:00:00+00:00,1-year,3470056476.452141,3394790691.2995234,75265785.15261741,5198253001.298604
2404,2023-02-14 00:00:00+00:00,3-months,160902289.02938303,160902289.02938303,0.0,5198253001.298604
2405,2023-02-14 00:00:00+00:00,1-week,515066287.6129395,515066287.6129395,0.0,5198253001.298604
2406,2023-02-13 00:00:00+00:00,1-year,3472014402.0512815,3396778630.5657034,75235771.48557828,5209765471.996374
2407,2023-02-13 00:00:00+00:00,1-week,518817086.3176945,518817086.3176945,0.0,5209765471.996374
2408,2023-02-13 00:00:00+00:00,3-months,162402025.6110211,162402025.6110211,0.0,5209765471.996374
2409,2023-02-13 00:00:00+00:00,1-block,473229736.9955646,473229736.9955646,0.0,5209765471.996374
2410,2023-02-13 00:00:00+00:00,1-month,110072484.02524763,110072484.02524763,0.0,5209765471.996374
2411,2023-02-13 00:00:00+00:00,1-day,473229736.9955646,473229736.9955646,0.0,5209765471.996374
2412,2023-02-12 00:00:00+00:00,1-day,471121281.8820175,471121281.8820175,0.0,5192647802.143323
2413,2023-02-12 00:00:00+00:00,1-year,3466225180.0661926,3391643378.5291953,74581801.53699708,5192647802.143323
2414,2023-02-12 00:00:00+00:00,1-block,471121281.8820175,471121281.8820175,0.0,5192647802.143323
2415,2023-02-12 00:00:00+00:00,1-month,108935743.82591623,108935743.82591623,0.0,5192647802.143323
2416,2023-02-12 00:00:00+00:00,3-months,160724867.9398764,160724867.9398764,0.0,5192647802.143323
2417,2023-02-12 00:00:00+00:00,1-week,514519446.5473019,514519446.5473019,0.0,5192647802.143323
2418,2023-02-11 00:00:00+00:00,1-day,470956394.1159394,470956394.1159394,0.0,5192605696.183076
2419,2023-02-11 00:00:00+00:00,1-month,108718268.48948859,108718268.48948859,0.0,5192605696.183076
2420,2023-02-11 00:00:00+00:00,3-months,160404002.6894094,160404002.6894094,0.0,5192605696.183076
2421,2023-02-11 00:00:00+00:00,1-week,513788247.215779,513788247.215779,0.0,5192605696.183076
2422,2023-02-11 00:00:00+00:00,1-year,3467782389.5565205,3393230983.829835,74551405.72668524,5192605696.183076
2423,2023-02-11 00:00:00+00:00,1-block,470956394.1159394,470956394.1159394,0.0,5192605696.183076
2424,2023-02-10 00:00:00+00:00,1-month,108753182.86952348,108753182.86952348,0.0,5195436653.871384
2425,2023-02-10 00:00:00+00:00,1-day,471194322.99580586,471194322.99580586,0.0,5195436653.871384
2426,2023-02-10 00:00:00+00:00,1-year,3469852984.7672906,3395254831.91965,74598152.84764028,5195436653.871384
2427,2023-02-10 00:00:00+00:00,3-months,160455515.709133,160455515.709133,0.0,5195436653.871384
2428,2023-02-10 00:00:00+00:00,1-block,471194322.99580586,471194322.99580586,0.0,5195436653.871384
2429,2023-02-10 00:00:00+00:00,1-week,513986324.53382486,513986324.53382486,0.0,5195436653.871384
2430,2023-02-09 00:00:00+00:00,1-month,108806127.62197883,108806127.62197883,0.0,5204293830.115485
2431,2023-02-09 00:00:00+00:00,3-months,160533630.91767368,160533630.91767368,0.0,5204293830.115485
2432,2023-02-09 00:00:00+00:00,1-block,471909129.0956377,471909129.0956377,0.0,5204293830.115485
2433,2023-02-09 00:00:00+00:00,1-week,514421773.8293559,514421773.8293559,0.0,5204293830.115485
2434,2023-02-09 00:00:00+00:00,1-year,3476714039.5552015,3402138717.684512,74575321.87068966,5204293830.115485
2435,2023-02-09 00:00:00+00:00,1-day,471909129.0956377,471909129.0956377,0.0,5204293830.115485
2436,2023-02-08 00:00:00+00:00,1-block,472539942.1133308,472539942.1133308,0.0,5210706769.137505
2437,2023-02-08 00:00:00+00:00,1-week,515235565.4465419,515235565.4465419,0.0,5210706769.137505
2438,2023-02-08 00:00:00+00:00,3-months,160808789.7471959,160808789.7471959,0.0,5210706769.137505
2439,2023-02-08 00:00:00+00:00,1-month,108992624.16198833,108992624.16198833,0.0,5210706769.137505
2440,2023-02-08 00:00:00+00:00,1-year,3480589905.5551167,3406051332.591408,74538572.96370937,5210706769.137505
2441,2023-02-08 00:00:00+00:00,1-day,472539942.1133308,472539942.1133308,0.0,5210706769.137505
2442,2023-02-07 00:00:00+00:00,1-day,471754023.79764193,471754023.79764193,0.0,5208055025.658652
2443,2023-02-07 00:00:00+00:00,1-week,512539287.7343908,512539287.7343908,0.0,5208055025.658652
2444,2023-02-07 00:00:00+00:00,1-block,471754023.79764193,471754023.79764193,0.0,5208055025.658652
2445,2023-02-07 00:00:00+00:00,1-month,108212780.41826527,108212780.41826527,0.0,5208055025.658652
2446,2023-02-07 00:00:00+00:00,3-months,159658200.6171127,159658200.6171127,0.0,5208055025.658652
2447,2023-02-07 00:00:00+00:00,1-year,3484136709.2936,3409646729.4537473,74489979.83985253,5208055025.658652
2448,2023-02-06 00:00:00+00:00,1-year,3489978834.577788,3414718174.3266973,75260660.25109039,5218401950.609871
2449,2023-02-06 00:00:00+00:00,1-day,472766391.98233116,472766391.98233116,0.0,5218401950.609871
2450,2023-02-06 00:00:00+00:00,1-week,514085207.25927615,514085207.25927615,0.0,5218401950.609871
2451,2023-02-06 00:00:00+00:00,1-block,472766391.98233116,472766391.98233116,0.0,5218401950.609871
2452,2023-02-06 00:00:00+00:00,1-month,108590149.75693248,108590149.75693248,0.0,5218401950.609871
2453,2023-02-06 00:00:00+00:00,3-months,160214975.05121186,160214975.05121186,0.0,5218401950.609871
2454,2023-02-05 00:00:00+00:00,1-week,515764300.0362224,515764300.0362224,0.0,5221235368.164983
2455,2023-02-05 00:00:00+00:00,1-month,109064943.88538063,109064943.88538063,0.0,5221235368.164983
2456,2023-02-05 00:00:00+00:00,1-year,3488804251.832733,3413588559.0247526,75215692.80798042,5221235368.164983
2457,2023-02-05 00:00:00+00:00,1-block,473343190.7161077,473343190.7161077,0.0,5221235368.164983
2458,2023-02-05 00:00:00+00:00,3-months,160915490.97843042,160915490.97843042,0.0,5221235368.164983
2459,2023-02-05 00:00:00+00:00,1-day,473343190.7161077,473343190.7161077,0.0,5221235368.164983
2460,2023-02-04 00:00:00+00:00,1-week,513351565.6137143,513351565.6137143,0.0,5213595951.73086
2461,2023-02-04 00:00:00+00:00,1-month,108412713.95433071,108412713.95433071,0.0,5213595951.73086
2462,2023-02-04 00:00:00+00:00,1-block,472272659.80315644,472272659.80315644,0.0,5213595951.73086
2463,2023-02-04 00:00:00+00:00,3-months,159953184.522783,159953184.522783,0.0,5213595951.73086
2464,2023-02-04 00:00:00+00:00,1-year,3487333168.033719,3412142610.19702,75190557.83669904,5213595951.73086
2465,2023-02-04 00:00:00+00:00,1-day,472272659.80315644,472272659.80315644,0.0,5213595951.73086
2466,2023-02-03 00:00:00+00:00,1-month,108052864.59489894,108052864.59489894,0.0,5206718148.518929
2467,2023-02-03 00:00:00+00:00,1-day,471480836.60357296,471480836.60357296,0.0,5206718148.518929
2468,2023-02-03 00:00:00+00:00,1-block,471480836.60357296,471480836.60357296,0.0,5206718148.518929
2469,2023-02-03 00:00:00+00:00,1-year,3484337712.787686,3409176782.010906,75160930.77677965,5206718148.518929
2470,2023-02-03 00:00:00+00:00,1-week,511943638.69082206,511943638.69082206,0.0,5206718148.518929
2471,2023-02-03 00:00:00+00:00,3-months,159422259.23837548,159422259.23837548,0.0,5206718148.518929
2472,2023-02-02 00:00:00+00:00,1-week,512525661.6089706,512525661.6089706,0.0,5218022148.129419
2473,2023-02-02 00:00:00+00:00,3-months,159534603.34645844,159534603.34645844,0.0,5218022148.129419
2474,2023-02-02 00:00:00+00:00,1-year,3493046999.808737,3417827862.7074304,75219137.1013065,5218022148.129419
2475,2023-02-02 00:00:00+00:00,1-block,472392937.2152152,472392937.2152152,0.0,5218022148.129419
2476,2023-02-02 00:00:00+00:00,1-day,472392937.2152152,472392937.2152152,0.0,5218022148.129419
2477,2023-02-02 00:00:00+00:00,1-month,108129008.93482181,108129008.93482181,0.0,5218022148.129419
2478,2023-02-01 00:00:00+00:00,1-day,471374018.2884767,471374018.2884767,0.0,5209816163.803867
2479,2023-02-01 00:00:00+00:00,1-year,3490612699.9126234,3416174844.72552,74437855.18710321,5209816163.803867
2480,2023-02-01 00:00:00+00:00,1-block,471374018.2884767,471374018.2884767,0.0,5209816163.803867
2481,2023-02-01 00:00:00+00:00,1-month,107526114.71412535,107526114.71412535,0.0,5209816163.803867
2482,2023-02-01 00:00:00+00:00,1-week,510284225.31702876,510284225.31702876,0.0,5209816163.803867
2483,2023-02-01 00:00:00+00:00,3-months,158645087.28313574,158645087.28313574,0.0,5209816163.803867
2484,2023-01-31 00:00:00+00:00,1-block,472239929.18826616,472239929.18826616,0.0,5219428125.853994
2485,2023-01-31 00:00:00+00:00,1-day,472239929.18826616,472239929.18826616,0.0,5219428125.853994
2486,2023-01-31 00:00:00+00:00,1-week,511153094.22119313,511153094.22119313,0.0,5219428125.853994
2487,2023-01-31 00:00:00+00:00,1-year,3497190213.3119345,3422795300.2488756,74394913.06305921,5219428125.853994
2488,2023-01-31 00:00:00+00:00,3-months,158903618.50986847,158903618.50986847,0.0,5219428125.853994
2489,2023-01-31 00:00:00+00:00,1-month,107701341.4344664,107701341.4344664,0.0,5219428125.853994
2490,2023-01-30 00:00:00+00:00,1-year,3506888193.3069654,3432538278.908328,74349914.3986373,5234944981.366219
2491,2023-01-30 00:00:00+00:00,1-block,473730889.65014684,473730889.65014684,0.0,5234944981.366219
2492,2023-01-30 00:00:00+00:00,1-day,473730889.65014684,473730889.65014684,0.0,5234944981.366219
2493,2023-01-30 00:00:00+00:00,1-week,512978153.35347694,512978153.35347694,0.0,5234944981.366219
2494,2023-01-30 00:00:00+00:00,3-months,159506735.0098904,159506735.0098904,0.0,5234944981.366219
2495,2023-01-30 00:00:00+00:00,1-month,108110120.39559239,108110120.39559239,0.0,5234944981.366219
2496,2023-01-29 00:00:00+00:00,1-day,474549219.9487545,474549219.9487545,0.0,5242362870.254429
2497,2023-01-29 00:00:00+00:00,3-months,160043237.26170835,160043237.26170835,0.0,5242362870.254429
2498,2023-01-29 00:00:00+00:00,1-block,474549219.9487545,474549219.9487545,0.0,5242362870.254429
2499,2023-01-29 00:00:00+00:00,1-year,3510339633.1475763,3435731277.710299,74608355.43727696,5242362870.254429
2500,2023-01-29 00:00:00+00:00,1-month,108473749.69960232,108473749.69960232,0.0,5242362870.254429
2501,2023-01-29 00:00:00+00:00,1-week,514407810.2480331,514407810.2480331,0.0,5242362870.254429
2502,2023-01-28 00:00:00+00:00,1-month,108575259.59004006,108575259.59004006,0.0,5246699429.220299
2503,2023-01-28 00:00:00+00:00,3-months,160193005.9525181,160193005.9525181,0.0,5246699429.220299
2504,2023-01-28 00:00:00+00:00,1-day,474940400.4379983,474940400.4379983,0.0,5246699429.220299
2505,2023-01-28 00:00:00+00:00,1-block,474940400.4379983,474940400.4379983,0.0,5246699429.220299
2506,2023-01-28 00:00:00+00:00,1-year,3513181355.79257,3438376336.748296,74805019.04427403,5246699429.220299
2507,2023-01-28 00:00:00+00:00,1-week,514869007.0091738,514869007.0091738,0.0,5246699429.220299
2508,2023-01-27 00:00:00+00:00,3-months,159981343.2636255,159981343.2636255,0.0,5242057704.098915
2509,2023-01-27 00:00:00+00:00,1-day,474481098.7360608,474481098.7360608,0.0,5242057704.098915
2510,2023-01-27 00:00:00+00:00,1-block,474481098.7360608,474481098.7360608,0.0,5242057704.098915
2511,2023-01-27 00:00:00+00:00,1-week,514252906.99338126,514252906.99338126,0.0,5242057704.098915
2512,2023-01-27 00:00:00+00:00,1-year,3510429457.0466623,3435646182.204867,74783274.84179547,5242057704.098915
2513,2023-01-27 00:00:00+00:00,1-month,108431799.32312396,108431799.32312396,0.0,5242057704.098915
2514,2023-01-26 00:00:00+00:00,1-year,3519087468.548465,3444337495.0943203,74749973.4541441,5253616115.649899
2515,2023-01-26 00:00:00+00:00,3-months,160142519.6043754,160142519.6043754,0.0,5253616115.649899
2516,2023-01-26 00:00:00+00:00,1-day,475444447.93800247,475444447.93800247,0.0,5253616115.649899
2517,2023-01-26 00:00:00+00:00,1-month,108541041.06518775,108541041.06518775,0.0,5253616115.649899
2518,2023-01-26 00:00:00+00:00,1-block,475444447.93800247,475444447.93800247,0.0,5253616115.649899
2519,2023-01-26 00:00:00+00:00,1-week,514956190.5558652,514956190.5558652,0.0,5253616115.649899
2520,2023-01-25 00:00:00+00:00,3-months,160848170.9837818,160848170.9837818,0.0,5268202460.856327
