period,collateral,daily_revenues
2020-12-31,COMP-A,1.9535423566936432
2020-12-31,ETH-A,38064.425836466966
2020-12-31,ETH-B,5963.20604507952
2020-12-31,GUSD-A,0.0
2020-12-31,KNC-A,7.579146710037774
2020-12-31,LINK-A,289.99794729597295
2020-12-31,LRC-A,58.373308008970554
2020-12-31,MANA-A,75.80210094093844
2020-12-31,PAXUSD-A,0.0
2020-12-31,PSM-USDC-A,0.0
2020-12-31,RENBTC-A,10.200577289447759
2020-12-31,TUSD-A,0.0
2020-12-31,UNI-A,377.54856622449984
2020-12-31,UNIV2DAIETH-A,259.0219792373068
2020-12-31,USDC-A,0.0
2020-12-31,USDC-B,0.37139877919537634
2020-12-31,USDT-A,36.89123614590232
2020-12-31,WBTC-A,13075.965794483951
2020-12-31,YFI-A,834.430719219862
2020-12-31,ZRX-A,6.3551058896887005
2020-12-30,AAVE-A,1.6348700968494447
2020-12-30,BAL-A,20.934953035615404
2020-12-30,BAT-A,567.137594397729
2020-12-30,COMP-A,1.9986805996052708
2020-12-30,ETH-A,37628.39137856063
2020-12-30,ETH-B,5707.121805820971
2020-12-30,GUSD-A,0.0
2020-12-30,KNC-A,7.682747210823358
2020-12-30,LINK-A,331.22164957822434
2020-12-30,LRC-A,58.301357639132895
2020-12-30,MANA-A,77.53774274072437
2020-12-30,PAXUSD-A,0.0
2020-12-30,PSM-USDC-A,0.0
2020-12-30,RENBTC-A,9.60765901204586
2020-12-30,TUSD-A,0.0
2020-12-30,UNI-A,362.61139900933006
2020-12-30,UNIV2DAIETH-A,284.12616677575977
2020-12-30,USDC-A,0.0
2020-12-30,USDC-B,0.37958428901510954
2020-12-30,USDT-A,0.2516148753011894
2020-12-30,WBTC-A,13082.326490762765
2020-12-30,YFI-A,842.6695085355399
2020-12-30,ZRX-A,6.501945968377031
2020-12-29,AAVE-A,2.3101727127946683
2020-12-29,BAL-A,19.74215258663425
2020-12-29,BAT-A,579.9507165570647
2020-12-29,COMP-A,2.8246179668307994
2020-12-29,ETH-A,36104.54496715328
2020-12-29,ETH-B,5484.718706191394
2020-12-29,GUSD-A,0.0
2020-12-29,KNC-A,8.763470589315485
2020-12-29,LINK-A,312.25829871159
2020-12-29,LRC-A,55.19061409585654
2020-12-29,MANA-A,79.28549964962579
2020-12-29,PAXUSD-A,0.0
2020-12-29,PSM-USDC-A,0.0
2020-12-29,RENBTC-A,13.576217294717633
2020-12-29,TUSD-A,0.0
2020-12-29,UNI-A,321.9424487523733
2020-12-29,UNIV2DAIETH-A,246.0595202921905
2020-12-29,USDC-A,0.0
2020-12-29,USDC-B,0.5357620238286374
2020-12-29,USDT-A,0.35552547651719535
2020-12-29,WBTC-A,12849.452419449555
2020-12-29,YFI-A,943.4534527288774
2020-12-29,ZRX-A,9.216093102262377
2020-12-28,AAVE-A,2.095697619307967
2020-12-28,BAL-A,16.433631748661398
2020-12-28,BAT-A,595.0441257908963
2020-12-28,COMP-A,1.1024142151414624
2020-12-28,ETH-A,36508.63006523421
2020-12-28,ETH-B,5359.915951883444
2020-12-28,GUSD-A,0.0
2020-12-28,KNC-A,11.201882021144984
2020-12-28,LINK-A,331.764183713502
2020-12-28,LRC-A,54.40139629462853
2020-12-28,MANA-A,80.14227667790657
2020-12-28,PAXUSD-A,0.0
2020-12-28,RENBTC-A,12.315809162739523
2020-12-28,TUSD-A,0.0
2020-12-28,UNI-A,340.8752260523912
2020-12-28,UNIV2DAIETH-A,238.89310418580803
2020-12-28,USDC-A,0.0
2020-12-28,USDC-B,0.4855013103046344
2020-12-28,USDT-A,0.3225000803446545
2020-12-28,WBTC-A,12844.530794564276
2020-12-28,YFI-A,1165.771034165709
2020-12-28,ZRX-A,8.37145319556969
2020-12-27,AAVE-A,1.5193057912450911
2020-12-27,BAL-A,19.33314776083913
2020-12-27,BAT-A,537.8984266017675
2020-12-27,COMP-A,2.251017634963104
2020-12-27,ETH-A,35868.58680124098
2020-12-27,ETH-B,4929.4641136586215
2020-12-27,GUSD-A,0.0
2020-12-27,KNC-A,6.603287167893764
2020-12-27,LINK-A,329.99528925844606
2020-12-27,LRC-A,47.65944417438626
2020-12-27,MANA-A,72.03478594104726
2020-12-27,PAXUSD-A,0.0
2020-12-27,RENBTC-A,8.607331017443611
2020-12-27,TUSD-A,0.0
2020-12-27,UNI-A,310.393929137732
2020-12-27,UNIV2DAIETH-A,191.83949197616732
2020-12-27,USDC-A,0.0
2020-12-27,USDC-B,0.351742749498412
2020-12-27,USDT-A,0.23379285117196397
2020-12-27,WBTC-A,13727.78652470466
2020-12-27,YFI-A,912.7972956483075
2020-12-27,ZRX-A,6.069440401372257
2020-12-26,AAVE-A,1.853030767036764
2020-12-26,BAL-A,18.307801074355712
2020-12-26,BAT-A,582.9523609483174
2020-12-26,COMP-A,2.558728325451619
2020-12-26,ETH-A,35866.612802545795
2020-12-26,ETH-B,4382.721678359965
2020-12-26,GUSD-A,0.0
2020-12-26,KNC-A,9.668829919830857
2020-12-26,LINK-A,309.4015429824505
2020-12-26,LRC-A,50.8728513639948
2020-12-26,MANA-A,77.93148115732248
2020-12-26,PAXUSD-A,0.0
2020-12-26,RENBTC-A,9.421650690085322
2020-12-26,TUSD-A,0.0
2020-12-26,UNI-A,266.9261405812376
2020-12-26,UNIV2DAIETH-A,192.38474633841918
2020-12-26,USDC-A,0.0
2020-12-26,USDC-B,0.5144657357911134
2020-12-26,USDT-A,0.3422736463644143
2020-12-26,WBTC-A,15376.578854417043
2020-12-26,YFI-A,1090.5780038414248
2020-12-26,ZRX-A,8.975340651069123
2020-12-25,AAVE-A,1.130808015851791
2020-12-25,BAL-A,18.45078226738793
2020-12-25,BAT-A,584.216231109149
2020-12-25,COMP-A,2.2724884328863926
2020-12-25,ETH-A,35663.78923618003
2020-12-25,ETH-B,4400.556447787087
2020-12-25,GUSD-A,0.0
2020-12-25,KNC-A,8.587196981329916
2020-12-25,LINK-A,386.21395829240004
2020-12-25,LRC-A,48.845846267669216
2020-12-25,MANA-A,78.14993922807597
2020-12-25,PAXUSD-A,0.0
2020-12-25,RENBTC-A,9.281366368546562
2020-12-25,TUSD-A,0.0
2020-12-25,UNI-A,270.9258101719514
2020-12-25,UNIV2DAIETH-A,85.72945646538187
2020-12-25,USDC-A,0.0
2020-12-25,USDC-B,0.45642269759245346
2020-12-25,USDT-A,0.30393575457203764
2020-12-25,WBTC-A,15576.973164769825
2020-12-25,YFI-A,1047.9568213050331
2020-12-25,ZRX-A,6.17609054596397
2020-12-24,AAVE-A,0.7703727131108123
2020-12-24,BAL-A,17.022000102043574
2020-12-24,BAT-A,537.6936384145457
2020-12-24,COMP-A,1.636483759127185
2020-12-24,ETH-A,35517.80479643629
2020-12-24,ETH-B,4129.67738051201
2020-12-24,GUSD-A,0.0
2020-12-24,KNC-A,6.184464536844782
2020-12-24,LINK-A,296.18755491566077
2020-12-24,LRC-A,48.17841354413216
2020-12-24,MANA-A,71.9876816235381
2020-12-24,PAXUSD-A,0.0
2020-12-24,RENBTC-A,6.583700211066313
2020-12-24,TUSD-A,0.0
2020-12-24,UNI-A,238.26076806753645
2020-12-24,UNIV2DAIETH-A,6.979682161399866
2020-12-24,USDC-A,0.0
2020-12-24,USDC-B,0.3283526550789304
2020-12-24,USDT-A,0.21884019256357168
2020-12-24,WBTC-A,14941.150305725478
2020-12-24,YFI-A,1176.6570946049812
2020-12-24,ZRX-A,7.523229998418751
2020-12-23,AAVE-A,1.0977547327411987
2020-12-23,BAL-A,23.504594971039264
2020-12-23,BAT-A,694.2631375019023
2020-12-23,COMP-A,2.6151118846160797
2020-12-23,ETH-A,36237.03565400876
2020-12-23,ETH-B,3935.6912694163057
2020-12-23,GUSD-A,0.0
2020-12-23,KNC-A,9.929182864196896
2020-12-23,LINK-A,383.58419860612474
2020-12-23,LRC-A,59.5185766588923
2020-12-23,MANA-A,92.70052325778666
2020-12-23,PAXUSD-A,0.0
2020-12-23,RENBTC-A,10.20895550318022
2020-12-23,TUSD-A,0.0
2020-12-23,UNI-A,300.19028594054737
2020-12-23,UNIV2DAIETH-A,11.127098879547834
2020-12-23,USDC-A,0.0
2020-12-23,USDC-B,0.524191019351012
2020-12-23,USDT-A,0.3496568177382644
2020-12-23,WBTC-A,14163.540517104437
2020-12-23,YFI-A,3790.559253311399
2020-12-23,ZRX-A,7.900702238913574
2020-12-22,AAVE-A,0.737395518904139
2020-12-22,BAL-A,18.879448598809134
2020-12-22,BAT-A,549.4165701864556
2020-12-22,COMP-A,2.2074125659514165
2020-12-22,ETH-A,35626.46071594895
2020-12-22,ETH-B,4240.443669422075
2020-12-22,GUSD-A,0.0
2020-12-22,KNC-A,6.769927503087128
2020-12-22,LINK-A,288.24088774494123
2020-12-22,LRC-A,41.725410500137556
2020-12-22,MANA-A,73.28908672402498
2020-12-22,PAXUSD-A,0.0
2020-12-22,RENBTC-A,5.923825298467371
2020-12-22,TUSD-A,0.0
2020-12-22,UNI-A,251.1894507061695
2020-12-22,UNIV2DAIETH-A,6.2274793550282785
2020-12-22,USDC-A,0.0
2020-12-22,USDC-B,0.4583884154473692
2020-12-22,USDT-A,0.505579852156672
2020-12-22,WBTC-A,14367.113553949343
2020-12-22,YFI-A,3810.324251241328
2020-12-22,ZRX-A,7.124525286660007
2020-12-21,AAVE-A,0.15614971350923895
2020-12-21,BAL-A,38.382692375213274
2020-12-21,BAT-A,335.4065791877306
2020-12-21,COMP-A,3.3227146053832772
2020-12-21,ETH-A,31729.41801679414
2020-12-21,ETH-B,2926.7020702291734
2020-12-21,GUSD-A,0.0
2020-12-21,KNC-A,11.51602723559531
2020-12-21,LINK-A,306.60658798299863
2020-12-21,LRC-A,54.08233196369763
2020-12-21,MANA-A,81.0041511222433
2020-12-21,PAXUSD-A,0.0
2020-12-21,RENBTC-A,4.764489628250686
2020-12-21,TUSD-A,0.0
2020-12-21,UNI-A,257.1537669083421
2020-12-21,UNIV2DAIETH-A,0.2870825706929324
2020-12-21,USDC-A,0.0
2020-12-21,USDC-B,0.6879857802558406
2020-12-21,USDT-A,0.9225692412428901
2020-12-21,WBTC-A,12674.493203911103
2020-12-21,YFI-A,4326.280972725907
2020-12-21,ZRX-A,9.889499887040188
2020-12-20,BAL-A,56.18374570581845
2020-12-20,BAT-A,291.71775172333287
2020-12-20,COMP-A,3.9151161620859614
2020-12-20,ETH-A,29253.06585972235
2020-12-20,ETH-B,2155.0659777192886
2020-12-20,GUSD-A,0.0
2020-12-20,KNC-A,13.80520368971161
2020-12-20,LINK-A,316.7984306622439
2020-12-20,LRC-A,63.06353114167926
2020-12-20,MANA-A,108.65867036925735
2020-12-20,PAXUSD-A,0.0
2020-12-20,RENBTC-A,3.5745496904208616
2020-12-20,TUSD-A,0.0
2020-12-20,UNI-A,317.64033924129063
2020-12-20,USDC-A,0.0
2020-12-20,USDC-B,0.9141891597667706
2020-12-20,USDT-A,1.0695314642449958
2020-12-20,WBTC-A,12737.45929193981
2020-12-20,YFI-A,5213.30266496483
2020-12-20,ZRX-A,14.530727669686025
2020-12-19,BAL-A,41.97679018439227
2020-12-19,BAT-A,291.99900760233703
2020-12-19,COMP-A,2.9985518933969377
2020-12-19,ETH-A,28275.72552582627
2020-12-19,ETH-B,2329.3868920622717
2020-12-19,GUSD-A,0.0
2020-12-19,KNC-A,16.481659451628094
2020-12-19,LINK-A,339.2753860656111
2020-12-19,LRC-A,49.599218828215534
2020-12-19,MANA-A,85.57339716096557
2020-12-19,PAXUSD-A,0.0
2020-12-19,RENBTC-A,3.0440100664056646
2020-12-19,TUSD-A,0.0
2020-12-19,UNI-A,242.0458436547726
2020-12-19,USDC-A,0.0
2020-12-19,USDC-B,0.40935549281999406
2020-12-19,USDT-A,0.27406864110579215
2020-12-19,WBTC-A,13671.263361273739
2020-12-19,YFI-A,4851.336619261392
2020-12-19,ZRX-A,11.446018428151467
2020-12-18,BAL-A,40.759498386531675
2020-12-18,BAT-A,315.51617161202387
2020-12-18,COMP-A,2.448644137521482
2020-12-18,ETH-A,28454.221814376142
2020-12-18,ETH-B,1828.3421012812705
2020-12-18,GUSD-A,0.0
2020-12-18,KNC-A,13.210736976902274
2020-12-18,LINK-A,299.46948976522754
2020-12-18,LRC-A,48.992802925640945
2020-12-18,MANA-A,84.99467434340367
2020-12-18,PAXUSD-A,0.0
2020-12-18,RENBTC-A,0.32671454837510927
2020-12-18,TUSD-A,0.0
2020-12-18,UNI-A,103.68822670140236
2020-12-18,USDC-A,0.0
2020-12-18,USDC-B,0.43407425151949475
2020-12-18,USDT-A,0.29088443593274405
2020-12-18,WBTC-A,13520.229635218584
2020-12-18,YFI-A,4899.382218318291
2020-12-18,ZRX-A,11.370747549708012
2020-12-17,BAL-A,39.03657744447627
2020-12-17,BAT-A,282.74244469168036
2020-12-17,COMP-A,3.0791563666279504
2020-12-17,ETH-A,28412.67502696856
2020-12-17,ETH-B,1720.7588189140847
2020-12-17,GUSD-A,0.0
2020-12-17,KNC-A,13.543726811936978
2020-12-17,LINK-A,306.1887457064834
2020-12-17,LRC-A,50.12386855243466
2020-12-17,MANA-A,87.30411607135164
2020-12-17,PAXUSD-A,0.0
2020-12-17,RENBTC-A,0.15065027351100047
2020-12-17,TUSD-A,0.0
2020-12-17,UNI-A,17.62808587316899
2020-12-17,USDC-A,0.0
2020-12-17,USDC-B,0.44610623272558697
2020-12-17,USDT-A,0.29921291958700197
2020-12-17,WBTC-A,13470.396343443092
2020-12-17,YFI-A,4631.49720172045
2020-12-17,ZRX-A,11.666394249360438
2020-12-16,BAL-A,40.61039707510607
2020-12-16,BAT-A,293.7897964287425
2020-12-16,COMP-A,4.128773262072129
2020-12-16,ETH-A,27600.481926584467
2020-12-16,ETH-B,1409.0709008853548
2020-12-16,GUSD-A,0.0
2020-12-16,KNC-A,14.067308626931153
2020-12-16,LINK-A,319.75887730610975
2020-12-16,LRC-A,51.49330404827528
2020-12-16,MANA-A,90.80838965283606
2020-12-16,PAXUSD-A,0.0
2020-12-16,RENBTC-A,0.0966936839689449
2020-12-16,TUSD-A,0.0
2020-12-16,UNI-A,0.07194040770389037
2020-12-16,USDC-A,0.0
2020-12-16,USDC-B,0.5974656847377668
2020-12-16,USDT-A,0.40114809638871823
2020-12-16,WBTC-A,13455.448623278913
2020-12-16,YFI-A,4200.988145877423
2020-12-16,ZRX-A,12.063080206422331
2020-12-15,BAL-A,45.58192800143486
2020-12-15,BAT-A,295.6716072824242
2020-12-15,COMP-A,3.8010347255994796
2020-12-15,ETH-A,27215.497884080676
2020-12-15,ETH-B,1320.2253223399166
2020-12-15,GUSD-A,0.0
2020-12-15,KNC-A,14.18695473742046
2020-12-15,LINK-A,312.98632987558267
2020-12-15,LRC-A,51.631184062791746
2020-12-15,MANA-A,91.45445792445783
2020-12-15,PAXUSD-A,0.0
2020-12-15,RENBTC-A,
2020-12-15,TUSD-A,0.0
2020-12-15,UNI-A,
2020-12-15,USDC-A,0.0
2020-12-15,USDC-B,0.5496587455604618
2020-12-15,USDT-A,0.36927306715086927
2020-12-15,WBTC-A,13433.715600524381
2020-12-15,YFI-A,5141.520624021083
2020-12-15,ZRX-A,12.151343472223331
2020-12-14,BAL-A,11.853118545274407
2020-12-14,BAT-A,324.82499424253916
2020-12-14,COMP-A,3.2711367352000886
2020-12-14,ETH-A,27088.234040553845
2020-12-14,ETH-B,1189.5851042707272
2020-12-14,GUSD-A,0.052902733481414894
2020-12-14,KNC-A,15.583978080136184
2020-12-14,LINK-A,339.31701770848673
2020-12-14,LRC-A,58.30075027693267
2020-12-14,MANA-A,100.48229494522325
2020-12-14,PAXUSD-A,1402.334651151437
2020-12-14,RENBTC-A,
2020-12-14,TUSD-A,4073.5989119901687
2020-12-14,UNI-A,
2020-12-14,USDC-A,39466.51961938918
2020-12-14,USDC-B,0.48773563156439903
2020-12-14,USDT-A,0.32801437707228487
2020-12-14,WBTC-A,13510.132582323575
2020-12-14,YFI-A,2904.1145645081797
2020-12-14,ZRX-A,13.35367859989201
2020-12-13,BAL-A,0.43555561844396223
2020-12-13,BAT-A,352.99849598794816
2020-12-13,COMP-A,2.9363856773189307
2020-12-13,ETH-A,27263.564617692537
2020-12-13,ETH-B,1071.2750836849782
2020-12-13,GUSD-A,0.06935727042980853
2020-12-13,KNC-A,16.848016487991902
2020-12-13,LINK-A,375.22523048501876
2020-12-13,LRC-A,61.483270380087966
2020-12-13,MANA-A,109.02860052030202
2020-12-13,PAXUSD-A,2052.8292159349066
2020-12-13,TUSD-A,5721.545850581381
2020-12-13,USDC-A,55693.55545952462
2020-12-13,USDC-B,0.4372650842418505
2020-12-13,USDT-A,0.2943997307952576
2020-12-13,WBTC-A,13657.792089873314
2020-12-13,YFI-A,1680.6654694870513
2020-12-13,ZRX-A,14.096202877816664
2020-12-12,BAL-A,0.27992991269692674
2020-12-12,BAT-A,283.4135582169842
2020-12-12,COMP-A,1.887299455979919
2020-12-12,ETH-A,26644.959056097447
2020-12-12,ETH-B,1326.9734064640022
2020-12-12,GUSD-A,0.04457677477441975
2020-12-12,KNC-A,13.524538561233438
2020-12-12,LINK-A,259.5611338651715
2020-12-12,LRC-A,49.07954668025788
2020-12-12,MANA-A,87.50237520446731
2020-12-12,PAXUSD-A,2349.3099660946723
2020-12-12,TUSD-A,5837.181875989239
2020-12-12,USDC-A,54807.44509817386
2020-12-12,USDC-B,0.2807643148241817
2020-12-12,USDT-A,0.22800008974543307
2020-12-12,WBTC-A,13276.639793443212
2020-12-12,YFI-A,1785.4107286317646
2020-12-12,ZRX-A,10.543420294353087
2020-12-11,BAL-A,0.47200796596484307
2020-12-11,BAT-A,233.36066876644645
2020-12-11,COMP-A,3.1824675873387
2020-12-11,ETH-A,26960.976523145615
2020-12-11,ETH-B,1077.2299868871362
2020-12-11,GUSD-A,0.07516578275271352
2020-12-11,KNC-A,11.128472099622781
2020-12-11,LINK-A,279.7087761529136
2020-12-11,LRC-A,40.37501116343893
2020-12-11,MANA-A,71.98738509274267
2020-12-11,PAXUSD-A,1612.3673853142864
2020-12-11,TUSD-A,5928.749667053686
2020-12-11,USDC-A,54453.28674317302
2020-12-11,USDC-B,0.4729470298446739
2020-12-11,USDT-A,0.3693067965013901
2020-12-11,WBTC-A,15166.501729656502
2020-12-11,YFI-A,1738.1069381278514
2020-12-11,ZRX-A,8.700480601613464
2020-12-10,BAL-A,0.37280163357114854
2020-12-10,BAT-A,356.27743659037566
2020-12-10,COMP-A,2.513729176425831
2020-12-10,ETH-A,27503.284802106733
2020-12-10,ETH-B,1125.914432416754
2020-12-10,GUSD-A,0.059369256417559316
2020-12-10,KNC-A,16.974042390735594
2020-12-10,LINK-A,369.49007967871734
2020-12-10,LRC-A,61.5620890130659
2020-12-10,MANA-A,109.77890504892903
2020-12-10,PAXUSD-A,2460.1371936858222
2020-12-10,TUSD-A,6003.329056906671
2020-12-10,USDC-A,58997.382737469656
2020-12-10,USDC-B,0.3731284994873156
2020-12-10,USDT-A,0.2519226955984719
2020-12-10,WBTC-A,15669.046588153768
2020-12-10,YFI-A,2045.9157474259255
2020-12-10,ZRX-A,13.412216096290019
2020-12-09,BAL-A,0.3064207880287504
2020-12-09,BAT-A,236.5846150316995
2020-12-09,COMP-A,1.6614885010282525
2020-12-09,ETH-A,26208.71294515395
2020-12-09,ETH-B,1016.8501625230007
2020-12-09,GUSD-A,0.04879917033917496
2020-12-09,KNC-A,11.270234297306473
2020-12-09,LINK-A,253.6635537483927
2020-12-09,LRC-A,40.927326890737284
2020-12-09,MANA-A,77.11594035523308
2020-12-09,PAXUSD-A,1632.436967152026
2020-12-09,TUSD-A,5750.609653717448
2020-12-09,USDC-A,50371.15541801954
2020-12-09,USDC-B,0.30641555919780294
2020-12-09,USDT-A,0.20705087321700644
2020-12-09,WBTC-A,16228.27719835311
2020-12-09,YFI-A,1822.8854357642429
2020-12-09,ZRX-A,8.893519999681667
2020-12-08,BAL-A,0.4056626465876364
2020-12-08,BAT-A,325.7927252045609
2020-12-08,COMP-A,4.052243375650579
2020-12-08,ETH-A,27286.107436794093
2020-12-08,ETH-B,1173.8013806686868
2020-12-08,GUSD-A,0.06460507901848521
2020-12-08,KNC-A,15.575683933680109
2020-12-08,LINK-A,319.7313419846706
2020-12-08,LRC-A,56.29619365391758
2020-12-08,MANA-A,126.26310241218867
2020-12-08,PAXUSD-A,2247.01132335789
2020-12-08,TUSD-A,6362.051888359987
2020-12-08,USDC-A,57989.65589420058
2020-12-08,USDC-B,0.40539717482455434
2020-12-08,USDT-A,0.2740955541190604
2020-12-08,WBTC-A,16670.087207200257
2020-12-08,YFI-A,2195.931120586123
2020-12-08,ZRX-A,12.176596245375057
2020-12-07,BAL-A,0.3651731612173592
2020-12-07,BAT-A,283.78287666615336
2020-12-07,COMP-A,2.64337652967421
2020-12-07,ETH-A,27031.143763830467
2020-12-07,ETH-B,937.1306538673466
2020-12-07,GUSD-A,0.05815834792334858
2020-12-07,KNC-A,14.026457799588593
2020-12-07,LINK-A,347.74720022981853
2020-12-07,LRC-A,50.63204178581381
2020-12-07,MANA-A,113.68046829873798
2020-12-07,PAXUSD-A,2023.406417707129
2020-12-07,TUSD-A,5728.950489424403
2020-12-07,USDC-A,54905.97811494699
2020-12-07,USDC-B,0.364572066420886
2020-12-07,USDT-A,0.24671853006718517
2020-12-07,WBTC-A,16243.299887794761
2020-12-07,YFI-A,1889.295708743734
2020-12-07,ZRX-A,10.959244906678231
2020-12-06,BAL-A,2.562504387579575
2020-12-06,BAT-A,303.16550428268755
2020-12-06,COMP-A,1.738282522746321
2020-12-06,ETH-A,28889.151886547206
2020-12-06,ETH-B,1014.1739785446177
2020-12-06,GUSD-A,0.05821653444811943
2020-12-06,KNC-A,14.04049105299667
2020-12-06,LINK-A,291.37870468472994
2020-12-06,LRC-A,50.329670332907526
2020-12-06,MANA-A,113.77147274574932
2020-12-06,PAXUSD-A,2025.4308044349054
2020-12-06,TUSD-A,5734.682215504437
2020-12-06,USDC-A,52277.4228027611
2020-12-06,USDC-B,0.3645766903588706
2020-12-06,USDT-A,0.24694024357489885
2020-12-06,WBTC-A,16481.00114734157
2020-12-06,YFI-A,2059.460397678691
2020-12-06,ZRX-A,10.937301535789134
2020-12-05,BAL-A,6.9443411333216005
2020-12-05,BAT-A,294.71857877737204
2020-12-05,COMP-A,1.0913346634297434
2020-12-05,ETH-A,26016.46886410868
2020-12-05,ETH-B,1043.3799692947923
2020-12-05,GUSD-A,0.058156315804315094
2020-12-05,KNC-A,14.025967699149282
2020-12-05,LINK-A,326.96789822452126
2020-12-05,LRC-A,49.79573341122608
2020-12-05,MANA-A,113.63108353529762
2020-12-05,PAXUSD-A,2062.7745948361576
2020-12-05,TUSD-A,5728.877108478182
2020-12-05,USDC-A,50179.95026638856
2020-12-05,USDC-B,0.3638401466045753
2020-12-05,USDT-A,0.24665971264801242
2020-12-05,WBTC-A,16965.516240852754
2020-12-05,YFI-A,2265.550771950979
2020-12-05,ZRX-A,10.925988092424493
2020-12-04,BAL-A,6.905927733831185
2020-12-04,BAT-A,293.4862863513488
2020-12-04,COMP-A,0.9856541413705686
2020-12-04,ETH-A,26786.04259257206
2020-12-04,ETH-B,1065.7897860120052
2020-12-04,GUSD-A,0.057836105018294545
2020-12-04,KNC-A,13.948740211824335
2020-12-04,LINK-A,307.3172702351125
2020-12-04,LRC-A,49.687793441115865
2020-12-04,MANA-A,112.9829225539222
2020-12-04,PAXUSD-A,2242.866268711665
2020-12-04,TUSD-A,5697.240890168284
2020-12-04,USDC-A,54235.664019335614
2020-12-04,USDC-B,0.3614808614625448
2020-12-04,USDT-A,0.24527671677724444
2020-12-04,WBTC-A,16820.76636824979
2020-12-04,YFI-A,2058.913383047008
2020-12-04,ZRX-A,10.86582920535024
2020-12-03,BAL-A,6.886154416725767
2020-12-03,BAT-A,292.7664461800208
2020-12-03,COMP-A,0.6679771950876128
2020-12-03,ETH-A,26348.61100228503
2020-12-03,ETH-B,999.9235978264187
2020-12-03,GUSD-A,0.0576719835841913
2020-12-03,KNC-A,13.909157891286428
2020-12-03,LINK-A,305.51963306466297
2020-12-03,LRC-A,49.64000445828995
2020-12-03,MANA-A,112.6399666142176
2020-12-03,PAXUSD-A,2236.5016902462526
2020-12-03,TUSD-A,5681.040648131698
2020-12-03,USDC-A,52212.48899122287
2020-12-03,USDC-B,0.36010192187489254
2020-12-03,USDT-A,0.2445559909298721
2020-12-03,WBTC-A,16409.626534008927
2020-12-03,YFI-A,2133.4087559455393
2020-12-03,ZRX-A,10.834995257052046
2020-12-02,BAL-A,7.6806409092965415
2020-12-02,BAT-A,326.86991801486687
2020-12-02,COMP-A,0.7671544828249934
2020-12-02,ETH-A,25875.165419266752
2020-12-02,ETH-B,1066.5703478888872
2020-12-02,GUSD-A,0.06432759913143005
2020-12-02,KNC-A,15.620102778703234
2020-12-02,LINK-A,319.85869181751553
2020-12-02,LRC-A,60.708065981300216
2020-12-02,MANA-A,125.61282222116243
2020-12-02,PAXUSD-A,2494.6044031397446
2020-12-02,TUSD-A,6336.659201757535
2020-12-02,USDC-A,58715.7616515988
2020-12-02,USDC-B,0.40124367778658454
2020-12-02,USDT-A,0.27274978726523114
2020-12-02,WBTC-A,18790.302648766567
2020-12-02,YFI-A,2140.030316129942
2020-12-02,ZRX-A,12.085404180161483
2020-12-01,BAL-A,6.985930410452504
2020-12-01,BAT-A,297.30040835244534
2020-12-01,COMP-A,1.0832993092708572
2020-12-01,ETH-A,25632.19452206832
2020-12-01,ETH-B,977.4690022036
2020-12-01,GUSD-A,0.051971594153323544
2020-12-01,KNC-A,14.35100860948766
2020-12-01,LINK-A,326.5358525353457
2020-12-01,LRC-A,50.5193480671539
2020-12-01,MANA-A,114.23020854235806
2020-12-01,PAXUSD-A,2269.0303792765317
2020-12-01,TUSD-A,5763.668264921516
2020-12-01,USDC-A,60857.81685650306
2020-12-01,USDC-B,0.36458096366158643
2020-12-01,USDT-A,0.24805979652369892
2020-12-01,WBTC-A,16949.485328266735
2020-12-01,YFI-A,2254.458867588956
2020-12-01,ZRX-A,10.992584313612245
2020-11-30,BAL-A,7.110348090692611
2020-11-30,BAT-A,290.2313900183146
2020-11-30,COMP-A,1.0598592175915518
2020-11-30,ETH-A,25596.26644754814
2020-11-30,ETH-B,1219.478277746919
2020-11-30,GUSD-A,0.00058950428321297
2020-11-30,KNC-A,14.633049962449281
2020-11-30,LINK-A,311.7374476621538
2020-11-30,LRC-A,51.989983024297516
2020-11-30,MANA-A,116.24408722449438
2020-11-30,PAXUSD-A,2395.682435938803
2020-11-30,TUSD-A,5866.471392229076
2020-11-30,USDC-A,52394.48383106235
2020-11-30,USDC-B,0.37071203171644296
2020-11-30,USDT-A,0.2524582158766339
2020-11-30,WBTC-A,16385.945038572285
2020-11-30,YFI-A,2047.1455016998307
2020-11-30,ZRX-A,10.739952668114993
2020-11-29,BAL-A,4.9600923652643605
2020-11-29,BAT-A,284.19380215101876
2020-11-29,COMP-A,1.0128870122339049
2020-11-29,ETH-A,24956.61825194849
2020-11-29,ETH-B,976.836189651073
2020-11-29,GUSD-A,
2020-11-29,KNC-A,13.294774130133419
2020-11-29,LINK-A,278.8728681397719
2020-11-29,LRC-A,46.33048168453128
2020-11-29,MANA-A,104.94368512011444
2020-11-29,PAXUSD-A,2183.172015241706
2020-11-29,TUSD-A,5297.20708182269
2020-11-29,USDC-A,47198.99715048119
2020-11-29,USDC-B,0.3344173481596693
2020-11-29,USDT-A,0.2279378470907854
2020-11-29,WBTC-A,15909.16373856517
2020-11-29,YFI-A,1873.3782047662946
2020-11-29,ZRX-A,10.502747281594306
2020-11-28,BAL-A,0.4780377917334966
2020-11-28,BAT-A,307.69029998666286
2020-11-28,COMP-A,0.9023179076080827
2020-11-28,ETH-A,24917.14744273401
