period,collateral,daily_revenues
2022-11-04,RWA002-A,967.9812925215564
2022-11-04,RWA003-A,2002.1658321013408
2022-11-04,WBTC-B,2220.4272322787874
2022-11-04,WBTC-C,1169.4130919601234
2022-11-04,WSTETH-A,14025.692606669289
2022-11-04,WSTETH-B,0.0
2022-11-03,ETH-A,13397.600242715325
2022-11-03,ETH-B,4277.816039209291
2022-11-03,ETH-C,3457.374126672439
2022-11-03,GUNIV3DAIUSDC1-A,1053.9265225080746
2022-11-03,GUNIV3DAIUSDC2-A,2105.0513209602996
2022-11-03,RWA002-A,6004.715065817366
2022-11-03,RWA005-A,605.0515916968982
2022-11-03,WBTC-C,1756.982357713979
2022-11-03,WSTETH-B,0.0
2022-11-02,CRVV1ETHSTETH-A,-4.778871392826798
2022-11-02,ETH-A,6855.914637398788
2022-11-02,ETH-B,4537.6115680636085
2022-11-02,ETH-C,5207.255383894178
2022-11-02,RENBTC-A,591.1040892744105
2022-11-02,RWA005-A,3331.782916812436
2022-11-02,WBTC-C,951.2550870042287
2022-11-02,WSTETH-A,14474.316020965025
2022-11-02,WSTETH-B,0.0
2022-11-01,ETH-A,9391.066354955019
2022-11-01,ETH-B,6093.3936364068595
2022-11-01,ETH-C,2625.408653546425
2022-11-01,RWA004-A,380.5969270893352
2022-11-01,RWA007-A,0.0
2022-11-01,UNIV2USDCETH-A,3032.1738055328915
2022-11-01,WBTC-B,1834.1925376918437
2022-11-01,WBTC-C,3429.5025214427465
2022-11-01,WSTETH-B,0.0
2022-10-31,ETH-A,14926.628791453344
2022-10-31,ETH-B,10865.707073245827
2022-10-31,ETH-C,5931.105378145922
2022-10-31,LINK-A,304.51182081317194
2022-10-31,RETH-A,
2022-10-31,RWA003-A,1862.3483395528756
2022-10-31,RWA004-A,1155.39833994453
2022-10-31,WSTETH-B,0.0
2022-10-30,ETH-A,5313.868338721266
2022-10-30,ETH-C,2611.550327562226
2022-10-30,GUNIV3DAIUSDC1-A,2040.0636573708043
2022-10-30,WSTETH-A,6444.167122638335
2022-10-30,WSTETH-B,0.0
2022-10-29,ETH-A,12231.893863319376
2022-10-29,ETH-B,3850.5812349285934
2022-10-29,ETH-C,4083.057112724533
2022-10-29,GUNIV3DAIUSDC2-A,9265.796938971185
2022-10-29,RWA002-A,2329.7646291817223
2022-10-29,UNIV2DAIUSDC-A,96.52448090194848
2022-10-29,WBTC-A,5928.863101199503
2022-10-29,WBTC-B,1420.3712067589206
2022-10-29,WBTC-C,1156.0303012655345
2022-10-29,WSTETH-A,8752.587611439612
2022-10-29,WSTETH-B,0.0
2022-10-28,ETH-A,9775.416457829078
2022-10-28,ETH-B,5919.807863758436
2022-10-28,ETH-C,4349.645863096722
2022-10-28,RENBTC-A,1497.055081435993
2022-10-28,RWA002-A,3014.191544030048
2022-10-28,RWA004-A,270.1528473243826
2022-10-28,WBTC-A,5713.6525322781945
2022-10-28,WBTC-C,1069.8319623824855
2022-10-28,WSTETH-B,0.0
2022-10-27,ETH-A,13973.459454378839
2022-10-27,ETH-B,4925.733732825461
2022-10-27,ETH-C,4365.09859806636
2022-10-27,RWA004-A,861.7717901663467
2022-10-27,RWA005-A,663.7733176335083
2022-10-27,WBTC-A,13036.792846209157
2022-10-27,WBTC-B,791.1432217569514
2022-10-27,WBTC-C,955.066678181507
2022-10-27,WSTETH-A,9268.186935652533
2022-10-27,WSTETH-B,0.0
2022-10-26,ETH-A,8716.456340321563
2022-10-26,ETH-B,5341.333265462944
2022-10-26,ETH-C,3524.421445052799
2022-10-26,MATIC-A,2498.661229608871
2022-10-26,RWA003-A,9870.258998486535
2022-10-26,RWA005-A,4744.018534413032
2022-10-26,WBTC-B,557.2543494375577
2022-10-26,WBTC-C,1582.7485145529517
2022-10-26,WSTETH-A,1919.4855942411496
2022-10-26,WSTETH-B,0.0
2022-10-25,ETH-A,9824.366117719237
2022-10-25,ETH-B,6547.415491311011
2022-10-25,ETH-C,5630.877028872593
2022-10-25,LINK-A,39.32914858402054
2022-10-25,RWA002-A,1299.4281191426223
2022-10-25,RWA004-A,1832.9304850733713
2022-10-25,RWA007-A,0.0
2022-10-25,UNIV2DAIUSDC-A,112.61113305398231
2022-10-25,WBTC-A,9508.46498861245
2022-10-25,WBTC-B,879.4522176337124
2022-10-25,WBTC-C,1192.106505351007
2022-10-25,WSTETH-A,7407.622024919185
2022-10-25,WSTETH-B,0.0
2022-10-24,ETH-A,10002.24106075145
2022-10-24,ETH-B,3398.036741205855
2022-10-24,ETH-C,2697.9894652592243
2022-10-24,LINK-A,553.6366029051119
2022-10-24,MATIC-A,5670.61449002911
2022-10-24,RWA002-A,12689.93077964253
2022-10-24,UNIV2USDCETH-A,1798.348432985333
2022-10-24,WBTC-A,6090.570719662204
2022-10-24,WBTC-B,465.26040030424355
2022-10-24,WBTC-C,6643.29464781143
2022-10-24,WSTETH-A,3256.2678553833393
2022-10-24,WSTETH-B,0.0
2022-10-23,ETH-A,15940.13722692937
2022-10-23,ETH-B,5614.417354188385
2022-10-23,ETH-C,4448.628006717169
2022-10-23,WBTC-A,14067.565425798963
2022-10-23,WBTC-B,1738.1730055869807
2022-10-23,WSTETH-A,10618.850585923748
2022-10-23,WSTETH-B,0.0
2022-10-22,ETH-A,3805.01304693303
2022-10-22,ETH-B,11230.857625838618
2022-10-22,ETH-C,4022.3460475898473
2022-10-21,ETH-A,32600.9330572919
2022-10-21,ETH-C,5873.043720271014
2022-10-21,GUNIV3DAIUSDC1-A,599.8930006474152
2022-10-21,RWA004-A,2804.525322927449
2022-10-21,WBTC-A,14414.09360711681
2022-10-21,WBTC-B,921.4145061944204
2022-10-21,WSTETH-A,6368.731278978156
2022-10-21,WSTETH-B,0.0
2022-10-20,ETH-B,10004.884482335223
2022-10-20,ETH-C,4745.337448608334
2022-10-20,WSTETH-A,5884.795024753508
2022-10-20,WSTETH-B,0.0
2022-10-19,ETH-C,3356.8183486583353
2022-10-19,LINK-A,214.582603070771
2022-10-19,MATIC-A,9806.04890714803
2022-10-19,UNIV2DAIUSDC-A,759.6571147445109
2022-10-19,UNIV2USDCETH-A,2135.91180348254
2022-10-19,WBTC-A,13133.7628236694
2022-10-19,WBTC-B,1391.1206641468398
2022-10-19,WBTC-C,1617.8033988497425
2022-10-19,WSTETH-A,6318.94507786792
2022-10-19,WSTETH-B,0.0
2022-10-18,ETH-A,8700.629187431854
2022-10-18,ETH-B,4226.382631955106
2022-10-18,ETH-C,2360.4650545531927
2022-10-18,GUNIV3DAIUSDC1-A,135.11189173518727
2022-10-18,WSTETH-A,9635.875865825208
2022-10-18,WSTETH-B,0.0
2022-10-17,ETH-A,25470.273596471838
2022-10-17,ETH-B,5631.880356994593
2022-10-17,ETH-C,3893.0500693455865
2022-10-17,GUNIV3DAIUSDC1-A,3310.26198751548
2022-10-17,RWA005-A,6024.3631888137015
2022-10-17,WBTC-A,20900.91117274069
2022-10-17,WBTC-B,655.3173797071653
2022-10-17,WBTC-C,1181.1170400717526
2022-10-17,WSTETH-B,0.0
2022-10-16,CRVV1ETHSTETH-A,2.3704186197897927
2022-10-16,ETH-B,9454.200027761499
2022-10-16,ETH-C,6655.2679575267675
2022-10-16,RENBTC-A,2131.533675841409
2022-10-16,WBTC-B,1228.4596532906949
2022-10-16,WBTC-C,2492.8171163873626
2022-10-16,WSTETH-A,14818.498325895955
2022-10-15,ETH-A,8113.725019166181
2022-10-15,ETH-C,1415.0563496668524
2022-10-15,WSTETH-B,0.0
2022-10-14,CRVV1ETHSTETH-A,4.738944332184695
2022-10-14,ETH-A,6905.273711951978
2022-10-14,ETH-B,5698.464028538487
2022-10-14,ETH-C,4650.812053319534
2022-10-14,LINK-A,153.35597770662716
2022-10-14,RWA002-A,1211.4405643832831
2022-10-14,WBTC-A,10284.103684169166
2022-10-14,WBTC-B,635.2138955236488
2022-10-14,WBTC-C,1320.8675777910041
2022-10-14,WSTETH-A,10773.876979861745
2022-10-14,WSTETH-B,0.0
2022-10-13,ETH-A,10854.123211583741
2022-10-13,ETH-B,12503.405722805777
2022-10-13,ETH-C,4210.821142520406
2022-10-13,RWA002-A,1309.7297412579824
2022-10-13,RWA004-A,313.81191813898664
2022-10-13,UNIV2USDCETH-A,1077.7367995136503
2022-10-13,WBTC-A,3678.5309064963985
2022-10-13,WBTC-B,2200.7321258834572
2022-10-13,WBTC-C,1752.525924374428
2022-10-13,WSTETH-B,0.0
2022-10-12,ETH-A,17882.303031185234
2022-10-12,ETH-C,3821.9422354628723
2022-10-12,RWA002-A,2478.097023540437
2022-10-12,RWA004-A,4679.795082923519
2022-10-12,WBTC-A,6277.681952547187
2022-10-12,WBTC-C,2129.320415892107
2022-10-12,WSTETH-A,4074.8195072663607
2022-10-12,YFI-A,17199.059732767906
2022-10-11,ETH-A,7916.35670085956
2022-10-11,ETH-B,2186.340089595311
2022-10-11,ETH-C,4477.344422092974
2022-10-11,LINK-A,132.43658349466884
2022-10-11,MATIC-A,13436.327547534886
2022-10-11,WBTC-A,8810.777290622078
2022-10-11,WSTETH-A,4308.242405219384
2022-10-11,WSTETH-B,0.0
2022-10-10,CRVV1ETHSTETH-A,-16.61911170329948
2022-10-10,ETH-A,7270.962567458056
2022-10-10,ETH-B,18777.39782168859
2022-10-10,ETH-C,3616.5309353761545
2022-10-10,RWA002-A,5092.803683800057
2022-10-10,RWA007-A,0.0
2022-10-10,UNIV2USDCETH-A,5053.108524984665
2022-10-10,WBTC-A,6662.203526322132
2022-10-10,WBTC-B,879.188926818923
2022-10-10,WBTC-C,3177.320618959735
2022-10-10,WSTETH-A,7638.598880210211
2022-10-10,WSTETH-B,0.0
2022-10-09,ETH-A,17001.255340577918
2022-10-09,ETH-C,6476.078340220474
2022-10-09,WBTC-A,12576.93896285636
2022-10-09,WBTC-B,2091.9060580043233
2022-10-09,WSTETH-A,24591.089084193613
2022-10-09,WSTETH-B,0.0
2022-10-08,ETH-A,2849.227500913839
2022-10-08,ETH-C,2424.897619411062
2022-10-08,LINK-A,150.81434184372432
2022-10-08,WBTC-C,213.71518056081803
2022-10-07,ETH-A,8957.299281755813
2022-10-07,ETH-B,2646.8776631712294
2022-10-07,ETH-C,3886.61476437316
2022-10-07,GUNIV3DAIUSDC2-A,2438.865528695076
2022-10-07,RWA005-A,60956.8967444259
2022-10-07,WBTC-A,8029.134479116591
2022-10-07,WBTC-C,2722.9873839733073
2022-10-06,ETH-A,11957.74480238196
2022-10-06,ETH-B,4837.481893102726
2022-10-06,ETH-C,3493.4401896539603
2022-10-06,RWA002-A,2441.2647715366916
2022-10-06,WBTC-A,13576.613460372508
2022-10-06,WSTETH-B,0.0
2022-10-05,ETH-A,8131.276051821018
2022-10-05,ETH-B,4219.861582872944
2022-10-05,ETH-C,4575.488582844826
2022-10-05,GUNIV3DAIUSDC1-A,2722.565758450261
2022-10-05,GUNIV3DAIUSDC2-A,4752.434180226527
2022-10-05,LINK-A,53.184293542560916
2022-10-05,WBTC-B,700.7345515135718
2022-10-05,WBTC-C,948.067184857481
2022-10-05,WSTETH-B,0.0
2022-10-04,CRVV1ETHSTETH-A,-6.786936984183732
2022-10-04,ETH-A,11902.57248653445
2022-10-04,ETH-B,5212.985014743665
2022-10-04,ETH-C,4417.8606628478265
2022-10-04,LINK-A,483.0769965193774
2022-10-04,RWA002-A,1509.796026679527
2022-10-04,WBTC-A,7307.976491314481
2022-10-04,WBTC-B,2193.5500009124016
2022-10-04,WBTC-C,1633.3918599334536
2022-10-04,WSTETH-A,5088.223273150128
2022-10-04,WSTETH-B,0.0
2022-10-03,ETH-A,17698.7984979546
2022-10-03,ETH-B,5209.550432059445
2022-10-03,ETH-C,3404.7107223598223
2022-10-03,RWA002-A,2515.759190866534
2022-10-03,WBTC-A,6386.0735609928815
2022-10-03,WBTC-C,1580.3255327025042
2022-10-03,WSTETH-A,8106.380656124655
2022-10-02,CRVV1ETHSTETH-A,-9.6984073955065
2022-10-02,ETH-B,10521.339170111572
2022-10-02,ETH-C,3707.4091770612913
2022-10-02,WBTC-A,8225.943721512003
2022-10-02,WBTC-C,1601.169956789047
2022-10-02,WSTETH-A,6780.4471232087535
2022-10-01,ETH-A,10714.843497627478
2022-10-01,ETH-C,4664.675272087285
2022-10-01,GUNIV3DAIUSDC2-A,8636.691808947624
2022-10-01,RWA002-A,3619.4261374205
2022-10-01,WBTC-A,4622.171896481636
2022-10-01,WBTC-B,2842.0639988283424
2022-10-01,WBTC-C,1231.1588911472945
2022-10-01,WSTETH-B,0.0
2022-09-30,CRVV1ETHSTETH-A,-5.389733628495862
2022-09-30,ETH-A,14069.68230156309
2022-09-30,ETH-B,10321.65349345061
2022-09-30,ETH-C,4557.828979838872
2022-09-30,RWA003-A,2403.3641313357653
2022-09-30,WBTC-A,7151.63176721787
2022-09-30,WBTC-C,2000.40136569144
2022-09-30,WSTETH-A,8241.064973423341
2022-09-30,WSTETH-B,0.0
2022-09-29,CRVV1ETHSTETH-A,-64.38383066002433
2022-09-29,ETH-A,6336.286529339038
2022-09-29,ETH-C,4043.555266380227
2022-09-29,MATIC-A,16828.772115435626
2022-09-29,RWA004-A,552.6809417079212
2022-09-29,WBTC-A,10284.003769407924
2022-09-29,WSTETH-A,4256.194791222619
2022-09-29,WSTETH-B,0.0
2022-09-28,ETH-A,9931.605975473161
2022-09-28,ETH-B,6092.545726018376
2022-09-28,ETH-C,4792.892013757135
2022-09-28,RENBTC-A,1078.7318658076347
2022-09-28,RWA002-A,1494.5574670488982
2022-09-28,RWA004-A,3294.872388118484
2022-09-28,WBTC-A,6448.100829001208
2022-09-28,WBTC-C,1384.8764622119672
2022-09-28,WSTETH-A,6907.859569425056
2022-09-28,WSTETH-B,0.0
2022-09-27,ETH-A,10199.059848238383
2022-09-27,ETH-B,5133.192666016257
2022-09-27,ETH-C,4066.610254102822
2022-09-27,RWA002-A,8141.877076544212
2022-09-27,WBTC-A,7646.755197128754
2022-09-27,WBTC-B,2546.571417369435
2022-09-27,WBTC-C,1258.9174858202687
2022-09-27,WSTETH-A,3312.607792689197
2022-09-27,WSTETH-B,0.0
2022-09-26,ETH-A,9003.689885211148
2022-09-26,ETH-B,4346.647195374892
2022-09-26,ETH-C,4735.626165315201
2022-09-26,GUNIV3DAIUSDC1-A,2325.322489491735
2022-09-26,UNIV2USDCETH-A,799.8078051732019
2022-09-26,WBTC-A,30371.765386323266
2022-09-26,WBTC-C,503.60235434062974
2022-09-26,WSTETH-A,5894.051530817658
2022-09-26,WSTETH-B,0.0
2022-09-25,ETH-A,11332.94057196364
2022-09-25,ETH-B,5842.056591941982
2022-09-25,ETH-C,6596.662663265761
2022-09-25,WBTC-C,2416.488162798697
2022-09-25,WSTETH-A,14013.74051891455
2022-09-25,WSTETH-B,0.0
2022-09-24,ETH-A,9318.997607395237
2022-09-24,ETH-B,6160.789243433305
2022-09-24,ETH-C,1732.8896143831628
2022-09-24,LINK-A,423.4285083850097
2022-09-24,UNIV2USDCETH-A,685.3613572807504
2022-09-24,WSTETH-B,0.0
2022-09-23,ETH-A,9206.87865632082
2022-09-23,ETH-B,3377.3103866659408
2022-09-23,ETH-C,3869.086974362361
2022-09-23,GUNIV3DAIUSDC2-A,3247.482157458701
2022-09-23,RWA003-A,873.6107131126773
2022-09-23,UNIV2DAIUSDC-A,105.8897356873197
2022-09-23,WBTC-A,8790.072239831568
2022-09-23,WBTC-B,163.57682114737858
2022-09-23,WBTC-C,1295.8575582915716
2022-09-23,WSTETH-A,1064.979470436512
2022-09-23,WSTETH-B,0.0
2022-09-22,ETH-A,9985.430248799712
2022-09-22,ETH-B,5747.139680904637
2022-09-22,ETH-C,4250.6709012547535
2022-09-22,RWA003-A,534.1885270544337
2022-09-22,UNIV2USDCETH-A,1599.778976066987
2022-09-22,WBTC-A,19787.974801094824
2022-09-22,WBTC-B,1908.7832479856615
2022-09-22,WBTC-C,1580.748815355743
2022-09-22,WSTETH-A,4961.112691968917
2022-09-22,WSTETH-B,0.0
2022-09-21,CRVV1ETHSTETH-A,-28.894293271241928
2022-09-21,ETH-A,12525.389256666169
2022-09-21,ETH-B,8368.588378589337
2022-09-21,ETH-C,4707.893664211638
2022-09-21,GUNIV3DAIUSDC2-A,4808.272388338007
2022-09-21,RWA002-A,6606.883774277098
2022-09-21,RWA003-A,3065.0573699567294
2022-09-21,RWA004-A,3086.0029563842313
2022-09-21,WBTC-C,2148.6687437554438
2022-09-21,WSTETH-A,5989.692136275132
2022-09-21,WSTETH-B,0.0
2022-09-20,ETH-A,7597.4171377161365
2022-09-20,ETH-B,3773.124692715413
2022-09-20,ETH-C,4348.596756670126
2022-09-20,UNIV2DAIUSDC-A,468.2166601373914
2022-09-20,WBTC-A,9126.85983855351
2022-09-20,WSTETH-A,10947.01770881676
2022-09-19,ETH-A,9437.476593526831
2022-09-19,ETH-B,7350.329723749727
2022-09-19,ETH-C,3844.1300537693924
2022-09-19,GUNIV3DAIUSDC1-A,670.2639544547744
2022-09-19,RENBTC-A,553.7643222648926
2022-09-19,WBTC-A,9465.633940089027
2022-09-19,WBTC-B,1487.3361740611797
2022-09-19,WBTC-C,4458.459209587429
2022-09-19,WSTETH-B,0.0
2022-09-18,ETH-A,8686.791371255966
2022-09-18,ETH-B,5626.994921318529
2022-09-18,ETH-C,4672.824207571743
2022-09-18,UNIV2USDCETH-A,213.6933303557319
2022-09-18,WBTC-A,7305.938067754196
2022-09-18,WSTETH-A,7883.310916654138
2022-09-18,WSTETH-B,0.0
2022-09-17,CRVV1ETHSTETH-A,-9.845491672958179
2022-09-17,ETH-A,8693.993776394405
2022-09-17,ETH-B,5790.855335588777
2022-09-17,ETH-C,4816.348916352029
2022-09-17,GUNIV3DAIUSDC2-A,989.327754389794
2022-09-17,UNIV2USDCETH-A,779.5113451648512
2022-09-17,WBTC-A,10531.649000118052
2022-09-17,WBTC-B,591.4586603299031
2022-09-17,WSTETH-A,4221.6010448445995
2022-09-17,WSTETH-B,0.0
2022-09-16,CRVV1ETHSTETH-A,-6.645701864706302
2022-09-16,ETH-A,9471.468440126147
2022-09-16,ETH-B,5336.405101045752
2022-09-16,ETH-C,4526.421201274256
2022-09-16,GUNIV3DAIUSDC1-A,2390.3902682622147
2022-09-16,GUNIV3DAIUSDC2-A,42164.69869803137
2022-09-16,RWA002-A,5442.802575159933
2022-09-16,RWA003-A,4934.072283019137
2022-09-16,WBTC-A,14143.714668623154
2022-09-16,WBTC-B,1329.1426255524416
2022-09-16,WBTC-C,512.6845735772274
2022-09-16,WSTETH-A,5223.831215433335
2022-09-16,WSTETH-B,0.0
2022-09-15,CRVV1ETHSTETH-A,-52.920216861464525
2022-09-15,ETH-A,8326.127379363992
2022-09-15,ETH-B,4232.18970789079
2022-09-15,ETH-C,4928.865326655022
2022-09-15,RENBTC-A,40.966543825645594
2022-09-15,UNIV2USDCETH-A,201.93225243706948
2022-09-15,WBTC-A,4324.907872179565
2022-09-15,WBTC-C,1370.330925674302
2022-09-15,WSTETH-A,5036.193319767997
2022-09-15,WSTETH-B,0.0
2022-09-14,ETH-A,8415.662794886279
2022-09-14,ETH-B,5476.5676181877025
2022-09-14,ETH-C,4791.183903854743
2022-09-14,LINK-A,380.10807017300834
2022-09-14,MANA-A,10504.458136916273
2022-09-14,MATIC-A,4097.4980542834055
2022-09-14,RENBTC-A,226.92599330030717
2022-09-14,RWA004-A,1248.459830198365
2022-09-14,UNIV2USDCETH-A,491.08356015603135
2022-09-14,WBTC-A,10804.020331124495
2022-09-14,WBTC-B,582.5146521564682
2022-09-14,WBTC-C,1390.9173942445295
2022-09-14,WSTETH-A,5070.544490320443
2022-09-14,WSTETH-B,0.0
2022-09-14,YFI-A,44222.57909801395
2022-09-13,ETH-A,10984.429438142939
2022-09-13,ETH-B,4838.799027419266
2022-09-13,ETH-C,4467.908399031322
2022-09-13,RENBTC-A,510.91907707332797
2022-09-13,UNIV2USDCETH-A,799.9584664966058
2022-09-13,WBTC-A,9060.887849104414
2022-09-13,WBTC-B,1162.4629243978327
2022-09-13,WBTC-C,1564.9556539565108
2022-09-13,WSTETH-A,6026.352681406869
2022-09-13,WSTETH-B,0.0
2022-09-12,ETH-A,7737.227941091707
2022-09-12,ETH-B,4944.058867563916
2022-09-12,ETH-C,6015.990218174542
2022-09-12,RWA002-A,3812.377030118515
2022-09-12,WBTC-A,13652.352026958615
2022-09-12,WBTC-B,427.66258858975084
2022-09-12,WBTC-C,1315.819437727628
2022-09-12,WSTETH-A,5524.552528374663
2022-09-12,WSTETH-B,0.0
2022-09-11,ETH-A,8130.277305481598
2022-09-11,ETH-B,3554.0823442661317
2022-09-11,ETH-C,3123.9442822735587
2022-09-11,MATIC-A,2332.220071771966
2022-09-11,RWA004-A,5417.626263815178
2022-09-11,UNIV2USDCETH-A,1189.0963021426167
2022-09-11,WBTC-A,6879.6779960558215
2022-09-11,WBTC-B,893.746449604027
2022-09-11,WBTC-C,1948.0958651765886
2022-09-11,WSTETH-A,8936.21425125057
2022-09-11,WSTETH-B,0.0
2022-09-10,CRVV1ETHSTETH-A,-15.454155472508077
2022-09-10,ETH-A,12711.473806263495
2022-09-10,ETH-B,6787.958900657678
2022-09-10,ETH-C,3744.5113887468365
2022-09-10,MANA-A,217902.32722528995
2022-09-10,RENBTC-A,455.35549199454437
2022-09-10,WBTC-A,7198.518045638878
2022-09-10,WBTC-B,392.2529684076725
2022-09-10,WBTC-C,512.2518685810434
2022-09-10,WSTETH-A,6352.434972885389
2022-09-10,WSTETH-B,0.0
2022-09-09,CRVV1ETHSTETH-A,-60.550367829078226
2022-09-09,ETH-A,12716.059445385752
2022-09-09,ETH-B,4329.3812008621
2022-09-09,ETH-C,4351.640842814437
2022-09-09,LINK-A,1297.195841577879
2022-09-09,MATIC-A,10103.157759829903
2022-09-09,RWA002-A,6750.145219779262
2022-09-09,WBTC-A,12109.043561422553
2022-09-09,WBTC-B,1040.8412739278963
2022-09-09,WBTC-C,1422.8562088506644
2022-09-09,WSTETH-A,14221.941178946563
2022-09-09,WSTETH-B,0.0
2022-09-08,ETH-A,13688.92144795171
2022-09-08,ETH-B,5288.272476717717
2022-09-08,ETH-C,4799.57408233538
2022-09-08,UNIV2USDCETH-A,4888.445578292596
2022-09-08,WBTC-A,9587.925169955319
2022-09-08,WBTC-B,578.6875266943817
2022-09-08,WBTC-C,1277.7725105489908
2022-09-08,WSTETH-B,0.0
2022-09-07,ETH-A,14188.067841309252
2022-09-07,ETH-B,5887.061843959068
2022-09-07,ETH-C,4763.439631930067
2022-09-07,RENBTC-A,1860.9669820562308
2022-09-07,RWA003-A,1447.520980032839
2022-09-07,WBTC-A,14981.715625259825
2022-09-07,WBTC-B,994.1592220369214
2022-09-07,WBTC-C,1352.1263554446932
2022-09-07,WSTETH-A,9144.321810379464
2022-09-07,WSTETH-B,0.0
2022-09-06,ETH-A,14088.014146356372
2022-09-06,ETH-B,5066.760898251135
2022-09-06,ETH-C,3941.7325673016294
2022-09-06,GUNIV3DAIUSDC1-A,1246.287750008817
2022-09-06,WBTC-A,19643.771251087932
2022-09-06,WBTC-B,484.5620105309432
2022-09-06,WBTC-C,899.1492245353676
2022-09-06,WSTETH-A,18036.297429436323
2022-09-06,WSTETH-B,0.0
2022-09-05,CRVV1ETHSTETH-A,-16.659476230744954
2022-09-05,ETH-A,17544.24015746037
2022-09-05,ETH-B,5887.581421687746
2022-09-05,ETH-C,7103.559393240531
2022-09-05,RWA003-A,405.3531330047266
2022-09-05,RWA009-A,0.0
2022-09-05,WBTC-A,28259.078249050617
2022-09-05,WBTC-B,758.723134949186
2022-09-05,WBTC-C,956.4250006272161
2022-09-04,ETH-A,9819.704880634581
2022-09-04,ETH-B,5260.9249744484605
2022-09-04,ETH-C,3039.134436641243
2022-09-04,RWA002-A,2777.1664784227028
2022-09-04,RWA003-A,3601.038621898976
2022-09-04,WBTC-A,15301.699887160908
2022-09-04,WBTC-B,671.8579128637982
2022-09-04,WBTC-C,3075.816996638355
2022-09-04,WSTETH-A,17853.838114704064
2022-09-04,WSTETH-B,0.0
2022-09-03,CRVV1ETHSTETH-A,-163.74350370457566
2022-09-03,ETH-A,15246.741522225118
2022-09-03,ETH-B,6933.81696347949
2022-09-03,ETH-C,3866.999279472729
2022-09-03,WBTC-A,20268.93461244456
2022-09-03,WBTC-B,957.9958302942814
2022-09-02,ETH-A,8521.973755356968
2022-09-02,ETH-B,6280.753721136208
2022-09-02,ETH-C,4801.610959431326
2022-09-02,RWA002-A,2725.683110924854
2022-09-02,WBTC-A,24247.03306727314
2022-09-02,WBTC-B,564.2453860898512
2022-09-02,WSTETH-A,12393.498074843623
2022-09-02,WSTETH-B,0.0
2022-09-01,ETH-A,12892.494962699471
2022-09-01,ETH-B,5752.870022473141
2022-09-01,ETH-C,5064.026395133579
2022-09-01,GUNIV3DAIUSDC1-A,964.785808434845
2022-09-01,WBTC-A,15602.499797934664
2022-09-01,WBTC-B,4480.299957069268
2022-09-01,WSTETH-A,1817.0511569293517
2022-09-01,WSTETH-B,0.0
2022-08-31,ETH-A,14525.82887792292
2022-08-31,ETH-B,3507.432746242146
2022-08-31,ETH-C,4483.477639937069
2022-08-31,MATIC-A,1127.3589925532451
2022-08-31,RWA002-A,1772.2775809628126
2022-08-31,WBTC-A,36059.88320160862
2022-08-31,WBTC-B,570.5172234345783
2022-08-31,WBTC-C,988.7871564981119
2022-08-31,WSTETH-A,16796.914478993538
2022-08-31,WSTETH-B,0.0
2022-08-30,ETH-A,11775.329513800558
2022-08-30,ETH-B,6085.067247748498
2022-08-30,ETH-C,3194.493092197266
2022-08-30,GUNIV3DAIUSDC2-A,10739.684667008994
2022-08-30,MATIC-A,3208.7185177639267
2022-08-30,RWA002-A,5306.084245157884
2022-08-30,RWA004-A,473.965101840741
2022-08-30,WBTC-A,6877.431767301319
2022-08-30,WBTC-B,179.87738772574414
2022-08-30,WBTC-C,1693.1224711079028
2022-08-30,WSTETH-B,0.0
2022-08-29,ETH-A,15577.272352247437
2022-08-29,ETH-B,11339.698350822962
2022-08-29,ETH-C,5820.676142625716
2022-08-29,GUNIV3DAIUSDC1-A,1115.4089258401566
2022-08-29,RWA003-A,1683.3257262883656
2022-08-29,RWA004-A,3822.1280226294452
2022-08-29,RWA009-A,0.0
2022-08-29,UNIV2DAIUSDC-A,88.34663004872205
2022-08-29,WBTC-A,13927.696440206195
2022-08-29,WBTC-B,1559.9611108280342
2022-08-29,WSTETH-A,10157.749984872999
2022-08-29,WSTETH-B,0.0
2022-08-28,ETH-A,10856.367212938818
2022-08-28,ETH-C,3169.999688747685
2022-08-28,WBTC-A,25339.450951622555
2022-08-28,WSTETH-A,7098.977484211258
2022-08-28,WSTETH-B,0.0
2022-08-27,ETH-A,12648.064116734888
2022-08-27,ETH-B,5231.5365334208445
2022-08-27,ETH-C,4346.694986669291
2022-08-27,MATIC-A,6697.633416299607
2022-08-27,WBTC-A,22694.57363695114
2022-08-27,WBTC-B,1958.082243033594
2022-08-27,WBTC-C,2635.4749667912292
2022-08-27,WSTETH-A,17826.854108450258
2022-08-27,WSTETH-B,0.0
2022-08-26,ETH-A,21377.99347108031
2022-08-26,ETH-B,5749.619423251831
2022-08-26,ETH-C,4371.861438651138
2022-08-26,RWA002-A,3002.8871416070488
2022-08-26,RWA003-A,1110.9470962400524
2022-08-26,UNIV2DAIUSDC-A,169.76561438994656
2022-08-26,WBTC-A,26123.417336078754
2022-08-26,WSTETH-B,0.0
2022-08-25,ETH-A,6494.518213020187
2022-08-25,ETH-B,6380.876850453715
2022-08-25,ETH-C,4945.013884837601
2022-08-25,GUNIV3DAIUSDC1-A,345.2999338752221
2022-08-25,UNIV2USDCETH-A,4591.7661288598065
2022-08-25,WBTC-A,32689.13849400218
2022-08-25,WSTETH-A,8805.435007159796
