dt,annual_revenues,asset,blended_rate,collateral,revenues,total_annual_revenues,total_asset,total_blended_rate
2023-09-15 00:00:00+00:00,77807.45011723519,180789209.07502007,0.0004303766276500955,Liquidity Pools,,163666607.34823835,5425753251.750914,0.030164771554147332
2023-09-15 00:00:00+00:00,1363620.4621372067,25973724.128987554,0.05249999789654192,Others,,163666607.34823835,5425753251.750914,0.030164771554147332
2023-09-15 00:00:00+00:00,10577040.192031128,249106835.70420146,0.04245985527507038,RWA,2799.8541548104154,163666607.34823835,5425753251.750914,0.030164771554147332
2023-09-15 00:00:00+00:00,6898333.25132,1050840940.0356795,0.0065645836477267235,Stablecoins,,163666607.34823835,5425753251.750914,0.030164771554147332
2023-09-15 00:00:00+00:00,88533014.32051536,1967400318.233675,0.04499999999999999,TBills,,163666607.34823835,5425753251.750914,0.030164771554147332
2023-09-15 00:00:00+00:00,4346135.451764209,74977044.8054944,0.057966214366529954,WBTC,12125.668791759173,163666607.34823835,5425753251.750914,0.030164771554147332
2023-09-14 00:00:00+00:00,1250000.0,500000000.0,0.0025,Coinbase,,163709297.1270094,5416506099.055739,0.030224150796312934
2023-09-14 00:00:00+00:00,50662633.6606687,1177333503.7984242,0.04303167581421589,ETH,107512.34131439208,163709297.1270094,5416506099.055739,0.030224150796312934
2023-09-14 00:00:00+00:00,,200000000.0,,Lending Protocols,,163709297.1270094,5416506099.055739,0.030224150796312934
2023-09-14 00:00:00+00:00,77807.4501172352,180789209.07502007,0.00043037662765009563,Liquidity Pools,,163709297.1270094,5416506099.055739,0.030224150796312934
2023-09-14 00:00:00+00:00,1363620.4621372067,25973724.128987554,0.05249999789654192,Others,,163709297.1270094,5416506099.055739,0.030224150796312934
2023-09-14 00:00:00+00:00,10576879.574361827,249104541.1662377,0.04245960159876588,RWA,,163709297.1270094,5416506099.055739,0.030224150796312934
2023-09-14 00:00:00+00:00,6898333.25132,1040912697.6108396,0.006627196754495777,Stablecoins,,163709297.1270094,5416506099.055739,0.030224150796312934
2023-09-14 00:00:00+00:00,88533014.32051536,1967400318.233675,0.04499999999999999,TBills,,163709297.1270094,5416506099.055739,0.030224150796312934
2023-09-14 00:00:00+00:00,4347008.4078890765,74992105.04255624,0.05796621398242192,WBTC,16673.71239436058,163709297.1270094,5416506099.055739,0.030224150796312934
2023-09-13 00:00:00+00:00,1250000.0,500000000.0,0.0025,Coinbase,,161451408.6954575,5387525370.426855,0.029967637754746323
2023-09-13 00:00:00+00:00,50662587.27657193,1177300376.1744814,0.043032847268081986,ETH,223700.10565434353,161451408.6954575,5387525370.426855,0.029967637754746323
2023-09-13 00:00:00+00:00,,200000000.0,,Lending Protocols,,161451408.6954575,5387525370.426855,0.029967637754746323
2023-09-13 00:00:00+00:00,77807.45011723519,180789209.07502007,0.0004303766276500955,Liquidity Pools,,161451408.6954575,5387525370.426855,0.029967637754746323
2023-09-13 00:00:00+00:00,1364568.8759256687,25991789.15425348,0.052499997896541924,Others,,161451408.6954575,5387525370.426855,0.029967637754746323
2023-09-13 00:00:00+00:00,10576879.574361827,249104541.16623768,0.042459601598765884,RWA,25745.569646201082,161451408.6954575,5387525370.426855,0.029967637754746323
2023-09-13 00:00:00+00:00,6898333.25132,1062100676.2083346,0.006494989981502346,Stablecoins,,161451408.6954575,5387525370.426855,0.029967637754746323
2023-09-13 00:00:00+00:00,86283014.32051536,1917400318.233675,0.04499999999999999,TBills,,161451408.6954575,5387525370.426855,0.029967637754746323
2023-09-13 00:00:00+00:00,4338217.946645462,74838460.41485307,0.057967760461631074,WBTC,6752.259134986872,161451408.6954575,5387525370.426855,0.029967637754746323
2023-09-12 00:00:00+00:00,1250000.0,500000000.0,0.0025,Coinbase,,159175496.65425387,5368901761.092252,0.02964768284787374
2023-09-12 00:00:00+00:00,50634793.77266459,1176705154.699308,0.04303099512265132,ETH,75950.39996432766,159175496.65425387,5368901761.092252,0.02964768284787374
2023-09-12 00:00:00+00:00,,200000000.0,,Lending Protocols,,159175496.65425387,5368901761.092252,0.02964768284787374
2023-09-12 00:00:00+00:00,77807.45011723519,180789209.07502007,0.0004303766276500955,Liquidity Pools,,159175496.65425387,5368901761.092252,0.02964768284787374
2023-09-12 00:00:00+00:00,1366921.1497878572,26036594.372471277,0.05249999789654192,Others,,159175496.65425387,5368901761.092252,0.02964768284787374
2023-09-12 00:00:00+00:00,10576909.70443175,249105210.72340196,0.04245960842696299,RWA,900.7974472309603,159175496.65425387,5368901761.092252,0.02964768284787374
2023-09-12 00:00:00+00:00,6898333.25132,1094035641.8348265,0.006305400836622364,Stablecoins,,159175496.65425387,5368901761.092252,0.02964768284787374
2023-09-12 00:00:00+00:00,84033014.32051536,1867400318.233675,0.04499999999999999,TBills,,159175496.65425387,5368901761.092252,0.02964768284787374
2023-09-12 00:00:00+00:00,4337717.005417073,74829632.15354908,0.057967904967328385,WBTC,27581.929794426203,159175496.65425387,5368901761.092252,0.02964768284787374
2023-09-11 00:00:00+00:00,1250000.0,500000000.0,0.0025,Coinbase,,159163031.49055728,5356187706.971375,0.02971573070215552
2023-09-11 00:00:00+00:00,50629115.769327074,1176568951.4597592,0.0430311506236094,ETH,156882.95829804818,159163031.49055728,5356187706.971375,0.02971573070215552
2023-09-11 00:00:00+00:00,,200000000.0,,Lending Protocols,,159163031.49055728,5356187706.971375,0.02971573070215552
2023-09-11 00:00:00+00:00,77807.45011723519,180789209.07502007,0.0004303766276500955,Liquidity Pools,,159163031.49055728,5356187706.971375,0.02971573070215552
2023-09-11 00:00:00+00:00,1367316.0609177058,26044116.489531677,0.05249999789654192,Others,,159163031.49055728,5356187706.971375,0.02971573070215552
2023-09-11 00:00:00+00:00,10589488.315391237,249284905.15243688,0.04247946063527513,RWA,2898.7458246413125,159163031.49055728,5356187706.971375,0.02971573070215552
2023-09-11 00:00:00+00:00,6898333.25132,1081593736.3371985,0.00637793380228061,Stablecoins,,159163031.49055728,5356187706.971375,0.02971573070215552
2023-09-11 00:00:00+00:00,84033014.32051536,1867400318.233675,0.04499999999999999,TBills,,159163031.49055728,5356187706.971375,0.02971573070215552
2023-09-11 00:00:00+00:00,4317956.322968679,74506470.22375466,0.0579541120388763,WBTC,7084.504512308058,159163031.49055728,5356187706.971375,0.02971573070215552
2023-09-10 00:00:00+00:00,1250000.0,500000000.0,0.0025,Coinbase,,155185491.44639757,5346587732.276819,0.029025146358219872
2023-09-10 00:00:00+00:00,51143021.03415282,1186778054.5930877,0.043094006361356504,ETH,101339.95142802113,155185491.44639757,5346587732.276819,0.029025146358219872
2023-09-10 00:00:00+00:00,,200000000.0,,Lending Protocols,,155185491.44639757,5346587732.276819,0.029025146358219872
2023-09-10 00:00:00+00:00,77807.45011723519,180789209.07502007,0.0004303766276500955,Liquidity Pools,,155185491.44639757,5346587732.276819,0.029025146358219872
2023-09-10 00:00:00+00:00,1367316.0609177058,26044116.489531677,0.05249999789654192,Others,,155185491.44639757,5346587732.276819,0.029025146358219872
2023-09-10 00:00:00+00:00,10601543.811502669,249457126.51276466,0.04249846039559904,RWA,,155185491.44639757,5346587732.276819,0.029025146358219872
2023-09-10 00:00:00+00:00,6909398.43552,1161861996.125355,0.005946832290376881,Stablecoins,,155185491.44639757,5346587732.276819,0.029025146358219872
2023-09-10 00:00:00+00:00,79533014.32051536,1767400318.233675,0.04499999999999999,TBills,,155185491.44639757,5346587732.276819,0.029025146358219872
2023-09-10 00:00:00+00:00,4303390.3336718045,74256911.24738607,0.05795272468760662,WBTC,12200.737807131189,155185491.44639757,5346587732.276819,0.029025146358219872
2023-09-09 00:00:00+00:00,1250000.0,500000000.0,0.0025,Coinbase,,155158363.67421827,5322807720.0638,0.029149721694692085
2023-09-09 00:00:00+00:00,51116428.732684076,1186562042.2930074,0.043079440358552684,ETH,161819.44867279253,155158363.67421827,5322807720.0638,0.029149721694692085
2023-09-09 00:00:00+00:00,,200000000.0,,Lending Protocols,,155158363.67421827,5322807720.0638,0.029149721694692085
2023-09-09 00:00:00+00:00,77807.45011723519,180789209.07502007,0.0004303766276500955,Liquidity Pools,,155158363.67421827,5322807720.0638,0.029149721694692085
2023-09-09 00:00:00+00:00,1368077.820368689,26058626.193941273,0.052499997896541924,Others,,155158363.67421827,5322807720.0638,0.029149721694692085
2023-09-09 00:00:00+00:00,10601543.811502669,249457126.5127647,0.042498460395599034,RWA,,155158363.67421827,5322807720.0638,0.029149721694692085
2023-09-09 00:00:00+00:00,6909615.04604,1138309587.210597,0.006070066635362232,Stablecoins,,155158363.67421827,5322807720.0638,0.029149721694692085
2023-09-09 00:00:00+00:00,79533014.32051536,1767400318.233675,0.04499999999999999,TBills,,155158363.67421827,5322807720.0638,0.029149721694692085
2023-09-09 00:00:00+00:00,4301876.4929902265,74230810.54479373,0.057952708065801176,WBTC,3244.349358314389,155158363.67421827,5322807720.0638,0.029149721694692085
2023-09-08 00:00:00+00:00,1250000.0,500000000.0,0.0025,Coinbase,,155105777.1161848,5313872844.417247,0.029188838660138224
2023-09-08 00:00:00+00:00,51117309.10491008,1186596283.5830946,0.043078939157431176,ETH,85085.02396403138,155105777.1161848,5313872844.417247,0.029188838660138224
2023-09-08 00:00:00+00:00,,200000000.0,,Lending Protocols,,155105777.1161848,5313872844.417247,0.029188838660138224
2023-09-08 00:00:00+00:00,77807.45011723519,180789209.07502007,0.0004303766276500955,Liquidity Pools,,155105777.1161848,5313872844.417247,0.029188838660138224
2023-09-08 00:00:00+00:00,1368077.820368689,26058626.193941273,0.052499997896541924,Others,,155105777.1161848,5313872844.417247,0.029188838660138224
2023-09-08 00:00:00+00:00,10601543.81150267,249457126.51276466,0.04249846039559905,RWA,1132.63846456053,155105777.1161848,5313872844.417247,0.029188838660138224
2023-09-08 00:00:00+00:00,6909615.04604,1130318109.427332,0.006112982697889102,Stablecoins,,155105777.1161848,5313872844.417247,0.029188838660138224
2023-09-08 00:00:00+00:00,79533014.32051536,1767400318.233675,0.04499999999999999,TBills,,155105777.1161848,5313872844.417247,0.029188838660138224
2023-09-08 00:00:00+00:00,4248409.562730758,73253171.39141916,0.05799625438781228,WBTC,7184.390256159011,155105777.1161848,5313872844.417247,0.029188838660138224
2023-09-07 00:00:00+00:00,1250000.0,500000000.0,0.0025,Coinbase,,155459553.3689208,5296881516.382915,0.029349260104854977
2023-09-07 00:00:00+00:00,51444777.503502816,1193011632.7283993,0.04312177357889579,ETH,225753.07918882664,155459553.3689208,5296881516.382915,0.029349260104854977
2023-09-07 00:00:00+00:00,,200000000.0,,Lending Protocols,,155459553.3689208,5296881516.382915,0.029349260104854977
2023-09-07 00:00:00+00:00,77807.4501172352,180789209.07502007,0.00043037662765009563,Liquidity Pools,3593.6393235422515,155459553.3689208,5296881516.382915,0.029349260104854977
2023-09-07 00:00:00+00:00,1368863.6946952376,26073595.22933242,0.052499997896541924,Others,14073.18062002289,155459553.3689208,5296881516.382915,0.029349260104854977
2023-09-07 00:00:00+00:00,10627572.65694163,249828967.134488,0.042539393165007135,RWA,6108.6122780600235,155459553.3689208,5296881516.382915,0.029349260104854977
2023-09-07 00:00:00+00:00,6909615.04604,1106533606.9808369,0.006244378844392082,Stablecoins,,155459553.3689208,5296881516.382915,0.029349260104854977
2023-09-07 00:00:00+00:00,79533014.32051536,1767400318.233675,0.04499999999999999,TBills,,155459553.3689208,5296881516.382915,0.029349260104854977
2023-09-07 00:00:00+00:00,4247902.697108543,73244187.00116299,0.05799644819651139,WBTC,14883.357934847434,155459553.3689208,5296881516.382915,0.029349260104854977
2023-09-06 00:00:00+00:00,1250000.0,500000000.0,0.0025,Coinbase,,153388387.11503965,5303741720.40902,0.028920787474396557
2023-09-06 00:00:00+00:00,51633845.42080506,1196644561.2542236,0.0431488573070409,ETH,64509.12337220138,153388387.11503965,5303741720.40902,0.028920787474396557
2023-09-06 00:00:00+00:00,,200000000.0,,Lending Protocols,,153388387.11503965,5303741720.40902,0.028920787474396557
2023-09-06 00:00:00+00:00,77805.2939394126,180785615.4356965,0.00043037325592470656,Liquidity Pools,,153388387.11503965,5303741720.40902,0.028920787474396557
2023-09-06 00:00:00+00:00,1356196.9582201904,25832324.048712403,0.05249999789654192,Others,,153388387.11503965,5303741720.40902,0.028920787474396557
2023-09-06 00:00:00+00:00,10618886.547246221,249704879.86227027,0.042525747006239054,RWA,101573.13277135423,153388387.11503965,5303741720.40902,0.028920787474396557
2023-09-06 00:00:00+00:00,6931861.15384,1160320022.9312139,0.005974094229907929,Stablecoins,,153388387.11503965,5303741720.40902,0.028920787474396557
2023-09-06 00:00:00+00:00,77283014.32051538,1717400318.233675,0.045000000000000005,TBills,,153388387.11503965,5303741720.40902,0.028920787474396557
2023-09-06 00:00:00+00:00,4236777.420473402,73053998.64322814,0.05799514741368832,WBTC,4678.564350552018,153388387.11503965,5303741720.40902,0.028920787474396557
2023-09-05 00:00:00+00:00,1242500.0,497000000.0,0.0025,Coinbase,,153340723.5955646,5273828615.434543,0.0290757881564056
2023-09-05 00:00:00+00:00,51635996.77995054,1196761533.187891,0.04314643757173946,ETH,164834.45337428077,153340723.5955646,5273828615.434543,0.0290757881564056
2023-09-05 00:00:00+00:00,,200000000.0,,Lending Protocols,,153340723.5955646,5273828615.434543,0.0290757881564056
2023-09-05 00:00:00+00:00,77805.2939394126,180785615.43569654,0.0004303732559247065,Liquidity Pools,,153340723.5955646,5273828615.434543,0.0290757881564056
2023-09-05 00:00:00+00:00,1356724.025293519,25842363.421939947,0.05249999789654192,Others,,153340723.5955646,5273828615.434543,0.0290757881564056
2023-09-05 00:00:00+00:00,10619553.453452496,249682261.6050306,0.042532270355078096,RWA,2266.668282300603,153340723.5955646,5273828615.434543,0.0290757881564056
2023-09-05 00:00:00+00:00,6931861.15384,1133992760.524853,0.006112791364410195,Stablecoins,,153340723.5955646,5273828615.434543,0.0290757881564056
2023-09-05 00:00:00+00:00,77283014.32051538,1717400318.233675,0.045000000000000005,TBills,,153340723.5955646,5273828615.434543,0.0290757881564056
2023-09-05 00:00:00+00:00,4193268.5685732868,72363763.02545688,0.057947077283669386,WBTC,19482.431756449063,153340723.5955646,5273828615.434543,0.0290757881564056
2023-09-04 00:00:00+00:00,1242500.0,497000000.0,0.0025,Coinbase,,153384443.99209732,5283447559.966551,0.029031128302344385
2023-09-04 00:00:00+00:00,51634702.61877556,1196723315.0238986,0.04314673406170282,ETH,258897.69917270596,153384443.99209732,5283447559.966551,0.029031128302344385
2023-09-04 00:00:00+00:00,,200000000.0,,Lending Protocols,,153384443.99209732,5283447559.966551,0.029031128302344385
2023-09-04 00:00:00+00:00,77805.2939394126,180785615.43569654,0.0004303732559247065,Liquidity Pools,,153384443.99209732,5283447559.966551,0.029031128302344385
2023-09-04 00:00:00+00:00,1356724.025293519,25842363.421939947,0.05249999789654192,Others,,153384443.99209732,5283447559.966551,0.029031128302344385
2023-09-04 00:00:00+00:00,10620227.05369034,249693488.27610832,0.04253305573570509,RWA,,153384443.99209732,5283447559.966551,0.029031128302344385
2023-09-04 00:00:00+00:00,6931861.15384,1142879865.94834,0.0060652579158773385,Stablecoins,,153384443.99209732,5283447559.966551,0.029031128302344385
2023-09-04 00:00:00+00:00,77283014.32051538,1717400318.233675,0.045000000000000005,TBills,,153384443.99209732,5283447559.966551,0.029031128302344385
2023-09-04 00:00:00+00:00,4237609.526043108,73122593.62689257,0.057952122809886576,WBTC,16434.653685276317,153384443.99209732,5283447559.966551,0.029031128302344385
2023-09-03 00:00:00+00:00,1242500.0,497000000.0,0.0025,Coinbase,,153642266.20783842,5291948577.797849,0.029033212237253813
2023-09-03 00:00:00+00:00,51891697.446159214,1201862897.5600052,0.04317605406698931,ETH,65812.37860795736,153642266.20783842,5291948577.797849,0.029033212237253813
2023-09-03 00:00:00+00:00,,200000000.0,,Lending Protocols,,153642266.20783842,5291948577.797849,0.029033212237253813
2023-09-03 00:00:00+00:00,77805.2939394126,180785615.4356965,0.00043037325592470656,Liquidity Pools,,153642266.20783842,5291948577.797849,0.029033212237253813
2023-09-03 00:00:00+00:00,1356724.025293519,25842363.421939947,0.05249999789654192,Others,8375.773891341436,153642266.20783842,5291948577.797849,0.029033212237253813
2023-09-03 00:00:00+00:00,10620227.05369034,249693488.27610835,0.04253305573570508,RWA,,153642266.20783842,5291948577.797849,0.029033212237253813
2023-09-03 00:00:00+00:00,6931861.15384,1146226393.3441386,0.0060475497633727966,Stablecoins,,153642266.20783842,5291948577.797849,0.029033212237253813
2023-09-03 00:00:00+00:00,77283014.32051538,1717400318.233675,0.045000000000000005,TBills,,153642266.20783842,5291948577.797849,0.029033212237253813
2023-09-03 00:00:00+00:00,4238436.914400553,73137501.52628514,0.05795162298341962,WBTC,15486.133114017854,153642266.20783842,5291948577.797849,0.029033212237253813
2023-09-02 00:00:00+00:00,1242500.0,497000000.0,0.0025,Coinbase,,153665871.13717237,5271855612.33749,0.0291483459405745
2023-09-02 00:00:00+00:00,51909608.75230798,1202252439.124349,0.043176962726826265,ETH,60103.622209020614,153665871.13717237,5271855612.33749,0.0291483459405745
2023-09-02 00:00:00+00:00,,200000000.0,,Lending Protocols,,153665871.13717237,5271855612.33749,0.0291483459405745
2023-09-02 00:00:00+00:00,77805.2939394126,180785615.43569654,0.0004303732559247065,Liquidity Pools,,153665871.13717237,5271855612.33749,0.0291483459405745
2023-09-02 00:00:00+00:00,1351122.1770693238,25735661.54672779,0.052499997896541924,Others,,153665871.13717237,5271855612.33749,0.0291483459405745
2023-09-02 00:00:00+00:00,10620227.05369034,249693488.27610832,0.04253305573570509,RWA,,153665871.13717237,5271855612.33749,0.0291483459405745
2023-09-02 00:00:00+00:00,6931861.15384,1125644495.7090795,0.006158126460231477,Stablecoins,,153665871.13717237,5271855612.33749,0.0291483459405745
2023-09-02 00:00:00+00:00,77283014.32051538,1717400318.233675,0.045000000000000005,TBills,,153665871.13717237,5271855612.33749,0.0291483459405745
2023-09-02 00:00:00+00:00,4249732.385809925,73343594.01185355,0.057942788911095604,WBTC,,153665871.13717237,5271855612.33749,0.0291483459405745
2023-09-01 00:00:00+00:00,1242500.0,497000000.0,0.0025,Coinbase,,153679649.47809386,5259336837.905065,0.029220347396366534
2023-09-01 00:00:00+00:00,51922829.57786645,1202534610.0677338,0.0431778255221626,ETH,133280.31718219782,153679649.47809386,5259336837.905065,0.029220347396366534
2023-09-01 00:00:00+00:00,,200000000.0,,Lending Protocols,,153679649.47809386,5259336837.905065,0.029220347396366534
2023-09-01 00:00:00+00:00,77876.4277802067,181141281.9704067,0.0004299209265446706,Liquidity Pools,,153679649.47809386,5259336837.905065,0.029220347396366534
2023-09-01 00:00:00+00:00,1351444.7586036616,25741805.957151838,0.05249999789654191,Others,5457.898965788553,153679649.47809386,5259336837.905065,0.029220347396366534
2023-09-01 00:00:00+00:00,10620227.05369034,249693488.27610832,0.04253305573570509,RWA,1182.3391282276734,153679649.47809386,5259336837.905065,0.029220347396366534
2023-09-01 00:00:00+00:00,6931861.15384,1112479139.3881361,0.006231003268656818,Stablecoins,,153679649.47809386,5259336837.905065,0.029220347396366534
2023-09-01 00:00:00+00:00,77283014.32051538,1717400318.233675,0.045000000000000005,TBills,,153679649.47809386,5259336837.905065,0.029220347396366534
2023-09-01 00:00:00+00:00,4249896.185797798,73346194.01185355,0.05794296818061165,WBTC,9483.784192702395,153679649.47809386,5259336837.905065,0.029220347396366534
2023-08-31 00:00:00+00:00,1242500.0,497000000.0,0.0025,Coinbase,,154127982.9045801,5272830667.587924,0.029230595977982828
2023-08-31 00:00:00+00:00,52139534.42318865,1207782155.178146,0.043169651248488726,ETH,149649.35107801305,154127982.9045801,5272830667.587924,0.029230595977982828
2023-08-31 00:00:00+00:00,,200000000.0,,Lending Protocols,,154127982.9045801,5272830667.587924,0.029230595977982828
2023-08-31 00:00:00+00:00,77876.42778020671,181141281.9704067,0.0004299209265446707,Liquidity Pools,,154127982.9045801,5272830667.587924,0.029230595977982828
2023-08-31 00:00:00+00:00,1351795.0190068004,25748477.584145594,0.05249999789654192,Others,176.3318554798612,154127982.9045801,5272830667.587924,0.029230595977982828
2023-08-31 00:00:00+00:00,10630829.591212844,249844953.08669543,0.042549707167884955,RWA,6545.578086686953,154127982.9045801,5272830667.587924,0.029230595977982828
2023-08-31 00:00:00+00:00,6931861.15384,1116792454.480437,0.006206937668704875,Stablecoins,,154127982.9045801,5272830667.587924,0.029230595977982828
2023-08-31 00:00:00+00:00,77283014.32051538,1717400318.233675,0.045000000000000005,TBills,,154127982.9045801,5272830667.587924,0.029230595977982828
2023-08-31 00:00:00+00:00,4470571.969036189,77121027.05441743,0.05796826286923935,WBTC,10175.469327961273,154127982.9045801,5272830667.587924,0.029230595977982828
2023-08-30 00:00:00+00:00,1242500.0,497000000.0,0.0025,Coinbase,,154189177.93316522,5262187656.097353,0.029301345373820824
2023-08-30 00:00:00+00:00,52185219.57740915,1208861554.168242,0.04316889671730459,ETH,122221.68517583332,154189177.93316522,5262187656.097353,0.029301345373820824
2023-08-30 00:00:00+00:00,,200000000.0,,Lending Protocols,,154189177.93316522,5262187656.097353,0.029301345373820824
2023-08-30 00:00:00+00:00,78232.53363418838,182921797.8776285,0.00042768294725883125,Liquidity Pools,,154189177.93316522,5262187656.097353,0.029301345373820824
2023-08-30 00:00:00+00:00,1350735.7616268273,25728301.252290107,0.05249999789654191,Others,24799.67396286197,154189177.93316522,5262187656.097353,0.029301345373820824
2023-08-30 00:00:00+00:00,10645867.789652713,250059784.4771462,0.042573290271013864,RWA,,154189177.93316522,5262187656.097353,0.029301345373820824
2023-08-30 00:00:00+00:00,6931861.15384,1103074907.161551,0.006284125501211128,Stablecoins,,154189177.93316522,5262187656.097353,0.029301345373820824
2023-08-30 00:00:00+00:00,77283014.32051538,1717400318.233675,0.045000000000000005,TBills,,154189177.93316522,5262187656.097353,0.029301345373820824
2023-08-30 00:00:00+00:00,4471746.79648693,77140992.92682093,0.05796848895539898,WBTC,7319.539248523621,154189177.93316522,5262187656.097353,0.029301345373820824
2023-08-29 00:00:00+00:00,1242500.0,497000000.0,0.0025,Coinbase,,154693106.06069508,5257433146.992189,0.02942369436484342
2023-08-29 00:00:00+00:00,52722323.15175909,1219084439.0715146,0.0432474744669153,ETH,180966.2523804717,154693106.06069508,5257433146.992189,0.02942369436484342
2023-08-29 00:00:00+00:00,,200000000.0,,Lending Protocols,,154693106.06069508,5257433146.992189,0.02942369436484342
2023-08-29 00:00:00+00:00,78232.53363418838,182921797.8776285,0.00042768294725883125,Liquidity Pools,,154693106.06069508,5257433146.992189,0.02942369436484342
2023-08-29 00:00:00+00:00,1344708.7789852535,25613501.578327246,0.05249999789654192,Others,,154693106.06069508,5257433146.992189,0.02942369436484342
2023-08-29 00:00:00+00:00,10645867.789652713,250059784.4771462,0.042573290271013864,RWA,190853.65271504017,154693106.06069508,5257433146.992189,0.02942369436484342
2023-08-29 00:00:00+00:00,6931861.15384,1088645486.136846,0.0063674182661963875,Stablecoins,,154693106.06069508,5257433146.992189,0.02942369436484342
2023-08-29 00:00:00+00:00,77283014.32051538,1717400318.233675,0.045000000000000005,TBills,,154693106.06069508,5257433146.992189,0.02942369436484342
2023-08-29 00:00:00+00:00,4444598.3323084805,76707819.61705181,0.05794191980031806,WBTC,20435.387907929256,154693106.06069508,5257433146.992189,0.02942369436484342
2023-08-28 00:00:00+00:00,1242500.0,497000000.0,0.0025,Coinbase,,151799544.147835,5215513448.987896,0.029105388305976407
2023-08-28 00:00:00+00:00,52152636.87772895,1207173241.2912261,0.043202280413327444,ETH,221232.74720781235,151799544.147835,5215513448.987896,0.029105388305976407
2023-08-28 00:00:00+00:00,,200000000.0,,Lending Protocols,,151799544.147835,5215513448.987896,0.029105388305976407
2023-08-28 00:00:00+00:00,78232.53363418838,182921797.8776285,0.00042768294725883125,Liquidity Pools,,151799544.147835,5215513448.987896,0.029105388305976407
2023-08-28 00:00:00+00:00,1344918.813830199,25617502.242200784,0.05249999789654192,Others,,151799544.147835,5215513448.987896,0.029105388305976407
2023-08-28 00:00:00+00:00,10667327.004158482,250596264.8144312,0.04256778133567846,RWA,2164.319018670293,151799544.147835,5215513448.987896,0.029105388305976407
2023-08-28 00:00:00+00:00,6931861.15384,1109614641.334741,0.0062470887600237085,Stablecoins,,151799544.147835,5215513448.987896,0.029105388305976407
2023-08-28 00:00:00+00:00,75033014.32051536,1667400318.233675,0.04499999999999999,TBills,,151799544.147835,5215513448.987896,0.029105388305976407
2023-08-28 00:00:00+00:00,4349053.44412783,75189683.19399308,0.057841092811989354,WBTC,12395.923670791944,151799544.147835,5215513448.987896,0.029105388305976407
2023-08-27 00:00:00+00:00,1242500.0,497000000.0,0.0025,Coinbase,,151946097.586614,5214489295.06387,0.02913920980343155
2023-08-27 00:00:00+00:00,52291620.32032397,1209473557.614848,0.043235025677986774,ETH,134478.7952025178,151946097.586614,5214489295.06387,0.02913920980343155
2023-08-27 00:00:00+00:00,,200000000.0,,Lending Protocols,,151946097.586614,5214489295.06387,0.02913920980343155
2023-08-27 00:00:00+00:00,78232.53363418838,182921797.8776285,0.00042768294725883125,Liquidity Pools,,151946097.586614,5214489295.06387,0.02913920980343155
2023-08-27 00:00:00+00:00,1344918.813830199,25617502.242200784,0.05249999789654192,Others,,151946097.586614,5214489295.06387,0.02913920980343155
2023-08-27 00:00:00+00:00,10669165.946887415,250626913.86113358,0.042569913113158095,RWA,,151946097.586614,5214489295.06387,0.02913920980343155
2023-08-27 00:00:00+00:00,6931861.15384,1106157864.679712,0.00626661110062,Stablecoins,,151946097.586614,5214489295.06387,0.02913920980343155
2023-08-27 00:00:00+00:00,75033014.32051536,1667400318.233675,0.04499999999999999,TBills,,151946097.586614,5214489295.06387,0.02913920980343155
2023-08-27 00:00:00+00:00,4354784.497582878,75291340.55467218,0.05783911490353512,WBTC,3823.7722802079575,151946097.586614,5214489295.06387,0.02913920980343155
2023-08-26 00:00:00+00:00,1242500.0,497000000.0,0.0025,Coinbase,,157571240.6785809,5196291153.302966,0.030323789801197428
2023-08-26 00:00:00+00:00,52290825.797636464,1209252281.1061387,0.04324228005574197,ETH,44061.49426018356,157571240.6785809,5196291153.302966,0.030323789801197428
2023-08-26 00:00:00+00:00,,200000000.0,,Lending Protocols,0.0,157571240.6785809,5196291153.302966,0.030323789801197428
2023-08-26 00:00:00+00:00,78232.53363418838,182921797.8776285,0.00042768294725883125,Liquidity Pools,,157571240.6785809,5196291153.302966,0.030323789801197428
2023-08-26 00:00:00+00:00,1344918.813830199,25617502.242200784,0.05249999789654192,Others,,157571240.6785809,5196291153.302966,0.030323789801197428
2023-08-26 00:00:00+00:00,10669165.946887415,250626913.8611336,0.042569913113158095,RWA,,157571240.6785809,5196291153.302966,0.030323789801197428
2023-08-26 00:00:00+00:00,6931861.15384,963164269.9918091,0.007196966675164299,Stablecoins,,157571240.6785809,5196291153.302966,0.030323789801197428
2023-08-26 00:00:00+00:00,80658014.32051536,1792400318.233675,0.04499999999999999,TBills,,157571240.6785809,5196291153.302966,0.030323789801197428
2023-08-26 00:00:00+00:00,4355722.112237266,75308069.99038059,0.05783871652524943,WBTC,14426.900071256223,157571240.6785809,5196291153.302966,0.030323789801197428
2023-08-25 00:00:00+00:00,1242500.0,497000000.0,0.0025,Coinbase,,157728818.89408112,5159377749.000111,0.030571287191493008
2023-08-25 00:00:00+00:00,52407722.98313691,1211521404.541518,0.04325777719376722,ETH,128788.32418971192,157728818.89408112,5159377749.000111,0.030571287191493008
2023-08-25 00:00:00+00:00,,167878391.44993067,,Lending Protocols,0.0,157728818.89408112,5159377749.000111,0.030571287191493008
2023-08-25 00:00:00+00:00,78232.53363418838,182921797.8776285,0.00042768294725883125,Liquidity Pools,,157728818.89408112,5159377749.000111,0.030571287191493008
