,dsr_balance,dsr_rate,dt,non_dsr_balance,total_balance
31,1166133255.8133,0.05000000082842315,2024-02-18T00:00:00Z,3685753721.812608,4851886977.625941
32,1166900215.4771116,0.05000000082842315,2024-02-17T00:00:00Z,3677271124.553135,4844171340.03028
33,1156514103.8711245,0.05000000082842315,2024-02-16T00:00:00Z,3665057535.9083457,4821571639.779504
34,1149046676.6091053,0.05000000082842315,2024-02-15T00:00:00Z,3687812224.4035482,4836858901.012688
35,1150090576.0346565,0.05000000082842315,2024-02-14T00:00:00Z,3656801653.4364853,4806892229.471175
36,1158735192.92407,0.05000000082842315,2024-02-13T00:00:00Z,3652402861.780328,4811138054.704432
37,1159312149.2888985,0.05000000082842315,2024-02-12T00:00:00Z,3658859752.283011,4818171901.571942
38,1163530842.3319116,0.05000000082842315,2024-02-11T00:00:00Z,3689135044.9266677,4852665887.258613
39,1164671574.2093775,0.05000000082842315,2024-02-10T00:00:00Z,3672696670.439736,4837368244.649147
40,1168764050.644521,0.05000000082842315,2024-02-09T00:00:00Z,3653421797.370857,4822185848.015411
41,1166284179.2349398,0.05000000082842315,2024-02-08T00:00:00Z,3635076330.9603744,4801360510.195348
42,1166439321.8787766,0.05000000082842315,2024-02-07T00:00:00Z,3635878727.974095,4802318049.852904
43,1165578385.0436096,0.05000000082842315,2024-02-06T00:00:00Z,3643729509.220043,4809307894.263686
44,1165730254.8483086,0.05000000082842315,2024-02-05T00:00:00Z,3625049556.6173716,4790779811.465713
45,1158125299.681843,0.05000000082842315,2024-02-04T00:00:00Z,3660387799.475599,4818513099.157475
46,1158390411.1369538,0.05000000082842315,2024-02-03T00:00:00Z,3660013058.5467362,4818403469.683723
47,1158491346.5138931,0.05000000082842315,2024-02-02T00:00:00Z,3655180528.6275864,4813671875.141512
48,1156842031.0090003,0.05000000082842315,2024-02-01T00:00:00Z,3668500518.877006,4825342549.886039
49,1155046337.6728187,0.05000000082842315,2024-01-31T00:00:00Z,3673630422.146572,4828676759.819424
50,1189564988.5907285,0.05000000082842315,2024-01-30T00:00:00Z,3875660795.7324023,5065225784.323163
51,1440655388.4091055,0.05000000082842315,2024-01-29T00:00:00Z,3712586158.0291705,5153241546.438309
52,1430397845.2703526,0.05000000082842315,2024-01-28T00:00:00Z,3735430846.422862,5165828691.693247
53,1425571823.7239761,0.05000000082842315,2024-01-27T00:00:00Z,3738745517.313669,5164317341.037679
