timestamp,medianAPY,avg7day
2022-05-06,1.91307,1.820902857142857
2022-05-07,1.49128,1.7780528571428569
2022-05-08,2.06499,1.8274614285714283
2022-05-09,3.66062,2.142465714285714
2022-05-10,3.69526,2.446705714285714
2022-05-11,6.08247,3.0304100000000003
2022-05-12,5.79969,3.5296257142857144
2022-05-13,4.31973,3.873434285714286
2022-05-14,2.58886,4.030231428571429
2022-05-15,2.36224,4.072695714285714
2022-05-16,2.52001,3.9097514285714285
2022-05-17,2.21964,3.6989485714285713
2022-05-18,2.5145,3.189238571428571
2022-05-19,2.43431,2.7084699999999997
2022-05-20,1.96838,2.3725628571428574
2022-05-21,1.34725,2.1951899999999998
2022-05-22,1.46567,2.0671085714285713
2022-05-23,2.05496,2.000672857142857
2022-05-24,1.92557,1.958662857142857
2022-05-25,1.62776,1.8319857142857143
2022-05-26,2.5951,1.8549557142857143
2022-05-27,2.43565,1.9217085714285713
2022-05-28,1.41676,1.9316385714285715
2022-05-29,1.23278,1.8983685714285716
2022-05-30,2.03382,1.8953485714285716
2022-05-31,1.85058,1.8846357142857144
2022-06-01,2.13395,1.9569485714285713
2022-06-02,1.45106,1.7935142857142858
2022-06-03,1.49607,1.6592885714285714
2022-06-05,1.05008,1.6069057142857142
2022-06-06,1.7677,1.683322857142857
2022-06-07,2.01344,1.6804114285714284
2022-06-08,1.38062,1.6132742857142854
2022-06-09,1.11853,1.4682142857142857
2022-06-10,1.77741,1.5148357142857143
2022-06-11,2.0688,1.5966542857142856
2022-06-12,2.35954,1.78372
2022-06-13,4.52472,2.1775800000000003
2022-06-14,3.61551,2.4064471428571426
2022-06-15,3.60312,2.723947142857143
2022-06-16,2.97584,2.989277142857143
2022-06-17,2.20706,3.0506557142857145
2022-06-18,3.32177,3.2296514285714286
2022-06-19,3.11237,3.3371985714285715
2022-06-20,2.63419,3.0671228571428566
2022-06-21,2.43382,2.89831
2022-06-22,2.23286,2.7025585714285714
2022-06-23,1.84714,2.5413157142857146
2022-06-24,2.40963,2.5702542857142854
2022-06-25,1.84854,2.3597928571428572
2022-06-26,1.6675,2.1533828571428573
2022-06-27,1.84247,2.04028
2022-06-28,2.04401,1.9845928571428573
2022-06-29,2.11102,1.9671871428571428
2022-06-30,2.41904,2.048887142857143
2022-07-01,1.99628,1.989837142857143
2022-07-02,1.33476,1.91644
2022-07-03,1.26571,1.8590414285714287
2022-07-04,1.67931,1.835732857142857
2022-07-05,1.89991,1.8151471428571428
2022-07-06,1.82613,1.7744485714285716
2022-07-07,2.08492,1.7267171428571426
2022-07-08,2.12444,1.7450257142857144
2022-07-09,1.6,1.7829171428571426
2022-07-10,1.67433,1.8412914285714286
2022-07-11,2.02594,1.8908099999999999
2022-07-12,2.34241,1.9540242857142853
2022-07-13,2.3814,2.0333485714285713
2022-07-14,2.69937,2.1211271428571425
2022-07-15,2.36822,2.1559528571428572
2022-07-16,2.45216,2.2776899999999998
2022-07-17,1.82993,2.2999185714285715
2022-07-18,3.01959,2.4418685714285715
2022-07-19,2.94412,2.5278271428571437
2022-07-20,2.72548,2.5769814285714285
2022-07-21,2.30207,2.520224285714286
2022-07-22,2.22116,2.4992157142857145
2022-07-23,1.76816,2.4015014285714287
2022-07-24,1.82554,2.4008742857142855
2022-07-25,2.12923,2.2736799999999997
2022-07-26,2.13674,2.15834
2022-07-27,2.58885,2.1388214285714287
2022-07-28,2.68616,2.193691428571429
2022-07-29,2.4394,2.2248685714285714
2022-07-30,2.15567,2.280227142857143
2022-07-31,2.02026,2.3080442857142858
2022-08-01,2.18943,2.316644285714286
2022-08-02,2.47102,2.364398571428571
2022-08-03,2.32727,2.32703
2022-08-04,2.07499,2.23972
2022-08-05,2.39649,2.2335900000000004
2022-08-06,1.91744,2.1995571428571425
2022-08-07,1.69993,2.1537957142857147
2022-08-08,2.61327,2.2143442857142857
2022-08-09,2.57378,2.229024285714286
2022-08-10,3.00527,2.3258814285714284
2022-08-11,2.8875,2.4419542857142855
2022-08-12,2.31812,2.4307585714285715
2022-08-13,2.69993,2.5425428571428577
2022-08-14,2.44611,2.64914
2022-08-15,2.46822,2.6284185714285715
2022-08-16,2.31004,2.590741428571429
2022-08-17,2.898,2.5754171428571424
2022-08-18,2.14623,2.4695214285714284
2022-08-19,3.5222,2.641532857142857
2022-08-20,2.68381,2.63923
2022-08-21,2.21,2.6054999999999997
2022-08-22,2.38928,2.594222857142857
2022-08-23,2.40015,2.607095714285714
2022-08-24,2.22369,2.5107657142857143
2022-08-25,2.14641,2.510791428571429
2022-08-26,2.75076,2.400585714285714
2022-08-27,2.57972,2.385715714285714
2022-08-28,2.04101,2.3615742857142856
2022-08-29,2.62863,2.3957671428571428
2022-08-30,2.97613,2.47805
2022-08-31,2.48017,2.5146900000000003
2022-09-01,2.3543,2.5443885714285708
2022-09-02,2.33997,2.4857042857142853
2022-09-03,1.76198,2.368884285714286
2022-09-04,1.69797,2.3198785714285712
2022-09-05,1.9863,2.228117142857143
2022-09-06,2.89642,2.2167299999999996
2022-09-07,2.78167,2.259801428571429
2022-09-08,3.3536,2.402558571428571
2022-09-09,2.75512,2.4618657142857145
2022-09-10,2.18,2.521582857142857
2022-09-11,2.12183,2.582134285714286
2022-09-12,2.66462,2.679037142857143
2022-09-13,3.18804,2.720697142857143
2022-09-14,2.43,2.6704585714285716
2022-09-15,2.87017,2.601397142857143
2022-09-16,2.53,2.569237142857143
2022-09-17,2.08924,2.5562714285714287
2022-09-18,2.61047,2.6260771428571426
2022-09-19,2.99156,2.672782857142857
2022-09-20,2.58282,2.5863228571428567
2022-09-21,3.61733,2.7559414285714285
2022-09-22,3.11,2.7902028571428565
2022-09-23,3.16627,2.8810985714285713
2022-09-24,2.60168,2.9543042857142856
2022-09-25,2.30767,2.911047142857143
2022-09-26,2.69263,2.8683428571428573
2022-09-27,2.98,2.9250828571428573
2022-09-28,2.90928,2.823932857142857
2022-09-29,2.69228,2.7642585714285715
2022-09-30,2.66508,2.69266
2022-10-01,2.34543,2.656052857142857
2022-10-02,2.33254,2.6596057142857146
2022-10-03,2.58294,2.643935714285714
2022-10-04,2.73419,2.6088199999999993
2022-10-05,2.529,2.554494285714285
2022-10-06,2.69456,2.55482
2022-10-07,2.66911,2.5553957142857144
2022-10-08,1.93185,2.4963128571428572
2022-10-09,1.95485,2.442357142857143
2022-10-10,2.38668,2.4143200000000005
2022-10-11,2.52996,2.385144285714286
2022-10-12,2.26919,2.3480285714285714
2022-10-13,3.30884,2.4357828571428572
2022-10-14,2.69914,2.4400728571428574
2022-10-15,2.13793,2.469512857142857
2022-10-16,2.25945,2.513027142857143
2022-10-17,2.43613,2.520091428571429
2022-10-18,2.74,2.550097142857143
2022-10-19,2.53254,2.5877185714285718
2022-10-20,2.5542,2.479912857142857
2022-10-21,2.61625,2.4680714285714282
2022-10-22,2.21116,2.4785328571428566
2022-10-23,2.41499,2.500752857142857
2022-10-24,2.54496,2.5163
2022-10-25,3.3,2.5963
2022-10-26,3.26689,2.7012071428571427
2022-10-27,2.94485,2.7570142857142854
2022-10-28,2.71179,2.770662857142857
2022-10-29,2.98264,2.8808742857142855
2022-10-30,3.14518,2.9851871428571433
2022-10-31,2.93966,3.041572857142857
2022-11-01,2.70934,2.9571928571428576
2022-11-02,3.07469,2.9297357142857146
2022-11-03,2.98837,2.9359528571428575
2022-11-04,3.4042,3.0348685714285715
2022-11-05,3.19896,3.0657714285714284
2022-11-06,2.87589,3.027301428571429
2022-11-07,3.25653,3.0725685714285715
2022-11-08,4.65435,3.350427142857143
2022-11-09,5.62155,3.7142642857142856
2022-11-10,5.07425,4.0122471428571425
2022-11-11,4.31965,4.143025714285714
2022-11-12,3.53849,4.191529999999999
2022-11-13,3.31251,4.2539042857142855
2022-11-14,4,4.360114285714285
2022-11-15,3.47694,4.191912857142857
2022-11-16,3.17339,3.8421757142857147
2022-11-17,2.88382,3.5292571428571433
2022-11-18,2.72718,3.3017614285714285
2022-11-19,2.47358,3.149631428571429
2022-11-20,2.99496,3.1042671428571427
2022-11-21,3.38298,3.0161214285714286
2022-11-22,3.1153,2.9644585714285716
2022-11-23,3.00104,2.9398371428571433
2022-11-24,2.86852,2.937651428571429
2022-11-25,2.55879,2.9135957142857145
2022-11-26,2.58025,2.9288342857142857
2022-11-27,2.24319,2.8214385714285712
2022-11-28,2.80449,2.7387971428571434
2022-11-29,2.81011,2.695198571428572
2022-11-30,3.07531,2.705808571428572
2022-12-01,2.64154,2.673382857142857
2022-12-02,2.58596,2.6772642857142857
2022-12-03,2.18,2.620085714285714
2022-12-04,1.97856,2.5822814285714286
2022-12-05,2.47093,2.53463
2022-12-06,2.18,2.444614285714286
2022-12-07,2.32968,2.338095714285714
2022-12-08,2.27107,2.2851714285714286
2022-12-09,2.0198,2.2042914285714286
2022-12-10,1.76281,2.144692857142857
2022-12-11,1.83492,2.1241728571428573
2022-12-12,2.30394,2.100317142857143
2022-12-13,2.76003,2.1831785714285714
2022-12-14,2.36175,2.1877600000000004
2022-12-15,2.4,2.2061785714285715
2022-12-16,2.75755,2.311571428571429
2022-12-17,2.55208,2.4243242857142855
2022-12-18,1.76043,2.413682857142857
2022-12-19,2.30618,2.414002857142857
2022-12-20,2.26988,2.3439814285714284
2022-12-21,1.98232,2.289777142857143
2022-12-22,2.07792,2.2437657142857144
2022-12-23,1.79733,2.1065914285714284
2022-12-24,1.56684,1.965842857142857
2022-12-25,1.49785,1.9283314285714286
2022-12-26,1.58634,1.8254971428571432
2022-12-27,1.89535,1.7719928571428574
2022-12-28,2.09314,1.7878242857142859
2022-12-29,2.04094,1.7825414285714285
2022-12-30,2.05119,1.8188071428571428
2022-12-31,1.97318,1.8768557142857143
2023-01-01,1.60764,1.89254
2023-01-02,1.84029,1.9288185714285713
2023-01-03,1.78474,1.9130171428571427
2023-01-04,2.23938,1.9339085714285713
2023-01-05,1.89502,1.9130628571428574
2023-01-06,2.04891,1.912737142857143
2023-01-07,1.722,1.8768542857142856
2023-01-08,1.80309,1.9047757142857142
2023-01-09,2.55917,2.007472857142857
2023-01-10,2.25027,2.073977142857143
2023-01-11,2.32681,2.086467142857143
2023-01-12,3.03573,2.249425714285714
2023-01-13,2.77788,2.3535642857142856
2023-01-14,3.75,2.643278571428571
2023-01-15,2.84,2.7914085714285717
2023-01-16,3.17027,2.8787085714285716
2023-01-17,2.7246,2.94647
2023-01-18,2.96333,3.0374014285714286
2023-01-19,2.64941,2.982212857142857
2023-01-20,2.89,2.99823
2023-01-21,3.10149,2.9055857142857144
2023-01-22,2.96,2.9227285714285713
2023-01-23,3.02158,2.901487142857143
2023-01-24,3.19659,2.9689142857142863
2023-01-25,3.25406,3.0104471428571427
2023-01-26,2.98044,3.057737142857143
2023-01-27,3.06157,3.0822471428571427
2023-01-28,2.59549,3.0099614285714287
2023-01-29,2.70036,2.97287
2023-01-30,3.23637,3.003554285714286
2023-01-31,2.69174,2.9314328571428567
2023-02-01,3.00097,2.8952771428571427
2023-02-02,3.56889,2.979341428571428
2023-02-03,3.16262,2.993777142857143
2023-02-04,3.00118,3.051732857142857
2023-02-05,3.15914,3.1172728571428574
2023-02-06,2.98866,3.0818857142857143
2023-02-07,3.34811,3.1756528571428575
2023-02-08,3.5149,3.249071428571429
2023-02-09,3.78594,3.280078571428571
2023-02-10,3.65262,3.3500785714285715
2023-02-11,2.72835,3.3111028571428567
2023-02-12,2.91921,3.2768271428571425
2023-02-13,3.49031,3.3484914285714287
2023-02-14,3.37649,3.3525457142857142
2023-02-15,3.49589,3.3498300000000003
2023-02-16,4.22311,3.4122828571428565
2023-02-17,3.67703,3.4157699999999993
2023-02-18,3.42091,3.514707142857142
2023-02-19,3.68298,3.623817142857143
2023-02-20,4.10572,3.7117328571428567
2023-02-21,3.96652,3.7960228571428574
2023-02-22,3.81601,3.841754285714285
2023-02-23,3.61304,3.7546014285714286
2023-02-24,3.77801,3.769027142857143
2023-02-25,3.23875,3.7430042857142856
2023-02-26,3.0152,3.647607142857143
2023-02-27,3.32537,3.5361285714285713
2023-02-28,3.34995,3.448047142857143
2023-03-01,3.34,3.380045714285714
2023-03-02,3.21209,3.322767142857143
2023-03-03,3.75005,3.3187728571428567
2023-03-04,2.85168,3.2634771428571434
2023-03-05,2.61339,3.2060757142857144
2023-03-06,2.81874,3.1336999999999997
2023-03-07,3.19504,3.1115699999999995
2023-03-08,3.20891,3.092842857142857
2023-03-09,3.77989,3.173957142857143
2023-03-10,4.06946,3.2195871428571428
2023-03-11,5.01933,3.5292514285714285
2023-03-12,3.87285,3.709174285714286
2023-03-13,4.73,3.9822114285714285
2023-03-14,4.58582,4.180894285714286
2023-03-15,4.05855,4.302271428571428
2023-03-16,3.46813,4.257734285714285
2023-03-17,3.76518,4.214265714285714
2023-03-18,4.04162,4.074592857142856
2023-03-19,3.30062,3.9928457142857146
2023-03-20,3.7401,3.8514314285714284
2023-03-21,3.62663,3.7144042857142856
2023-03-22,3.71998,3.6660371428571423
2023-03-23,3.28272,3.63955
2023-03-24,3.08896,3.5429471428571433
2023-03-25,2.6038,3.337544285714286
2023-03-26,2.52711,3.2270428571428575
2023-03-27,3.00614,3.1221914285714285
2023-03-28,2.78805,3.0023942857142853
2023-03-29,3.01261,2.901341428571428
2023-03-30,2.95,2.8538099999999997
2023-03-31,2.89321,2.8258457142857147
2023-04-01,2.43,2.8010171428571433
2023-04-02,2.55414,2.8048785714285716
2023-04-03,3.10396,2.8188528571428573
2023-04-04,2.86493,2.8298357142857142
2023-04-05,2.95568,2.8217028571428573
2023-04-06,2.6029,2.772117142857143
2023-04-07,2.22381,2.676488571428572
2023-04-08,2.10219,2.629658571428571
2023-04-09,2.27075,2.589174285714286
2023-04-10,2.54761,2.5096957142857144
2023-04-11,2.80762,2.501508571428571
2023-04-12,2.96214,2.502431428571429
2023-04-13,3.09976,2.5734114285714287
2023-04-14,3.65358,2.7776642857142853
2023-04-15,2.61549,2.850992857142857
2023-04-16,2.73931,2.9179299999999997
2023-04-17,3.15806,3.005137142857143
2023-04-18,2.95,3.0254771428571425
2023-04-19,3.418,3.0905999999999993
2023-04-20,3.09646,3.090128571428571
2023-04-21,2.93762,2.987848571428571
2023-04-22,2.24667,2.93516
2023-04-23,2.12044,2.8467499999999997
2023-04-24,2.36039,2.732797142857143
2023-04-25,2.53128,2.6729799999999995
2023-04-26,3.16544,2.6369000000000002
2023-04-27,2.64072,2.571794285714286
2023-04-28,2.39386,2.494114285714286
2023-04-29,2.05445,2.4666542857142857
2023-04-30,2.30121,2.4924785714285713
2023-05-01,2.57439,2.5230500000000005
2023-05-02,2.641,2.5387242857142858
2023-05-03,2.55475,2.451482857142857
2023-05-04,2.2881,2.401108571428572
2023-05-05,2.67053,2.4406328571428575
2023-05-06,2.58089,2.515838571428571
2023-05-07,2.21062,2.502897142857143
2023-05-08,3.11379,2.579954285714286
2023-05-09,2.41314,2.547402857142857
2023-05-10,2.75066,2.5753899999999996
2023-05-11,2.55,2.6128042857142857
2023-05-12,2.67763,2.6138185714285713
2023-05-13,2.36176,2.5825142857142858
2023-05-14,2.23159,2.58551
2023-05-15,2.46134,2.492302857142857
2023-05-16,2.51376,2.506677142857143
2023-05-17,2.76,2.508011428571429
2023-05-18,2.7219,2.532568571428571
2023-05-19,1.93938,2.427104285714286
2023-05-20,1.6861,2.3305814285714286
2023-05-21,1.81134,2.270545714285714
2023-05-22,2.43762,2.2671571428571426
2023-05-23,2.34582,2.243165714285714
2023-05-24,2.64163,2.2262557142857142
2023-05-25,2.49332,2.1936014285714287
2023-05-26,2.41456,2.261484285714286
2023-05-27,1.99853,2.306117142857143
2023-05-28,2.3824,2.3876971428571427
2023-05-29,2.40871,2.3835671428571428
2023-05-31,2.61246,2.4216585714285714
2023-06-01,2.32932,2.3770428571428575
2023-06-02,1.9875,2.3047828571428575
2023-06-03,1.81953,2.2197785714285714
2023-06-04,1.7917,2.190231428571429
2023-06-05,2.64752,2.2281057142857144
2023-06-06,2.53315,2.245882857142857
2023-06-07,2.46291,2.224518571428572
2023-06-08,2.1727,2.2021442857142857
2023-06-09,2.20929,2.233828571428571
2023-06-10,3.57069,2.4839942857142856
2023-06-11,2.64877,2.6064328571428566
2023-06-12,2.67331,2.610117142857143
2023-06-13,2.84154,2.6541728571428576
2023-06-14,2.91167,2.718281428571429
2023-06-15,3.23829,2.8705085714285716
2023-06-16,2.92648,2.9729642857142857
2023-06-17,2.06567,2.7579614285714285
2023-06-18,1.79303,2.635712857142857
2023-06-19,1.99422,2.5387
2023-06-20,2.2889,2.459751428571429
2023-06-21,2.83895,2.4493628571428574
2023-06-22,2.61211,2.359908571428572
2023-06-23,2.48051,2.2961985714285715
2023-06-24,2.11243,2.3028785714285718
2023-06-25,2.21669,2.3634014285714287
2023-06-26,2.40619,2.4222542857142857
2023-06-27,2.32734,2.4277457142857144
2023-06-28,2.39689,2.364594285714286
2023-06-29,1.97696,2.2738585714285713
2023-06-30,2.6777,2.3020285714285715
2023-07-01,1.92,2.2745385714285713
2023-07-02,1.97496,2.240005714285714
2023-07-03,2.29166,2.2236442857142857
2023-07-04,2.17683,2.202142857142857
2023-07-05,2.29,2.186872857142857
2023-07-06,2.40958,2.248675714285714
2023-07-07,2.17907,2.177442857142857
2023-07-08,1.86452,2.169517142857143
2023-07-09,1.76779,2.1399214285714288
2023-07-10,2.19791,2.1265285714285715
2023-07-11,1.97417,2.0975771428571433
2023-07-12,1.93945,2.0474985714285716
2023-07-13,2.57915,2.0717228571428574
2023-07-14,2.88654,2.17279
2023-07-15,2.11302,2.2082900000000003
2023-07-16,1.98785,2.239727142857143
2023-07-17,2.38,2.26574
2023-07-18,2.17588,2.294555714285714
2023-07-19,2.02114,2.306225714285714
2023-07-20,2.16276,2.2467414285714282
2023-07-21,2,2.1200928571428572
2023-07-22,1.66536,2.0561414285714283
2023-07-23,1.925,2.0471628571428573
2023-07-24,2.22954,2.0256685714285716
2023-07-25,1.91207,1.9879814285714286
2023-07-26,2.00255,1.9853257142857141
2023-07-27,1.84985,1.9406242857142857
2023-07-28,1.74745,1.9045457142857143
2023-07-29,1.56713,1.8905128571428573
2023-07-30,1.9424,1.8929985714285713
2023-07-31,2.17406,1.885072857142857
2023-08-01,2.36141,1.9492642857142854
2023-08-02,2.25669,1.9855699999999996
2023-08-03,1.99328,2.0060599999999997
2023-08-04,1.92056,2.03079
2023-08-05,1.6621,2.0443571428571428
2023-08-06,1.70041,2.0097871428571428
2023-08-07,2.20186,2.0137585714285717
2023-08-08,2.3,2.004985714285714
2023-08-09,2.15944,1.9910928571428574
2023-08-10,1.95628,1.9858071428571427
2023-08-11,1.92868,1.986967142857143
2023-08-12,1.72027,1.9952771428571425
2023-08-13,1.87341,2.0199914285714287
2023-08-14,2.03605,1.9963042857142856
2023-08-15,2.33085,2.0007114285714285
2023-08-16,2.54974,2.0564685714285713
2023-08-17,3.20616,2.2350228571428574
2023-08-18,2.82183,2.362615714285714
2023-08-19,2.04986,2.4097000000000004
2023-08-20,1.8703,2.409255714285714
2023-08-21,2.13146,2.4228857142857145
2023-08-22,2.41966,2.4355728571428577
2023-08-23,2.27553,2.3964
2023-08-24,2.15337,2.2460014285714287
2023-08-25,2.17374,2.1534171428571427
2023-08-26,1.73191,2.1079957142857144
2023-08-27,1.71893,2.0863714285714288
2023-08-28,2.02543,2.071224285714286
2023-08-29,2.45021,2.0755885714285713
2023-08-30,2.10482,2.051201428571429
2023-08-31,2.25197,2.065287142857143
2023-09-01,2.23202,2.0736128571428574
2023-09-02,1.38189,2.02361
2023-09-03,1.1806,1.9467057142857145
2023-09-04,1.91629,1.9311142857142858
2023-09-05,1.9705,1.8625842857142858
2023-09-06,1.99026,1.8462185714285713
2023-09-07,1.86755,1.7913014285714284
2023-09-08,1.95331,1.751485714285714
2023-09-09,1.50855,1.76958
2023-09-10,1.96856,1.8821457142857143
2023-09-11,2.23058,1.9270442857142858
2023-09-12,2.14107,1.9514114285714288
2023-09-13,1.90403,1.939092857142857
2023-09-14,1.77008,1.9251685714285716
2023-09-15,1.83669,1.9085085714285712
2023-09-16,1.63496,1.9265671428571427
2023-09-17,1.57,1.8696299999999997
2023-09-18,1.88376,1.8200842857142858
2023-09-19,1.8319,1.7759171428571427
2023-09-20,1.78402,1.7587728571428571
2023-09-21,1.77555,1.7595542857142858
2023-09-22,1.64396,1.7320214285714286
2023-09-23,1.404,1.6990271428571428
2023-09-24,1.42113,1.67776
2023-09-25,1.95643,1.6881414285714285
2023-09-26,1.68537,1.6672085714285714
2023-09-27,1.99193,1.6969100000000001
2023-09-28,2.01074,1.7305085714285713
2023-09-29,1.87,1.7628000000000001
2023-09-30,1.61509,1.7929557142857144
2023-10-01,1.99768,1.87532
2023-10-02,2.28906,1.9228385714285712
2023-10-03,2.01255,1.9695785714285716
2023-10-04,2.18345,1.9969385714285717
2023-10-05,1.93582,1.9862357142857143
2023-10-06,1.97211,2.000822857142857
2023-10-07,1.68883,2.011357142857143
2023-10-08,1.69844,1.9686085714285715
2023-10-09,2.21084,1.9574342857142857
2023-10-10,1.8584,1.935412857142857
2023-10-11,1.96949,1.904847142857143
2023-10-12,1.86033,1.8940628571428573
2023-10-13,1.72819,1.8592171428571427
2023-10-14,1.45322,1.8255585714285714
2023-10-15,1.58898,1.8099214285714287
2023-10-16,2.1,1.7940871428571428
2023-10-17,1.903,1.8004585714285712
2023-10-18,1.81018,1.7776999999999998
2023-10-19,1.8794,1.780424285714286
2023-10-20,2.08139,1.8308814285714285
2023-10-21,2.05,1.916135714285714
2023-10-22,2.0312,1.97931
2023-10-23,2.77838,2.0762214285714284
2023-10-24,3.32328,2.2791185714285715
2023-10-25,2.80171,2.4207657142857144
2023-10-26,2.96266,2.575517142857143
2023-10-27,2.44356,2.627255714285714
2023-10-28,2.0606,2.6287700000000003
2023-10-29,2.07877,2.635565714285714
2023-10-30,2.56649,2.605295714285714
2023-10-31,2.72803,2.52026
2023-11-01,2.93753,2.5396628571428574
2023-11-02,3.18093,2.570844285714286
2023-11-03,2.89833,2.635811428571429
2023-11-04,2.52922,2.7027571428571426
2023-11-05,2.97055,2.830154285714286
2023-11-06,3.03798,2.89751
2023-11-07,3.13388,2.9554885714285715
2023-11-08,2.93461,2.955071428571429
2023-11-09,3.97816,3.0689614285714284
2023-11-10,3.97424,3.222662857142857
2023-11-11,3.6,3.375631428571429
2023-11-12,3.61672,3.4679414285714287
2023-11-13,3.94978,3.5981985714285716
2023-11-14,3.83848,3.698855714285714
2023-11-15,3.77529,3.818952857142857
2023-11-16,3.9277,3.8117442857142865
2023-11-17,3.56274,3.7529585714285716
2023-11-18,2.92231,3.656145714285714
2023-11-19,2.79384,3.5385914285714284
2023-11-20,3.36238,3.4546771428571432
2023-11-21,3.59586,3.420017142857143
2023-11-22,3.37213,3.362422857142857
2023-11-23,2.7407,3.1928514285714287
2023-11-24,2.90953,3.0995357142857145
2023-11-25,2.64277,3.0596014285714284
2023-11-26,2.92723,3.078657142857143
2023-11-27,3.21723,3.057921428571429
2023-11-28,3.03867,2.978322857142857
2023-11-29,3.06981,2.935134285714286
2023-11-30,2.79542,2.942951428571429
2023-12-01,3.13716,2.9754700000000005
2023-12-02,3.2363,3.06026
2023-12-03,3.16136,3.0937071428571437
2023-12-04,4.28658,3.2464714285714287
2023-12-05,3.98259,3.381317142857143
2023-12-06,4.00809,3.5153571428571424
2023-12-07,3.88122,3.670471428571428
2023-12-08,3.98713,3.7918957142857144
2023-12-09,4.16277,3.9242485714285715
2023-12-10,4.06108,4.05278
2023-12-11,5.1165,4.17134
2023-12-12,4.65299,4.267111428571429
2023-12-13,4.35417,4.316551428571429
2023-12-14,4.31067,4.377901428571429
2023-12-15,4.12947,4.398235714285715
2023-12-16,4.03167,4.379507142857143
2023-12-17,3.95981,4.365040000000001
2023-12-18,4.47,4.272682857142857
2023-12-19,4.10668,4.194638571428571
2023-12-20,3.86,4.1240428571428565
2023-12-21,4.3324,4.127147142857143
2023-12-22,4.85556,4.230874285714285
2023-12-23,4.12213,4.243797142857143
2023-12-24,4.3924,4.305595714285714
2023-12-25,4.24367,4.273262857142858
2023-12-26,5.09669,4.414692857142858
2023-12-27,5.12,4.594692857142857
2023-12-28,5.01705,4.6925
2023-12-29,4.46489,4.636690000000001
2023-12-30,3.79,4.589242857142858
2023-12-31,3.94548,4.525397142857143
2024-01-01,3.86,4.470587142857143
2024-01-02,4.9405,4.448274285714286
2024-01-03,5.82218,4.548585714285714
2024-01-04,4.50591,4.475565714285714
2024-01-05,4.48837,4.4789200000000005
