,change,change_excl_rwa,change_excl_rwa_30d_avg,change_excl_rwa_7d_avg,date,fees,inflow,inflow_exl_rwa,lifetime_fees,lifetime_turnover,outflow,psm_balance,turnover
205,-20969155.197895,-20969155.197895,3126178.378805132,1017357.7914807115,2023-08-29 00:00:00+00:00,0.0,60809480.07260201,60809480.07260201,4449255.591431662,75426630336.3384,81778635.270497,1088645486.1368463,142588115.34309903
206,3456776.6550290184,3456776.6550290184,4861828.4963967325,3882740.5349737117,2023-08-28 00:00:00+00:00,0.0,94527454.017302,94527454.017302,4449255.591431662,75284042220.9953,91070677.36227301,1109614641.3347414,185598131.37957504
207,142993594.68790302,17993594.687903,4841486.302298899,5194945.110474853,2023-08-27 00:00:00+00:00,0.0,152351199.62410805,27351199.624107998,4449255.591431662,75098444089.61572,9357604.936205,1106157864.6797123,161708804.56031302
208,7794966.904284998,7794966.904284998,3576830.816998532,6398812.577074139,2023-08-26 00:00:00+00:00,0.0,19607759.745798,19607759.745798,4449255.591431662,74936735285.0554,11812792.841513,963164269.9918094,31420552.587310996
209,31340935.468586005,31340935.468586005,3221369.891891232,8168954.263740138,2023-08-25 00:00:00+00:00,0.0,48889207.736318,48889207.736318,4449255.591431662,74905314732.4681,17548272.267731998,955369303.0875244,66437480.00404999
210,13302993.063509997,13302993.063509997,1646120.6687904657,15545932.946416706,2023-08-24 00:00:00+00:00,0.0,21976606.673036993,21976606.673036993,4449255.591431662,74838877252.46405,8673613.609527001,924028367.6189384,30650220.282563996
211,-45798607.041053005,-45798607.041053005,681232.1625756654,16959943.24515156,2023-08-23 00:00:00+00:00,0.0,24315808.803068,24315808.803068,4449255.591431662,74808227032.18149,70114415.844121,910725374.5554285,94430224.647189
212,-911475.9934439999,-911475.9934439999,73535.16314893177,26008448.54624899,2023-08-22 00:00:00+00:00,0.0,20893780.162662007,20893780.162662007,4449255.591431662,74713796807.5343,21805256.156106003,956523981.5964816,42699036.31876802
213,12642208.683537003,12642208.683537003,388766.3475153651,24988634.23703256,2023-08-21 00:00:00+00:00,0.0,28748948.406793006,28748948.406793006,4449255.591431662,74671097771.21553,16106739.723256,957435457.5899255,44855688.130049
214,26420666.954098,26420666.954098,-457027.82672453497,23637628.858156417,2023-08-20 00:00:00+00:00,0.0,36134162.411382996,36134162.411382996,4449255.591431662,74626242083.08548,9713495.457285,944793248.9063885,45847657.86866799
215,20185958.710946992,20185958.710946992,-3173517.4451418356,23122320.82074013,2023-08-19 00:00:00+00:00,0.0,34527899.28014299,34527899.28014299,4449255.591431662,74580394425.21681,14341940.569195999,918372581.9522905,48869839.84933899
216,82979786.24732198,82979786.24732198,-5579568.200039502,29622441.629350986,2023-08-18 00:00:00+00:00,0.0,112168333.78337999,112168333.78337999,4449255.591431662,74531524585.36748,29188547.53605801,898186623.2413435,141356881.319438
217,23201065.154654,23201065.154654,-10396338.078434207,11768862.838815128,2023-08-17 00:00:00+00:00,0.0,45292571.87229001,45292571.87229001,4449255.591431662,74390167704.04803,22091506.717636,815206836.9940215,67384078.58992599
218,17540930.066629,17540930.066629,-11668747.265919602,11777518.867747843,2023-08-16 00:00:00+00:00,0.0,33468221.818372007,33468221.818372007,4449255.591431662,74322783625.45811,15927291.751743002,792005771.8393675,49395513.570115
219,-8050176.157959009,-8050176.157959009,-12499487.662862368,-7900867.119716866,2023-08-15 00:00:00+00:00,0.0,31635892.939179998,31635892.939179998,4449255.591431662,74273388111.888,39686069.097139,774464841.7727385,71321962.03631902
220,3185171.0314040035,3185171.0314040035,-12584146.575928401,1101551.469245421,2023-08-14 00:00:00+00:00,0.0,41458509.79856599,41458509.79856599,4449255.591431662,74202066149.85168,38273338.767162,782515017.9306974,79731848.565728
221,22813510.692184,22813510.692184,-12698813.125204938,10786442.84161242,2023-08-13 00:00:00+00:00,0.0,39074122.846514,39074122.846514,4449255.591431662,74122334301.28595,16260612.154329998,779329846.8992934,55334735.00084401
222,65686804.371223,65686804.371223,-13713718.815968636,11615707.160945848,2023-08-12 00:00:00+00:00,0.0,70823440.64273399,70823440.64273399,4449255.591431662,74066999566.28511,5136636.271511,756516336.2071095,75960076.91424501
223,-41995265.286429,-41995265.286429,-17323342.42980025,2808473.9283351325,2023-08-11 00:00:00+00:00,0.0,32992469.243798003,32992469.243798003,4449255.591431662,73991039489.37086,74987734.530227,690829531.8358865,107980203.77402501
224,23261657.357183,23261657.357183,-17682110.644909147,4048647.405989276,2023-08-10 00:00:00+00:00,0.0,51418940.070332006,51418940.070332006,4449255.591431662,73883059285.59683,28157282.713149004,732824797.1223155,79576222.78348102
225,-120207771.84562397,-120207771.84562397,-19756343.83088868,-5168098.363293956,2023-08-09 00:00:00+00:00,0.0,40775092.262279995,40775092.262279995,4449255.591431662,73803483062.81335,160982864.107904,709563139.7651325,201757956.370184
226,54966753.964777,54966753.964777,-17287920.618152265,5634164.028883469,2023-08-08 00:00:00+00:00,0.0,72473512.14632699,72473512.14632699,4449255.591431662,73601725106.44318,17506758.181549996,829770911.6107565,89980270.32787701
227,70979410.637973,70979410.637973,-19007637.9019516,-13392361.056535961,2023-08-07 00:00:00+00:00,0.0,91530454.85418,91530454.85418,4449255.591431662,73511744836.1153,20551044.216207,774804157.6459795,112081499.07038695
228,28618360.927518,28618360.927518,-21555158.37336193,-23719341.109240655,2023-08-06 00:00:00+00:00,0.0,61257454.21170901,61257454.21170901,4449255.591431662,73399663337.0449,32639093.284191,703824747.0080066,93896547.49590002
229,4036171.7429480003,4036171.7429480003,-24024953.52624483,-23364771.480335657,2023-08-05 00:00:00+00:00,0.0,11310578.011647,11310578.011647,4449255.591431662,73305766789.54901,7274406.268699,675206386.0804886,18584984.280346
230,95685949.05715002,-33314050.942849997,-27577649.87779473,-23534723.039029084,2023-08-04 00:00:00+00:00,0.0,144616815.86241704,15616815.862417001,4449255.591431662,73287181805.26866,48930866.805267,671170214.3375405,193547682.66768402
231,-41255563.02779963,-41255563.02779963,-27065792.906124465,-21625011.457351655,2023-08-03 00:00:00+00:00,0.0,19516521.788092002,19516521.788092002,4449255.591431662,73093634122.60098,60772084.81589162,575484265.2803905,80288606.60398363
232,-44591935.10038199,-44591935.10038199,-25579359.42130153,-16141196.860370848,2023-08-02 00:00:00+00:00,0.0,25425835.103720006,25425835.103720006,4449255.591431662,73013345515.997,70017770.204102,616739828.3081901,95443605.307822
233,-78218921.63315901,-78218921.63315901,-26060035.305160295,-12044712.020950135,2023-08-01 00:00:00+00:00,0.0,26851407.169879,26851407.169879,4449255.591431662,72917901910.68918,105070328.803038,661331763.4085721,131921735.97291699
234,-1309449.7309598587,-1309449.7309598587,-23535092.252310228,-3105389.233775134,2023-07-31 00:00:00+00:00,0.0,52434321.06211599,52434321.06211599,4449255.591431662,72785980174.71626,53743770.79307585,739550685.0417311,106178091.85519184
235,31100348.329853002,31100348.329853002,-23733232.26306093,-12065398.84704587,2023-07-30 00:00:00+00:00,0.0,60952116.274215,60952116.274215,4449255.591431662,72679802082.86107,29851767.944362,740860134.772691,90803884.21857703
236,2846510.8320940007,2846510.8320940007,-25084446.845360532,-15287525.817375014,2023-07-29 00:00:00+00:00,0.0,19694171.070711,19694171.070711,4449255.591431662,72588998198.64249,16847660.238617,709759786.442838,36541831.309328005
237,-19946069.871108003,-19946069.871108003,-25908520.552007966,-17512972.58533987,2023-07-28 00:00:00+00:00,0.0,9048831.403182998,9048831.403182998,4449255.591431662,72552456367.33316,28994901.274291,706913275.610744,38043732.677474
238,-2868860.8489340004,-2868860.8489340004,-25641295.4537525,-22531251.403527442,2023-07-27 00:00:00+00:00,0.0,21258801.506306,21258801.506306,4449255.591431662,72514412634.65569,24127662.35524,726859345.481852,45386463.861546
239,-15916541.224437,-15916541.224437,-25853289.29481007,-29549351.844534446,2023-07-26 00:00:00+00:00,0.0,11406044.761893,11406044.761893,4449255.591431662,72469026170.79414,27322585.986330003,729728206.3307861,38728630.748223
240,-15643662.122934004,-15643662.122934004,-26065619.59175374,-36064604.54168904,2023-07-25 00:00:00+00:00,0.0,3994067.745488,3994067.745488,4449255.591431662,72430297540.04591,19637729.868422,745644747.5552231,23631797.61391
241,-64029517.023855016,-64029517.023855016,-25663311.386390075,-35968540.019828156,2023-07-24 00:00:00+00:00,0.0,11810154.421907,11810154.421907,4449255.591431662,72406665742.432,75839671.44576201,761288409.6781571,87649825.86766897
242,8545459.537549,8545459.537549,-23293891.265127175,-27875934.993799444,2023-07-23 00:00:00+00:00,0.0,20323332.635401998,20323332.635401998,4449255.591431662,72319015916.56433,11777873.097852997,825317926.7020121,32101205.733255
243,-12731616.54366,-12731616.54366,-22969911.877119206,-30609564.006297868,2023-07-22 00:00:00+00:00,0.0,17358324.402147,17358324.402147,4449255.591431662,72286914710.83107,30089940.945807,816772467.164463,47448265.347954
244,-55074021.598421015,-55074021.598421015,-21788695.582124673,-28827165.27818815,2023-07-21 00:00:00+00:00,0.0,18594992.040852003,18594992.040852003,4449255.591431662,72239466445.48311,73669013.639273,829504083.7081231,92264005.68012501
245,-51995563.935983,-51995563.935983,-20338425.699367173,-22049970.76851758,2023-07-20 00:00:00+00:00,0.0,18100376.884632997,18100376.884632997,4449255.591431662,72147202439.80298,70095940.82061599,884578105.3065441,88196317.70524901
246,-61523310.10451915,-61523310.10451915,-17231067.667992037,-20708019.355337907,2023-07-19 00:00:00+00:00,0.0,8894063.145502001,8894063.145502001,4449255.591431662,72059006122.09773,70417373.25002114,936573669.242527,79311436.39552315
247,-14971210.46990784,-14971210.46990784,-14359118.6114133,-19455876.73179174,2023-07-18 00:00:00+00:00,0.0,48036148.825225,48036148.825225,4449255.591431662,71979694685.70221,63007359.295132846,998096979.3470461,111043508.12035784
248,-7381281.841653994,-7381281.841653994,-13512352.087256273,-22883609.267833907,2023-07-17 00:00:00+00:00,0.0,43793418.754801005,43793418.754801005,4449255.591431662,71868651177.58185,51174700.59645499,1013068189.816954,94968119.351256
249,-10589943.549939997,-10589943.549939997,-12682388.385900343,-28422722.642387837,2023-07-16 00:00:00+00:00,0.0,26164914.439486,26164914.439486,4449255.591431662,71773683058.23059,36754857.989426,1020449471.658608,62919772.42891201
250,-254825.446892004,-254825.446892004,-12103643.844238397,-26427697.070853982,2023-07-15 00:00:00+00:00,0.0,38656467.486679,38656467.486679,4449255.591431662,71710763285.80168,38911292.933571,1031039415.208548,77567760.42025
251,-7633660.030727001,-7633660.030727001,-15277481.08681133,-27169322.507631842,2023-07-14 00:00:00+00:00,0.0,48804073.70765,48804073.70765,4449255.591431662,71633195525.38142,56437733.73837699,1031294240.65544,105241807.44602698
252,-42601904.04372529,-42601904.04372529,-15210237.206787629,-32575298.740237843,2023-07-13 00:00:00+00:00,0.0,49645846.326584995,49645846.326584995,4449255.591431662,71527953717.9354,92247750.37031029,1038927900.686167,141893596.6968953
253,-52758311.73969598,-52758311.73969598,-14495618.367940953,-41138557.99164123,2023-07-12 00:00:00+00:00,0.0,28674146.038096998,28674146.038096998,4449255.591431662,71386060121.2385,81432457.77779299,1081529804.7298923,110106603.81588998
254,-38965338.222203,-38965338.222203,-13491631.05730322,-36167133.71350495,2023-07-11 00:00:00+00:00,0.0,39938471.631709,39938471.631709,4449255.591431662,71275953517.4226,78903809.85391201,1134288116.4695883,118842281.48562102
255,-46155075.46353152,-46155075.46353152,-12265402.068067154,-30123879.465063304,2023-07-10 00:00:00+00:00,0.0,80783383.037881,80783383.037881,4449255.591431662,71157111235.93698,126938458.50141251,1173253454.6917913,207721841.5392935
256,3375235.4507970014,3375235.4507970014,-10182103.289169637,-31960613.201150946,2023-07-09 00:00:00+00:00,0.0,34471100.039425,34471100.039425,4449255.591431662,70949389394.39769,31095864.588627998,1219408530.1553228,65566964.628053
257,-5446203.504337001,-5446203.504337001,-11755990.546464037,-32795736.84378723,2023-07-08 00:00:00+00:00,0.0,14021218.43376,14021218.43376,4449255.591431662,70883822429.76964,19467421.938097,1216033294.7045257,33488640.371857002
258,-45475493.658969,-45475493.658969,-12107022.717829937,-33053943.493664946,2023-07-07 00:00:00+00:00,0.0,53579874.26725601,53579874.26725601,4449255.591431662,70850333789.39778,99055367.92622499,1221479498.2088628,152635242.19348103
259,-102544718.80354899,-102544718.80354899,-10788143.526527302,-27905457.133688662,2023-07-06 00:00:00+00:00,0.0,41157171.651492,41157171.651492,4449255.591431662,70697698547.2043,143701890.455041,1266954991.8678317,184859062.106533
260,-17958341.79274199,-17958341.79274199,-9563129.570639968,-16381311.642800093,2023-07-05 00:00:00+00:00,0.0,28176822.057293996,28176822.057293996,4449255.591431662,70512839485.09776,46135163.850035995,1369499710.6713808,74311985.90732999
261,3337441.5168884685,3337441.5168884685,-8818994.173341252,-15520022.375757521,2023-07-04 00:00:00+00:00,0.0,78373439.768552,78373439.768552,4449255.591431662,70438527499.19043,75035998.25166354,1387458052.4641228,153409438.02021557
262,-59012211.616145,-59012211.616145,-8928231.145838333,-17315182.032550342,2023-07-03 00:00:00+00:00,0.0,84554874.792998,84554874.792998,4449255.591431662,70285118061.17021,143567086.40914297,1384120610.9472344,228121961.20214102
263,-2470630.047657001,-2470630.047657001,-7005634.797145906,-12068644.677779201,2023-07-02 00:00:00+00:00,0.0,58633321.209392995,58633321.209392995,4449255.591431662,70056996099.96806,61103951.25704998,1443132822.5633793,119737272.46644297
264,-7253650.053481001,-7253650.053481001,-7422701.699296805,-12226328.37983163,2023-07-01 00:00:00+00:00,0.0,28494913.978678998,28494913.978678998,4449255.591431662,69937258827.50162,35748564.03215999,1445603452.6110363,64243478.010839015
265,53063910.86086498,-9436089.13913501,-7813699.396617305,-10182508.855901202,2023-06-30 00:00:00+00:00,0.0,129437374.86434598,66937374.86434598,4449255.591431662,69873015349.49078,76373464.003481,1452857102.6645174,205810838.867827
266,-21875700.367328987,-21875700.367328987,-24498688.631207433,-6225233.096340776,2023-06-29 00:00:00+00:00,0.0,85118506.52795501,85118506.52795501,4449255.591431662,69667204510.62296,106994206.895284,1399793191.8036525,192112713.423239
267,-11929316.923443994,-11929316.923443994,-23884356.279777035,143420.1427313627,2023-06-28 00:00:00+00:00,0.0,53339816.077553,53339816.077553,4449255.591431662,69475091797.19972,65269133.00099699,1421668892.1709814,118608949.07854998
268,-9178686.080661276,-9228676.080661276,-24687199.5098918,195333.25812393293,2023-06-27 00:00:00+00:00,0.0,72082937.351344,72032947.351344,4449255.591431662,69356482848.12117,81261623.43200529,1433598209.0944254,153344560.78334922
269,-22286450.13274701,-22286450.13274701,-24338646.496068135,7403026.556114258,2023-06-26 00:00:00+00:00,29.618007,109559019.43293601,109559019.43293601,4449255.591431662,69203138287.33781,131845469.565683,1442776895.1750867,241404488.99861896
270,-3574415.9620239977,-3574415.9620239977,-23496466.839619,14106113.945484262,2023-06-25 00:00:00+00:00,0.0,79613621.58667201,79613621.58667201,4449225.973424663,68961733798.3392,83188037.54869601,1465063345.3078337,162801659.13536802
271,7053086.614032002,7053086.614032002,-23425646.148507234,16106999.833602404,2023-06-24 00:00:00+00:00,0.0,68724120.75611798,68724120.75611798,4449225.973424663,68798932139.20384,61671034.142086014,1468637761.2698576,130395154.89820401
272,18264841.17778797,18264841.17778797,-25140658.35665594,17601934.488601245,2023-06-23 00:00:00+00:00,0.0,136920953.119577,136920953.119577,4449225.973424663,68668536984.30564,118656111.94178905,1461584674.6558256,255577065.06136608
273,22704882.30617599,22704872.30617599,-27677820.62877314,15960156.134619879,2023-06-22 00:00:00+00:00,159.03683700000002,123786695.118283,123786685.118283,4449225.973424663,68412959919.24428,101081812.81210703,1443319833.4780376,224868507.93039003
274,-11565925.115696002,-11565925.115696002,-30659707.67341602,-921960.2982738402,2023-06-21 00:00:00+00:00,0.0,146529630.31102103,146529630.31102103,4449066.936587662,68188091411.31389,158095555.426717,1420614951.1718616,304625185.7377381
275,41225177.005271,41225177.005271,-31386671.718821466,-72020.08603384027,2023-06-20 00:00:00+00:00,111.955732,131529317.03670302,131529317.03670302,4449066.936587662,67883466225.57615,90304140.031432,1432180876.2875576,221833457.06813496
276,24635161.592843007,24635161.592843007,-32774051.130538728,-8984665.21226184,2023-06-19 00:00:00+00:00,0.0,61310164.92191001,61310164.92191001,4448954.980855662,67661632768.50801,36675003.32906701,1390955699.2822866,97985168.25097701
277,10431785.254803002,10431785.254803002,-34972940.69153977,-15738072.928462842,2023-06-18 00:00:00+00:00,12.980632,45158072.503197,45158072.503197,4448954.980855662,67563647600.257034,34726287.248394005,1366320537.6894436,79884359.75159097
278,17517629.19902389,17517629.19902389,-37104819.88700707,-17539537.757023413,2023-06-17 00:00:00+00:00,82.14578,49830898.66543686,49830898.66543686,4448942.000223663,67483763240.50544,32313269.466412976,1355888752.4346406,82144168.13184983
279,6772392.69991841,6772392.69991841,-37707307.504861735,-17707215.08497054,2023-06-16 00:00:00+00:00,1.33702,76040625.601646,76040625.601646,4448859.854443663,67401619072.37359,69268232.9017276,1338371123.2356167,145308858.50337362
280,-95469942.72408004,-95469942.72408004,-39136172.36422325,-24937754.36610674,2023-06-15 00:00:00+00:00,0.0,146224368.20979694,146224368.20979694,4448858.517423662,67256310213.87022,241694310.93387702,1331598730.5356982,387918679.143674
281,-5616343.630016002,-5616343.630016002,-37579755.95385151,-13581643.78342588,2023-06-14 00:00:00+00:00,0.0,70181311.736277,70181311.736277,4448858.517423662,66868391534.72654,75797655.366293,1427068673.2597783,145978967.10257
282,-21163338.878325004,-21163338.878325004,-38894060.595932044,-13623468.681979299,2023-06-13 00:00:00+00:00,92.403761,15402528.835279,15402528.835279,4448858.517423662,66722412567.62397,36565867.713603996,1432685016.8897943,51968396.54888298
283,-22638692.420564,-22638692.420564,-38228308.86416641,-19999320.288922727,2023-06-12 00:00:00+00:00,0.0,23957925.274093002,23957925.274093002,4448766.113662662,66670444171.07509,46596617.694657,1453848355.7681193,70554542.96874999
284,-2178468.545121,-2178468.545121,-37475586.39073212,-16141547.067953652,2023-06-11 00:00:00+00:00,0.0,12817311.719153,12817311.719153,4448766.113662662,66599889628.10634,14995780.264274003,1476487048.1886833,27813091.983426996
285,16343887.903394002,16343887.903394002,-38991690.567940086,-15821718.369796937,2023-06-10 00:00:00+00:00,98.154856,56212412.23522399,56212412.23522399,4448766.113662662,66572076536.12291,39868524.33183001,1478665516.7338042,96080936.567054
286,-43841382.268034995,-43841382.268034995,-41067236.139774315,-18347176.806763534,2023-06-09 00:00:00+00:00,10.957502000000002,18190656.959540002,18190656.959540002,4448667.958806662,66475995599.555855,62032039.22757499,1462321628.8304102,80222696.187115
287,-15977168.645314002,-15977168.645314002,-40998930.33259515,-14224498.927356249,2023-06-08 00:00:00+00:00,0.0,16123830.599429,16123830.599429,4448657.001304662,66395772903.36874,32100999.244743,1506163011.0984452,48224829.844172
288,-5909117.919889923,-5909117.919889923,-41680478.01416352,-14653986.402753677,2023-06-07 00:00:00+00:00,0.0,17700794.934508905,17700794.934508905,4448657.001304662,66347548073.52457,23609912.854398824,1522140179.7437592,41310707.78890772
289,-65794300.126929,-65794300.126929,-41573651.130132526,-86664936.15374638,2023-06-06 00:00:00+00:00,0.0,17887819.991345,17887819.991345,4448657.001304662,66306237365.73566,83682120.118274,1528049297.663649,101569940.10961899
290,4365720.126219509,4365720.126219509,-39376553.72045412,-77757997.53910181,2023-06-05 00:00:00+00:00,0.0,15317647.534949841,15317647.534949841,4448657.001304662,66204667425.62604,10951927.40873033,1593843597.7905781,26269574.943680167
291,60332.341976000025,60332.341976000025,-39205173.6702788,-83526616.67525987,2023-06-04 00:00:00+00:00,0.0,1773699.845223,1773699.845223,4448657.001304662,66178397850.68236,1713367.5032469998,1589477877.6643586,3487067.348470001
292,-1334321.1553721793,-1334321.1553721793,-40631701.6665788,-83359819.24782094,2023-06-03 00:00:00+00:00,0.0,3222240.9739647172,3222240.9739647172,4448657.001304662,66174910783.333885,4556562.129336896,1589417545.3223827,7778803.1033016145
293,-14982637.112184,-14982637.112184,-40702319.612098165,-82743639.14552106,2023-06-02 00:00:00+00:00,0.0,6801774.893931,6801774.893931,4448657.001304662,66167131980.23058,21784412.006115004,1590751866.4777548,28586186.900046002
294,-18983580.973096,-18983580.973096,-40629309.7332207,-80810376.0193049,2023-06-01 00:00:00+00:00,0.0,722656.389134,722656.389134,4448657.001304662,66138545793.330536,19706237.36223,1605734503.5899389,20428893.751364
295,-509985766.1768389,-509985766.1768389,-40901046.28230732,-84440904.39892392,2023-05-31 00:00:00+00:00,0.0,5700504.027783,5700504.027783,4448657.001304662,66118116899.57917,515686270.204622,1624718084.5630348,521386774.23240507
296,-3445729.824417,-3445729.824417,-24475769.703994226,-19850084.514479518,2023-05-30 00:00:00+00:00,0.0,2931798.8528989996,2931798.8528989996,4448657.001304662,65596730125.34676,6377528.677316,2134703850.7398736,9309327.530215
297,-36014613.826887004,-36014613.826887004,-24488162.511241894,-28893800.115721423,2023-05-29 00:00:00+00:00,0.0,6445161.938721,6445161.938721,4448657.001304662,65587420797.81655,42459775.765608005,2138149580.5642908,48904937.704329
298,1227914.3340486614,1227914.3340486614,-23285354.155170795,-28516690.494431753,2023-05-28 00:00:00+00:00,0.0,9210808.079159664,9210808.079159664,4448657.001304662,65538515860.11222,7982893.745111,2174164194.3911777,17193701.824270662
299,2978939.560727,2978939.560727,-25042500.90435855,-28748707.591616843,2023-05-27 00:00:00+00:00,70.134184,8821905.523565002,8821905.523565002,4448657.001304662,65521322158.28795,5842965.962838001,2172936280.057129,14664871.486403001
300,-1449795.2286709982,-1449795.2286709982,-25470943.42668135,-35078773.991319016,2023-05-26 00:00:00+00:00,0.0,20747606.398556,20747606.398556,4448586.867120662,65506657286.801544,22197401.627227,2169957340.496402,42945008.025782995
301,-44397279.63042915,-44397279.63042915,-27915879.177265354,-42518030.47425401,2023-05-25 00:00:00+00:00,0.0,6640298.314076838,6640298.314076838,4448586.867120662,65463712278.775764,51037577.944506004,2171407135.725073,57677876.258582845
302,-57850026.985727996,-57850026.985727996,-26493026.366972215,-36255133.28942356,2023-05-24 00:00:00+00:00,0.0,3767591.3449509996,3767591.3449509996,4448586.867120662,65406034402.51718,61617618.330679,2215804415.355502,65385209.675629996
303,-66751739.03311033,-66751739.03311033,-24459105.10733338,-33147065.588737708,2023-05-23 00:00:00+00:00,0.0,41558199.47881968,41558199.47881968,4448586.867120662,65340649192.84155,108309938.51193,2273654442.34123,149868137.9907497
304,-33374846.47785932,-33374846.47785932,-22318185.18035187,-30579310.071568806,2023-05-22 00:00:00+00:00,0.000199,41130557.26754899,41130557.26754899,4448586.867120662,65190781054.8508,74505403.74540833,2340406181.37434,115635961.01295733
305,-396205.34624700004,-396205.34624700004,-22424309.337047637,-32246543.845079165,2023-05-21 00:00:00+00:00,0.0,12450873.094832001,12450873.094832001,4448586.866921661,65075145093.837845,12847078.441078998,2373781027.8521996,25297951.535911005
306,-41331525.237188175,-41331525.237188175,-23935175.961635403,-32360055.499237597,2023-05-20 00:00:00+00:00,0.0,13833067.621040333,13833067.621040333,4448586.866921661,65049847142.30193,55164592.858228505,2374177233.1984468,68997660.47926883
307,-53524590.60921599,-53524590.60921599,-22895644.52646832,-26463697.353572853,2023-05-19 00:00:00+00:00,0.0,33721080.633205004,33721080.633205004,4448586.866921661,64980849481.82266,87245671.242421,2415508758.435635,120966751.875626
308,-556999.3366160018,-556999.3366160018,-21538705.42983072,-25626126.389593426,2023-05-18 00:00:00+00:00,0.0,15433671.931578998,15433671.931578998,4448586.866921661,64859882729.94704,15990671.268195001,2469033349.0448513,31424343.199774005
309,-36093553.080927,-36093553.080927,-22148125.03090885,-32106909.234595854,2023-05-17 00:00:00+00:00,0.0,19634167.260607,19634167.260607,4448586.866921661,64828458386.74726,55727720.341534,2469590348.3814673,75361887.60214101
310,-48777450.412928,-48777450.412928,-25573279.392045796,-32921002.801986277,2023-05-16 00:00:00+00:00,4.5126930000000005,5581810.446630999,5581810.446630999,4448586.866921661,64753096499.14512,54359260.859559,2505683901.462394,59941071.30619
311,-45045482.89243187,-45045482.89243187,-24354293.33029193,-31156166.899048705,2023-05-15 00:00:00+00:00,0.0,17129106.326549135,17129106.326549135,4448582.354228661,64693155427.83893,62174589.218981,2554461351.8753223,79303695.54553013
312,-1190786.9253560002,-1190786.9253560002,-22435010.69683734,-25107428.114267003,2023-05-14 00:00:00+00:00,119.98800000000001,2512210.342715,2512210.342715,4448582.354228661,64613851732.293396,3702997.2680710005,2599506834.767754,6215207.610786
313,-57018.21753500056,-57018.21753500056,-22286594.42364209,-24920369.67301286,2023-05-13 00:00:00+00:00,0.0,6769583.154147999,6769583.154147999,4448462.3662286615,64607636524.68261,6826601.371683001,2600697621.69311,13596184.525831
314,-47661593.86135999,-47661593.86135999,-23174919.943086285,-23554063.98029658,2023-05-12 00:00:00+00:00,223.767816,52089239.31700499,52089239.31700499,4448462.3662286615,64594040340.15678,99750833.17836499,2600754639.910645,151840072.49536997
315,-45922479.251633,-45922479.251633,-22553983.602357678,-22850337.363962863,2023-05-11 00:00:00+00:00,598.771249,22064531.104673,22064531.104673,4448238.598412662,64442200267.66141,67987010.35630602,2648416233.772005,90051541.46097898
316,-41792208.05266,-41792208.05266,-21332419.576465342,-16783248.83100858,2023-05-10 00:00:00+00:00,0.0,16631203.627374,16631203.627374,4447639.827163662,64352148726.20043,58423411.680034,2694338713.0236382,75054615.30740799
317,-36423599.092365,-36423599.092365,-20472350.61266308,-12640410.644322863,2023-05-09 00:00:00+00:00,0.0,17249036.37651,17249036.37651,4447639.827163662,64277094110.89302,53672635.468875,2736130921.076298,70921671.84538499
318,-2704311.3989600004,-2704311.3989600004,-19494109.194159973,-11313564.694798533,2023-05-08 00:00:00+00:00,14.492233000000002,3323526.7248980002,3323526.7248980002,4447639.827163662,64206172439.04764,6027838.123858001,2772554520.168663,9351364.848756002
319,118622.16342300002,118622.16342300002,-19506397.600531496,-13388301.470296534,2023-05-07 00:00:00+00:00,0.0,1546705.187775,1546705.187775,4447625.334930662,64196821074.19888,1428083.024352,2775258831.567623,2974788.212127
320,9507121.631479003,9507121.631479003,-19632282.20873494,-13950606.642477963,2023-05-06 00:00:00+00:00,0.0,13765051.107127,13765051.107127,4447625.334930662,64193846285.986755,4257929.475648,2775140209.4042,18022980.582775
321,-42735507.547024,-42735507.547024,-19999714.53598863,-15298818.753368394,2023-05-05 00:00:00+00:00,0.0,11795086.597393999,11795086.597393999,4447625.334930662,64175823305.403984,54530594.144418,2765633087.7727213,66325680.741812
322,-3452859.520952999,-3452859.520952999,-17946479.175958835,-16548958.838305537,2023-05-04 00:00:00+00:00,58.715267000000004,16103100.649236,16103100.649236,4447625.334930662,64109497624.66217,19555960.170188997,2808368595.319745,35659060.819425
323,-12792340.745859997,-12792340.745859997,-17926376.56023193,-17466312.636591822,2023-05-03 00:00:00+00:00,49.90135900000001,18816328.885612,18816328.885612,4447566.619663662,64073838563.84274,31608669.631471995,2811821454.8406982,50424998.51708401
324,-27135677.445694678,-27135677.445694678,-18082444.43328755,-26324245.06521054,2023-05-02 00:00:00+00:00,200.00000000000003,18258895.581281,18258895.581281,4447516.718304662,64023413565.32566,45394573.02697568,2824613795.5865583,63653468.60825667
325,-17227468.827446003,-17227468.827446003,-16873848.45663322,-22692247.6189163,2023-05-01 00:00:00+00:00,0.0,16280220.508446999,16280220.508446999,4447316.718304662,63959760096.71741,33507689.335893,2851749473.032253,49787909.84434
326,-3817514.041847,-3817514.041847,-16256196.750458222,-19778664.81450444,2023-04-30 00:00:00+00:00,0.0,3469266.405948,3469266.405948,4447316.718304662,63909972186.87307,7286780.447795,2868976941.859699,10756046.853742998
327,69636.85524599953,69636.85524599953,-16247371.838131623,-19593897.26904987,2023-04-29 00:00:00+00:00,0.0,16669076.446702002,16669076.446702002,4447316.718304662,63899216140.019325,16599439.591455998,2872794455.901546,33268516.038157996
