,change,change_excl_rwa,change_excl_rwa_30d_avg,change_excl_rwa_7d_avg,date,fees,inflow,inflow_exl_rwa,lifetime_fees,lifetime_turnover,outflow,psm_balance,turnover
18,-15564720.294825997,-15564720.294825997,-29133040.977622267,-30227916.72361442,2024-03-03 00:00:00+00:00,0.0,9170154.601713002,9170154.601713002,4449255.591431662,94931347096.3957,24734874.896539003,185267416.51117608,33905029.498252
19,-84684720.483121,-84684720.483121,-29057826.613340776,-27658198.609049562,2024-03-02 00:00:00+00:00,0.0,90591249.79667604,90591249.79667604,4449255.591431662,94897442066.89746,175275970.279797,200832136.80600208,265867220.07647303
20,-3505049.7557249973,-3505049.7557249973,-26058146.66338961,-13659046.315698564,2024-03-01 00:00:00+00:00,0.0,37041349.26337501,37041349.26337501,4449255.591431662,94631574846.82098,40546399.019099995,285516857.28912306,77587748.28247502
21,-40801763.87497399,-40801763.87497399,-27856215.983738437,-37840424.864082985,2024-02-29 00:00:00+00:00,0.0,57192567.41879499,57192567.41879499,4449255.591431662,94553987098.53851,97994331.29376897,289021907.0448481,155186898.71256396
22,-30620445.39771901,-30620445.39771901,-26107575.43375611,-34402263.834533416,2024-02-28 00:00:00+00:00,0.0,65730034.915222,65730034.915222,4449255.591431662,94398800199.82594,96350480.31294098,329823670.9198221,162080515.22816297
23,-32171697.633104004,-32171697.633104004,-25025828.339115795,-30028294.55941813,2024-02-27 00:00:00+00:00,0.0,105694942.92878102,105694942.92878102,4449255.591431662,94236719684.59778,137866640.561885,360444116.3175411,243561583.49066597
24,-4247019.625831999,-4247019.625831999,-24132111.977719683,-33803775.665929705,2024-02-26 00:00:00+00:00,0.0,35380175.484129995,35380175.484129995,4449255.591431662,93993158101.10712,39627195.109962,392615813.95064515,75007370.59409201
25,2423306.507128,2423306.507128,-24031169.84714983,-27330227.91526099,2024-02-25 00:00:00+00:00,0.0,9171979.950917,9171979.950917,4449255.591431662,93918150730.51303,6748673.443789,396862833.57647717,15920653.394706
26,13309345.570336001,13309345.570336001,-24640637.76175606,-27637398.7638267,2024-02-24 00:00:00+00:00,0.0,18420997.56633,18420997.56633,4449255.591431662,93902230077.11833,5111651.995994,394439527.06934917,23532649.562324
27,-107774551.90441594,-172774699.59441596,-23762158.22024276,-29213174.329538994,2024-02-23 00:00:00+00:00,0.0,110986087.94738904,45985940.257388994,4449255.591431662,93878697427.55602,218760639.85180497,381130181.4990132,329746727.79919404
28,35406098.11187301,-16734636.668127,-20849133.075236354,-7073168.993930711,2024-02-22 00:00:00+00:00,0.0,74968319.93284497,22827585.152845,4449255.591431662,93548950699.75682,39562221.820971996,488904733.40342915,114530541.75381696
29,93078723.24808802,-2660.471911999921,-16782115.744479064,-6311961.698006854,2024-02-21 00:00:00+00:00,0.0,111702061.666509,18620677.946509,4449255.591431662,93434420158.003,18623338.418421,453498635.2915561,130325400.08492997
30,-58600065.37868501,-58600065.37868501,-18810263.683535647,-14838767.625242842,2024-02-20 00:00:00+00:00,0.0,17616878.810672,17616878.810672,4449255.591431662,93304094757.91808,76216944.189357,360419912.0434681,93833823.000029
31,137196145.07904896,41067814.62884902,-16824741.102985855,-14896563.251081334,2024-02-19 00:00:00+00:00,0.0,170116155.24483195,73987824.794632,4449255.591431662,93210260934.91805,32920010.165783,419019977.4221531,203036165.41061494
32,273110.5671679999,273110.5671679999,-16301705.766596524,-53813494.04761492,2024-02-18 00:00:00+00:00,0.0,16947599.944869008,16947599.944869008,4449255.591431662,93007224769.50743,16674489.377701,281823832.3431042,33622089.32256999
33,2278916.6103499974,2278916.6103499974,-16874394.020794325,-52478151.85234434,2024-02-17 00:00:00+00:00,0.0,16488932.270602997,16488932.270602997,4449255.591431662,92973602680.18486,14210015.660253001,281550721.7759362,30698947.930856004
34,-17794662.24515801,-17794662.24515801,-20392840.69405166,-47587201.470973626,2024-02-16 00:00:00+00:00,0.0,56221092.153763995,56221092.153763995,4449255.591431662,92942903732.254,74015754.398922,279271805.1655862,130236846.55268602
35,-11406185.596660001,-11406185.596660001,-20674717.374981627,-43937751.5560202,2024-02-15 00:00:00+00:00,0.0,25883152.579647996,25883152.579647996,4449255.591431662,92812666885.70131,37289338.176308,297066467.4107442,63172490.75595601
36,-59690301.96256391,-59690301.96256391,-21151581.680456124,-43077574.335737824,2024-02-14 00:00:00+00:00,0.0,24687665.289157994,24687665.289157994,4449255.591431662,92749494394.94536,84377967.25172195,308472653.0074042,109065632.54087992
37,-9014633.759754455,-59004634.75955445,-20442399.44664273,-57030068.58160799,2024-02-13 00:00:00+00:00,0.0,76901942.93002498,26911941.930224992,4449255.591431662,92640428762.40448,85916576.68977945,368162954.96996814,162818519.61980444
38,-231350700.94688603,-231350700.94688603,-18412856.85847181,-41476271.58034193,2024-02-12 00:00:00+00:00,0.0,14957956.273308998,14957956.273308998,4449255.591431662,92477610242.78467,246308657.22019503,377177588.7297226,261266613.493504
39,9620505.934062002,9620505.934062002,-11011061.085143177,-14643308.14586621,2024-02-11 00:00:00+00:00,0.0,92438904.020944,92438904.020944,4449255.591431662,92216343629.29117,82818398.08688198,608528289.6766087,175257302.10782596
40,36515569.279945,36515569.279945,-13094697.95190091,-15661961.298084496,2024-02-10 00:00:00+00:00,0.0,42781398.598937,42781398.598937,4449255.591431662,92041086327.18335,6265829.318992,598907783.7425467,49047227.91792899
41,7751487.159516004,7751487.159516004,-16272281.270146077,-20075119.10532021,2024-02-09 00:00:00+00:00,0.0,43251575.08364401,43251575.08364401,4449255.591431662,91992039099.26543,35500087.924128,562392214.4626017,78751663.00777203
42,-5384945.054683377,-5384945.054683377,-16236338.218616325,-23083658.609019835,2024-02-08 00:00:00+00:00,0.0,40449378.834703006,40449378.834703006,4449255.591431662,91913287436.25766,45834323.88938638,554640727.3030857,86283702.72408937
43,-72857761.68365495,-157357761.68365505,-16282918.086860545,-21556426.741863064,2024-02-07 00:00:00+00:00,0.0,132193788.52601297,47693788.526012994,4449255.591431662,91827003733.53357,205051550.20966798,560025672.357769,337245338.735681
44,130648277.98230799,49871944.249308005,-10192765.669604156,-7283479.267939485,2024-02-06 00:00:00+00:00,0.0,175175387.771113,94399054.03811298,4449255.591431662,91489758394.79788,44527109.788805,632883434.0414239,219702497.559918
45,6220095.09444399,-43519956.90555601,-11581554.739538437,-12742692.357198367,2024-02-05 00:00:00+00:00,0.0,88443090.43012698,38703038.430127,4449255.591431662,91270055897.23796,82222995.33568302,502235156.0591159,170666085.76581
46,2489933.868534,2489933.868534,-9995278.929544203,-6263846.021906026,2024-02-04 00:00:00+00:00,0.0,3076822.638583,3076822.638583,4449255.591431662,91099389811.47215,586888.7700489999,496015060.9646719,3663711.4086319995
47,53917845.72929503,5623464.629295001,-10229377.048584107,-7385294.687585258,2024-02-03 00:00:00+00:00,0.0,105836194.46121599,57541813.36121602,4449255.591431662,91095726100.06352,51918348.73192099,493525127.0961379,157754543.19313696
48,-13308289.366381332,-13308289.366381332,-10872948.379327053,-8362754.73587544,2024-02-02 00:00:00+00:00,0.0,6155749.868863999,6155749.868863999,4449255.591431662,90937971556.87039,19464039.235245332,439607281.36684287,25619789.104109332
49,5305678.015414001,5305678.015414001,-10533194.75096638,-8727389.24511509,2024-02-01 00:00:00+00:00,0.0,29759181.497541,29759181.497541,4449255.591431662,90912351767.76628,24453503.482127003,452915570.7332242,54212684.97966798
50,-57447129.36619,-57447129.36619,-11013552.816720042,-3819095.8450692445,2024-01-31 00:00:00+00:00,0.0,33308248.973380998,33308248.973380998,4449255.591431662,90858139082.7866,90755378.339571,447609892.7178102,124063627.31295203
51,11657452.624495829,11657452.624495829,-8064029.174230636,-7810069.541931195,2024-01-30 00:00:00+00:00,0.0,44587775.486779004,44587775.486779004,4449255.591431662,90734075455.47365,32930322.862283174,505057022.08400023,77518098.34906217
52,1831967.44149037,1831967.44149037,-9403090.489289075,5563991.976653941,2024-01-29 00:00:00+00:00,0.0,21485256.781052005,21485256.781052005,4449255.591431662,90656557357.12459,19653289.339561634,493399569.4595044,41138546.12061362
53,-5360206.79122063,-5360206.79122063,-11527466.683765652,-3390160.321217484,2024-01-28 00:00:00+00:00,0.0,11334005.975635089,11334005.975635089,4449255.591431662,90615418811.00397,16694212.76685572,491567602.0180141,28028218.742490813
54,-1218755.7087362672,-1218755.7087362672,-12042766.370656844,-2486471.9170704274,2024-01-27 00:00:00+00:00,0.0,15091678.505157,15091678.505157,4449255.591431662,90587390592.26147,16310434.213893266,496927808.8092347,31402112.71905027
55,-15860730.93105889,-15860730.93105889,-14582967.849242114,5796046.715681749,2024-01-26 00:00:00+00:00,0.0,64713947.997627,64713947.997627,4449255.591431662,90555988479.54242,80574678.92868587,498146564.5179709,145288626.9263129
56,39663731.81573492,39663731.81573492,-14018076.877458893,5646502.983152161,2024-01-25 00:00:00+00:00,0.0,67192052.52310798,67192052.52310798,4449255.591431662,90410699852.6161,27528320.707373057,514007295.4490298,94720373.23048106
57,-85383945.24422365,-85383945.24422365,-16335796.466140779,-14773242.074434264,2024-01-24 00:00:00+00:00,0.0,41927083.24859551,41927083.24859551,4449255.591431662,90315979479.38562,127311028.4928192,474343563.6332949,169238111.74141476
58,105275883.25459178,105275883.25459178,-14610718.725443982,-6325673.135696171,2024-01-23 00:00:00+00:00,0.0,127106561.06478,127106561.06478,4449255.591431662,90146741367.64421,21830677.810188238,559727508.8775185,148937238.87496826
59,-30849976.643609606,-60847098.643609606,-18535251.655569073,-25038244.280765712,2024-01-22 00:00:00+00:00,0.0,85841446.6800684,55844324.6800684,4449255.591431662,89997804128.76924,116691423.32367796,454451625.6229268,202532870.0037464
60,965612.0378087631,965612.0378087631,-16024209.878942242,-21833635.181416057,2024-01-21 00:00:00+00:00,0.0,11627112.383701906,11627112.383701906,4449255.591431662,89795271258.76549,10661500.345893143,485301602.26653636,22288612.729595046
61,142355744.350529,56758874.720528975,-15966247.500275228,-21702773.63173545,2024-01-20 00:00:00+00:00,0.0,191422076.53491402,105825206.90491398,4449255.591431662,89772982646.03589,49066332.18438501,484335990.2287276,240488408.71929905
62,-16907537.058766007,-16907537.058766007,-18200430.8379467,-31139302.55567202,2024-01-19 00:00:00+00:00,0.0,63778581.489572994,63778581.489572994,4449255.591431662,89532494237.31659,80686118.548339,341980245.87819856,144464700.037912
63,23613405.962629978,-103274483.58737005,-21425295.04698712,-36279454.414229736,2024-01-18 00:00:00+00:00,0.0,139828189.69475698,12940300.144756954,4449255.591431662,89388029537.27867,116214783.732127,358887782.9369646,256042973.42688397
64,23739039.326943003,-26250962.673056997,-16971523.723395184,-29927661.082806867,2024-01-17 00:00:00+00:00,0.0,115916521.203465,65926519.20346501,4449255.591431662,89131986563.85179,92177481.87652197,335274376.9743346,208094003.07998708
65,-25712114.760895006,-25712114.760895006,-15285061.837514706,-24916126.600168925,2024-01-16 00:00:00+00:00,0.0,41577094.734117,41577094.734117,4449255.591431662,88923892560.7718,67289209.49501199,311535337.6473916,108866304.22912899
66,-38414834.948162004,-38414834.948162004,-17587504.596417304,-22211873.22032821,2024-01-15 00:00:00+00:00,0.0,51445833.231097,51445833.231097,4449255.591431662,88815026256.54268,89860668.17925897,337247452.40828663,141306501.410356
67,1881642.8855729979,1881642.8855729979,-15251532.33393794,-13103066.680014113,2024-01-14 00:00:00+00:00,0.0,22530309.610026002,22530309.610026002,4449255.591431662,88673719755.13232,20648666.724453,375662287.35644865,43178976.334479004
68,-9296827.747027004,-9296827.747027004,-16172544.549950872,-12199262.499198887,2024-01-13 00:00:00+00:00,0.0,43214522.429717004,43214522.429717004,4449255.591431662,88630540778.79785,52511350.17674401,373780644.4708757,95725872.60646099
69,-52888600.068670005,-52888600.068670005,-15951248.917083573,-10289956.050442029,2024-01-12 00:00:00+00:00,0.0,24540684.936611995,24540684.936611995,4449255.591431662,88534814906.19139,77429285.005282,383077472.21790266,101969969.94189402
70,-58811930.26740997,-58811930.26740997,-14240498.078739405,-3382014.5695839003,2024-01-11 00:00:00+00:00,0.0,45109131.052587025,45109131.052587025,4449255.591431662,88432844936.2495,103921061.31999701,435966072.28657264,149030192.37258402
71,8829778.7054086,8829778.7054086,-17037992.0629636,3064878.998189904,2024-01-10 00:00:00+00:00,0.0,22397709.479214605,22397709.479214605,4449255.591431662,88283814743.8769,13567930.773805996,494778002.5539826,35965640.25302059
72,-6782341.102009999,-6782341.102009999,-22299358.10516453,1358384.8237656518,2024-01-09 00:00:00+00:00,0.0,21376474.607529003,21376474.607529003,4449255.591431662,88247849103.62389,28158815.709539004,485948223.84857404,49535290.317067996
73,25346810.834036678,25346810.834036678,-22124835.844206233,1026567.2730248107,2024-01-08 00:00:00+00:00,0.0,40349626.46013868,40349626.46013868,4449255.591431662,88198313813.30682,15002815.626102,492730564.95058405,55352442.08624067
74,8208272.151279565,8208272.151279565,-22804073.592525072,1839677.140804169,2024-01-07 00:00:00+00:00,0.0,13456134.264596565,13456134.264596565,4449255.591431662,88142961371.22058,5247862.113317001,467383754.11654735,18703996.377913564
75,4068317.3942710017,4068317.3942710017,-23197890.999218926,-3406416.9989868146,2024-01-06 00:00:00+00:00,0.0,15570716.630208999,15570716.630208999,4449255.591431662,88124257374.84267,11502399.235938,459175481.9652678,27073115.866146997
76,49548860.717336915,-4533009.7026630975,-23668848.69022771,-12830364.96856938,2024-01-05 00:00:00+00:00,0.0,88241731.2094159,34159860.78941591,4449255.591431662,88097184258.97652,38692870.492079005,455107164.57099676,126934601.70149493
77,-13683675.29299334,-13683675.29299334,-23013246.348233975,-15156963.210754132,2024-01-04 00:00:00+00:00,0.0,8241938.622599661,8241938.622599661,4449255.591431662,87970249657.27502,21925613.91559301,405558303.85365987,30167552.53819266
78,-3115680.515561163,-3115680.515561163,-22805902.0395411,-24262838.178368557,2024-01-03 00:00:00+00:00,0.0,40429390.52798147,40429390.52798147,4449255.591431662,87940082104.73683,43545071.043542616,419241979.14665323,83974461.57152408
79,-9105063.957195885,-9105063.957195885,-22300546.04495976,-23662598.35865443,2024-01-02 00:00:00+00:00,0.0,31186087.296210118,31186087.296210118,4449255.591431662,87856107643.16531,40291151.253405996,422357659.6622144,71477238.54961611
80,171038579.90849218,31038579.908492185,-21989204.67690279,-26628711.48544383,2024-01-01 00:00:00+00:00,0.0,190667391.0623532,50667391.06235316,4449255.591431662,87784630404.61569,19628811.153860997,431462723.6194103,210296202.21621418
81,-28514386.82725732,-28514386.82725732,-23794565.423991527,-35867310.47570268,2023-12-31 00:00:00+00:00,0.0,5007205.9770866865,5007205.9770866865,4449255.591431662,87574334202.39948,33521592.804344002,260424143.71091807,38528798.781430684
82,-61899318.39280695,-61899318.39280695,-23735932.272299696,-33573841.59311749,2023-12-30 00:00:00+00:00,0.0,7257211.525347053,7257211.525347053,4449255.591431662,87535805403.61804,69156529.918154,288938530.5381754,76413741.44350107
83,-20819197.39795637,-20819197.39795637,-21893716.20177913,-22661916.8719743,2023-12-29 00:00:00+00:00,0.0,14739811.319225045,14739811.319225045,4449255.591431662,87459391662.17455,35559008.717181414,350837848.93098235,50298820.03640646
84,-77424800.0662943,-77424800.0662943,-22044404.043034118,-19301391.04400637,2023-12-28 00:00:00+00:00,0.0,38996321.13928269,38996321.13928269,4449255.591431662,87409092842.13814,116421121.20557696,371657046.3289387,155417442.3448597
85,1085998.2224377447,1085998.2224377447,-19642683.207962908,-9707366.093052214,2023-12-27 00:00:00+00:00,0.0,45066273.82529026,45066273.82529026,4449255.591431662,87253675399.79327,43980275.60285251,449081846.39523304,89046549.42814282
86,-29867855.844721705,-29867855.844721705,-20250916.2105417,-26098717.743397396,2023-12-26 00:00:00+00:00,0.0,7262112.386700288,7262112.386700288,4449255.591431662,87164628850.36513,37129968.23142199,447995848.1727953,44392080.6181223
87,-33631613.02331974,-33631613.02331974,-19226623.65870624,-17497787.46266744,2023-12-25 00:00:00+00:00,0.0,8314418.599039998,8314418.599039998,4449255.591431662,87120236769.74701,41946031.62235975,477863704.017517,50260450.22139976
88,-12460104.649161,-12460104.649161,-17828133.576722283,-9215715.044570712,2023-12-24 00:00:00+00:00,0.0,1125165.6890709999,1125165.6890709999,4449255.591431662,87069976319.5256,13585270.338232,511495317.0408367,14710436.027302999
89,14484154.655195357,14484154.655195357,-16845377.520600382,-20976471.170115285,2023-12-23 00:00:00+00:00,0.0,37368787.24851736,37368787.24851736,4449255.591431662,87055265883.4983,22884632.59332201,523955421.6899977,60253419.84183935
90,2704483.397819167,2704483.397819167,-17420184.49222573,-18522159.988540478,2023-12-22 00:00:00+00:00,0.0,27603495.523834903,27603495.523834903,4449255.591431662,86995012463.65646,24899012.126015738,509471267.0348023,52502507.649850644
91,-10266625.409615222,-10266625.409615222,-17633098.751483366,-22586903.844631072,2023-12-21 00:00:00+00:00,0.0,5636142.372111,5636142.372111,4449255.591431662,86942509956.0066,15902767.78172622,506766783.63698316,21538910.15383723
92,-63833427.33717855,-113653463.32997854,-23337492.965741158,-21499951.46625861,2023-12-20 00:00:00+00:00,0.0,105063412.63669899,55243376.643898994,4449255.591431662,86920971045.85277,168896839.97387752,517033409.0465984,273960252.61057645
93,73338656.120388,30338656.120388,-19717063.010968737,-5487467.407453818,2023-12-19 00:00:00+00:00,0.0,122758957.95308101,79758957.95308101,4449255.591431662,86647010793.24219,49420301.83269301,580866836.3837769,172179259.785774
94,24342893.90335735,24342893.90335735,-20069891.514936138,-30212525.39524295,2023-12-18 00:00:00+00:00,0.0,31408375.497948002,31408375.497948002,4449255.591431662,86474831533.45642,7065481.594590649,507528180.2633889,38473857.09253864
95,-94785397.527973,-94785397.527973,-20435173.61361995,-54977396.31866819,2023-12-17 00:00:00+00:00,0.0,4556910.382828999,4556910.382828999,4449255.591431662,86436357676.36388,99342307.91080199,483185286.36003155,103899218.293631
96,64048208.15621901,31664332.926219,-17530805.338577487,-41657578.56799506,2023-12-16 00:00:00+00:00,0.0,77653731.622309,45269856.39230901,4449255.591431662,86332458458.07025,13605523.466090001,577970683.8880045,91259255.088399
97,-25748723.594815,-25748723.594815,-19325065.352869816,-45471100.645387545,2023-12-15 00:00:00+00:00,0.0,5619355.218916001,5619355.218916001,4449255.591431662,86241199202.98186,31368078.813731004,513922475.73178554,36987434.032647006
98,122317046.23879202,-2657958.7610080047,-18476225.398273386,-42307890.13891911,2023-12-14 00:00:00+00:00,0.0,199077603.26021397,74102598.260414,4449255.591431662,86204211768.9492,76760557.02142197,539671199.3266006,275838160.281636
99,100862518.17165498,-1566074.9183449922,-19935064.173064914,-43365383.64963119,2023-12-13 00:00:00+00:00,0.0,158716073.461016,56287480.371015996,4449255.591431662,85928373608.66757,57853555.289361,417354153.0878085,216569628.75037694
100,-21736749.794135913,-142736749.79413593,-23460013.23865468,-40979507.153132044,2023-12-12 00:00:00+00:00,0.0,152451462.37592652,31451462.375926506,4449255.591431662,85711803979.91719,174188212.1700624,316491634.9161535,326639674.54598886
101,-149011202.5606193,-149011202.5606193,-19167662.53399555,-21654735.1871422,2023-12-11 00:00:00+00:00,0.0,24259029.994491003,24259029.994491003,4449255.591431662,85385164305.3712,173270232.55511028,338228384.7102894,197529262.54960126
102,-1546673.273261083,-1546673.273261083,-11480965.797225377,1353293.653214696,2023-12-10 00:00:00+00:00,0.0,19589754.94896892,19589754.94896892,4449255.591431662,85187635042.8216,21136428.22223,487239587.2709087,40726183.17119891
103,4969678.384471517,4969678.384471517,-12902398.761595074,1607843.7043253055,2023-12-09 00:00:00+00:00,0.0,36531572.02283746,36531572.02283746,4449255.591431662,85146908859.65039,31561893.63836593,488786260.5441698,68093465.66120338
104,-3606250.049535951,-3606250.049535951,-13792631.338619858,-2405287.8511949107,2023-12-08 00:00:00+00:00,0.0,33316113.936754,33316113.936754,4449255.591431662,85078815393.98918,36922363.986289956,483816582.15969825,70238477.92304394
105,-10060413.335992591,-10060413.335992591,-14422479.57408306,-5712308.169332951,2023-12-07 00:00:00+00:00,0.0,15009771.987692999,15009771.987692999,4449255.591431662,85008576916.06613,25070185.323685586,487422832.2092342,40079957.3113786
106,15135060.557149004,15135060.557149004,-14784902.274233075,-5222654.303789725,2023-12-06 00:00:00+00:00,0.0,29273442.697824005,29273442.697824005,4449255.591431662,84968496958.75475,14138382.140675,497483245.54522675,43411824.838499
107,-7463346.032207014,-7463346.032207014,-18383152.606844828,-11004781.90275471,2023-12-05 00:00:00+00:00,0.0,106288829.766092,106288829.766092,4449255.591431662,84925085133.91624,113752175.79829898,482348184.98807776,220041005.56439102
108,12044999.321879,12044999.321879,-18510228.35553493,-10706186.043033421,2023-12-04 00:00:00+00:00,0.0,41262523.30557301,41262523.30557301,4449255.591431662,84705044128.35185,29217523.983693995,489811531.0202848,70480047.289267
109,235177.08451318456,235177.08451318456,-17177808.692799833,-14878470.496862708,2023-12-03 00:00:00+00:00,0.0,14556359.677586181,14556359.677586181,4449255.591431662,84634564081.06259,14321182.593073,477766531.69840574,28877542.270659182
110,-23122242.504169997,-23122242.504169997,-16733456.441876628,-14789078.550315734,2023-12-02 00:00:00+00:00,0.0,7452501.759302,7452501.759302,4449255.591431662,84605686538.79193,30574744.263472002,477531354.61389256,38027246.022773996
111,-26755392.276502237,-26755392.276502237,-18983725.324653544,-10296888.273120163,2023-12-01 00:00:00+00:00,0.0,16442909.508748753,16442909.508748753,4449255.591431662,84567659292.76915,43198301.785251,500653597.11806256,59641211.29399976
112,-6632836.277189999,-6632836.277189999,-17004012.296574824,-4042892.657263271,2023-11-30 00:00:00+00:00,0.0,158967972.365912,158967972.365912,4449255.591431662,84508018081.47514,165600808.643102,527408989.3945648,324568781.009014
113,-25339832.635605883,-25339832.635605883,-18603736.21610026,-3489638.1167454147,2023-11-29 00:00:00+00:00,0.0,17195273.076760113,17195273.076760113,4449255.591431662,84183449300.46613,42535105.71236601,534041825.6717548,59730378.78912613
114,-5373175.014157991,-5373175.014157991,-19868085.161730956,-395796.93736028817,2023-11-28 00:00:00+00:00,0.0,17103134.865900006,17103134.865900006,4449255.591431662,84123718921.677,22476309.88005799,559381658.3073606,39579444.74595799
115,-17160991.854925998,-17160991.854925998,-20507783.506544944,-25542265.054958995,2023-11-27 00:00:00+00:00,0.0,6103155.204736999,6103155.204736999,4449255.591431662,84084139476.93105,23264147.059663,564754833.3215187,29367302.264399998
116,860920.7103419997,860920.7103419997,-20767189.595662642,-23810775.45951328,2023-11-26 00:00:00+00:00,0.0,10379701.487461,10379701.487461,4449255.591431662,84054772174.66664,9518780.777119001,581915825.1764446,19898482.264579993
117,8323089.436198999,8323089.436198999,-22175077.438357208,-21111792.560795568,2023-11-25 00:00:00+00:00,0.0,18870083.322727993,18870083.322727993,4449255.591431662,84034873692.40205,10546993.886528999,581054904.4661026,29417077.209257
118,17022577.03449601,17022577.03449601,-22287469.934341263,-20388743.77413214,2023-11-24 00:00:00+00:00,0.0,28097845.84116899,28097845.84116899,4449255.591431662,84005456615.1928,11075268.806673001,572731815.0299037,39173114.647842
119,-2760054.493565003,-2760054.493565003,-23282838.175537664,-23914018.961445715,2023-11-23 00:00:00+00:00,0.0,22117423.615948014,22117423.615948014,4449255.591431662,83966283500.54495,24877478.109512996,555709237.9954077,46994901.725461
120,-3682944.3799099987,-3682944.3799099987,-23583165.24216349,-26685935.10558657,2023-11-22 00:00:00+00:00,0.0,23526881.647198994,23526881.647198994,4449255.591431662,83919288598.81949,27209826.027108997,558469292.4889727,50736707.67430799
121,-181398451.83734894,-181398451.83734894,-26871992.649209782,-26200303.75944543,2023-11-21 00:00:00+00:00,0.0,31950735.991013005,31950735.991013005,4449255.591431662,83868551891.14519,213349187.828362,562152236.8688827,245299923.81937507
