,balance,dt,total_balance,wallet
2119,307319007.0056646,2023-07-01 00:00:00.000 UTC,4553076491.202248,Other
2120,3050161736.212978,2023-06-30 00:00:00.000 UTC,4558059434.941451,EOA
2121,24647786.17258242,2023-06-30 00:00:00.000 UTC,4558059434.941451,Treasury
2122,483381696.19709057,2023-06-30 00:00:00.000 UTC,4558059434.941451,Bridge
2123,17875001.978454646,2023-06-30 00:00:00.000 UTC,4558059434.941451,CeFi
2124,286753283.81645316,2023-06-30 00:00:00.000 UTC,4558059434.941451,Dex
2125,176741783.8063349,2023-06-30 00:00:00.000 UTC,4558059434.941451,Lending
2126,310895099.594468,2023-06-30 00:00:00.000 UTC,4558059434.941451,Other
2127,207603047.16308957,2023-06-30 00:00:00.000 UTC,4558059434.941451,Dai Savings
2128,311493365.2996428,2023-06-29 00:00:00.000 UTC,4572490609.955347,Other
2129,302687562.25472116,2023-06-29 00:00:00.000 UTC,4572490609.955347,Dex
2130,188295099.3290025,2023-06-29 00:00:00.000 UTC,4572490609.955347,Dai Savings
2131,484973387.007427,2023-06-29 00:00:00.000 UTC,4572490609.955347,Bridge
2132,185628974.1902779,2023-06-29 00:00:00.000 UTC,4572490609.955347,Lending
2133,3053615450.904215,2023-06-29 00:00:00.000 UTC,4572490609.955347,EOA
2134,24647786.17258242,2023-06-29 00:00:00.000 UTC,4572490609.955347,Treasury
2135,21148984.797478404,2023-06-29 00:00:00.000 UTC,4572490609.955347,CeFi
2136,309746281.64138573,2023-06-28 00:00:00.000 UTC,4594901308.444404,Other
2137,25217786.17258242,2023-06-28 00:00:00.000 UTC,4594901308.444404,Treasury
2138,17463360.049382154,2023-06-28 00:00:00.000 UTC,4594901308.444404,CeFi
2139,496300279.63657826,2023-06-28 00:00:00.000 UTC,4594901308.444404,Bridge
2140,193473374.79848683,2023-06-28 00:00:00.000 UTC,4594901308.444404,Dai Savings
2141,183525538.59564772,2023-06-28 00:00:00.000 UTC,4594901308.444404,Lending
2142,307757244.9266202,2023-06-28 00:00:00.000 UTC,4594901308.444404,Dex
2143,3061417442.62372,2023-06-28 00:00:00.000 UTC,4594901308.444404,EOA
2144,25217786.17258242,2023-06-27 00:00:00.000 UTC,4605836895.776286,Treasury
2145,319741361.57518774,2023-06-27 00:00:00.000 UTC,4605836895.776286,Dex
2146,191823082.43493724,2023-06-27 00:00:00.000 UTC,4605836895.776286,Dai Savings
2147,496727084.89607155,2023-06-27 00:00:00.000 UTC,4605836895.776286,Bridge
2148,182656513.55260777,2023-06-27 00:00:00.000 UTC,4605836895.776286,Lending
2149,3059532918.485912,2023-06-27 00:00:00.000 UTC,4605836895.776286,EOA
2150,315291510.6182502,2023-06-27 00:00:00.000 UTC,4605836895.776286,Other
2151,14846638.040737387,2023-06-27 00:00:00.000 UTC,4605836895.776286,CeFi
2152,183896557.26109916,2023-06-26 00:00:00.000 UTC,4613462091.315007,Dai Savings
2153,495398961.33613986,2023-06-26 00:00:00.000 UTC,4613462091.315007,Bridge
2154,3083455029.6383667,2023-06-26 00:00:00.000 UTC,4613462091.315007,EOA
2155,312633966.2642469,2023-06-26 00:00:00.000 UTC,4613462091.315007,Other
2156,315812269.7231595,2023-06-26 00:00:00.000 UTC,4613462091.315007,Dex
2157,12304935.131037058,2023-06-26 00:00:00.000 UTC,4613462091.315007,CeFi
2158,25217786.17258242,2023-06-26 00:00:00.000 UTC,4613462091.315007,Treasury
2159,184742585.7883763,2023-06-26 00:00:00.000 UTC,4613462091.315007,Lending
2160,496946440.4319632,2023-06-25 00:00:00.000 UTC,4634705254.9902935,Bridge
2161,3077056956.1080875,2023-06-25 00:00:00.000 UTC,4634705254.9902935,EOA
2162,181300349.50571513,2023-06-25 00:00:00.000 UTC,4634705254.9902935,Dai Savings
2163,195749442.37198985,2023-06-25 00:00:00.000 UTC,4634705254.9902935,Lending
2164,12118848.987801386,2023-06-25 00:00:00.000 UTC,4634705254.9902935,CeFi
2165,316210050.275201,2023-06-25 00:00:00.000 UTC,4634705254.9902935,Other
2166,330105381.1369529,2023-06-25 00:00:00.000 UTC,4634705254.9902935,Dex
2167,25217786.17258242,2023-06-25 00:00:00.000 UTC,4634705254.9902935,Treasury
2168,12088280.734849619,2023-06-24 00:00:00.000 UTC,4638494066.704021,CeFi
2169,25217786.17258242,2023-06-24 00:00:00.000 UTC,4638494066.704021,Treasury
2170,3084162002.8181553,2023-06-24 00:00:00.000 UTC,4638494066.704021,EOA
2171,180222631.88183784,2023-06-24 00:00:00.000 UTC,4638494066.704021,Dai Savings
2172,319320521.43045527,2023-06-24 00:00:00.000 UTC,4638494066.704021,Other
2173,323812373.8326399,2023-06-24 00:00:00.000 UTC,4638494066.704021,Dex
2174,496169528.7399048,2023-06-24 00:00:00.000 UTC,4638494066.704021,Bridge
2175,197500941.0935969,2023-06-24 00:00:00.000 UTC,4638494066.704021,Lending
2176,318750300.4544071,2023-06-23 00:00:00.000 UTC,4632271263.088811,Other
2177,25217786.17258242,2023-06-23 00:00:00.000 UTC,4632271263.088811,Treasury
2178,176651030.0118627,2023-06-23 00:00:00.000 UTC,4632271263.088811,Dai Savings
2179,11009188.24575299,2023-06-23 00:00:00.000 UTC,4632271263.088811,CeFi
2180,199707258.8858923,2023-06-23 00:00:00.000 UTC,4632271263.088811,Lending
2181,323110516.03291976,2023-06-23 00:00:00.000 UTC,4632271263.088811,Dex
2182,493880339.8797809,2023-06-23 00:00:00.000 UTC,4632271263.088811,Bridge
2183,3083944843.4056125,2023-06-23 00:00:00.000 UTC,4632271263.088811,EOA
2184,320176072.8544089,2023-06-22 00:00:00.000 UTC,4619353524.651799,Other
2185,198457666.99962124,2023-06-22 00:00:00.000 UTC,4619353524.651799,Lending
2186,493061708.31134075,2023-06-22 00:00:00.000 UTC,4619353524.651799,Bridge
2187,167601446.21550363,2023-06-22 00:00:00.000 UTC,4619353524.651799,Dai Savings
2188,14075137.712046938,2023-06-22 00:00:00.000 UTC,4619353524.651799,CeFi
2189,3093035818.306734,2023-06-22 00:00:00.000 UTC,4619353524.651799,EOA
2190,307729388.038836,2023-06-22 00:00:00.000 UTC,4619353524.651799,Dex
2191,25216286.213307753,2023-06-22 00:00:00.000 UTC,4619353524.651799,Treasury
2192,25216286.213307753,2023-06-21 00:00:00.000 UTC,4593284533.138553,Treasury
2193,163562194.899469,2023-06-21 00:00:00.000 UTC,4593284533.138553,Dai Savings
2194,9733273.067202764,2023-06-21 00:00:00.000 UTC,4593284533.138553,CeFi
2195,201337739.67849216,2023-06-21 00:00:00.000 UTC,4593284533.138553,Lending
2196,290360160.84713066,2023-06-21 00:00:00.000 UTC,4593284533.138553,Dex
2197,497780640.68547195,2023-06-21 00:00:00.000 UTC,4593284533.138553,Bridge
2198,3087446983.393143,2023-06-21 00:00:00.000 UTC,4593284533.138553,EOA
2199,317847254.3543348,2023-06-21 00:00:00.000 UTC,4593284533.138553,Other
2200,148563328.56046522,2023-06-20 00:00:00.000 UTC,4597008651.519142,Dai Savings
2201,291413349.84909606,2023-06-20 00:00:00.000 UTC,4597008651.519142,Dex
2202,202435539.29110742,2023-06-20 00:00:00.000 UTC,4597008651.519142,Lending
2203,496922587.6879911,2023-06-20 00:00:00.000 UTC,4597008651.519142,Bridge
2204,3101441046.6362395,2023-06-20 00:00:00.000 UTC,4597008651.519142,EOA
2205,25216286.213307753,2023-06-20 00:00:00.000 UTC,4597008651.519142,Treasury
2206,318290423.6842634,2023-06-20 00:00:00.000 UTC,4597008651.519142,Other
2207,12726089.596672116,2023-06-20 00:00:00.000 UTC,4597008651.519142,CeFi
2208,25216286.213307753,2023-06-19 00:00:00.000 UTC,4553809234.457072,Treasury
2209,185718881.63252306,2023-06-19 00:00:00.000 UTC,4553809234.457072,Lending
2210,3106322506.6417146,2023-06-19 00:00:00.000 UTC,4553809234.457072,EOA
2211,327138689.24083734,2023-06-19 00:00:00.000 UTC,4553809234.457072,Other
2212,12223045.132113207,2023-06-19 00:00:00.000 UTC,4553809234.457072,CeFi
2213,129968066.52319762,2023-06-19 00:00:00.000 UTC,4553809234.457072,Dai Savings
2214,495210408.3884197,2023-06-19 00:00:00.000 UTC,4553809234.457072,Bridge
2215,272011350.6849591,2023-06-19 00:00:00.000 UTC,4553809234.457072,Dex
2216,325469019.6996997,2023-06-18 00:00:00.000 UTC,4537108703.394062,Other
2217,196236813.63265026,2023-06-18 00:00:00.000 UTC,4537108703.394062,Lending
2218,25216286.213307753,2023-06-18 00:00:00.000 UTC,4537108703.394062,Treasury
2219,3105365658.15968,2023-06-18 00:00:00.000 UTC,4537108703.394062,EOA
2220,494409583.01283586,2023-06-18 00:00:00.000 UTC,4537108703.394062,Bridge
2221,270754246.08314615,2023-06-18 00:00:00.000 UTC,4537108703.394062,Dex
2222,13225123.670520514,2023-06-18 00:00:00.000 UTC,4537108703.394062,CeFi
2223,106431972.92222139,2023-06-18 00:00:00.000 UTC,4537108703.394062,Dai Savings
2224,493663427.9536592,2023-06-17 00:00:00.000 UTC,4526454695.083739,Bridge
2225,264886949.06991482,2023-06-17 00:00:00.000 UTC,4526454695.083739,Dex
2226,188594836.01396188,2023-06-17 00:00:00.000 UTC,4526454695.083739,Lending
2227,12596888.577012924,2023-06-17 00:00:00.000 UTC,4526454695.083739,CeFi
2228,328114193.4989514,2023-06-17 00:00:00.000 UTC,4526454695.083739,Other
2229,106133575.59495053,2023-06-17 00:00:00.000 UTC,4526454695.083739,Dai Savings
2230,25216286.213307753,2023-06-17 00:00:00.000 UTC,4526454695.083739,Treasury
2231,3107248538.16198,2023-06-17 00:00:00.000 UTC,4526454695.083739,EOA
2232,105265874.72682361,2023-06-16 00:00:00.000 UTC,4508910022.164691,Dai Savings
2233,12823789.30640484,2023-06-16 00:00:00.000 UTC,4508910022.164691,CeFi
2234,3103069227.5118523,2023-06-16 00:00:00.000 UTC,4508910022.164691,EOA
2235,249536102.00455365,2023-06-16 00:00:00.000 UTC,4508910022.164691,Dex
2236,491195135.39704335,2023-06-16 00:00:00.000 UTC,4508910022.164691,Bridge
2237,329997954.5380284,2023-06-16 00:00:00.000 UTC,4508910022.164691,Other
2238,191805652.46667737,2023-06-16 00:00:00.000 UTC,4508910022.164691,Lending
2239,25216286.213307753,2023-06-16 00:00:00.000 UTC,4508910022.164691,Treasury
2240,105181572.14487165,2023-06-15 00:00:00.000 UTC,4499389868.908686,Dai Savings
2241,243909225.30749726,2023-06-15 00:00:00.000 UTC,4499389868.908686,Dex
2242,188332587.02767363,2023-06-15 00:00:00.000 UTC,4499389868.908686,Lending
2243,330106892.55227613,2023-06-15 00:00:00.000 UTC,4499389868.908686,Other
2244,3103817289.949425,2023-06-15 00:00:00.000 UTC,4499389868.908686,EOA
2245,492125432.84843147,2023-06-15 00:00:00.000 UTC,4499389868.908686,Bridge
2246,10700582.86520258,2023-06-15 00:00:00.000 UTC,4499389868.908686,CeFi
2247,25216286.213307753,2023-06-15 00:00:00.000 UTC,4499389868.908686,Treasury
2248,25216286.213307753,2023-06-14 00:00:00.000 UTC,4595138503.213898,Treasury
2249,23834651.09680701,2023-06-14 00:00:00.000 UTC,4595138503.213898,CeFi
2250,105175071.10972603,2023-06-14 00:00:00.000 UTC,4595138503.213898,Dai Savings
2251,261978179.38354072,2023-06-14 00:00:00.000 UTC,4595138503.213898,Dex
2252,507600975.43253917,2023-06-14 00:00:00.000 UTC,4595138503.213898,Bridge
2253,196460201.90769798,2023-06-14 00:00:00.000 UTC,4595138503.213898,Lending
2254,339587706.5026178,2023-06-14 00:00:00.000 UTC,4595138503.213898,Other
2255,3135285431.567662,2023-06-14 00:00:00.000 UTC,4595138503.213898,EOA
2256,187006904.01368943,2023-06-13 00:00:00.000 UTC,4600835805.877676,Lending
2257,333137482.99318266,2023-06-13 00:00:00.000 UTC,4600835805.877676,Other
2258,508557473.8552029,2023-06-13 00:00:00.000 UTC,4600835805.877676,Bridge
2259,23341447.564481452,2023-06-13 00:00:00.000 UTC,4600835805.877676,CeFi
2260,283813720.7603896,2023-06-13 00:00:00.000 UTC,4600835805.877676,Dex
2261,3134587419.3676963,2023-06-13 00:00:00.000 UTC,4600835805.877676,EOA
2262,25216286.213307753,2023-06-13 00:00:00.000 UTC,4600835805.877676,Treasury
2263,105175071.10972603,2023-06-13 00:00:00.000 UTC,4600835805.877676,Dai Savings
2264,511356185.5802178,2023-06-12 00:00:00.000 UTC,4628179333.337303,Bridge
2265,25216286.213307753,2023-06-12 00:00:00.000 UTC,4628179333.337303,Treasury
2266,334387070.8645938,2023-06-12 00:00:00.000 UTC,4628179333.337303,Other
2267,3139714386.833738,2023-06-12 00:00:00.000 UTC,4628179333.337303,EOA
2268,187301664.88154235,2023-06-12 00:00:00.000 UTC,4628179333.337303,Lending
2269,105154249.05376668,2023-06-12 00:00:00.000 UTC,4628179333.337303,Dai Savings
2270,26317674.73142735,2023-06-12 00:00:00.000 UTC,4628179333.337303,CeFi
2271,298731815.1787103,2023-06-12 00:00:00.000 UTC,4628179333.337303,Dex
2272,29380180.742537588,2023-06-11 00:00:00.000 UTC,4647022398.524252,CeFi
2273,192156792.09043586,2023-06-11 00:00:00.000 UTC,4647022398.524252,Lending
2274,25216286.213307753,2023-06-11 00:00:00.000 UTC,4647022398.524252,Treasury
2275,511836506.1890999,2023-06-11 00:00:00.000 UTC,4647022398.524252,Bridge
2276,3144827542.6248636,2023-06-11 00:00:00.000 UTC,4647022398.524252,EOA
2277,326460854.5781638,2023-06-11 00:00:00.000 UTC,4647022398.524252,Other
2278,315992443.9331921,2023-06-11 00:00:00.000 UTC,4647022398.524252,Dex
2279,101151792.15265195,2023-06-11 00:00:00.000 UTC,4647022398.524252,Dai Savings
2280,511982809.3551801,2023-06-10 00:00:00.000 UTC,4648968181.238685,Bridge
2281,186136135.7590826,2023-06-10 00:00:00.000 UTC,4648968181.238685,Lending
2282,315415357.4468624,2023-06-10 00:00:00.000 UTC,4648968181.238685,Dex
2283,329444135.1473945,2023-06-10 00:00:00.000 UTC,4648968181.238685,Other
2284,25266286.21330775,2023-06-10 00:00:00.000 UTC,4648968181.238685,Treasury
2285,30181147.273514617,2023-06-10 00:00:00.000 UTC,4648968181.238685,CeFi
2286,3149773951.8192964,2023-06-10 00:00:00.000 UTC,4648968181.238685,EOA
2287,100768358.22404657,2023-06-10 00:00:00.000 UTC,4648968181.238685,Dai Savings
2288,510992251.8992537,2023-06-09 00:00:00.000 UTC,4652680954.487492,Bridge
2289,25266286.21330775,2023-06-09 00:00:00.000 UTC,4652680954.487492,Treasury
2290,26195827.93630528,2023-06-09 00:00:00.000 UTC,4652680954.487492,CeFi
2291,3153762523.4326396,2023-06-09 00:00:00.000 UTC,4652680954.487492,EOA
2292,190779451.49793783,2023-06-09 00:00:00.000 UTC,4652680954.487492,Lending
2293,100768358.22404657,2023-06-09 00:00:00.000 UTC,4652680954.487492,Dai Savings
2294,346140497.50823754,2023-06-09 00:00:00.000 UTC,4652680954.487492,Other
2295,298775757.77576363,2023-06-09 00:00:00.000 UTC,4652680954.487492,Dex
2296,191774345.5973124,2023-06-08 00:00:00.000 UTC,4657623408.313641,Lending
2297,100768358.22404657,2023-06-08 00:00:00.000 UTC,4657623408.313641,Dai Savings
2298,347499399.4480131,2023-06-08 00:00:00.000 UTC,4657623408.313641,Other
2299,510851065.29005456,2023-06-08 00:00:00.000 UTC,4657623408.313641,Bridge
2300,304186267.1076329,2023-06-08 00:00:00.000 UTC,4657623408.313641,Dex
2301,3152386090.5932927,2023-06-08 00:00:00.000 UTC,4657623408.313641,EOA
2302,25266286.21330775,2023-06-08 00:00:00.000 UTC,4657623408.313641,Treasury
2303,24891595.839980137,2023-06-08 00:00:00.000 UTC,4657623408.313641,CeFi
2304,309746715.01637125,2023-06-07 00:00:00.000 UTC,4672720569.379545,Dex
2305,348655107.69565845,2023-06-07 00:00:00.000 UTC,4672720569.379545,Other
2306,30358149.505707335,2023-06-07 00:00:00.000 UTC,4672720569.379545,CeFi
2307,100765179.33728974,2023-06-07 00:00:00.000 UTC,4672720569.379545,Dai Savings
2308,3151300636.144483,2023-06-07 00:00:00.000 UTC,4672720569.379545,EOA
2309,510486815.3994751,2023-06-07 00:00:00.000 UTC,4672720569.379545,Bridge
2310,196141680.06725353,2023-06-07 00:00:00.000 UTC,4672720569.379545,Lending
2311,25266286.21330775,2023-06-07 00:00:00.000 UTC,4672720569.379545,Treasury
2312,3148523556.466938,2023-06-06 00:00:00.000 UTC,4677601022.457999,EOA
2313,25266286.21330775,2023-06-06 00:00:00.000 UTC,4677601022.457999,Treasury
2314,317151374.18381834,2023-06-06 00:00:00.000 UTC,4677601022.457999,Dex
2315,28103385.02091299,2023-06-06 00:00:00.000 UTC,4677601022.457999,CeFi
2316,195394884.1021248,2023-06-06 00:00:00.000 UTC,4677601022.457999,Lending
2317,100762374.78835788,2023-06-06 00:00:00.000 UTC,4677601022.457999,Dai Savings
2318,344037284.24721164,2023-06-06 00:00:00.000 UTC,4677601022.457999,Other
2319,518361877.43532753,2023-06-06 00:00:00.000 UTC,4677601022.457999,Bridge
2320,300160509.1941494,2023-06-05 00:00:00.000 UTC,4690774938.454788,Dex
2321,100758800.00004983,2023-06-05 00:00:00.000 UTC,4690774938.454788,Dai Savings
2322,33823663.9476858,2023-06-05 00:00:00.000 UTC,4690774938.454788,CeFi
2323,3166341521.6582413,2023-06-05 00:00:00.000 UTC,4690774938.454788,EOA
2324,194970628.528474,2023-06-05 00:00:00.000 UTC,4690774938.454788,Lending
2325,349525666.3779594,2023-06-05 00:00:00.000 UTC,4690774938.454788,Other
2326,519927862.53492063,2023-06-05 00:00:00.000 UTC,4690774938.454788,Bridge
2327,25266286.21330775,2023-06-05 00:00:00.000 UTC,4690774938.454788,Treasury
2328,33390886.4291616,2023-06-04 00:00:00.000 UTC,4694445936.82166,CeFi
2329,3140910963.726962,2023-06-04 00:00:00.000 UTC,4694445936.82166,EOA
2330,100790299.83537157,2023-06-04 00:00:00.000 UTC,4694445936.82166,Dai Savings
2331,327737773.3702717,2023-06-04 00:00:00.000 UTC,4694445936.82166,Dex
2332,25265982.718900494,2023-06-04 00:00:00.000 UTC,4694445936.82166,Treasury
2333,527131859.22507393,2023-06-04 00:00:00.000 UTC,4694445936.82166,Bridge
2334,199026905.14878982,2023-06-04 00:00:00.000 UTC,4694445936.82166,Lending
2335,340191266.367129,2023-06-04 00:00:00.000 UTC,4694445936.82166,Other
2336,33018821.78203522,2023-06-03 00:00:00.000 UTC,4694244759.627489,CeFi
2337,25265982.718900494,2023-06-03 00:00:00.000 UTC,4694244759.627489,Treasury
2338,332918756.98063296,2023-06-03 00:00:00.000 UTC,4694244759.627489,Other
2339,100752121.22108908,2023-06-03 00:00:00.000 UTC,4694244759.627489,Dai Savings
2340,3141680479.961208,2023-06-03 00:00:00.000 UTC,4694244759.627489,EOA
2341,199892848.2911238,2023-06-03 00:00:00.000 UTC,4694244759.627489,Lending
2342,327545915.15403825,2023-06-03 00:00:00.000 UTC,4694244759.627489,Dex
2343,533169833.5184616,2023-06-03 00:00:00.000 UTC,4694244759.627489,Bridge
2344,326950272.2518282,2023-06-02 00:00:00.000 UTC,4695612261.605437,Dex
2345,532245204.1926536,2023-06-02 00:00:00.000 UTC,4695612261.605437,Bridge
2346,33239467.133716043,2023-06-02 00:00:00.000 UTC,4695612261.605437,CeFi
2347,3144112536.6643143,2023-06-02 00:00:00.000 UTC,4695612261.605437,EOA
2348,100674253.06795034,2023-06-02 00:00:00.000 UTC,4695612261.605437,Dai Savings
2349,25265982.718900494,2023-06-02 00:00:00.000 UTC,4695612261.605437,Treasury
2350,332599268.09174377,2023-06-02 00:00:00.000 UTC,4695612261.605437,Other
2351,200525277.484331,2023-06-02 00:00:00.000 UTC,4695612261.605437,Lending
2352,3150615843.892807,2023-06-01 00:00:00.000 UTC,4706848711.238013,EOA
2353,321318100.2026116,2023-06-01 00:00:00.000 UTC,4706848711.238013,Dex
2354,25265982.718900494,2023-06-01 00:00:00.000 UTC,4706848711.238013,Treasury
2355,38601731.36596982,2023-06-01 00:00:00.000 UTC,4706848711.238013,CeFi
2356,100674253.06795034,2023-06-01 00:00:00.000 UTC,4706848711.238013,Dai Savings
2357,533183487.7459037,2023-06-01 00:00:00.000 UTC,4706848711.238013,Bridge
2358,210177604.43642294,2023-06-01 00:00:00.000 UTC,4706848711.238013,Lending
2359,327011707.8074476,2023-06-01 00:00:00.000 UTC,4706848711.238013,Other
2360,3148718194.723898,2023-05-31 00:00:00.000 UTC,4724532588.741262,EOA
2361,533881574.2391354,2023-05-31 00:00:00.000 UTC,4724532588.741262,Bridge
2362,25265982.718900494,2023-05-31 00:00:00.000 UTC,4724532588.741262,Treasury
2363,330260882.72862715,2023-05-31 00:00:00.000 UTC,4724532588.741262,Other
2364,211618721.28256634,2023-05-31 00:00:00.000 UTC,4724532588.741262,Lending
2365,100668319.52393946,2023-05-31 00:00:00.000 UTC,4724532588.741262,Dai Savings
2366,44411989.29316137,2023-05-31 00:00:00.000 UTC,4724532588.741262,CeFi
2367,329706924.23103505,2023-05-31 00:00:00.000 UTC,4724532588.741262,Dex
2368,533092725.9649119,2023-05-30 00:00:00.000 UTC,4733675211.221834,Bridge
2369,3155080768.199558,2023-05-30 00:00:00.000 UTC,4733675211.221834,EOA
2370,329600897.2629406,2023-05-30 00:00:00.000 UTC,4733675211.221834,Dex
2371,333894380.5954832,2023-05-30 00:00:00.000 UTC,4733675211.221834,Other
2372,100668319.52393946,2023-05-30 00:00:00.000 UTC,4733675211.221834,Dai Savings
2373,25265982.718900494,2023-05-30 00:00:00.000 UTC,4733675211.221834,Treasury
2374,213478973.4172088,2023-05-30 00:00:00.000 UTC,4733675211.221834,Lending
2375,42593163.53889225,2023-05-30 00:00:00.000 UTC,4733675211.221834,CeFi
2376,317312129.9563584,2023-05-29 00:00:00.000 UTC,4733379199.962688,Dex
2377,3161764863.365699,2023-05-29 00:00:00.000 UTC,4733379199.962688,EOA
2378,101661404.84274353,2023-05-29 00:00:00.000 UTC,4733379199.962688,Dai Savings
2379,333179180.8702739,2023-05-29 00:00:00.000 UTC,4733379199.962688,Other
2380,533312268.4892986,2023-05-29 00:00:00.000 UTC,4733379199.962688,Bridge
2381,216255678.93768382,2023-05-29 00:00:00.000 UTC,4733379199.962688,Lending
2382,25265982.718900494,2023-05-29 00:00:00.000 UTC,4733379199.962688,Treasury
2383,44627690.78173153,2023-05-29 00:00:00.000 UTC,4733379199.962688,CeFi
2384,25265982.718900494,2023-05-28 00:00:00.000 UTC,4728771406.583906,Treasury
2385,334332282.34061795,2023-05-28 00:00:00.000 UTC,4728771406.583906,Other
2386,325093743.2539752,2023-05-28 00:00:00.000 UTC,4728771406.583906,Dex
2387,101661404.84274353,2023-05-28 00:00:00.000 UTC,4728771406.583906,Dai Savings
2388,216226313.59923643,2023-05-28 00:00:00.000 UTC,4728771406.583906,Lending
2389,534977823.54932755,2023-05-28 00:00:00.000 UTC,4728771406.583906,Bridge
2390,43764035.67033138,2023-05-28 00:00:00.000 UTC,4728771406.583906,CeFi
2391,3147449820.6087737,2023-05-28 00:00:00.000 UTC,4728771406.583906,EOA
2392,534255768.1392543,2023-05-27 00:00:00.000 UTC,4727865321.792503,Bridge
2393,215155825.74793705,2023-05-27 00:00:00.000 UTC,4727865321.792503,Lending
2394,334578955.7373666,2023-05-27 00:00:00.000 UTC,4727865321.792503,Other
2395,3149247336.4263134,2023-05-27 00:00:00.000 UTC,4727865321.792503,EOA
2396,43551675.818406105,2023-05-27 00:00:00.000 UTC,4727865321.792503,CeFi
2397,25265982.718900494,2023-05-27 00:00:00.000 UTC,4727865321.792503,Treasury
2398,101661404.84274353,2023-05-27 00:00:00.000 UTC,4727865321.792503,Dai Savings
2399,324148372.361582,2023-05-27 00:00:00.000 UTC,4727865321.792503,Dex
2400,212302574.8211521,2023-05-26 00:00:00.000 UTC,4724668069.089235,Lending
2401,315713987.1464526,2023-05-26 00:00:00.000 UTC,4724668069.089235,Dex
2402,3158419471.6112247,2023-05-26 00:00:00.000 UTC,4724668069.089235,EOA
2403,43560121.88143688,2023-05-26 00:00:00.000 UTC,4724668069.089235,CeFi
2404,533269466.2466728,2023-05-26 00:00:00.000 UTC,4724668069.089235,Bridge
2405,333730572.0598397,2023-05-26 00:00:00.000 UTC,4724668069.089235,Other
2406,101607392.60355616,2023-05-26 00:00:00.000 UTC,4724668069.089235,Dai Savings
2407,26064482.718900494,2023-05-26 00:00:00.000 UTC,4724668069.089235,Treasury
2408,528683854.03657705,2023-05-25 00:00:00.000 UTC,4727640950.321637,Bridge
2409,42688290.808813676,2023-05-25 00:00:00.000 UTC,4727640950.321637,CeFi
2410,3168900406.4333825,2023-05-25 00:00:00.000 UTC,4727640950.321637,EOA
2411,315241140.1002154,2023-05-25 00:00:00.000 UTC,4727640950.321637,Dex
2412,26044482.718900494,2023-05-25 00:00:00.000 UTC,4727640950.321637,Treasury
2413,210510337.67092678,2023-05-25 00:00:00.000 UTC,4727640950.321637,Lending
2414,333972501.1600906,2023-05-25 00:00:00.000 UTC,4727640950.321637,Other
2415,101599937.39272943,2023-05-25 00:00:00.000 UTC,4727640950.321637,Dai Savings
2416,26044372.099523358,2023-05-24 00:00:00.000 UTC,4730322426.452882,Treasury
2417,101599937.39272943,2023-05-24 00:00:00.000 UTC,4730322426.452882,Dai Savings
2418,317422786.3392199,2023-05-24 00:00:00.000 UTC,4730322426.452882,Dex
2419,3171084982.002402,2023-05-24 00:00:00.000 UTC,4730322426.452882,EOA
2420,40102730.32797211,2023-05-24 00:00:00.000 UTC,4730322426.452882,CeFi
2421,335331866.6046801,2023-05-24 00:00:00.000 UTC,4730322426.452882,Other
2422,527130738.784455,2023-05-24 00:00:00.000 UTC,4730322426.452882,Bridge
2423,211605012.9018995,2023-05-24 00:00:00.000 UTC,4730322426.452882,Lending
2424,212231352.07445225,2023-05-23 00:00:00.000 UTC,4741421600.097362,Lending
2425,317520958.3691436,2023-05-23 00:00:00.000 UTC,4741421600.097362,Dex
2426,534823325.3656006,2023-05-23 00:00:00.000 UTC,4741421600.097362,Bridge
2427,101599937.39272943,2023-05-23 00:00:00.000 UTC,4741421600.097362,Dai Savings
2428,39537990.34248495,2023-05-23 00:00:00.000 UTC,4741421600.097362,CeFi
2429,3170571695.2110214,2023-05-23 00:00:00.000 UTC,4741421600.097362,EOA
2430,26044372.099523358,2023-05-23 00:00:00.000 UTC,4741421600.097362,Treasury
2431,339091969.2424059,2023-05-23 00:00:00.000 UTC,4741421600.097362,Other
2432,318642090.79790837,2023-05-22 00:00:00.000 UTC,4768688155.848923,Dex
2433,101609227.85616422,2023-05-22 00:00:00.000 UTC,4768688155.848923,Dai Savings
2434,24636658.249523357,2023-05-22 00:00:00.000 UTC,4768688155.848923,Treasury
2435,535279572.765049,2023-05-22 00:00:00.000 UTC,4768688155.848923,Bridge
2436,223726966.3077285,2023-05-22 00:00:00.000 UTC,4768688155.848923,Lending
2437,341906057.33685726,2023-05-22 00:00:00.000 UTC,4768688155.848923,Other
2438,46237721.149595134,2023-05-22 00:00:00.000 UTC,4768688155.848923,CeFi
2439,3176649861.3860974,2023-05-22 00:00:00.000 UTC,4768688155.848923,EOA
2440,535524742.59436435,2023-05-21 00:00:00.000 UTC,4764081180.632218,Bridge
2441,221764742.7916155,2023-05-21 00:00:00.000 UTC,4764081180.632218,Lending
2442,44495374.68197835,2023-05-21 00:00:00.000 UTC,4764081180.632218,CeFi
2443,346989014.25804824,2023-05-21 00:00:00.000 UTC,4764081180.632218,Other
2444,317571089.39483446,2023-05-21 00:00:00.000 UTC,4764081180.632218,Dex
2445,101629764.5374731,2023-05-21 00:00:00.000 UTC,4764081180.632218,Dai Savings
