,balance,dt,total_balance,wallet
5842,212001949.19944897,2022-03-22 00:00:00.000 UTC,9626557690.430815,CeFi
5843,104181306.81196208,2022-03-22 00:00:00.000 UTC,9626557690.430815,Dai Savings
5844,20397522.56154648,2022-03-22 00:00:00.000 UTC,9626557690.430815,Treasury
5845,2066764302.190559,2022-03-22 00:00:00.000 UTC,9626557690.430815,Dex
5846,1268579350.1666362,2022-03-22 00:00:00.000 UTC,9626557690.430815,Lending
5847,1766748385.9342222,2022-03-22 00:00:00.000 UTC,9626557690.430815,Bridge
5848,104650403.06682678,2022-03-21 00:00:00.000 UTC,9674867039.978394,Dai Savings
5849,20397522.56154648,2022-03-21 00:00:00.000 UTC,9674867039.978394,Treasury
5850,703418267.9669538,2022-03-21 00:00:00.000 UTC,9674867039.978394,Other
5851,214992090.03053495,2022-03-21 00:00:00.000 UTC,9674867039.978394,CeFi
5852,1265011854.1807323,2022-03-21 00:00:00.000 UTC,9674867039.978394,Lending
5853,2072025554.4348261,2022-03-21 00:00:00.000 UTC,9674867039.978394,Dex
5854,3486036151.0863895,2022-03-21 00:00:00.000 UTC,9674867039.978394,EOA
5855,1808335196.6505847,2022-03-21 00:00:00.000 UTC,9674867039.978394,Bridge
5856,104651581.3002869,2022-03-20 00:00:00.000 UTC,9666053061.110373,Dai Savings
5857,701816099.8743532,2022-03-20 00:00:00.000 UTC,9666053061.110373,Other
5858,2051526474.2718806,2022-03-20 00:00:00.000 UTC,9666053061.110373,Dex
5859,1252164191.4654183,2022-03-20 00:00:00.000 UTC,9666053061.110373,Lending
5860,3504433720.3195815,2022-03-20 00:00:00.000 UTC,9666053061.110373,EOA
5861,1817049614.2077584,2022-03-20 00:00:00.000 UTC,9666053061.110373,Bridge
5862,214013857.1095478,2022-03-20 00:00:00.000 UTC,9666053061.110373,CeFi
5863,20397522.56154648,2022-03-20 00:00:00.000 UTC,9666053061.110373,Treasury
5864,702277285.3818681,2022-03-19 00:00:00.000 UTC,9605571947.38832,Other
5865,20397522.56154648,2022-03-19 00:00:00.000 UTC,9605571947.38832,Treasury
5866,1200943842.7333817,2022-03-19 00:00:00.000 UTC,9605571947.38832,Lending
5867,104651501.24286191,2022-03-19 00:00:00.000 UTC,9605571947.38832,Dai Savings
5868,212670664.2797759,2022-03-19 00:00:00.000 UTC,9605571947.38832,CeFi
5869,3494078378.018861,2022-03-19 00:00:00.000 UTC,9605571947.38832,EOA
5870,1815346165.0619836,2022-03-19 00:00:00.000 UTC,9605571947.38832,Bridge
5871,2055206588.1080425,2022-03-19 00:00:00.000 UTC,9605571947.38832,Dex
5872,21147522.56154648,2022-03-18 00:00:00.000 UTC,9585378512.474482,Treasury
5873,2046938674.84374,2022-03-18 00:00:00.000 UTC,9585378512.474482,Dex
5874,1809278280.5487297,2022-03-18 00:00:00.000 UTC,9585378512.474482,Bridge
5875,215553825.73179725,2022-03-18 00:00:00.000 UTC,9585378512.474482,CeFi
5876,3497939370.4418106,2022-03-18 00:00:00.000 UTC,9585378512.474482,EOA
5877,697862949.8231974,2022-03-18 00:00:00.000 UTC,9585378512.474482,Other
5878,104784770.37802376,2022-03-18 00:00:00.000 UTC,9585378512.474482,Dai Savings
5879,1191873118.1456366,2022-03-18 00:00:00.000 UTC,9585378512.474482,Lending
5880,3496534615.2795563,2022-03-17 00:00:00.000 UTC,9536741713.205578,EOA
5881,219399831.93658224,2022-03-17 00:00:00.000 UTC,9536741713.205578,CeFi
5882,680876828.834241,2022-03-17 00:00:00.000 UTC,9536741713.205578,Other
5883,1817625522.9776027,2022-03-17 00:00:00.000 UTC,9536741713.205578,Bridge
5884,105091885.40339486,2022-03-17 00:00:00.000 UTC,9536741713.205578,Dai Savings
5885,21147522.56154648,2022-03-17 00:00:00.000 UTC,9536741713.205578,Treasury
5886,2012374054.3653312,2022-03-17 00:00:00.000 UTC,9536741713.205578,Dex
5887,1183691451.8473222,2022-03-17 00:00:00.000 UTC,9536741713.205578,Lending
5888,217258028.94677827,2022-03-16 00:00:00.000 UTC,9513895314.407661,CeFi
5889,1186313824.5084198,2022-03-16 00:00:00.000 UTC,9513895314.407661,Lending
5890,2014868094.237614,2022-03-16 00:00:00.000 UTC,9513895314.407661,Dex
5891,3467862954.554881,2022-03-16 00:00:00.000 UTC,9513895314.407661,EOA
5892,683311827.9672393,2022-03-16 00:00:00.000 UTC,9513895314.407661,Other
5893,21147522.56154648,2022-03-16 00:00:00.000 UTC,9513895314.407661,Treasury
5894,105515077.03624439,2022-03-16 00:00:00.000 UTC,9513895314.407661,Dai Savings
5895,1817617984.5949383,2022-03-16 00:00:00.000 UTC,9513895314.407661,Bridge
5896,21147522.56154648,2022-03-15 00:00:00.000 UTC,9508239645.844845,Treasury
5897,686387466.1989099,2022-03-15 00:00:00.000 UTC,9508239645.844845,Other
5898,1817564770.0405028,2022-03-15 00:00:00.000 UTC,9508239645.844845,Bridge
5899,217150981.67749676,2022-03-15 00:00:00.000 UTC,9508239645.844845,CeFi
5900,105465678.6154658,2022-03-15 00:00:00.000 UTC,9508239645.844845,Dai Savings
5901,3465695298.958317,2022-03-15 00:00:00.000 UTC,9508239645.844845,EOA
5902,1996569638.4618402,2022-03-15 00:00:00.000 UTC,9508239645.844845,Dex
5903,1198258289.3307667,2022-03-15 00:00:00.000 UTC,9508239645.844845,Lending
5904,212971569.80639586,2022-03-14 00:00:00.000 UTC,9519588076.086796,CeFi
5905,692841626.2485579,2022-03-14 00:00:00.000 UTC,9519588076.086796,Other
5906,2010141368.6680393,2022-03-14 00:00:00.000 UTC,9519588076.086796,Dex
5907,17897022.56154648,2022-03-14 00:00:00.000 UTC,9519588076.086796,Treasury
5908,1201418053.2292962,2022-03-14 00:00:00.000 UTC,9519588076.086796,Lending
5909,3460105035.899933,2022-03-14 00:00:00.000 UTC,9519588076.086796,EOA
5910,1818713637.8399308,2022-03-14 00:00:00.000 UTC,9519588076.086796,Bridge
5911,105499761.83309513,2022-03-14 00:00:00.000 UTC,9519588076.086796,Dai Savings
5912,104770498.5111123,2022-03-13 00:00:00.000 UTC,9522447221.29044,Dai Savings
5913,17897022.56154648,2022-03-13 00:00:00.000 UTC,9522447221.29044,Treasury
5914,687654548.2013232,2022-03-13 00:00:00.000 UTC,9522447221.29044,Other
5915,1820308570.5658386,2022-03-13 00:00:00.000 UTC,9522447221.29044,Bridge
5916,2022272407.9618409,2022-03-13 00:00:00.000 UTC,9522447221.29044,Dex
5917,210804712.60162103,2022-03-13 00:00:00.000 UTC,9522447221.29044,CeFi
5918,3448026354.168619,2022-03-13 00:00:00.000 UTC,9522447221.29044,EOA
5919,1210713106.7185388,2022-03-13 00:00:00.000 UTC,9522447221.29044,Lending
5920,104771877.25934389,2022-03-12 00:00:00.000 UTC,9537477105.563923,Dai Savings
5921,17897022.56154648,2022-03-12 00:00:00.000 UTC,9537477105.563923,Treasury
5922,203940233.7169931,2022-03-12 00:00:00.000 UTC,9537477105.563923,CeFi
5923,2040663673.8946567,2022-03-12 00:00:00.000 UTC,9537477105.563923,Dex
5924,689600484.1189734,2022-03-12 00:00:00.000 UTC,9537477105.563923,Other
5925,1828972901.929323,2022-03-12 00:00:00.000 UTC,9537477105.563923,Bridge
5926,3440064096.109147,2022-03-12 00:00:00.000 UTC,9537477105.563923,EOA
5927,1211566815.9739397,2022-03-12 00:00:00.000 UTC,9537477105.563923,Lending
5928,104773218.98400617,2022-03-11 00:00:00.000 UTC,9524112050.690952,Dai Savings
5929,1210799274.3392484,2022-03-11 00:00:00.000 UTC,9524112050.690952,Lending
5930,683488570.0304146,2022-03-11 00:00:00.000 UTC,9524112050.690952,Other
5931,3426876524.249463,2022-03-11 00:00:00.000 UTC,9524112050.690952,EOA
5932,17797022.56154648,2022-03-11 00:00:00.000 UTC,9524112050.690952,Treasury
5933,2051367768.5711782,2022-03-11 00:00:00.000 UTC,9524112050.690952,Dex
5934,205379022.81618726,2022-03-11 00:00:00.000 UTC,9524112050.690952,CeFi
5935,1823630649.1389074,2022-03-11 00:00:00.000 UTC,9524112050.690952,Bridge
5936,105064046.91664493,2022-03-10 00:00:00.000 UTC,9504614197.74499,Dai Savings
5937,17797022.56154648,2022-03-10 00:00:00.000 UTC,9504614197.74499,Treasury
5938,688024874.9045985,2022-03-10 00:00:00.000 UTC,9504614197.74499,Other
5939,199702928.32722723,2022-03-10 00:00:00.000 UTC,9504614197.74499,CeFi
5940,1217186644.7243671,2022-03-10 00:00:00.000 UTC,9504614197.74499,Lending
5941,1825063317.0292487,2022-03-10 00:00:00.000 UTC,9504614197.74499,Bridge
5942,3415435899.935826,2022-03-10 00:00:00.000 UTC,9504614197.74499,EOA
5943,2036339463.3455317,2022-03-10 00:00:00.000 UTC,9504614197.74499,Dex
5944,17797022.56154648,2022-03-09 00:00:00.000 UTC,9503426858.76513,Treasury
5945,1218199501.811417,2022-03-09 00:00:00.000 UTC,9503426858.76513,Lending
5946,1826846147.191336,2022-03-09 00:00:00.000 UTC,9503426858.76513,Bridge
5947,666229091.7335202,2022-03-09 00:00:00.000 UTC,9503426858.76513,Other
5948,3429452388.059808,2022-03-09 00:00:00.000 UTC,9503426858.76513,EOA
5949,197182138.38754547,2022-03-09 00:00:00.000 UTC,9503426858.76513,CeFi
5950,2041604202.8805351,2022-03-09 00:00:00.000 UTC,9503426858.76513,Dex
5951,106116366.13942146,2022-03-09 00:00:00.000 UTC,9503426858.76513,Dai Savings
5952,106169670.37828605,2022-03-08 00:00:00.000 UTC,9464478973.133635,Dai Savings
5953,1838267570.65326,2022-03-08 00:00:00.000 UTC,9464478973.133635,Bridge
5954,193773585.53084484,2022-03-08 00:00:00.000 UTC,9464478973.133635,CeFi
5955,1213715823.6335034,2022-03-08 00:00:00.000 UTC,9464478973.133635,Lending
5956,3386046938.944025,2022-03-08 00:00:00.000 UTC,9464478973.133635,EOA
5957,18297022.56154648,2022-03-08 00:00:00.000 UTC,9464478973.133635,Treasury
5958,646528315.8874238,2022-03-08 00:00:00.000 UTC,9464478973.133635,Other
5959,2061680045.5447462,2022-03-08 00:00:00.000 UTC,9464478973.133635,Dex
5960,106886121.50978924,2022-03-07 00:00:00.000 UTC,9586206476.740185,Dai Savings
5961,1843629458.0573075,2022-03-07 00:00:00.000 UTC,9586206476.740185,Bridge
5962,18297022.56154648,2022-03-07 00:00:00.000 UTC,9586206476.740185,Treasury
5963,199856375.49641812,2022-03-07 00:00:00.000 UTC,9586206476.740185,CeFi
5964,640378910.8746791,2022-03-07 00:00:00.000 UTC,9586206476.740185,Other
5965,1215330879.2255554,2022-03-07 00:00:00.000 UTC,9586206476.740185,Lending
5966,2106935671.6935172,2022-03-07 00:00:00.000 UTC,9586206476.740185,Dex
5967,3454892037.3213725,2022-03-07 00:00:00.000 UTC,9586206476.740185,EOA
5968,18297022.56154648,2022-03-06 00:00:00.000 UTC,9535912882.341072,Treasury
5969,648720140.0698148,2022-03-06 00:00:00.000 UTC,9535912882.341072,Other
5970,1182732877.9687104,2022-03-06 00:00:00.000 UTC,9535912882.341072,Lending
5971,2131178533.3583496,2022-03-06 00:00:00.000 UTC,9535912882.341072,Dex
5972,3399385210.099704,2022-03-06 00:00:00.000 UTC,9535912882.341072,EOA
5973,1853120518.3369324,2022-03-06 00:00:00.000 UTC,9535912882.341072,Bridge
5974,195586723.47139284,2022-03-06 00:00:00.000 UTC,9535912882.341072,CeFi
5975,106891856.47462307,2022-03-06 00:00:00.000 UTC,9535912882.341072,Dai Savings
5976,106864577.54963923,2022-03-05 00:00:00.000 UTC,9406311622.114418,Dai Savings
5977,2121759929.6901488,2022-03-05 00:00:00.000 UTC,9406311622.114418,Dex
5978,3408958037.588113,2022-03-05 00:00:00.000 UTC,9406311622.114418,EOA
5979,18297022.56154648,2022-03-05 00:00:00.000 UTC,9406311622.114418,Treasury
5980,645689796.8663415,2022-03-05 00:00:00.000 UTC,9406311622.114418,Other
5981,1058440117.9435042,2022-03-05 00:00:00.000 UTC,9406311622.114418,Lending
5982,188358263.4548435,2022-03-05 00:00:00.000 UTC,9406311622.114418,CeFi
5983,1857943876.4602814,2022-03-05 00:00:00.000 UTC,9406311622.114418,Bridge
5984,2124943543.2439973,2022-03-04 00:00:00.000 UTC,9418325922.870722,Dex
5985,3421907255.6235585,2022-03-04 00:00:00.000 UTC,9418325922.870722,EOA
5986,197269438.57813588,2022-03-04 00:00:00.000 UTC,9418325922.870722,CeFi
5987,1047445885.9046805,2022-03-04 00:00:00.000 UTC,9418325922.870722,Lending
5988,18297022.56154648,2022-03-04 00:00:00.000 UTC,9418325922.870722,Treasury
5989,641898301.1579328,2022-03-04 00:00:00.000 UTC,9418325922.870722,Other
5990,106899364.38995807,2022-03-04 00:00:00.000 UTC,9418325922.870722,Dai Savings
5991,1859665111.4109118,2022-03-04 00:00:00.000 UTC,9418325922.870722,Bridge
5992,1073004077.395122,2022-03-03 00:00:00.000 UTC,9333432669.918789,Lending
5993,179217112.47599542,2022-03-03 00:00:00.000 UTC,9333432669.918789,CeFi
5994,1868956002.1531653,2022-03-03 00:00:00.000 UTC,9333432669.918789,Bridge
5995,2137321132.2966688,2022-03-03 00:00:00.000 UTC,9333432669.918789,Dex
5996,108973781.9731238,2022-03-03 00:00:00.000 UTC,9333432669.918789,Dai Savings
5997,18297022.56154648,2022-03-03 00:00:00.000 UTC,9333432669.918789,Treasury
5998,640153726.7759898,2022-03-03 00:00:00.000 UTC,9333432669.918789,Other
5999,3307509814.2871776,2022-03-03 00:00:00.000 UTC,9333432669.918789,EOA
6000,676850125.1920753,2022-03-02 00:00:00.000 UTC,9331353806.009134,Other
6001,1903419279.4079142,2022-03-02 00:00:00.000 UTC,9331353806.009134,Bridge
6002,1071178126.8639568,2022-03-02 00:00:00.000 UTC,9331353806.009134,Lending
6003,18297022.56154648,2022-03-02 00:00:00.000 UTC,9331353806.009134,Treasury
6004,3192519849.6159096,2022-03-02 00:00:00.000 UTC,9331353806.009134,EOA
6005,185179042.26544583,2022-03-02 00:00:00.000 UTC,9331353806.009134,CeFi
6006,2174935395.229473,2022-03-02 00:00:00.000 UTC,9331353806.009134,Dex
6007,108974964.87281337,2022-03-02 00:00:00.000 UTC,9331353806.009134,Dai Savings
6008,1903752869.7193944,2022-03-01 00:00:00.000 UTC,9402821855.610352,Bridge
6009,3207512707.930878,2022-03-01 00:00:00.000 UTC,9402821855.610352,EOA
6010,1089577665.0954742,2022-03-01 00:00:00.000 UTC,9402821855.610352,Lending
6011,2207209807.45528,2022-03-01 00:00:00.000 UTC,9402821855.610352,Dex
6012,109536389.43752025,2022-03-01 00:00:00.000 UTC,9402821855.610352,Dai Savings
6013,685487685.1087115,2022-03-01 00:00:00.000 UTC,9402821855.610352,Other
6014,181447708.3015463,2022-03-01 00:00:00.000 UTC,9402821855.610352,CeFi
6015,18297022.56154648,2022-03-01 00:00:00.000 UTC,9402821855.610352,Treasury
6016,184936562.48685962,2022-02-28 00:00:00.000 UTC,9381862866.841969,CeFi
6017,685483686.6042956,2022-02-28 00:00:00.000 UTC,9381862866.841969,Other
6018,1906013397.4777598,2022-02-28 00:00:00.000 UTC,9381862866.841969,Bridge
6019,18297022.56154648,2022-02-28 00:00:00.000 UTC,9381862866.841969,Treasury
6020,3181485056.0509663,2022-02-28 00:00:00.000 UTC,9381862866.841969,EOA
6021,2176835123.1082616,2022-02-28 00:00:00.000 UTC,9381862866.841969,Dex
6022,110016410.25541954,2022-02-28 00:00:00.000 UTC,9381862866.841969,Dai Savings
6023,1118795608.2968595,2022-02-28 00:00:00.000 UTC,9381862866.841969,Lending
6024,1883193303.5085673,2022-02-27 00:00:00.000 UTC,9349981470.71298,Bridge
6025,110018236.65823862,2022-02-27 00:00:00.000 UTC,9349981470.71298,Dai Savings
6026,2142616957.8499603,2022-02-27 00:00:00.000 UTC,9349981470.71298,Dex
6027,186731570.6368599,2022-02-27 00:00:00.000 UTC,9349981470.71298,CeFi
6028,3200073996.8876133,2022-02-27 00:00:00.000 UTC,9349981470.71298,EOA
6029,1124433816.010363,2022-02-27 00:00:00.000 UTC,9349981470.71298,Lending
6030,18297022.56154648,2022-02-27 00:00:00.000 UTC,9349981470.71298,Treasury
6031,684616566.5998309,2022-02-27 00:00:00.000 UTC,9349981470.71298,Other
6032,18297022.56154648,2022-02-26 00:00:00.000 UTC,9353341794.013996,Treasury
6033,2133816230.4919004,2022-02-26 00:00:00.000 UTC,9353341794.013996,Dex
6034,688378301.4338397,2022-02-26 00:00:00.000 UTC,9353341794.013996,Other
6035,110122175.58899236,2022-02-26 00:00:00.000 UTC,9353341794.013996,Dai Savings
6036,1886532268.0229673,2022-02-26 00:00:00.000 UTC,9353341794.013996,Bridge
6037,3196677455.665042,2022-02-26 00:00:00.000 UTC,9353341794.013996,EOA
6038,189525925.2249624,2022-02-26 00:00:00.000 UTC,9353341794.013996,CeFi
6039,1129992415.0247462,2022-02-26 00:00:00.000 UTC,9353341794.013996,Lending
6040,110129181.35863565,2022-02-25 00:00:00.000 UTC,9364850697.563063,Dai Savings
6041,190962969.0719491,2022-02-25 00:00:00.000 UTC,9364850697.563063,CeFi
6042,1131961393.24397,2022-02-25 00:00:00.000 UTC,9364850697.563063,Lending
6043,2122105674.3005152,2022-02-25 00:00:00.000 UTC,9364850697.563063,Dex
6044,689111554.4947312,2022-02-25 00:00:00.000 UTC,9364850697.563063,Other
6045,3203641663.863257,2022-02-25 00:00:00.000 UTC,9364850697.563063,EOA
6046,1898641238.6684585,2022-02-25 00:00:00.000 UTC,9364850697.563063,Bridge
6047,18297022.56154648,2022-02-25 00:00:00.000 UTC,9364850697.563063,Treasury
6048,110129245.69728328,2022-02-24 00:00:00.000 UTC,9499247358.381203,Dai Savings
6049,1908822384.0038676,2022-02-24 00:00:00.000 UTC,9499247358.381203,Bridge
6050,18296337.56154648,2022-02-24 00:00:00.000 UTC,9499247358.381203,Treasury
6051,3171273406.495874,2022-02-24 00:00:00.000 UTC,9499247358.381203,EOA
6052,700377733.2378877,2022-02-24 00:00:00.000 UTC,9499247358.381203,Other
6053,2107236919.3979995,2022-02-24 00:00:00.000 UTC,9499247358.381203,Dex
6054,1294562441.4360592,2022-02-24 00:00:00.000 UTC,9499247358.381203,Lending
6055,188548890.5506856,2022-02-24 00:00:00.000 UTC,9499247358.381203,CeFi
6056,1920126856.9406462,2022-02-23 00:00:00.000 UTC,9772711684.35108,Bridge
6057,3134775734.5997477,2022-02-23 00:00:00.000 UTC,9772711684.35108,EOA
6058,2156996099.4331512,2022-02-23 00:00:00.000 UTC,9772711684.35108,Dex
6059,110203983.64027472,2022-02-23 00:00:00.000 UTC,9772711684.35108,Dai Savings
6060,1541282904.858406,2022-02-23 00:00:00.000 UTC,9772711684.35108,Lending
6061,188315599.92843688,2022-02-23 00:00:00.000 UTC,9772711684.35108,CeFi
6062,702724167.3888725,2022-02-23 00:00:00.000 UTC,9772711684.35108,Other
6063,18286337.56154648,2022-02-23 00:00:00.000 UTC,9772711684.35108,Treasury
6064,697078688.7580929,2022-02-22 00:00:00.000 UTC,9803009094.81976,Other
6065,3142769209.277534,2022-02-22 00:00:00.000 UTC,9803009094.81976,EOA
6066,1912434835.427128,2022-02-22 00:00:00.000 UTC,9803009094.81976,Bridge
6067,2196159797.2572665,2022-02-22 00:00:00.000 UTC,9803009094.81976,Dex
6068,1548120903.7668602,2022-02-22 00:00:00.000 UTC,9803009094.81976,Lending
6069,178019519.9383278,2022-02-22 00:00:00.000 UTC,9803009094.81976,CeFi
6070,110139802.83300337,2022-02-22 00:00:00.000 UTC,9803009094.81976,Dai Savings
6071,18286337.56154648,2022-02-22 00:00:00.000 UTC,9803009094.81976,Treasury
6072,107045368.73948713,2022-02-21 00:00:00.000 UTC,9832475976.083998,Dai Savings
6073,18286337.56154648,2022-02-21 00:00:00.000 UTC,9832475976.083998,Treasury
6074,1908428447.43526,2022-02-21 00:00:00.000 UTC,9832475976.083998,Bridge
6075,3118916301.6304693,2022-02-21 00:00:00.000 UTC,9832475976.083998,EOA
6076,719223729.4428966,2022-02-21 00:00:00.000 UTC,9832475976.083998,Other
6077,2219746705.048242,2022-02-21 00:00:00.000 UTC,9832475976.083998,Dex
6078,1565776308.6554139,2022-02-21 00:00:00.000 UTC,9832475976.083998,Lending
6079,175052777.5706815,2022-02-21 00:00:00.000 UTC,9832475976.083998,CeFi
6080,725610744.9870862,2022-02-20 00:00:00.000 UTC,9889564421.4032,Other
6081,18286337.56154648,2022-02-20 00:00:00.000 UTC,9889564421.4032,Treasury
6082,176441401.14548233,2022-02-20 00:00:00.000 UTC,9889564421.4032,CeFi
6083,3134264632.429697,2022-02-20 00:00:00.000 UTC,9889564421.4032,EOA
6084,2227169103.7630672,2022-02-20 00:00:00.000 UTC,9889564421.4032,Dex
6085,1593016240.563083,2022-02-20 00:00:00.000 UTC,9889564421.4032,Lending
6086,1901692112.558727,2022-02-20 00:00:00.000 UTC,9889564421.4032,Bridge
6087,113083848.39451292,2022-02-20 00:00:00.000 UTC,9889564421.4032,Dai Savings
6088,3142202305.8887777,2022-02-19 00:00:00.000 UTC,9907137225.602451,EOA
6089,2245831106.1579456,2022-02-19 00:00:00.000 UTC,9907137225.602451,Dex
6090,1576710865.3561833,2022-02-19 00:00:00.000 UTC,9907137225.602451,Lending
6091,1901804848.5238292,2022-02-19 00:00:00.000 UTC,9907137225.602451,Bridge
6092,18286337.56154648,2022-02-19 00:00:00.000 UTC,9907137225.602451,Treasury
6093,730577639.3708841,2022-02-19 00:00:00.000 UTC,9907137225.602451,Other
6094,178991716.41137385,2022-02-19 00:00:00.000 UTC,9907137225.602451,CeFi
6095,112732406.33191012,2022-02-19 00:00:00.000 UTC,9907137225.602451,Dai Savings
6096,3072261979.284791,2022-02-18 00:00:00.000 UTC,9881832566.562828,EOA
6097,747481862.3485049,2022-02-18 00:00:00.000 UTC,9881832566.562828,Other
6098,1923677765.2975857,2022-02-18 00:00:00.000 UTC,9881832566.562828,Bridge
6099,2265262503.624405,2022-02-18 00:00:00.000 UTC,9881832566.562828,Dex
6100,1565507371.4715366,2022-02-18 00:00:00.000 UTC,9881832566.562828,Lending
6101,176622821.24629423,2022-02-18 00:00:00.000 UTC,9881832566.562828,CeFi
6102,112732425.72816524,2022-02-18 00:00:00.000 UTC,9881832566.562828,Dai Savings
6103,18285837.56154648,2022-02-18 00:00:00.000 UTC,9881832566.562828,Treasury
6104,174723179.76136315,2022-02-17 00:00:00.000 UTC,9920422721.392565,CeFi
6105,18285837.56154648,2022-02-17 00:00:00.000 UTC,9920422721.392565,Treasury
6106,112453568.26791807,2022-02-17 00:00:00.000 UTC,9920422721.392565,Dai Savings
6107,755198801.5090777,2022-02-17 00:00:00.000 UTC,9920422721.392565,Other
6108,2280121113.290129,2022-02-17 00:00:00.000 UTC,9920422721.392565,Dex
6109,1593072476.9137762,2022-02-17 00:00:00.000 UTC,9920422721.392565,Lending
6110,3070349314.340406,2022-02-17 00:00:00.000 UTC,9920422721.392565,EOA
6111,1916218429.7483485,2022-02-17 00:00:00.000 UTC,9920422721.392565,Bridge
6112,112491264.72649494,2022-02-16 00:00:00.000 UTC,10006154794.213163,Dai Savings
6113,757358022.0685089,2022-02-16 00:00:00.000 UTC,10006154794.213163,Other
6114,165405447.9865039,2022-02-16 00:00:00.000 UTC,10006154794.213163,CeFi
6115,1573006188.4365015,2022-02-16 00:00:00.000 UTC,10006154794.213163,Lending
6116,2030185402.0307534,2022-02-16 00:00:00.000 UTC,10006154794.213163,Bridge
6117,18285837.56154648,2022-02-16 00:00:00.000 UTC,10006154794.213163,Treasury
6118,2243093976.6572943,2022-02-16 00:00:00.000 UTC,10006154794.213163,Dex
6119,3106328654.7455606,2022-02-16 00:00:00.000 UTC,10006154794.213163,EOA
6120,3185320023.271527,2022-02-15 00:00:00.000 UTC,10080785059.407825,EOA
6121,1579261305.873197,2022-02-15 00:00:00.000 UTC,10080785059.407825,Lending
6122,112536494.55554104,2022-02-15 00:00:00.000 UTC,10080785059.407825,Dai Savings
6123,172886993.62841213,2022-02-15 00:00:00.000 UTC,10080785059.407825,CeFi
6124,757877483.0516435,2022-02-15 00:00:00.000 UTC,10080785059.407825,Other
6125,2071309245.6977837,2022-02-15 00:00:00.000 UTC,10080785059.407825,Bridge
6126,18285837.56154648,2022-02-15 00:00:00.000 UTC,10080785059.407825,Treasury
6127,2183307675.768174,2022-02-15 00:00:00.000 UTC,10080785059.407825,Dex
6128,751609967.414496,2022-02-14 00:00:00.000 UTC,9935477809.992186,Other
6129,111837966.04918393,2022-02-14 00:00:00.000 UTC,9935477809.992186,Dai Savings
6130,175378741.63195446,2022-02-14 00:00:00.000 UTC,9935477809.992186,CeFi
6131,2077469646.4353752,2022-02-14 00:00:00.000 UTC,9935477809.992186,Bridge
6132,1572153296.113528,2022-02-14 00:00:00.000 UTC,9935477809.992186,Lending
6133,14285737.561546478,2022-02-14 00:00:00.000 UTC,9935477809.992186,Treasury
6134,3073039537.334417,2022-02-14 00:00:00.000 UTC,9935477809.992186,EOA
6135,2159702917.4516854,2022-02-14 00:00:00.000 UTC,9935477809.992186,Dex
6136,111850418.2070765,2022-02-13 00:00:00.000 UTC,9952755106.922045,Dai Savings
6137,3093073295.627591,2022-02-13 00:00:00.000 UTC,9952755106.922045,EOA
6138,14285737.561546478,2022-02-13 00:00:00.000 UTC,9952755106.922045,Treasury
6139,2148474350.671906,2022-02-13 00:00:00.000 UTC,9952755106.922045,Dex
6140,155739205.11163163,2022-02-13 00:00:00.000 UTC,9952755106.922045,CeFi
6141,2103171701.9647129,2022-02-13 00:00:00.000 UTC,9952755106.922045,Bridge
6142,760949927.9263468,2022-02-13 00:00:00.000 UTC,9952755106.922045,Other
6143,1565210469.851234,2022-02-13 00:00:00.000 UTC,9952755106.922045,Lending
6144,153138820.9023668,2022-02-12 00:00:00.000 UTC,9952435425.801748,CeFi
6145,111850418.2070765,2022-02-12 00:00:00.000 UTC,9952435425.801748,Dai Savings
6146,2147486593.6023517,2022-02-12 00:00:00.000 UTC,9952435425.801748,Dex
6147,3092223584.670736,2022-02-12 00:00:00.000 UTC,9952435425.801748,EOA
6148,14285737.561546478,2022-02-12 00:00:00.000 UTC,9952435425.801748,Treasury
6149,2110563649.388747,2022-02-12 00:00:00.000 UTC,9952435425.801748,Bridge
6150,1565898068.547401,2022-02-12 00:00:00.000 UTC,9952435425.801748,Lending
6151,756988552.9215224,2022-02-12 00:00:00.000 UTC,9952435425.801748,Other
6152,2114135241.029502,2022-02-11 00:00:00.000 UTC,9964975126.497967,Bridge
6153,14285737.561546478,2022-02-11 00:00:00.000 UTC,9964975126.497967,Treasury
6154,3101259822.0675936,2022-02-11 00:00:00.000 UTC,9964975126.497967,EOA
6155,2135218048.8880906,2022-02-11 00:00:00.000 UTC,9964975126.497967,Dex
6156,165038667.22541162,2022-02-11 00:00:00.000 UTC,9964975126.497967,CeFi
6157,111802917.9978908,2022-02-11 00:00:00.000 UTC,9964975126.497967,Dai Savings
6158,1561552332.6479473,2022-02-11 00:00:00.000 UTC,9964975126.497967,Lending
6159,761682359.0799836,2022-02-11 00:00:00.000 UTC,9964975126.497967,Other
6160,2137860967.116353,2022-02-10 00:00:00.000 UTC,9935662543.126755,Dex
6161,1558570691.7754998,2022-02-10 00:00:00.000 UTC,9935662543.126755,Lending
6162,14285737.561546478,2022-02-10 00:00:00.000 UTC,9935662543.126755,Treasury
6163,762252956.183295,2022-02-10 00:00:00.000 UTC,9935662543.126755,Other
6164,175427951.39194846,2022-02-10 00:00:00.000 UTC,9935662543.126755,CeFi
6165,113389304.51945646,2022-02-10 00:00:00.000 UTC,9935662543.126755,Dai Savings
6166,2116635634.9822302,2022-02-10 00:00:00.000 UTC,9935662543.126755,Bridge
