,ETH Vault_collateral_usd,stETH Vault_collateral_usd,BTC Vault_collateral_usd,Altcoin Vault_collateral_usd,Stablecoin Vault_collateral_usd,LP Vault_collateral_usd,PSM Vault_collateral_usd
2022-10-18,2712874745.760233,771214872.4275814,1406149273.5346975,415688004.8037485,477502220.5642953,764321847.3213143,1943538370.520665
2022-10-19,2654468779.7891536,717265409.0453993,1412324609.726484,414011120.0539237,457959081.53791606,833448148.6380773,1902740408.4426348
2022-10-20,2623652520.842388,767989028.6346414,1379773402.5099502,448690847.4595977,455659990.720134,777618249.1354691,1881858487.2629323
2022-10-21,2571271224.545662,803216774.8425908,1356954548.6130204,393998051.1426475,441568919.1890087,868246396.2136415,1866358105.1042643
2022-10-22,2576157637.0019817,793859837.3846827,1324809006.1506,429958462.19261605,455934332.8673818,821594606.6448305,1868777316.6779509
2022-10-23,2543784180.4867606,742750340.4055986,1365002286.5774457,415689503.89723057,446255785.90017974,1014268009.3620721,1849439097.8908958
2022-10-24,2570850418.4061,750303247.6544063,1392834976.3917356,438735646.83356494,450790890.2376591,844085273.1884279,1886885293.3316567
2022-10-25,2593079718.4847927,776328835.408428,1351133931.5687528,420869252.47672474,477492754.8313401,973326330.1714746,1888664744.4516623
2022-10-26,2619761309.073265,779208211.810278,1395914992.0585217,429498546.7804277,470935049.3872513,747984565.0458071,1919827956.8785715
2022-10-27,2565826140.947175,853818323.2705017,1386032489.3423576,390018445.1721732,432960849.6219532,982783520.496834,1889418702.124233
2022-10-28,2609835119.035709,806588827.3556432,1424282727.2447717,414778407.8895968,460322109.12794065,882152771.2857361,1936053963.413063
2022-10-29,2624127017.1098404,785440962.5398796,1431380798.050998,394702926.70914227,454616953.06853414,925383390.5713935,1943666724.9538848
2022-10-30,2659783206.2601414,843944521.359574,1418828071.2438996,455551584.14285016,450935660.01186377,881680476.5787545,1948651453.1799443
2022-10-31,2667334600.660936,805236325.815333,1456163864.574605,401027060.28837633,437318086.68016684,1059382975.1403725,1999734286.7085764
2022-11-01,2716256490.442857,827518685.8521308,1463523871.4027047,424034853.1140517,426387619.4878265,975455117.3099831,2032742080.775783
2022-11-02,2719211258.111324,882670632.7467567,1453909038.5151496,415332645.75975704,442447508.25848967,754404090.7067702,2048223335.4232888
2022-11-03,2667790644.7350483,847013691.6446775,1432128255.2632444,431144194.48808676,473357057.1456715,955597604.2451128,2012733413.7190757
2022-11-04,2693999569.3098164,811076428.9463792,1442918775.7626843,374283503.89499414,446697542.44699305,839582808.9559807,2048437101.5317683
2022-11-05,2641578897.415272,858354447.0790801,1414354578.832983,434652141.8407364,455664896.99749106,857294088.4529234,2011643359.7548566
2022-11-06,2641977943.558973,874685910.8013047,1414080184.0877323,433788957.362089,429659515.4994097,928585930.2632384,2006690447.6892884
2022-11-07,2664045506.661222,871841373.8052213,1415001979.8510005,438465578.2764834,431174884.83701015,1033554940.1746715,2023484214.001173
2022-11-08,2693308103.2006288,838403907.4519835,1432851863.5320249,442526176.24961406,418888213.1372838,882813749.99918,2067141356.5355635
2022-11-09,2647052210.5317326,767949989.5221199,1448874992.1127653,407414593.55687594,443291266.804774,867053346.4458601,2056237875.525248
2022-11-10,2591432880.946845,851282407.6957493,1412581590.672952,413126288.7966957,461458926.95970637,903830947.9576157,2012572680.420257
2022-11-11,2617705542.8166256,823839639.549877,1406349818.7556038,439242673.90881264,426699150.27724,1028156259.6450852,2001788574.9005325
2022-11-12,2640171831.9962063,907707651.4711053,1428881369.2624211,461570798.1858127,411616506.2137171,799555287.4722412,2048787164.1675575
2022-11-13,2598695354.993943,845058322.70649,1416232534.2666183,426335364.28165513,437615602.2072374,826452320.4206549,2042184657.4843137
2022-11-14,2571810438.773083,888725005.6674204,1410219423.2933385,434962607.93355244,424018551.58278525,840668952.4222028,2004707146.1594124
2022-11-15,2569075875.1186237,916602014.49408,1397081258.5059059,378970459.4579264,406831294.4268451,930917588.223223,2003881412.237073
2022-11-16,2559658655.7844024,824016187.7005618,1404041905.0267384,449088505.38069844,425177907.21986216,979138641.2163359,2025038059.9324105
2022-11-17,2582261097.786801,890296246.0164604,1410372227.2728431,397702155.5727056,430720746.7711274,953761056.9913064,2052122225.3253906
2022-11-18,2589834699.718238,872392693.9761251,1404431783.0655832,412871504.3200814,446374219.70739657,936895156.1206214,2060704820.7905781
2022-11-19,2591981636.411853,859075771.5318469,1426147735.9812937,427411376.4711818,398165161.68157166,1039552589.1455969,2048715767.1885588
2022-11-20,2626334388.0682874,892098852.3265972,1406111071.4294915,416159402.2422226,421523708.3886583,870147144.4993014,2079823060.7455294
2022-11-21,2591792867.0415654,873349607.137805,1393110594.4552295,394880076.00652295,419858169.8099924,807481384.9232583,2068573625.1309621
2022-11-22,2528775966.2887526,921197087.5387878,1390074556.6878839,398616550.66025674,425799393.0502846,853307673.6472292,2023619560.3878195
2022-11-23,2527789014.9190373,846120525.2812934,1388983755.5663533,416897660.7300495,436739187.891941,1008604282.2167372,2017710490.5975487
2022-11-24,2548714085.4950724,894434739.5666695,1380759964.4823985,438937187.0093977,428455384.7447172,1165167752.748711,2038542055.688058
2022-11-25,2628970737.632411,874791005.723651,1438302025.5459087,403569336.46090555,408742870.6358643,909062599.4459013,2129012313.930419
2022-11-26,2573800255.906395,884725619.7429792,1412703130.9866827,420941331.435326,417047312.28068423,937998026.973357,2099290124.9171197
2022-11-27,2559329288.5908065,893655461.7103904,1421014588.2029262,372504037.8662533,426861313.9411752,984543296.212291,2087546021.343996
2022-11-28,2566174772.879932,905592275.9503257,1406569388.235568,421361550.3458643,452946704.1954147,855483922.9366918,2086054349.846562
2022-11-29,2544508262.58035,910535167.0712762,1411115242.9758973,395680846.5364523,439053525.4461229,994181466.5405734,2081060913.8394804
2022-11-30,2561863608.0438156,923627028.6183023,1444724074.1617165,420427859.2918293,415528843.0217283,901497389.0687588,2099745349.6198366
2022-12-01,2578453977.89481,942748024.6116139,1425019962.6536586,414418131.5696179,421279856.4895804,999086184.8632904,2103684769.8208845
2022-12-02,2613521435.633584,915442019.4743514,1439396658.945262,403530698.8306679,421163425.2614938,897746013.5747371,2136548676.7270339
2022-12-03,2571085994.478008,957102451.3376694,1428806149.571247,403979642.56097734,416830177.60145074,789405510.1591455,2132364470.4374228
2022-12-04,2512197021.6045895,926354473.3175263,1416442253.2713428,409694074.2930644,433009113.2999405,1067100193.4416834,2089957672.032104
2022-12-05,2567112544.685329,962281699.3753921,1419016544.024258,417845063.9208883,425547652.2417651,808260627.9882859,2138698930.9513295
2022-12-06,2539673816.2817435,945046475.7128599,1392838455.9589138,409681316.53947717,419800956.64110386,790548904.9443289,2117878735.4683385
2022-12-07,2504806637.3522577,935118210.7671504,1378675183.4691246,409305054.58973396,424948523.8777489,962076385.0766883,2065476456.172064
2022-12-08,2518239281.2461057,872811015.4186275,1377203117.2126708,404594153.3448717,440060919.51924276,986078938.0062667,2094013912.25561
2022-12-09,2535915904.414888,904907888.3858821,1398444549.7163866,393902927.2806657,389868113.97847915,924249931.7525426,2067801175.8986487
2022-12-10,2500718899.7357187,895379348.8933237,1407144715.9322495,412845873.71836805,424020994.0496774,990207537.7148033,2058727500.914085
2022-12-11,2525425728.6109877,880877997.4152944,1416716357.1115239,422914632.6740138,410926250.1370912,1001511113.2170768,2061186484.9400342
2022-12-12,2562667799.3052855,910130741.0891106,1398849217.4919817,387131147.89078337,422078061.19031024,899740118.137632,2072445463.470901
2022-12-13,2521603509.509544,967459641.1862743,1379958802.8736453,414870215.89178085,409185014.16162044,934872976.2410223,2043350957.3970714
2022-12-14,2544490994.413332,952549370.5811833,1408984049.902595,411579022.92718893,449902192.87627155,834089443.9856336,2062684598.6121774
2022-12-15,2521852009.9091535,912734263.8655427,1378565274.3372416,408867952.8264867,407322551.47409207,1032804896.3845271,2047751077.285525
2022-12-16,2544048432.471841,946871507.8190988,1411403633.0554092,402569586.5377547,385821384.34488666,941938029.9566967,2064727100.6684158
2022-12-17,2541477319.537673,922456313.8553276,1368331504.004399,399169213.425065,435560258.4733085,946612300.9540714,2062546667.5103307
2022-12-18,2532485076.544946,923993132.067382,1395441882.9676595,459529931.3805181,429053096.31299114,1010468143.6494393,2053977309.9539976
2022-12-19,2601494848.370333,891878638.262281,1410450911.2483857,417709517.106325,427331850.0325792,1000172444.4791737,2085682990.8901715
2022-12-20,2593599400.3221726,946934425.7272309,1436031655.9231887,429659294.3600599,400864998.7438211,980667530.1770759,2083118651.7667403
2022-12-21,2628602330.100559,971382512.9877956,1457254447.2672389,435378761.1369492,426921243.71989954,1018972861.7058963,2090884503.8661306
2022-12-22,2682422644.845174,995956822.2961771,1469391433.4208465,442502862.32472277,390141097.79236203,858999656.6951307,2130458849.764993
2022-12-23,2685280477.8221197,957918798.5015588,1457343770.0389776,407175621.3155541,428570110.12920374,880086900.6347915,2121270224.0125277
2022-12-24,2656229461.254662,985171045.2964689,1476765057.1292553,417032187.9519671,435823856.5040181,858371878.1744916,2103647058.322483
2022-12-25,2663441520.4741635,972434229.9682345,1452836798.4367502,428524578.14700603,423966601.04989856,1138522465.298459,2092781124.3900664
2022-12-26,2743300901.0629015,928984796.9278384,1497109895.7212055,425744680.52920085,421728921.8662268,1014790946.0190562,2161861537.48227
2022-12-27,2762118783.2646766,994212079.6268759,1505468063.4437683,417231402.86397624,411449343.5162127,873976939.2973809,2149757791.438081
2022-12-28,2731741733.1950717,941591710.274782,1527598919.1693614,461477273.5074791,401803333.0441538,996097573.0585376,2132783199.255948
2022-12-29,2761855464.450445,974311991.3290837,1525117837.1222048,403161516.2477761,439127264.37631184,920051419.017587,2149086012.691559
2022-12-30,2742369668.327168,938284820.0721246,1483412894.7599576,409074071.6752015,408992953.7396638,876242862.707279,2134505169.58437
2022-12-31,2710792998.0454745,1004577926.1625875,1480349365.89219,415998051.610832,390981071.0473435,1038237416.020657,2084181156.1588209
2023-01-01,2707047557.5508738,1006937109.7684647,1485038380.5912526,410097863.11592597,433904556.57385576,1104596149.3293488,2125219272.567557
2023-01-02,2804446683.5957127,926125466.0893834,1533176041.6856544,434418940.19471216,406974135.0418907,1009431563.9954696,2162361558.5485463
2023-01-03,2782567753.899801,1010894990.1332197,1520341787.15157,415979172.27778196,420031472.6697164,1027959315.0089607,2150335342.9748325
2023-01-04,2804959276.5298057,981733059.382972,1553037450.657075,373470066.9092102,454071296.02455574,1189512941.8713346,2190598873.436148
2023-01-05,2876969461.9033046,983951253.4534978,1587884770.6716056,453836580.6697132,425215726.7921782,954474042.8518198,2237909667.3843527
2023-01-06,2894339161.1543536,973016612.4108907,1544819677.3417544,408844786.80635124,432518876.3196673,1172822721.7795966,2218862664.7404017
2023-01-07,2924586881.3548274,1031818747.3199574,1595299447.0939672,441887436.8841102,426891419.7086925,972393859.9674094,2253605835.8230696
2023-01-08,2945868296.342585,988152888.8313419,1582184444.8019927,408774129.4503447,417948097.5670861,1011416194.0740306,2250013831.178439
2023-01-09,2930965488.6676536,1011474199.60281,1600427387.2778842,415915734.5403699,439269859.186291,924185281.3296192,2256837596.321816
2023-01-10,2927032216.784586,985204206.2316027,1601674429.2195373,442323634.4031977,428000637.42804015,1040404076.1514198,2228259002.631428
2023-01-11,2943800137.5318375,964817311.4997144,1567980197.4698277,425443524.54405224,406454977.0144183,1136898787.5898287,2251658738.6951714
2023-01-12,2959781309.512807,1008864068.4472898,1575167316.9648077,443080470.01918364,411825141.6253936,984702158.8678046,2253774179.0576634
2023-01-13,2941479491.612577,1003422224.8100785,1583747782.984533,411310621.5318703,418652697.1320064,902959237.3784956,2253870205.6450367
2023-01-14,2899770332.455891,1008609330.5725486,1564151086.0051444,467996267.2923956,396394316.7311569,902767057.7920045,2212402691.5713816
2023-01-15,2887113731.414016,958581289.2505586,1562400880.6993554,449664080.7595467,471930561.24851334,835030703.7877018,2193794976.4441094
2023-01-16,2839531076.8160405,904437368.8716952,1535751477.5537782,436224712.32138354,429870365.5070353,1077657721.9575155,2171653670.8345513
2023-01-17,2869820097.063878,935360316.2955358,1538307938.0989656,445450253.11519825,414142331.4837072,872710643.6283727,2173304590.8090754
2023-01-18,2839233651.3010674,932768524.6537263,1502340742.1864803,423178806.7253399,398002999.2123415,919161260.684541,2128142090.2028449
2023-01-19,2782890063.0021706,941391571.0575105,1496748810.0273402,436460008.1063419,435772586.7231088,1097877345.959321,2103397364.3025959
2023-01-20,2848210471.0589237,1004770111.5652485,1528630488.6405988,432547722.06567776,435710692.77796215,847347529.2634891,2137826595.8047395
2023-01-21,2833458340.076137,898072426.1345987,1525119768.5680285,423540344.8391719,438263300.63538814,958253241.1650563,2121768097.2263832
2023-01-22,2823893716.3558574,938277566.3785186,1523927335.785617,424868190.00251323,473135139.0940736,1123233748.829669,2105012146.4340127
2023-01-23,2889597418.0756655,933941937.8807305,1571021111.0667918,452483490.4066384,442095737.7832089,854295458.425919,2168266162.458034
2023-01-24,2889172341.4509206,970828133.1336954,1546085243.8105788,439506401.98729444,421728353.6875129,947116744.6523815,2142382901.8419387
2023-01-25,2887718869.059393,989279773.4797956,1529889442.368852,489088887.9576395,412437956.0965143,932601398.6770172,2153184552.668817
2023-01-26,2887395238.790137,981308941.4388188,1535570875.032402,406602445.00778383,409451382.52018654,949024908.256935,2163430825.3983393
2023-01-27,2869785328.226856,956642816.2595282,1536710439.1883388,444288905.8944293,423048498.41487336,1296355402.3066506,2146280252.1738472
2023-01-28,2995878763.0428014,1014377386.826015,1604306334.771299,417862822.4840158,457416091.53973985,941509414.4010615,2248139864.9728613
2023-01-29,2975126425.3335686,1010187271.0200285,1582626703.2151036,420766398.15142924,421108073.8702742,977858899.8388087,2253383366.862706
2023-01-30,2974161851.347659,973811504.6367459,1611383157.8638327,437249004.7534668,415994436.7703866,867039870.6005185,2249686253.5806265
2023-01-31,2924004026.913346,1027333436.7368125,1573715018.7516193,434932638.215571,426591702.1206569,895459680.6044934,2208365626.255843
2023-02-01,2889558894.810841,1000670758.5229167,1544467272.379753,423826242.4912345,433970832.2194344,898540964.9358687,2197767983.3579907
2023-02-02,2874669251.5091324,1013958043.7404845,1524794683.4182324,435091590.8987974,398073110.67270714,843002121.4333293,2173023077.5849805
2023-02-03,2810352245.3986464,967532943.1231583,1531545709.8598454,436719081.43590415,426224067.2458333,789639304.3066626,2139336951.2200153
2023-02-04,2744796775.0027065,936909181.3138628,1495966804.6077836,425592113.54638875,423981112.31765205,1033783257.1249495,2110817994.3873596
2023-02-05,2792920613.302711,977100497.4129204,1484616014.6420312,418235035.5760294,420206881.5614726,857187607.6208125,2129065391.6084433
2023-02-06,2753996277.95238,952362913.4798182,1489548518.7920885,417883028.7813333,406519672.4821115,918747017.5665123,2104369643.7485907
2023-02-07,2726601835.510347,942746750.9898232,1480297507.1760874,390215034.7346842,418852444.3790302,915960103.1500863,2100635712.031426
2023-02-08,2728387639.402543,946536367.3673952,1461300018.652343,425794990.7949269,420075978.0204161,990418805.0551376,2086319559.4149094
2023-02-09,2754081176.69119,989887510.3226955,1470639924.7265096,410896363.928608,395434101.90575004,979289911.2244709,2112097923.4110274
2023-02-10,2732637404.798001,969454805.8535583,1487749903.1908484,455619008.46808505,397802660.3247112,882516253.7957156,2131061642.8610952
2023-02-11,2704509974.6202087,1032062376.7617855,1472095470.4863272,416920445.75566477,401343257.77898926,906496332.6615304,2115530934.5705109
2023-02-12,2703362607.0646405,1071063014.344263,1458929422.6827595,414979815.57114315,408174676.5554974,840499286.6404581,2106853131.5498588
2023-02-13,2666329231.0494733,983764420.5710026,1464275405.246445,413624138.2924805,387369256.7840923,872021949.0360403,2101308279.524635
2023-02-14,2646500739.268212,1001128558.8595815,1429517646.4096096,420944272.8216018,390649257.615866,845879594.5660093,2056496209.5183535
2023-02-15,2594753529.809647,919605626.0806471,1420778760.281319,439183982.4960232,430038468.6257482,852900405.118469,2041277899.3002434
2023-02-16,2569296420.2487307,991007691.6567928,1399727538.584477,441851197.8452133,428751078.0248438,863809644.5211744,2010520321.5020747
2023-02-17,2580741837.418373,939792157.758756,1399628809.6769085,406690344.26708144,406766019.85294604,880572500.4723365,2012085480.9442656
2023-02-18,2562578435.0173573,926374810.0142913,1380985268.761606,403460407.9475286,415717158.15916604,993494737.3327452,1997165871.2946706
2023-02-19,2559630413.870973,949616786.424659,1397697557.6497579,437010045.24089587,434192386.75177556,850034425.0498571,2003081761.091255
2023-02-20,2521431816.5511293,965373311.2629714,1370705067.1612396,401467528.5764238,432687082.03725886,884607639.3188865,2022984065.7093284
2023-02-21,2535217091.177384,960798157.5435368,1384608533.270351,400202769.0735656,391686598.0393395,929111092.7419658,1996930526.906237
2023-02-22,2515532379.3560567,979027407.470273,1384950105.3424218,411785336.0963159,405527476.81486005,932554685.37906,2018593539.448339
2023-02-23,2549943932.1403117,949316914.9221513,1402068002.7716365,382010267.5818645,406303757.0908419,699189375.0063305,2017147295.3022823
2023-02-24,2449141590.732321,989293346.487415,1360191862.4500597,381905809.7504027,419465675.7142116,893591342.3072419,1959175709.975343
2023-02-25,2468650561.194648,946937620.8321552,1334009778.030402,396587876.82950026,417566306.9872746,845509971.5184213,1973512253.4630265
2023-02-26,2411312939.3870215,1000659709.8490247,1365482906.4108496,377960719.1621749,417251191.5477955,859107665.5402561,1954007393.7555897
2023-02-27,2407806804.4287295,934024950.8092306,1348580208.0165534,417193280.6816819,383357934.9795457,878730393.8995095,1958796381.525734
2023-02-28,2385266209.416133,1010181072.8399062,1317620604.4502873,399909997.0324286,420361322.0078298,1024789746.7240154,1940484253.0643103
2023-03-01,2468906223.7327576,945344408.1607763,1364849194.9102912,430858978.11382186,397830641.52982026,958541370.5221071,1982492001.2295973
2023-03-02,2474138395.302686,967790899.3469275,1358055450.0562253,408962265.7435884,367484126.1652168,875965458.7838111,2010956310.1237438
2023-03-03,2427929723.071762,983699523.275627,1347936220.2248774,405873168.56622124,430789202.4246671,878819661.795952,1998167909.1602032
2023-03-04,2448961478.4944477,979674445.6313874,1370947403.2546234,441952534.99257416,417533914.25013226,1007560883.3144641,2005831532.6036599
2023-03-05,2502628166.7546167,968087621.0788751,1393881780.8725858,413569506.9554535,396481420.0521996,1035127061.34809,2047148234.106363
2023-03-06,2529733760.4369497,1030430578.933434,1419034416.1031544,427247920.1022964,402292837.99412155,1037239625.2181401,2079211423.8937063
2023-03-07,2559490838.2673855,979432468.0131621,1432667186.169642,387044051.19945425,420963027.4373266,1071227788.2474248,2137388915.776711
2023-03-08,2589701772.19643,1025926189.1243578,1434916053.1980832,420417730.7178291,399009019.4739645,1048829855.2762618,2149643982.734144
2023-03-09,2621376620.2438135,1024855870.8305367,1454911642.7682765,407192539.03316927,402189029.865105,869978018.3929505,2173937297.8251233
2023-03-10,2592924405.675651,1060204646.2821869,1451346965.8721433,411396185.565114,389847751.2736171,910695111.1623302,2146559552.0035346
2023-03-11,2589075682.0485153,1061330303.9580507,1419604389.3940198,393660348.3421213,377549782.0084366,985504101.8080213,2156832420.014841
2023-03-12,2586489344.152487,1039091560.7552358,1418778382.1226668,382022277.3818864,393250728.9917412,940743670.659696,2160348141.3352046
2023-03-13,2549450550.945687,1057208102.197041,1435777799.6269479,417949789.7935549,401242153.08452463,912882558.9330103,2145555240.581579
2023-03-14,2555101622.0782785,1071670760.8365961,1453257801.8193653,408047983.2221967,371334757.95283973,967670785.4151931,2133198626.0385554
2023-03-15,2548716537.698114,1002554233.0020272,1417415300.1114924,399129451.98575354,410997375.5246305,1058823288.6060379,2161417118.692872
2023-03-16,2574988501.753786,1049292421.3273973,1438809241.3878489,407349746.56604683,372929523.9917647,975703690.9271873,2174744564.9009852
2023-03-17,2555659010.8170295,1056521478.4299797,1439085661.38121,430978650.62541074,388246065.1552944,989991683.9411762,2172874210.7809134
2023-03-18,2582165896.371163,1073088802.6507404,1465513195.6255207,431642757.48552775,393311078.23011374,933306703.9319636,2170767277.072715
2023-03-19,2598351619.052776,1057220099.4161378,1422190891.4053447,439272809.2976761,380184948.6423982,1007166087.3481588,2184247372.179101
2023-03-20,2597197624.8272057,1092676655.5652254,1437664521.3372114,388045822.0764221,399303385.9154573,862242271.5614114,2189101339.4591365
2023-03-21,2569341658.3013554,1079921219.3221433,1440787772.8384333,400858595.5120116,375972605.3838112,944659029.9793693,2155888992.1412334
2023-03-22,2561933756.7777786,1032441836.9617999,1419112511.0220463,403018985.7566622,394987722.01725066,998145777.8477087,2160830429.611216
2023-03-23,2575786386.5068555,1067831036.987203,1412134448.0798137,395190277.16565585,402155134.719281,811918208.6313947,2153357159.892878
