,ETH Vault_collateral_usd,stETH Vault_collateral_usd,BTC Vault_collateral_usd,Altcoin Vault_collateral_usd,Stablecoin Vault_collateral_usd,LP Vault_collateral_usd,PSM Vault_collateral_usd
2022-09-14,2764456131.101375,650384243.6545525,1365061899.5389295,419583568.28793555,486185488.7221153,864684278.9203215,1755913018.1045868
2022-09-15,2734467906.936192,644953782.4191859,1391363325.5447197,439104759.216751,482603631.39774454,829295880.9423816,1766562486.477272
2022-09-16,2756568301.285312,684413063.9818516,1379058417.323305,417796635.5226416,504545652.1832809,770090961.7695881,1753900403.2289858
2022-09-17,2722874689.099918,656009662.2327545,1376282539.5511332,463263192.13379043,490731441.7674344,1020968315.8838861,1744402017.7075164
2022-09-18,2779208527.8401184,697125259.9772716,1424552945.8968077,460301186.7351891,477390302.10486555,914038961.0193048,1806594677.101701
2022-09-19,2832285029.8953075,708147648.9141159,1421512163.519565,438852559.32382196,504617308.0991108,843517210.8206019,1833116554.7467706
2022-09-20,2820699789.5925236,636039843.3242886,1414445881.6521075,431993276.97157663,494360733.46841925,853562886.2505584,1842417826.4769304
2022-09-21,2787605301.6679435,674422158.2707012,1436964869.7277062,450918184.60634726,488716781.76808935,877697049.012663,1809404187.8011022
2022-09-22,2802501496.699764,671708913.687019,1420019443.0749884,437339042.2827133,482686414.88290364,866023885.4218185,1810341313.3504102
2022-09-23,2786232959.454281,657065686.6765149,1450723966.7455914,447886183.435134,482621325.8908324,888053907.5815283,1806723344.9224374
2022-09-24,2798326144.031793,673638334.6098969,1449254848.0483825,409038277.15661013,465304424.89088833,837650120.6953119,1827846845.3684652
2022-09-25,2790661585.8846517,688337383.547325,1433851915.0346038,450077716.09437793,466518065.200194,791989044.87838,1815736201.6544707
2022-09-26,2787367042.618439,669872588.5113577,1423721121.4043183,438532987.41114855,490341194.82141936,783891923.3864429,1820002883.6751037
2022-09-27,2749004885.704304,657108832.1222624,1422117909.7884448,447525340.8554014,465754824.50168246,825463933.2164595,1800508267.8425333
2022-09-28,2734419726.2760754,680133776.167906,1412805937.544417,408690477.20156646,476675429.615986,964477173.555342,1805799872.2960231
2022-09-29,2752803081.0855823,737895070.800208,1413529968.032932,415842802.09784913,495925549.7857249,861118242.8674996,1832997211.7588806
2022-09-30,2743418620.3822956,753903607.9860392,1432358499.4753308,405572129.8733288,466924741.532626,916306963.4299687,1855348896.110167
2022-10-01,2777616989.797735,727840733.0716157,1428999895.7482917,397593002.9475195,447466458.5502248,972941686.6410353,1867500706.8792953
2022-10-02,2794377528.395478,756629581.3206034,1440918870.9137816,451091963.6219582,488541200.32170665,915957008.1791067,1863545264.9294171
2022-10-03,2813981407.9828134,763608799.949271,1470117399.56462,464655650.9114884,465837092.446325,919371773.6788613,1911290117.5419617
2022-10-04,2861949934.4976516,705222248.6079974,1455828856.8219123,434744161.2757934,493636993.8659882,898646758.8303069,1939713820.750901
2022-10-05,2821181496.975399,758527424.3372085,1490712536.3867967,452437477.1255594,494497917.96530336,807133791.9424175,1940273866.8193667
2022-10-06,2800203324.1463814,762154368.6484412,1479422660.1242356,416523565.5815667,483488577.4892511,791829918.3703707,1938177011.1477952
2022-10-07,2772639850.9633574,758729621.789083,1457518131.7719183,414176784.9392838,471564881.28278655,889109210.940867,1922296231.6065657
2022-10-08,2782773494.3618436,742204340.2793953,1466428156.1044867,403131245.9722189,464950425.44440365,1001751098.8493621,1928026652.0525055
2022-10-09,2811732580.352553,753651897.7660238,1478742146.9930162,419645903.533123,466844440.3518509,891876771.601825,1951621695.3038137
2022-10-10,2797347035.578491,739474298.4082543,1459795611.2784324,435092550.09349114,480951235.4350157,833186005.7388002,1955536622.5811925
2022-10-11,2763164773.201015,788025450.856915,1435653376.5802248,423519447.56805664,462292457.598988,793391571.4835677,1927935557.653246
2022-10-12,2717329181.686677,794209386.2388492,1428743204.5637867,422095724.0964834,447026145.8679614,813391286.7611072,1920591668.0043519
2022-10-13,2691236368.0860558,733648888.352318,1413187605.654062,434826839.02030873,485658413.3035339,996211961.6500819,1899806816.4970067
2022-10-14,2748596568.4489365,785693314.6425575,1439776477.9704096,454833600.2805036,459217789.71573913,894094592.7660578,1943794538.873669
2022-10-15,2734698341.302347,787490130.1173221,1473039198.9461195,434477278.018024,473885026.86027706,797812874.0667815,1965424382.8971875
2022-10-16,2737849126.525295,747778091.9101719,1404432691.971005,439542395.5405737,452255699.7467879,861069152.1960337,1949705445.388681
2022-10-17,2709454952.7016206,709969566.0268537,1433048637.9387321,448163545.2432557,445124264.0736739,973144310.9627026,1921411535.7417052
