day,BTC Vault_collateral_usd,ETH Vault_collateral_usd,stETH Vault_collateral_usd,Stablecoin Vault_collateral_usd,Altcoin Vault_collateral_usd,LP Vault_collateral_usd,RWA Vault_collateral_usd,PSM Vault_collateral_usd,BTC Vault_collateral_usd_Status,ETH Vault_collateral_usd_Status,stETH Vault_collateral_usd_Status,Stablecoin Vault_collateral_usd_Status,Altcoin Vault_collateral_usd_Status,LP Vault_collateral_usd_Status,RWA Vault_collateral_usd_Status,PSM Vault_collateral_usd_Status,Daily Portfolio Value
2020-09-27 00:00:00+00:00,160752089.6700532,996098577.7351379,0.0,498540586.33564234,10192041.060446864,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1665583294.8012805
2020-09-28 00:00:00+00:00,162691060.30107033,1020333430.4759778,0.0,483357957.4631799,10739591.20694539,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1677122039.4471734
2020-09-29 00:00:00+00:00,161014993.7416816,1002694772.8401489,0.0,480845528.7383686,10588062.408554917,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1655143357.728754
2020-09-30 00:00:00+00:00,160535601.21936932,992166040.5035133,0.0,473843180.9944483,12130757.928934198,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1638675580.646265
2020-10-01 00:00:00+00:00,145530897.72940665,975383871.9877423,0.0,453034035.3134993,12768910.799573235,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1586717715.8302214
2020-10-02 00:00:00+00:00,145078263.10527745,957281344.9724642,0.0,455665944.0510025,12657973.776917422,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1570683525.9056616
2020-10-03 00:00:00+00:00,143776658.43848094,971271371.6404029,0.0,456569591.6871335,12767904.666140944,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1584385526.4321585
2020-10-04 00:00:00+00:00,142621067.4919921,978529176.5448985,0.0,457103309.9141356,12752680.103921892,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1591006234.0549479
2020-10-05 00:00:00+00:00,144162366.94870874,969253068.7015163,0.0,455132104.6478438,12920617.315027205,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1581468157.613096
2020-10-06 00:00:00+00:00,141323144.97358066,931872911.3913058,0.0,464366625.15750605,12419194.58846303,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1549981876.1108556
2020-10-07 00:00:00+00:00,143052025.91411686,919778019.3937526,0.0,465988731.5778096,12375755.055241162,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1541194531.94092
2020-10-08 00:00:00+00:00,146396410.49985635,951581384.751984,0.0,465315235.26539856,12649232.113180965,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1575942262.6304197
2020-10-09 00:00:00+00:00,149010374.67994937,979173806.546648,0.0,483075111.7976929,14077783.059880137,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1625337076.0841703
2020-10-10 00:00:00+00:00,153120196.41585782,1004947331.9275806,0.0,491436292.4072821,14449469.13481567,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1663953289.8855362
2020-10-11 00:00:00+00:00,150870611.4992028,1004668675.2382854,0.0,504786835.9883645,14575928.657237746,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1674902051.3830905
2020-10-12 00:00:00+00:00,155742564.7999361,1047838713.882857,0.0,509704413.53740084,15133724.781830678,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1728419417.0020247
2020-10-13 00:00:00+00:00,150276882.02403614,1019893426.7016115,0.0,524800754.892998,14706397.487831429,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1709677461.106477
2020-10-14 00:00:00+00:00,160949548.6654654,996339186.7568876,0.0,511876318.03963834,14359855.745529575,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1683524909.207521
2020-10-15 00:00:00+00:00,164183840.71561202,996468860.1350118,0.0,508470897.3636079,14440836.304102454,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1683564434.5183342
2020-10-16 00:00:00+00:00,160529133.3900614,965822752.4124162,0.0,507730055.2960367,13821818.657584865,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1647903759.7560992
2020-10-17 00:00:00+00:00,161495094.24211192,966835357.9576385,0.0,506966611.5679421,15031734.280466225,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1650328798.048159
2020-10-18 00:00:00+00:00,163064631.70184332,989876566.1494055,0.0,504946602.64464754,15270926.463408763,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1673158726.959305
2020-10-19 00:00:00+00:00,167224311.08408782,1018027571.9764285,0.0,497656498.90570366,15310954.576100882,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1698219336.5423207
2020-10-20 00:00:00+00:00,170046635.0954229,997403062.0157757,0.0,497008738.9967314,14472798.109483944,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1678931234.2174141
2020-10-21 00:00:00+00:00,201633222.97292435,1071327713.0511074,0.0,504024645.0885678,15305734.752909796,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1792291315.8655093
2020-10-22 00:00:00+00:00,205836296.7787014,1082404509.604455,0.0,497560430.1257323,17928997.09414025,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1803730233.603029
2020-10-23 00:00:00+00:00,221824331.22419134,1055166685.6158087,0.0,495302936.9399436,25340009.998178247,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1797633963.778122
2020-10-24 00:00:00+00:00,223105526.1762913,1064694799.6574451,0.0,495306562.4242226,30590699.000035323,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1813697587.2579942
2020-10-25 00:00:00+00:00,222334756.35331482,1053918901.4477698,0.0,493425081.2442842,29676544.496718142,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1799355283.5420868
2020-10-26 00:00:00+00:00,222950000.35284564,1009006626.6704873,0.0,490290301.0991657,28862867.694735747,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1751109795.8172343
2020-10-27 00:00:00+00:00,236578734.92197502,1044095998.6702547,0.0,498959096.19069,29324930.13800162,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1808958759.9209216
2020-10-28 00:00:00+00:00,225762936.16442826,982864509.9390258,0.0,493617933.4855607,27399332.13815622,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1729644711.727171
2020-10-29 00:00:00+00:00,243620877.0724446,997403059.067028,0.0,492886241.8728866,27167538.44128895,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1761077716.4536483
2020-10-30 00:00:00+00:00,210913665.94359237,986982715.1459184,0.0,481968075.2084356,26561194.785458595,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1706425651.0834048
2020-10-31 00:00:00+00:00,216543691.32661816,999632597.4796823,0.0,483020023.90397054,26525988.89223396,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1725722301.6025047
2020-11-01 00:00:00+00:00,217003171.90974423,1023150738.2696204,0.0,491276601.6971123,27059384.711300638,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1758489896.5877776
2020-11-02 00:00:00+00:00,210764341.88364047,994324762.7233588,0.0,506595986.1876535,26310837.08662562,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1737995927.8812783
2020-11-03 00:00:00+00:00,210845614.78255633,985419979.3686433,0.0,507511336.6739145,24861853.982446194,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1728638784.8075602
2020-11-04 00:00:00+00:00,215496175.60772315,1030793196.6334118,0.0,501736167.1001577,24441384.88024479,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1772466924.2215374
2020-11-05 00:00:00+00:00,232041598.34937054,1058276325.3798892,0.0,500977314.21950275,25644190.54707947,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1816939428.495842
2020-11-06 00:00:00+00:00,234338182.9058167,1148658629.1701818,0.0,500437596.08905643,26956712.478226982,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1910391120.643282
2020-11-07 00:00:00+00:00,222449552.74897534,1066187039.9531083,0.0,501751346.6130309,26512317.535447456,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1816900256.8505619
2020-11-08 00:00:00+00:00,230937758.43026042,1103394274.2120447,0.0,501080772.74395734,28581833.595294453,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1863994638.981557
2020-11-09 00:00:00+00:00,229137250.98045272,1102505702.3307042,0.0,504075090.62752765,28626428.618645795,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1864344472.5573306
2020-11-10 00:00:00+00:00,228888174.1565462,1102491716.147362,0.0,507620585.00872767,29872797.500159632,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1868873272.8127956
2020-11-11 00:00:00+00:00,234870478.9992115,1201180218.1232448,0.0,509917555.23778164,30112295.675113983,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1976080548.035352
2020-11-12 00:00:00+00:00,241493956.2387709,1193073524.0657785,0.0,502595775.88872576,48403393.17450609,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1985566649.3677814
2020-11-13 00:00:00+00:00,243578664.43328002,1234212312.5909266,0.0,505226846.6980565,52942156.24784365,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2035959979.9701068
2020-11-14 00:00:00+00:00,239308842.1750091,1215232349.2320173,0.0,503420111.2999009,52240873.20072474,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2010202175.9076521
2020-11-15 00:00:00+00:00,237441898.5324859,1171765469.8037074,0.0,510588467.52746844,49067252.32324244,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,1968863088.1869042
2020-11-16 00:00:00+00:00,247971780.57623175,1215753291.7529938,0.0,508839157.28762466,50677606.88127379,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2023241836.498124
2020-11-17 00:00:00+00:00,262259020.61926386,1270398464.4250834,0.0,507873131.8612405,54574985.08071596,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2095105601.9863036
2020-11-18 00:00:00+00:00,263821227.5505848,1237924084.4237056,0.0,491636288.74697804,55234614.04910275,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2048616214.7703712
2020-11-19 00:00:00+00:00,268276519.92546993,1239172507.1348648,0.0,480204878.40140533,61908694.88106531,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2049562600.3428054
2020-11-20 00:00:00+00:00,285507351.9798156,1334672863.1099548,0.0,479949429.9133741,62285194.312572375,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2162414839.3157167
2020-11-21 00:00:00+00:00,286226895.5231051,1438609627.3786483,0.0,490118713.44642687,61997136.46625237,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2276952372.8144326
2020-11-22 00:00:00+00:00,286785188.17914534,1527693407.050106,0.0,485416851.3408756,63804788.46072618,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2363700235.0308533
2020-11-23 00:00:00+00:00,282767682.7169712,1607461828.080528,0.0,482208747.45785946,64589545.0612032,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2437027803.3165617
2020-11-24 00:00:00+00:00,286495512.3570579,1569113645.0759752,0.0,481579594.9827916,78332110.09685515,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2415520862.5126796
2020-11-25 00:00:00+00:00,286252349.5845805,1510286454.2474651,0.0,480430489.33244824,77673089.77937411,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2354642382.9438677
2020-11-26 00:00:00+00:00,259260674.61161593,1366746471.9869163,0.0,482614337.4726302,73106784.0292136,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2181728268.100376
2020-11-27 00:00:00+00:00,254162332.08999476,1310304634.370005,0.0,482575518.32941955,76966413.08499743,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2124008897.8744166
2020-11-28 00:00:00+00:00,267110951.81346074,1388038486.085254,0.0,482827353.9229979,78799951.88990024,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2216776743.711613
2020-11-29 00:00:00+00:00,324565918.91895175,1434814284.620363,0.0,482592529.6389874,81066710.50451547,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2323039443.682818
2020-11-30 00:00:00+00:00,345321937.5971505,1537873484.4643776,0.0,490860449.87882054,90535283.18895978,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2464591155.129308
2020-12-01 00:00:00+00:00,336374209.96651566,1512216477.3736331,0.0,501313684.7752924,87675883.76391232,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2437580255.8793535
2020-12-02 00:00:00+00:00,338057245.62459636,1503381748.6706376,0.0,497018885.14976215,99294138.46000735,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2437752017.905003
2020-12-03 00:00:00+00:00,334231210.29100984,1556888428.8882148,0.0,496704841.4873261,95699878.64563982,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2483524359.3121905
2020-12-04 00:00:00+00:00,315052421.73781145,1466809939.1816733,0.0,491767849.2091816,90724595.12374622,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2364354805.252413
2020-12-05 00:00:00+00:00,318351703.1506158,1506465324.757593,0.0,489485368.1635972,91785604.72047746,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2406088000.7922835
2020-12-06 00:00:00+00:00,318245780.33021617,1521512681.1667244,0.0,492268186.99429613,91441369.75483784,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2423468018.2460747
2020-12-07 00:00:00+00:00,308479376.9487171,1503434360.3365822,0.0,485773363.65568054,88391212.93347378,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2386078313.8744535
2020-12-08 00:00:00+00:00,300812772.4511835,1441199892.3160198,0.0,492167362.8089515,77427994.88427529,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2311608022.46043
2020-12-09 00:00:00+00:00,295552514.0336016,1464766803.9722805,0.0,500757690.63770443,77099185.46232033,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2338176194.105907
2020-12-10 00:00:00+00:00,277455266.98314315,1442568174.8363297,0.0,507246918.78423035,74318846.91879612,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2301589207.522499
2020-12-11 00:00:00+00:00,237079233.46987462,1400500704.903601,0.0,509476490.26649904,69106547.25352974,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2216162975.893504
2020-12-12 00:00:00+00:00,246926316.74913004,1460948221.5326827,0.0,539914736.5215603,75046052.87836544,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2322835327.6817384
2020-12-13 00:00:00+00:00,247767920.92035016,1516725934.2450483,0.0,536497482.96006215,76151423.59153181,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2377142761.7169924
2020-12-14 00:00:00+00:00,247117814.94505107,1505006221.158943,0.0,536103365.39966357,72658358.96139781,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2360885760.465055
2020-12-15 00:00:00+00:00,249805423.54163352,1515512914.6524227,0.0,535680485.5104608,70671768.14458461,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2371670591.8491015
2020-12-16 00:00:00+00:00,273677605.1889716,1632874948.7362573,0.0,537486560.7868392,76479937.3464703,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2520519052.0585384
2020-12-17 00:00:00+00:00,290195341.7848365,1666271278.1923485,0.0,537490305.6213658,76674535.9165659,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2570631461.5151167
2020-12-18 00:00:00+00:00,296595950.13239545,1688211582.5123026,0.0,532903043.5488411,85664772.88456303,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2603375349.078102
2020-12-19 00:00:00+00:00,294113129.25339895,1748664191.2562585,0.0,533223045.1251784,86713480.85858104,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2662713846.493417
2020-12-20 00:00:00+00:00,243081848.51238182,1688030779.7165012,0.0,532993974.06099665,85404408.87233913,0.0,0.0,0.0,Open,Open,Closed,Open,Open,Closed,Closed,Closed,2549511011.162219
2020-12-21 00:00:00+00:00,238559375.1512167,1639235523.4837172,0.0,526186250.1732564,77515861.79255241,186590.64937618206,0.0,0.0,Open,Open,Closed,Open,Open,Open,Closed,Closed,2481683601.250119
2020-12-22 00:00:00+00:00,243015263.08469605,1663312745.2211945,0.0,515664229.9337168,78218551.39525077,588954.9970087766,0.0,0.0,Open,Open,Closed,Open,Open,Open,Closed,Closed,2500799744.631867
2020-12-23 00:00:00+00:00,242564282.4393051,1596994479.3813252,0.0,514994030.30004,62343196.588211,586817.502886631,0.0,0.0,Open,Open,Closed,Open,Open,Open,Closed,Closed,2417482806.211768
2020-12-24 00:00:00+00:00,244804641.87962788,1637702906.1657894,0.0,517128328.5946974,51742143.05948554,580431.1791680387,0.0,0.0,Open,Open,Closed,Open,Open,Open,Closed,Closed,2451958450.8787684
2020-12-25 00:00:00+00:00,249977175.99806058,1655408457.038893,0.0,516831058.589136,52742304.752477564,735084.2711202586,0.0,0.0,Open,Open,Closed,Open,Open,Open,Closed,Closed,2475694080.6496873
2020-12-26 00:00:00+00:00,273697931.1790279,1745312978.4406567,0.0,517558743.310185,51632109.98513905,2795908.957723613,0.0,0.0,Open,Open,Closed,Open,Open,Open,Closed,Closed,2590997671.872732
2020-12-27 00:00:00+00:00,222113981.312228,1822850927.2587762,0.0,515699009.29333615,55245233.58587624,3012161.634742108,0.0,0.0,Open,Open,Closed,Open,Open,Open,Closed,Closed,2618921313.084959
2020-12-28 00:00:00+00:00,226630854.88441095,1980988953.5995176,0.0,526725583.9947497,55836768.937523626,5791480.04982006,0.0,0.0,Open,Open,Closed,Open,Open,Open,Closed,Closed,2795973641.466022
2020-12-29 00:00:00+00:00,223639518.76491845,1973220855.121946,0.0,529428527.16345674,51786109.71529158,5743259.297009623,0.0,0.0,Open,Open,Closed,Open,Open,Open,Closed,Closed,2783818270.0626225
2020-12-30 00:00:00+00:00,240246430.54352996,2034212776.2581062,0.0,530393231.718746,48813647.86047192,5752157.227244359,0.0,0.0,Open,Open,Closed,Open,Open,Open,Closed,Closed,2859418243.6080985
2020-12-31 00:00:00+00:00,240501706.03879184,2010014610.7340052,0.0,537508381.727017,48635431.21371865,5799471.085495208,0.0,0.0,Open,Open,Closed,Open,Open,Open,Closed,Closed,2842459600.7990274
2021-01-01 00:00:00+00:00,244371376.08238235,1987953023.6814523,0.0,558713262.774019,48696101.33094539,5821641.943556885,0.0,0.0,Open,Open,Closed,Open,Open,Open,Closed,Closed,2845555405.8123555
2021-01-02 00:00:00+00:00,269875831.77630335,2098029883.1055865,0.0,526495392.4304212,48863083.72786744,5922411.78478807,0.0,0.0,Open,Open,Closed,Open,Open,Open,Closed,Closed,2949186602.824967
2021-01-03 00:00:00+00:00,303728857.8167452,2601215128.574405,0.0,516346231.39633787,53539777.82838479,6413119.789130291,0.0,2964388.545068,Open,Open,Closed,Open,Open,Open,Closed,Open,3484207503.9500713
2021-01-04 00:00:00+00:00,288937804.04258054,2772135596.949826,0.0,572458500.3961095,54726505.5050651,6998734.106924617,0.0,2964388.545068,Open,Open,Closed,Open,Open,Open,Closed,Open,3698221529.545573
2021-01-05 00:00:00+00:00,319259519.0887349,2987141442.4230313,0.0,567426464.4591782,61954110.50312986,6767876.367504046,0.0,2964388.545068,Open,Open,Closed,Open,Open,Open,Closed,Open,3945513801.3866463
2021-01-06 00:00:00+00:00,342756855.7178911,3197358954.1670685,0.0,563352599.2154353,66007911.174359076,7037472.491448922,0.0,2964388.545068,Open,Open,Closed,Open,Open,Open,Closed,Open,4179478181.3112707
2021-01-07 00:00:00+00:00,377397211.78834575,3344780669.187383,0.0,538240016.0057567,68307768.84377211,7444687.1969149215,0.0,27693436.237468,Open,Open,Closed,Open,Open,Open,Closed,Open,4363863789.259641
2021-01-08 00:00:00+00:00,379827131.0735629,3146348464.0462337,0.0,537131849.9183296,67454746.52766803,7084414.1366497185,0.0,27693436.237468,Open,Open,Closed,Open,Open,Open,Closed,Open,4165540041.939912
2021-01-09 00:00:00+00:00,403325732.646143,3432584363.1892114,0.0,530334529.1426026,77377586.98372647,7409324.954251205,0.0,27693436.237468,Open,Open,Closed,Open,Open,Open,Closed,Open,4478724973.153402
2021-01-10 00:00:00+00:00,386191702.8998807,3340832030.559855,0.0,530652581.2761518,72185285.4198846,7575759.280190845,0.0,27693436.237468,Open,Open,Closed,Open,Open,Open,Closed,Open,4365130795.67343
2021-01-11 00:00:00+00:00,348390944.1862075,2719261474.22359,0.0,525336230.38846576,71590610.64533786,6454872.360689248,0.0,27693436.237468,Open,Open,Closed,Open,Open,Open,Closed,Open,3698727568.041758
2021-01-12 00:00:00+00:00,357580041.6000414,2850730623.705041,0.0,511832829.8063968,78224759.46773925,6987235.854840646,0.0,27893435.005466,Open,Open,Closed,Open,Open,Open,Closed,Open,3833248925.439525
2021-01-13 00:00:00+00:00,382553108.9139677,2954241307.4286394,0.0,496377741.2504821,82573083.32107317,7134112.28165124,0.0,28012167.505367,Open,Open,Closed,Open,Open,Open,Closed,Open,3950891520.70118
2021-01-14 00:00:00+00:00,401222970.2326452,3129517217.453126,0.0,494917322.69894254,85572876.42317063,7426505.5415329505,0.0,29995077.46383,Open,Open,Closed,Open,Open,Open,Closed,Open,4148651969.813247
2021-01-15 00:00:00+00:00,379876767.5319241,2972184233.029513,0.0,422432678.2150383,76344789.6226141,7175332.165701463,0.0,29995077.46383,Open,Open,Closed,Open,Open,Open,Closed,Open,3888008878.0286207
2021-01-16 00:00:00+00:00,402331156.3890085,3233423900.7357993,0.0,421109934.04546183,85730364.50233467,7256568.7058014525,0.0,29995077.46383,Open,Open,Closed,Open,Open,Open,Closed,Open,4179847001.8422356
2021-01-17 00:00:00+00:00,396657155.97078025,3335526815.207198,0.0,417900024.3157257,97024722.29536694,6805702.953572189,0.0,29995077.46383,Open,Open,Closed,Open,Open,Open,Closed,Open,4283909498.2064734
2021-01-18 00:00:00+00:00,393734982.8941278,3287197725.841987,0.0,425722704.1645378,95651918.57383417,6728277.686240752,0.0,29995079.465829,Open,Open,Closed,Open,Open,Open,Closed,Open,4239030688.6265564
2021-01-19 00:00:00+00:00,387948659.07781476,3732733028.2981524,0.0,417933265.838877,95938640.2249479,4935228.2960279435,0.0,29995079.465829,Open,Open,Closed,Open,Open,Open,Closed,Open,4669483901.201649
2021-01-20 00:00:00+00:00,358508214.36587995,3482539673.1661854,0.0,418301947.7862946,108174981.00522234,7673526.845608857,0.0,29995079.465829,Open,Open,Closed,Open,Open,Open,Closed,Open,4405193422.63502
2021-01-21 00:00:00+00:00,325017664.679776,3072449429.8373275,0.0,416297501.93223476,101135217.29420069,2925071.842818677,0.0,29995079.465829,Open,Open,Closed,Open,Open,Open,Closed,Open,3947819965.052187
2021-01-22 00:00:00+00:00,350414472.7628593,3328391865.406855,0.0,421217017.8888735,113260436.93340427,20930509.011851914,0.0,29995079.465829,Open,Open,Closed,Open,Open,Open,Closed,Open,4264209381.469673
2021-01-23 00:00:00+00:00,342533879.507599,3334567734.9905176,0.0,441321638.5891919,122279031.87443249,21060076.21844835,0.0,29995079.465829,Open,Open,Closed,Open,Open,Open,Closed,Open,4291757440.646018
2021-01-24 00:00:00+00:00,345860871.252981,3623002900.742525,0.0,459708770.3237165,126210850.67067438,22057456.978277862,0.0,29999079.465829,Open,Open,Closed,Open,Open,Open,Closed,Open,4606839929.434004
2021-01-25 00:00:00+00:00,357678602.51387113,3637117420.224404,0.0,459023017.44361144,117074148.68354146,22649960.423093766,0.0,29999079.465829,Open,Open,Closed,Open,Open,Open,Closed,Open,4623542228.754351
2021-01-26 00:00:00+00:00,385300754.04168093,3615428011.796062,0.0,456180017.3975335,118747447.61857457,22049078.303586897,0.0,29999079.465829,Open,Open,Closed,Open,Open,Open,Closed,Open,4627704388.623266
2021-01-27 00:00:00+00:00,371731207.7743752,3474125885.42166,0.0,439438018.52480763,153359398.13394645,37025877.00291018,0.0,39275728.877851,Open,Open,Closed,Open,Open,Open,Closed,Open,4514956115.735551
2021-01-28 00:00:00+00:00,423398558.2481172,3692526826.266795,0.0,438116738.51393044,165415314.40009278,37318061.09559395,0.0,40270147.672112,Open,Open,Closed,Open,Open,Open,Closed,Open,4797045646.196643
2021-01-29 00:00:00+00:00,446215815.65448374,3786705965.170794,0.0,433805409.6619928,161135724.37014985,37735640.805405356,0.0,45882992.415849,Open,Open,Closed,Open,Open,Open,Closed,Open,4911481548.078674
2021-01-30 00:00:00+00:00,443870030.82404685,3793030927.506374,0.0,433728520.8590081,175449583.88434732,38412733.120493144,0.0,45882992.415849,Open,Open,Closed,Open,Open,Open,Closed,Open,4930374788.610117
2021-01-31 00:00:00+00:00,423644821.2901768,3593900285.4214525,0.0,426288744.01410127,171266992.02289814,37596284.17862663,0.0,45882992.415849,Open,Open,Closed,Open,Open,Open,Closed,Open,4698580119.343104
2021-02-01 00:00:00+00:00,437682348.0206603,3698754634.6389337,0.0,429105692.58061045,180968179.32680023,37128472.07257957,0.0,45882992.415849,Open,Open,Closed,Open,Open,Open,Closed,Open,4829522319.055433
2021-02-02 00:00:00+00:00,456828027.59764594,4295582697.590565,0.0,425129953.4551718,185229588.47358322,38409703.74573168,0.0,49294192.845402,Open,Open,Closed,Open,Open,Open,Closed,Open,5450474163.708098
2021-02-03 00:00:00+00:00,475931876.7493924,4638270210.129412,0.0,424254954.5953737,197354743.5070521,40886289.69556493,0.0,49614913.030282006,Open,Open,Closed,Open,Open,Open,Closed,Open,5826312987.707078
2021-02-04 00:00:00+00:00,469982639.0920722,4656019922.851569,0.0,423210300.6279129,218446742.5928443,42775084.40888257,0.0,49614913.030282006,Open,Open,Closed,Open,Open,Open,Closed,Open,5860049602.603562
2021-02-05 00:00:00+00:00,495800682.38684577,4941500411.848206,0.0,424251127.0077572,233835896.79131252,42291930.54950136,0.0,49614913.030282006,Open,Open,Closed,Open,Open,Open,Closed,Open,6187294961.613904
